schema_version	artifact_role	path	sha256	bytes	timestamp_utc
phase12_kda_network_figures_v1	figure_3_atp_convergence	results/figures/analysis/phase12_kda/network_figures/phase12_kda_atp_convergence.pdf	5fdd9e7ce3d569feeba8671e8f5b97ceb095df42bc9acef35e1eab78fd25da4a	31981	2026-08-10T01:58:23Z
phase12_kda_network_figures_v1	figure_3_atp_convergence	results/figures/analysis/phase12_kda/network_figures/phase12_kda_atp_convergence.png	40ff97d048e70ea8e8a28768230d271a15d6f9e107e98892d67fa097cef84ceb	896228	2026-08-10T01:58:23Z
phase12_kda_network_figures_v1	figure_3_atp_convergence	results/figures/analysis/phase12_kda/network_figures/phase12_kda_atp_convergence.svg	5818ef1c4f1516adf36a3df81da472f93b75a2fb9134c484ae370d6f78ebd231	45377	2026-08-10T01:58:23Z
phase12_kda_network_figures_v1	figure_3_atp_convergence	results/figures/analysis/phase12_kda/network_figures/phase12_kda_atp_convergence_complete.pdf	e163ad48c033fd962d1881c3cc8762eeff7fbf565a2396c35819fb5da8ecb33a	47220	2026-08-10T01:58:23Z
phase12_kda_network_figures_v1	figure_3_atp_convergence	results/figures/analysis/phase12_kda/network_figures/phase12_kda_atp_convergence_complete_layout.tsv	85c13c6187cc99538861f369eedf48f2a495560f277e09965ef46ef979d0e313	12208	2026-08-10T01:58:23Z
phase12_kda_network_figures_v1	figure_3_atp_convergence	results/figures/analysis/phase12_kda/network_figures/phase12_kda_atp_convergence_layout.tsv	187e98f5982047f90a1b75a9a73124fd45112e1e5f773c2eb9fbd1ddf5d13fd6	3424	2026-08-10T01:58:23Z
phase12_kda_network_figures_v1	prepared_data	results/figures/analysis/phase12_kda/network_figures/phase12_kda_atp_convergence_pairs.tsv	b025ef83d820df0e568846639e724e89f0ee314a6ff71ac8ce6c059c95bb2499	23133	2026-08-11T00:20:49Z
phase12_kda_network_figures_v1	prepared_data	results/figures/analysis/phase12_kda/network_figures/phase12_kda_complex_v_genes.tsv	8983725396d9a82f2b0a9df935304c4e0d1c722d975cb7e1c6605231a7e2a1f3	1047	2026-08-11T00:20:49Z
phase12_kda_network_figures_v1	figure_4_connectivity_evidence	results/figures/analysis/phase12_kda/network_figures/phase12_kda_connectivity_evidence.pdf	e94ee8676088e4ad9ba2dd289628bd57bfdccfb14c691b5ef637a2cb0ca4b415	106255	2026-08-11T00:20:29Z
phase12_kda_network_figures_v1	figure_4_connectivity_evidence	results/figures/analysis/phase12_kda/network_figures/phase12_kda_connectivity_evidence.png	6f983d1913e3dd7ae7cfa5c9d59105e2ba544f40a032bf8b1e0e7bc4b51bc649	666668	2026-08-11T00:20:29Z
phase12_kda_network_figures_v1	figure_4_connectivity_evidence	results/figures/analysis/phase12_kda/network_figures/phase12_kda_connectivity_evidence.svg	84776bba75b3967029ee35d42d52f90944ce59f4b20be3a58f958077d37e2954	135715	2026-08-11T00:20:29Z
phase12_kda_network_figures_v1	figure_4_connectivity_evidence	results/figures/analysis/phase12_kda/network_figures/phase12_kda_connectivity_evidence_by_network.pdf	b16726f9ca6f8ecef6da0d1426fe4c8c421e8d4d79da5dcb552d94dd230cb469	208948	2026-08-11T00:20:29Z
phase12_kda_network_figures_v1	figure_4_connectivity_evidence	results/figures/analysis/phase12_kda/network_figures/phase12_kda_connectivity_evidence_correlations.tsv	e139b5f1f4f1a90c0872887e2c7433253ef3daf75d2a2feba192e80e226bc4d1	661	2026-08-11T00:20:29Z
phase12_kda_network_figures_v1	figure_4_connectivity_evidence	results/figures/analysis/phase12_kda/network_figures/phase12_kda_connectivity_evidence_labels.tsv	4972ccade054e0e79139340643c110cebc1a3e179631177d7affaf97edaea19b	2390	2026-08-11T00:20:29Z
phase12_kda_network_figures_v1	prepared_data	results/figures/analysis/phase12_kda/network_figures/phase12_kda_connectivity_evidence_points.tsv	db7dd210cc7e733c46c46e0abc5d74519fc19dc3993db6b4d39b49a01dc24d3a	7067653	2026-08-11T00:20:49Z
phase12_kda_network_figures_v1	prepared_data	results/figures/analysis/phase12_kda/network_figures/phase12_kda_network_data_checks.tsv	7c08dd518f6818ebe0f7a64bd56e1da5eda1b5f3ee05391ace2aa08420e77ce8	536	2026-08-11T00:20:49Z
phase12_kda_network_figures_v1	prepared_data	results/figures/analysis/phase12_kda/network_figures/phase12_kda_network_degrees.tsv	f6650df02b967d9c52f6ff47599d3e7ca96cecc90958c8dc359736bfab206edf	7132371	2026-08-11T00:20:49Z
phase12_kda_network_figures_v1	figure_2_sex_reversal	results/figures/analysis/phase12_kda/network_figures/phase12_kda_sex_reversal_networks.pdf	a65df3bd21d0aee1ce51476f5fa8d4958b06ee5fd784ce10acdd029d9b8506e3	87285	2026-08-10T01:58:15Z
