schema_version	technical_status	scientific_status	candidate_contexts	unique_genes	output_files	visible_internal_phase_label	completed_utc
genetic_support_tier1_slide_summary_v1	validated_complete	descriptive_evidence_summary	47	25	9	False	2026-08-22T14:52:52.971247+00:00
