schema_version	analysis_universe	included_mito_tiers	panel	method_branch	category	rds_id	cell_type_high_resolution	row_id	row_label	eligible	count	tested_mito_features	percent	donor_label	contrast_id	contrast_name	sex	apoe_group	group_id	terminal_status	donors_ad	donors_nci	status_message	tested_core_mito	tested_mtdna_noncoding	tested_mito_extended	up_degs	down_degs	unchanged	up_core_mito	down_core_mito	up_mtdna_noncoding	down_mtdna_noncoding	up_mito_extended	down_mito_extended	pair_id	pair_label	first_group	second_group	first_contrast_id	second_contrast_id	jointly_tested_mito_features	jointly_tested_core_mito	jointly_tested_mtdna_noncoding	jointly_tested_mito_extended	first_terminal_status	second_terminal_status	deg_rule	annotation_source	phase09_annotated_sha256
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	opposite_direction	inhibitory	Inh VIP ABI3BP	female_e4_vs_e33::opposite_direction	F e4 vs F e33 | opposite directions	TRUE	0	843	0	26/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e4	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e33	843	774	0	69	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	same_direction	inhibitory	Inh VIP CLSTN2	female_e4_vs_e33::same_direction	F e4 vs F e33 | same direction	TRUE	0	782	0	26/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e4	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33	782	717	0	65	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	first_only	inhibitory	Inh VIP CLSTN2	female_e4_vs_e33::first_only	F e4 vs F e33 | F e4 only	TRUE	5	782	0.639386189258312	26/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e4	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33	782	717	0	65	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	second_only	inhibitory	Inh VIP CLSTN2	female_e4_vs_e33::second_only	F e4 vs F e33 | F e33 only	TRUE	7	782	0.895140664961637	26/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e4	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33	782	717	0	65	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	opposite_direction	inhibitory	Inh VIP CLSTN2	female_e4_vs_e33::opposite_direction	F e4 vs F e33 | opposite directions	TRUE	3	782	0.383631713554987	26/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e4	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33	782	717	0	65	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	same_direction	inhibitory	Inh VIP THSD7B	female_e4_vs_e33::same_direction	F e4 vs F e33 | same direction	TRUE	0	721	0	25/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e4	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33	721	657	0	64	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	first_only	inhibitory	Inh VIP THSD7B	female_e4_vs_e33::first_only	F e4 vs F e33 | F e4 only	TRUE	0	721	0	25/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e4	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33	721	657	0	64	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	second_only	inhibitory	Inh VIP THSD7B	female_e4_vs_e33::second_only	F e4 vs F e33 | F e33 only	TRUE	5	721	0.693481276005548	25/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e4	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33	721	657	0	64	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	opposite_direction	inhibitory	Inh VIP THSD7B	female_e4_vs_e33::opposite_direction	F e4 vs F e33 | opposite directions	TRUE	0	721	0	25/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e4	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33	721	657	0	64	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	same_direction	inhibitory	Inh VIP TSHZ2	female_e4_vs_e33::same_direction	F e4 vs F e33 | same direction	TRUE	0	702	0	26/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e4	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e33	702	639	0	63	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	first_only	inhibitory	Inh VIP TSHZ2	female_e4_vs_e33::first_only	F e4 vs F e33 | F e4 only	TRUE	8	702	1.13960113960114	26/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e4	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e33	702	639	0	63	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	second_only	inhibitory	Inh VIP TSHZ2	female_e4_vs_e33::second_only	F e4 vs F e33 | F e33 only	TRUE	4	702	0.56980056980057	26/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e4	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e33	702	639	0	63	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	opposite_direction	inhibitory	Inh VIP TSHZ2	female_e4_vs_e33::opposite_direction	F e4 vs F e33 | opposite directions	TRUE	0	702	0	26/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e4	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e33	702	639	0	63	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	same_direction	oligodendrocytes	Oli	female_e4_vs_e33::same_direction	F e4 vs F e33 | same direction	TRUE	1	462	0.216450216450216	26/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	oligodendrocytes::Oli::AD_vs_NCI__Female__e4	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	462	409	0	53	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	first_only	oligodendrocytes	Oli	female_e4_vs_e33::first_only	F e4 vs F e33 | F e4 only	TRUE	7	462	1.51515151515152	26/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	oligodendrocytes::Oli::AD_vs_NCI__Female__e4	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	462	409	0	53	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	second_only	oligodendrocytes	Oli	female_e4_vs_e33::second_only	F e4 vs F e33 | F e33 only	TRUE	13	462	2.81385281385281	26/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	oligodendrocytes::Oli::AD_vs_NCI__Female__e4	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	462	409	0	53	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	opposite_direction	oligodendrocytes	Oli	female_e4_vs_e33::opposite_direction	F e4 vs F e33 | opposite directions	TRUE	0	462	0	26/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	oligodendrocytes::Oli::AD_vs_NCI__Female__e4	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	462	409	0	53	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	same_direction	opcs	OPC	female_e4_vs_e33::same_direction	F e4 vs F e33 | same direction	TRUE	4	667	0.599700149925038	26/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	opcs::OPC::AD_vs_NCI__Female__e4	opcs::OPC::AD_vs_NCI__Female__e33	667	605	0	62	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	first_only	opcs	OPC	female_e4_vs_e33::first_only	F e4 vs F e33 | F e4 only	TRUE	41	667	6.14692653673163	26/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	opcs::OPC::AD_vs_NCI__Female__e4	opcs::OPC::AD_vs_NCI__Female__e33	667	605	0	62	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	second_only	opcs	OPC	female_e4_vs_e33::second_only	F e4 vs F e33 | F e33 only	TRUE	24	667	3.59820089955023	26/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	opcs::OPC::AD_vs_NCI__Female__e4	opcs::OPC::AD_vs_NCI__Female__e33	667	605	0	62	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	opposite_direction	opcs	OPC	female_e4_vs_e33::opposite_direction	F e4 vs F e33 | opposite directions	TRUE	2	667	0.299850074962519	26/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	opcs::OPC::AD_vs_NCI__Female__e4	opcs::OPC::AD_vs_NCI__Female__e33	667	605	0	62	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	same_direction	immune	CAMs	female_e4_vs_e33::same_direction	F e4 vs F e33 | same direction	TRUE	0	255	0	24/11|29/38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	immune::CAMs::AD_vs_NCI__Female__e4	immune::CAMs::AD_vs_NCI__Female__e33	255	212	0	43	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	first_only	immune	CAMs	female_e4_vs_e33::first_only	F e4 vs F e33 | F e4 only	TRUE	0	255	0	24/11|29/38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	immune::CAMs::AD_vs_NCI__Female__e4	immune::CAMs::AD_vs_NCI__Female__e33	255	212	0	43	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	second_only	immune	CAMs	female_e4_vs_e33::second_only	F e4 vs F e33 | F e33 only	TRUE	0	255	0	24/11|29/38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	immune::CAMs::AD_vs_NCI__Female__e4	immune::CAMs::AD_vs_NCI__Female__e33	255	212	0	43	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	opposite_direction	immune	CAMs	female_e4_vs_e33::opposite_direction	F e4 vs F e33 | opposite directions	TRUE	0	255	0	24/11|29/38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	immune::CAMs::AD_vs_NCI__Female__e4	immune::CAMs::AD_vs_NCI__Female__e33	255	212	0	43	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	same_direction	immune	Mic MKI67	female_e4_vs_e33::same_direction	F e4 vs F e33 | same direction	TRUE	0	578	0	8/8|13/23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	immune::Mic MKI67::AD_vs_NCI__Female__e4	immune::Mic MKI67::AD_vs_NCI__Female__e33	578	518	0	60	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	first_only	immune	Mic MKI67	female_e4_vs_e33::first_only	F e4 vs F e33 | F e4 only	TRUE	1	578	0.173010380622837	8/8|13/23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	immune::Mic MKI67::AD_vs_NCI__Female__e4	immune::Mic MKI67::AD_vs_NCI__Female__e33	578	518	0	60	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	second_only	immune	Mic MKI67	female_e4_vs_e33::second_only	F e4 vs F e33 | F e33 only	TRUE	0	578	0	8/8|13/23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	immune::Mic MKI67::AD_vs_NCI__Female__e4	immune::Mic MKI67::AD_vs_NCI__Female__e33	578	518	0	60	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	opposite_direction	immune	Mic MKI67	female_e4_vs_e33::opposite_direction	F e4 vs F e33 | opposite directions	TRUE	0	578	0	8/8|13/23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	immune::Mic MKI67::AD_vs_NCI__Female__e4	immune::Mic MKI67::AD_vs_NCI__Female__e33	578	518	0	60	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	same_direction	immune	Mic P2RY12	female_e4_vs_e33::same_direction	F e4 vs F e33 | same direction	TRUE	1	370	0.27027027027027	26/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	immune::Mic P2RY12::AD_vs_NCI__Female__e4	immune::Mic P2RY12::AD_vs_NCI__Female__e33	370	319	0	51	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	first_only	immune	Mic P2RY12	female_e4_vs_e33::first_only	F e4 vs F e33 | F e4 only	TRUE	17	370	4.5945945945946	26/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	immune::Mic P2RY12::AD_vs_NCI__Female__e4	immune::Mic P2RY12::AD_vs_NCI__Female__e33	370	319	0	51	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	second_only	immune	Mic P2RY12	female_e4_vs_e33::second_only	F e4 vs F e33 | F e33 only	TRUE	3	370	0.810810810810811	26/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	immune::Mic P2RY12::AD_vs_NCI__Female__e4	immune::Mic P2RY12::AD_vs_NCI__Female__e33	370	319	0	51	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	opposite_direction	immune	Mic P2RY12	female_e4_vs_e33::opposite_direction	F e4 vs F e33 | opposite directions	TRUE	0	370	0	26/11|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	immune::Mic P2RY12::AD_vs_NCI__Female__e4	immune::Mic P2RY12::AD_vs_NCI__Female__e33	370	319	0	51	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	same_direction	immune	Mic TPT1	female_e4_vs_e33::same_direction	F e4 vs F e33 | same direction	TRUE	0	428	0	24/10|33/43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	immune::Mic TPT1::AD_vs_NCI__Female__e4	immune::Mic TPT1::AD_vs_NCI__Female__e33	428	372	0	56	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	first_only	immune	Mic TPT1	female_e4_vs_e33::first_only	F e4 vs F e33 | F e4 only	TRUE	4	428	0.934579439252336	24/10|33/43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	immune::Mic TPT1::AD_vs_NCI__Female__e4	immune::Mic TPT1::AD_vs_NCI__Female__e33	428	372	0	56	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	second_only	immune	Mic TPT1	female_e4_vs_e33::second_only	F e4 vs F e33 | F e33 only	TRUE	1	428	0.233644859813084	24/10|33/43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e4_vs_e33	F e4 vs F e33	Female__e4	Female__e33	immune::Mic TPT1::AD_vs_NCI__Female__e4	immune::Mic TPT1::AD_vs_NCI__Female__e33	428	372	0	56	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
