schema_version	analysis_universe	included_mito_tiers	panel	method_branch	category	rds_id	cell_type_high_resolution	row_id	row_label	eligible	count	tested_mito_features	percent	donor_label	contrast_id	contrast_name	sex	apoe_group	group_id	terminal_status	donors_ad	donors_nci	status_message	tested_core_mito	tested_mtdna_noncoding	tested_mito_extended	up_degs	down_degs	unchanged	up_core_mito	down_core_mito	up_mtdna_noncoding	down_mtdna_noncoding	up_mito_extended	down_mito_extended	pair_id	pair_label	first_group	second_group	first_contrast_id	second_contrast_id	jointly_tested_mito_features	jointly_tested_core_mito	jointly_tested_mtdna_noncoding	jointly_tested_mito_extended	first_terminal_status	second_terminal_status	deg_rule	annotation_source	phase09_annotated_sha256
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	second_only	inhibitory	Inh PVALB CA8 (Chandelier)	female_e2_vs_e33::second_only	F e2 vs F e33 | F e33 only	TRUE	15	755	1.98675496688742	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e2	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e33	755	691	0	64	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	opposite_direction	inhibitory	Inh PVALB CA8 (Chandelier)	female_e2_vs_e33::opposite_direction	F e2 vs F e33 | opposite directions	TRUE	0	755	0	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e2	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e33	755	691	0	64	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	same_direction	inhibitory	Inh PVALB HTR4	female_e2_vs_e33::same_direction	F e2 vs F e33 | same direction	TRUE	7	912	0.767543859649123	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e2	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e33	912	844	0	68	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	first_only	inhibitory	Inh PVALB HTR4	female_e2_vs_e33::first_only	F e2 vs F e33 | F e2 only	TRUE	46	912	5.04385964912281	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e2	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e33	912	844	0	68	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	second_only	inhibitory	Inh PVALB HTR4	female_e2_vs_e33::second_only	F e2 vs F e33 | F e33 only	TRUE	5	912	0.548245614035088	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e2	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e33	912	844	0	68	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	opposite_direction	inhibitory	Inh PVALB HTR4	female_e2_vs_e33::opposite_direction	F e2 vs F e33 | opposite directions	TRUE	0	912	0	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e2	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e33	912	844	0	68	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	same_direction	inhibitory	Inh PVALB SULF1	female_e2_vs_e33::same_direction	F e2 vs F e33 | same direction	TRUE	4	873	0.458190148911798	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e2	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e33	873	807	0	66	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	first_only	inhibitory	Inh PVALB SULF1	female_e2_vs_e33::first_only	F e2 vs F e33 | F e2 only	TRUE	11	873	1.26002290950745	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e2	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e33	873	807	0	66	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	second_only	inhibitory	Inh PVALB SULF1	female_e2_vs_e33::second_only	F e2 vs F e33 | F e33 only	TRUE	8	873	0.916380297823597	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e2	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e33	873	807	0	66	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	opposite_direction	inhibitory	Inh PVALB SULF1	female_e2_vs_e33::opposite_direction	F e2 vs F e33 | opposite directions	TRUE	0	873	0	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e2	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e33	873	807	0	66	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	same_direction	inhibitory	Inh RYR3 TSHZ2	female_e2_vs_e33::same_direction	F e2 vs F e33 | same direction	TRUE	5	651	0.768049155145929	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e2	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e33	651	588	0	63	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	first_only	inhibitory	Inh RYR3 TSHZ2	female_e2_vs_e33::first_only	F e2 vs F e33 | F e2 only	TRUE	0	651	0	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e2	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e33	651	588	0	63	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	second_only	inhibitory	Inh RYR3 TSHZ2	female_e2_vs_e33::second_only	F e2 vs F e33 | F e33 only	TRUE	8	651	1.22887864823349	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e2	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e33	651	588	0	63	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	opposite_direction	inhibitory	Inh RYR3 TSHZ2	female_e2_vs_e33::opposite_direction	F e2 vs F e33 | opposite directions	TRUE	0	651	0	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e2	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e33	651	588	0	63	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	same_direction	inhibitory	Inh SGCD PDE3A	female_e2_vs_e33::same_direction	F e2 vs F e33 | same direction	TRUE	0	909	0	8/16|35/43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e2	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e33	909	839	0	70	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	first_only	inhibitory	Inh SGCD PDE3A	female_e2_vs_e33::first_only	F e2 vs F e33 | F e2 only	TRUE	0	909	0	8/16|35/43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e2	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e33	909	839	0	70	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	second_only	inhibitory	Inh SGCD PDE3A	female_e2_vs_e33::second_only	F e2 vs F e33 | F e33 only	TRUE	0	909	0	8/16|35/43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e2	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e33	909	839	0	70	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	opposite_direction	inhibitory	Inh SGCD PDE3A	female_e2_vs_e33::opposite_direction	F e2 vs F e33 | opposite directions	TRUE	0	909	0	8/16|35/43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e2	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e33	909	839	0	70	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	same_direction	inhibitory	Inh SORCS1 TTN	female_e2_vs_e33::same_direction	F e2 vs F e33 | same direction	TRUE	3	569	0.527240773286468	8/14|37/44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e2	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e33	569	509	0	60	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	first_only	inhibitory	Inh SORCS1 TTN	female_e2_vs_e33::first_only	F e2 vs F e33 | F e2 only	TRUE	0	569	0	8/14|37/44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e2	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e33	569	509	0	60	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	second_only	inhibitory	Inh SORCS1 TTN	female_e2_vs_e33::second_only	F e2 vs F e33 | F e33 only	TRUE	7	569	1.23022847100176	8/14|37/44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e2	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e33	569	509	0	60	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	opposite_direction	inhibitory	Inh SORCS1 TTN	female_e2_vs_e33::opposite_direction	F e2 vs F e33 | opposite directions	TRUE	0	569	0	8/14|37/44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e2	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e33	569	509	0	60	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	same_direction	inhibitory	Inh VIP ABI3BP	female_e2_vs_e33::same_direction	F e2 vs F e33 | same direction	TRUE	1	832	0.120192307692308	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e2	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e33	832	763	0	69	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	first_only	inhibitory	Inh VIP ABI3BP	female_e2_vs_e33::first_only	F e2 vs F e33 | F e2 only	TRUE	2	832	0.240384615384615	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e2	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e33	832	763	0	69	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	second_only	inhibitory	Inh VIP ABI3BP	female_e2_vs_e33::second_only	F e2 vs F e33 | F e33 only	TRUE	7	832	0.841346153846154	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e2	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e33	832	763	0	69	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	opposite_direction	inhibitory	Inh VIP ABI3BP	female_e2_vs_e33::opposite_direction	F e2 vs F e33 | opposite directions	TRUE	0	832	0	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e2	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e33	832	763	0	69	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	same_direction	inhibitory	Inh VIP CLSTN2	female_e2_vs_e33::same_direction	F e2 vs F e33 | same direction	TRUE	2	801	0.249687890137328	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e2	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33	801	735	0	66	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	first_only	inhibitory	Inh VIP CLSTN2	female_e2_vs_e33::first_only	F e2 vs F e33 | F e2 only	TRUE	0	801	0	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e2	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33	801	735	0	66	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	second_only	inhibitory	Inh VIP CLSTN2	female_e2_vs_e33::second_only	F e2 vs F e33 | F e33 only	TRUE	8	801	0.998751560549313	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e2	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33	801	735	0	66	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	opposite_direction	inhibitory	Inh VIP CLSTN2	female_e2_vs_e33::opposite_direction	F e2 vs F e33 | opposite directions	TRUE	0	801	0	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e2	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33	801	735	0	66	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	same_direction	inhibitory	Inh VIP THSD7B	female_e2_vs_e33::same_direction	F e2 vs F e33 | same direction	TRUE	2	730	0.273972602739726	8/14|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e2	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33	730	665	0	65	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	first_only	inhibitory	Inh VIP THSD7B	female_e2_vs_e33::first_only	F e2 vs F e33 | F e2 only	TRUE	0	730	0	8/14|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e2	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33	730	665	0	65	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	second_only	inhibitory	Inh VIP THSD7B	female_e2_vs_e33::second_only	F e2 vs F e33 | F e33 only	TRUE	3	730	0.410958904109589	8/14|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e2	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33	730	665	0	65	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	opposite_direction	inhibitory	Inh VIP THSD7B	female_e2_vs_e33::opposite_direction	F e2 vs F e33 | opposite directions	TRUE	0	730	0	8/14|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e2	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33	730	665	0	65	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
mito_related_mast_yu_tiles_v2	all_mito_related	core_mito_protein;mtdna_noncoding;mito_extended	C	mast	same_direction	inhibitory	Inh VIP TSHZ2	female_e2_vs_e33::same_direction	F e2 vs F e33 | same direction	TRUE	2	695	0.287769784172662	8/16|37/45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	female_e2_vs_e33	F e2 vs F e33	Female__e2	Female__e33	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e2	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e33	695	632	0	63	validated_complete	validated_complete	phase08_paper_deg	validated_phase09_mitochondrial_tiers	70e4149f6ea38d3eb75c0a97c88ada8a33c71f581612497da560d916fdc47791
