context_id	group_id	donors_threshold20	nuclei	median_nuclei	median_percent_mt	severe_qc_profiles	donors_threshold50	context_order	group_order	record_type	threshold_class	test_id	contrast_id	module_id	minimum_group_donors	estimate	ci_low	ci_high	ci_width	q_value_score	scientific_status	contrast_order	module_order	schema_version	reference_genes	measured_genes	genes_passing_expression_filter	genes_with_nonzero_nci_sd	genes_used_in_score	coverage_fraction	coverage_pass	missing_assay_genes	filtered_genes	zero_variance_genes	admitted_genes	admitted_assay_features	coverage_status	gate_id	gate_label	passed_rows	total_rows	gate_order
inhibitory_neurons	AD__Male__e4	27	19160	761	2.1057901131938	0	26	3	12	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
immune_cells	NCI__Female__e2	14	2689	219.5	0.84756450046486	0	12	4	1	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
immune_cells	AD__Female__e2	7	1141	146	1.0829374577294	0	6	4	2	donor_count	estimable_below_confirmatory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
immune_cells	NCI__Female__e33	45	10252	219	0.864090504783056	0	42	4	3	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
immune_cells	AD__Female__e33	37	7489	195	1.10661153080988	1	32	4	4	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
immune_cells	NCI__Female__e4	11	2980	251	0.769359559605194	0	11	4	5	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
immune_cells	AD__Female__e4	26	5905	209.5	1.02365229122958	2	26	4	6	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
immune_cells	NCI__Male__e2	5	415	62	1.17271151296781	0	4	4	7	donor_count	estimable_below_confirmatory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
immune_cells	AD__Male__e2	7	1289	107	0.935555126455903	0	5	4	8	donor_count	estimable_below_confirmatory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
immune_cells	NCI__Male__e33	51	12459	201	0.796160800502907	0	48	4	9	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
immune_cells	AD__Male__e33	25	4545	150	0.899178246103854	0	24	4	10	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
immune_cells	NCI__Male__e4	10	1901	133	1.27854318768176	0	9	4	11	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
immune_cells	AD__Male__e4	26	4705	137	0.9789786908643	0	23	4	12	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
opcs	NCI__Female__e2	15	3716	244	0.655977017994843	0	14	5	1	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
opcs	AD__Female__e2	8	1325	119.5	0.615806748632994	0	7	5	2	donor_count	estimable_below_confirmatory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
opcs	NCI__Female__e33	45	10650	201	0.540314611793025	0	44	5	3	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
opcs	AD__Female__e33	37	8923	192	0.700973665651634	1	36	5	4	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
opcs	NCI__Female__e4	11	2760	236	0.471921729636041	0	11	5	5	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
opcs	AD__Female__e4	24	5225	196	0.638952881521341	0	24	5	6	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
opcs	NCI__Male__e2	5	1391	207	0.86763662721362	0	5	5	7	donor_count	estimable_below_confirmatory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
opcs	AD__Male__e2	7	1320	134	0.545745208651072	0	5	5	8	donor_count	estimable_below_confirmatory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
opcs	NCI__Male__e33	53	14431	229	0.592695042650871	1	52	5	9	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
opcs	AD__Male__e33	28	4871	168	0.606993968899901	1	24	5	10	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
opcs	NCI__Male__e4	10	2083	226	0.529384654119688	0	8	5	11	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
opcs	AD__Male__e4	25	5095	197	0.664230940120124	0	25	5	12	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oligodendrocytes	NCI__Female__e2	17	21373	1340	1.21037275557989	0	17	6	1	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oligodendrocytes	AD__Female__e2	8	11733	1347	1.13235184913775	0	8	6	2	donor_count	estimable_below_confirmatory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oligodendrocytes	NCI__Female__e33	45	75904	1510	1.11786195293439	0	45	6	3	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oligodendrocytes	AD__Female__e33	37	67094	1493	1.29569194586026	1	37	6	4	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oligodendrocytes	NCI__Female__e4	11	27181	2018	1.28968009920196	0	11	6	5	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oligodendrocytes	AD__Female__e4	26	45666	1325.5	1.11676995712078	0	26	6	6	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oligodendrocytes	NCI__Male__e2	6	5807	698.5	1.4703526339727	0	6	6	7	donor_count	estimable_below_confirmatory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oligodendrocytes	AD__Male__e2	7	9717	1068	1.05495933093339	0	7	6	8	donor_count	estimable_below_confirmatory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oligodendrocytes	NCI__Male__e33	53	94184	1410	1.24005202506662	0	53	6	9	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oligodendrocytes	AD__Male__e33	28	35863	777	1.25255950220592	1	28	6	10	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oligodendrocytes	NCI__Male__e4	10	15559	1425.5	1.18628480205466	0	10	6	11	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oligodendrocytes	AD__Male__e4	27	37526	1324	1.24930053395074	0	26	6	12	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vasculature	NCI__Female__e2	10	519	34.5	1.27193153228476	0	4	7	1	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vasculature	AD__Female__e2	3	206	29	1.42985951543003	0	1	7	2	donor_count	not_estimable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vasculature	NCI__Female__e33	35	1875	49	1.48341153510775	0	16	7	3	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vasculature	AD__Female__e33	29	1969	41	1.56893658139653	0	14	7	4	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vasculature	NCI__Female__e4	9	600	49	1.14962918132942	0	4	7	5	donor_count	estimable_below_confirmatory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vasculature	AD__Female__e4	19	940	40	1.6404788857171	0	7	7	6	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vasculature	NCI__Male__e2	3	252	63	2.91817059043169	0	2	7	7	donor_count	not_estimable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vasculature	AD__Male__e2	4	229	34.5	0.937396103017306	0	1	7	8	donor_count	not_estimable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vasculature	NCI__Male__e33	39	3141	56	1.31741630355192	0	25	7	9	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vasculature	AD__Male__e33	20	977	48	1.48300627809208	0	9	7	10	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vasculature	NCI__Male__e4	6	434	80	1.26848976237523	0	4	7	11	donor_count	estimable_below_confirmatory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vasculature	AD__Male__e4	21	1034	38	1.80409289991632	0	4	7	12	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
