context_id	group_id	donors_threshold20	nuclei	median_nuclei	median_percent_mt	severe_qc_profiles	donors_threshold50	context_order	group_order	record_type	threshold_class	test_id	contrast_id	module_id	minimum_group_donors	estimate	ci_low	ci_high	ci_width	q_value_score	scientific_status	contrast_order	module_order	schema_version	reference_genes	measured_genes	genes_passing_expression_filter	genes_with_nonzero_nci_sd	genes_used_in_score	coverage_fraction	coverage_pass	missing_assay_genes	filtered_genes	zero_variance_genes	admitted_genes	admitted_assay_features	coverage_status	gate_id	gate_label	passed_rows	total_rows	gate_order
astrocytes	NCI__Female__e2	17	4760	193	0.543771285856025	0	16	1	1	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
astrocytes	AD__Female__e2	7	1609	162	0.566362987608782	0	7	1	2	donor_count	estimable_below_confirmatory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
astrocytes	NCI__Female__e33	45	17732	384	0.421490367728751	0	44	1	3	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
astrocytes	AD__Female__e33	37	14418	316	0.566008918160788	2	37	1	4	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
astrocytes	NCI__Female__e4	11	4011	333	0.563072247232553	0	11	1	5	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
astrocytes	AD__Female__e4	26	8221	261.5	0.667357650912233	2	25	1	6	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
astrocytes	NCI__Male__e2	6	1957	319.5	0.41285450546813	0	5	1	7	donor_count	estimable_below_confirmatory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
astrocytes	AD__Male__e2	7	2332	223	0.308054304246196	0	6	1	8	donor_count	estimable_below_confirmatory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
astrocytes	NCI__Male__e33	53	24041	351	0.43492659922502	1	50	1	9	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
astrocytes	AD__Male__e33	28	8264	240	0.451673633708738	2	25	1	10	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
astrocytes	NCI__Male__e4	10	3535	342	0.647026801742706	0	9	1	11	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
astrocytes	AD__Male__e4	25	8109	293	0.481335244792209	1	24	1	12	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
excitatory_neurons	NCI__Female__e2	17	43298	2107	2.3877505952173	0	17	2	1	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
excitatory_neurons	AD__Female__e2	8	11203	1271.5	3.14865513107669	0	8	2	2	donor_count	estimable_below_confirmatory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
excitatory_neurons	NCI__Female__e33	45	112596	1868	2.08289785686941	0	45	2	3	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
excitatory_neurons	AD__Female__e33	37	94077	2164	2.66515684072283	0	37	2	4	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
excitatory_neurons	NCI__Female__e4	11	34061	2270	2.73889377823389	0	11	2	5	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
excitatory_neurons	AD__Female__e4	26	52366	1682.5	2.25213961669116	1	25	2	6	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
excitatory_neurons	NCI__Male__e2	6	15477	1951.5	2.10963129393598	0	6	2	7	donor_count	estimable_below_confirmatory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
excitatory_neurons	AD__Male__e2	7	13579	1971	2.53758097084544	0	7	2	8	donor_count	estimable_below_confirmatory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
excitatory_neurons	NCI__Male__e33	53	154635	2337	2.10553199129507	1	53	2	9	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
excitatory_neurons	AD__Male__e33	28	86387	1826	2.19107471537756	0	28	2	10	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
excitatory_neurons	NCI__Male__e4	10	21899	2321	2.79078878138968	0	10	2	11	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
excitatory_neurons	AD__Male__e4	27	60873	2066	2.27147907183165	0	27	2	12	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
inhibitory_neurons	NCI__Female__e2	16	12733	740	2.63461777101753	0	16	3	1	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
inhibitory_neurons	AD__Female__e2	8	3590	449	3.40499617243259	0	8	3	2	donor_count	estimable_below_confirmatory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
inhibitory_neurons	NCI__Female__e33	45	41837	798	2.54290509907636	0	45	3	3	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
inhibitory_neurons	AD__Female__e33	37	29875	654	3.25930863958111	0	37	3	4	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
inhibitory_neurons	NCI__Female__e4	11	11232	665	2.80485428875051	0	11	3	5	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
inhibitory_neurons	AD__Female__e4	26	17215	580	2.76794379556643	0	24	3	6	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
inhibitory_neurons	NCI__Male__e2	6	4294	522.5	2.29909755645265	0	6	3	7	donor_count	estimable_below_confirmatory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
inhibitory_neurons	AD__Male__e2	7	4928	814	2.57894055424024	0	7	3	8	donor_count	estimable_below_confirmatory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
inhibitory_neurons	NCI__Male__e33	53	54893	969	2.70867670616273	0	51	3	9	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
inhibitory_neurons	AD__Male__e33	27	19935	609	2.64707656721496	0	27	3	10	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
inhibitory_neurons	NCI__Male__e4	10	7275	749	3.04381850773267	0	10	3	11	donor_count	confirmatory_count	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase13_testability_qc_plot_v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
