schema_version	kda_run_id	analysis_tier	fine_cell_type	broad_network	signature_group	source_groups	source_contrast_ids	source_terminal_statuses	signature_direction	candidate_query_genes	effective_query_genes	exact_tested_genes	induced_network_edges	effective_background_genes	eligibility_status	terminal_status	significant_key_drivers	elapsed_seconds	message
mitochondrial_kda_run_manifest_v1	primary_Inh_L6_SST_NPY_M_e33_AD_both_mito	primary	Inh L6 SST NPY	Inhibitory_neurons	M_e33	M_e33	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e33	validated_complete	AD_both_mito	5	5	10269	9027	8330	eligible	completed_significant	8	0.253999999999905	
mitochondrial_kda_run_manifest_v1	primary_Inh_L6_SST_NPY_M_e4_AD_up_mito	primary	Inh L6 SST NPY	Inhibitory_neurons	M_e4	M_e4	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e4	validated_complete	AD_up_mito	0	0	10764	9107	8399	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	primary_Inh_L6_SST_NPY_M_e4_AD_down_mito	primary	Inh L6 SST NPY	Inhibitory_neurons	M_e4	M_e4	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e4	validated_complete	AD_down_mito	0	0	10764	9107	8399	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	primary_Inh_L6_SST_NPY_M_e4_AD_both_mito	primary	Inh L6 SST NPY	Inhibitory_neurons	M_e4	M_e4	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e4	validated_complete	AD_both_mito	0	0	10764	9107	8399	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	secondary_Inh_L6_SST_NPY_female_pool_AD_up_mito	secondary	Inh L6 SST NPY	Inhibitory_neurons	female_pool	F_e2;F_e33;F_e4	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e2;inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e33;inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e4	validated_complete;validated_complete;validated_complete	AD_up_mito	0	0	9987	8920	8229	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	secondary_Inh_L6_SST_NPY_female_pool_AD_down_mito	secondary	Inh L6 SST NPY	Inhibitory_neurons	female_pool	F_e2;F_e33;F_e4	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e2;inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e33;inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e4	validated_complete;validated_complete;validated_complete	AD_down_mito	0	0	9987	8920	8229	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	secondary_Inh_L6_SST_NPY_female_pool_AD_both_mito	secondary	Inh L6 SST NPY	Inhibitory_neurons	female_pool	F_e2;F_e33;F_e4	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e2;inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e33;inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e4	validated_complete;validated_complete;validated_complete	AD_both_mito	0	0	9987	8920	8229	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	secondary_Inh_L6_SST_NPY_male_pool_AD_up_mito	secondary	Inh L6 SST NPY	Inhibitory_neurons	male_pool	M_e2;M_e33;M_e4	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e2;inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e33;inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e4	validated_complete;validated_complete;validated_complete	AD_up_mito	3	3	9485	8558	7911	eligible	completed_significant	9	0.194999999999936	
mitochondrial_kda_run_manifest_v1	secondary_Inh_L6_SST_NPY_male_pool_AD_down_mito	secondary	Inh L6 SST NPY	Inhibitory_neurons	male_pool	M_e2;M_e33;M_e4	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e2;inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e33;inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e4	validated_complete;validated_complete;validated_complete	AD_down_mito	2	2	9485	8558	7911	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	secondary_Inh_L6_SST_NPY_male_pool_AD_both_mito	secondary	Inh L6 SST NPY	Inhibitory_neurons	male_pool	M_e2;M_e33;M_e4	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e2;inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e33;inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e4	validated_complete;validated_complete;validated_complete	AD_both_mito	5	5	9485	8558	7911	eligible	completed_significant	8	0.232000000000198	
mitochondrial_kda_run_manifest_v1	secondary_Inh_L6_SST_NPY_e2_pool_AD_up_mito	secondary	Inh L6 SST NPY	Inhibitory_neurons	e2_pool	F_e2;M_e2	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e2;inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e2	validated_complete;validated_complete	AD_up_mito	0	0	10026	8785	8122	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	secondary_Inh_L6_SST_NPY_e2_pool_AD_down_mito	secondary	Inh L6 SST NPY	Inhibitory_neurons	e2_pool	F_e2;M_e2	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e2;inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e2	validated_complete;validated_complete	AD_down_mito	0	0	10026	8785	8122	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	secondary_Inh_L6_SST_NPY_e2_pool_AD_both_mito	secondary	Inh L6 SST NPY	Inhibitory_neurons	e2_pool	F_e2;M_e2	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e2;inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e2	validated_complete;validated_complete	AD_both_mito	0	0	10026	8785	8122	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	secondary_Inh_L6_SST_NPY_e33_pool_AD_up_mito	secondary	Inh L6 SST NPY	Inhibitory_neurons	e33_pool	F_e33;M_e33	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e33;inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e33	validated_complete;validated_complete	AD_up_mito	3	3	10116	8989	8293	eligible	completed_significant	9	0.20900000000006	
mitochondrial_kda_run_manifest_v1	secondary_Inh_L6_SST_NPY_e33_pool_AD_down_mito	secondary	Inh L6 SST NPY	Inhibitory_neurons	e33_pool	F_e33;M_e33	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e33;inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e33	validated_complete;validated_complete	AD_down_mito	2	2	10116	8989	8293	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	secondary_Inh_L6_SST_NPY_e33_pool_AD_both_mito	secondary	Inh L6 SST NPY	Inhibitory_neurons	e33_pool	F_e33;M_e33	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e33;inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e33	validated_complete;validated_complete	AD_both_mito	5	5	10116	8989	8293	eligible	completed_significant	8	0.263000000000147	
mitochondrial_kda_run_manifest_v1	secondary_Inh_L6_SST_NPY_e4_pool_AD_up_mito	secondary	Inh L6 SST NPY	Inhibitory_neurons	e4_pool	F_e4;M_e4	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e4;inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e4	validated_complete;validated_complete	AD_up_mito	0	0	10098	8901	8212	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	secondary_Inh_L6_SST_NPY_e4_pool_AD_down_mito	secondary	Inh L6 SST NPY	Inhibitory_neurons	e4_pool	F_e4;M_e4	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e4;inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e4	validated_complete;validated_complete	AD_down_mito	0	0	10098	8901	8212	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	secondary_Inh_L6_SST_NPY_e4_pool_AD_both_mito	secondary	Inh L6 SST NPY	Inhibitory_neurons	e4_pool	F_e4;M_e4	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e4;inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e4	validated_complete;validated_complete	AD_both_mito	0	0	10098	8901	8212	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_NRG1_Rosehip_F_e2_AD_up_mito	primary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	F_e2	F_e2	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e2	validated_complete	AD_up_mito	6	6	9590	8862	8159	eligible	completed_significant	8	0.294000000000096	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_NRG1_Rosehip_F_e2_AD_down_mito	primary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	F_e2	F_e2	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e2	validated_complete	AD_down_mito	4	3	9590	8862	8159	eligible	completed_significant	10	0.125999999999976	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_NRG1_Rosehip_F_e2_AD_both_mito	primary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	F_e2	F_e2	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e2	validated_complete	AD_both_mito	10	9	9590	8862	8159	eligible	completed_significant	14	0.410000000000082	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_NRG1_Rosehip_F_e33_AD_up_mito	primary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	F_e33	F_e33	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e33	validated_complete	AD_up_mito	6	5	9580	8857	8165	eligible	completed_significant	10	0.265999999999849	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_NRG1_Rosehip_F_e33_AD_down_mito	primary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	F_e33	F_e33	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e33	validated_complete	AD_down_mito	4	3	9580	8857	8165	eligible	completed_significant	10	0.0809999999999036	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_NRG1_Rosehip_F_e33_AD_both_mito	primary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	F_e33	F_e33	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e33	validated_complete	AD_both_mito	10	8	9580	8857	8165	eligible	completed_significant	11	0.342000000000098	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_NRG1_Rosehip_F_e4_AD_up_mito	primary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	F_e4	F_e4	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e4	validated_complete	AD_up_mito	3	3	9196	8596	7917	eligible	completed_significant	3	0.13799999999992	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_NRG1_Rosehip_F_e4_AD_down_mito	primary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	F_e4	F_e4	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e4	validated_complete	AD_down_mito	65	55	9196	8596	7917	eligible	completed_significant	22	1.67599999999993	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_NRG1_Rosehip_F_e4_AD_both_mito	primary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	F_e4	F_e4	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e4	validated_complete	AD_both_mito	68	58	9196	8596	7917	eligible	completed_significant	22	1.55099999999993	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_NRG1_Rosehip_M_e2_AD_up_mito	primary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	M_e2	M_e2	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e2	validated_complete	AD_up_mito	74	64	9512	8766	8084	eligible	completed_no_significant	0	2.31600000000003	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_NRG1_Rosehip_M_e2_AD_down_mito	primary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	M_e2	M_e2	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e2	validated_complete	AD_down_mito	76	65	9512	8766	8084	eligible	completed_significant	15	1.55399999999986	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_NRG1_Rosehip_M_e2_AD_both_mito	primary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	M_e2	M_e2	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e2	validated_complete	AD_both_mito	150	129	9512	8766	8084	eligible	completed_significant	4	3.20099999999979	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_NRG1_Rosehip_M_e33_AD_up_mito	primary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	M_e33	M_e33	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e33	validated_complete	AD_up_mito	1	1	9501	8800	8106	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_NRG1_Rosehip_M_e33_AD_down_mito	primary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	M_e33	M_e33	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e33	validated_complete	AD_down_mito	19	16	9501	8800	8106	eligible	completed_no_significant	0	0.651000000000067	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_NRG1_Rosehip_M_e33_AD_both_mito	primary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	M_e33	M_e33	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e33	validated_complete	AD_both_mito	20	17	9501	8800	8106	eligible	completed_no_significant	0	0.917000000000144	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_NRG1_Rosehip_M_e4_AD_up_mito	primary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	M_e4	M_e4	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e4	validated_complete	AD_up_mito	1	1	9029	8507	7835	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_NRG1_Rosehip_M_e4_AD_down_mito	primary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	M_e4	M_e4	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e4	validated_complete	AD_down_mito	47	44	9029	8507	7835	eligible	completed_significant	17	1.29100000000017	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_NRG1_Rosehip_M_e4_AD_both_mito	primary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	M_e4	M_e4	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e4	validated_complete	AD_both_mito	48	45	9029	8507	7835	eligible	completed_significant	17	1.36099999999988	
mitochondrial_kda_run_manifest_v1	secondary_Inh_LAMP5_NRG1_Rosehip_female_pool_AD_up_mito	secondary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	female_pool	F_e2;F_e33;F_e4	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e2;inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e33;inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e4	validated_complete;validated_complete;validated_complete	AD_up_mito	13	12	8992	8485	7816	eligible	completed_significant	7	0.451000000000022	
mitochondrial_kda_run_manifest_v1	secondary_Inh_LAMP5_NRG1_Rosehip_female_pool_AD_down_mito	secondary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	female_pool	F_e2;F_e33;F_e4	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e2;inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e33;inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e4	validated_complete;validated_complete;validated_complete	AD_down_mito	72	59	8992	8485	7816	eligible	completed_significant	25	1.45399999999995	
mitochondrial_kda_run_manifest_v1	secondary_Inh_LAMP5_NRG1_Rosehip_female_pool_AD_both_mito	secondary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	female_pool	F_e2;F_e33;F_e4	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e2;inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e33;inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e4	validated_complete;validated_complete;validated_complete	AD_both_mito	84	70	8992	8485	7816	eligible	completed_significant	27	1.73000000000002	
mitochondrial_kda_run_manifest_v1	secondary_Inh_LAMP5_NRG1_Rosehip_male_pool_AD_up_mito	secondary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	male_pool	M_e2;M_e33;M_e4	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e2;inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e33;inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e4	validated_complete;validated_complete;validated_complete	AD_up_mito	76	63	8883	8413	7753	eligible	completed_no_significant	0	2.24800000000005	
mitochondrial_kda_run_manifest_v1	secondary_Inh_LAMP5_NRG1_Rosehip_male_pool_AD_down_mito	secondary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	male_pool	M_e2;M_e33;M_e4	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e2;inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e33;inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e4	validated_complete;validated_complete;validated_complete	AD_down_mito	124	106	8883	8413	7753	eligible	completed_significant	23	2.03300000000013	
mitochondrial_kda_run_manifest_v1	secondary_Inh_LAMP5_NRG1_Rosehip_male_pool_AD_both_mito	secondary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	male_pool	M_e2;M_e33;M_e4	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e2;inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e33;inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e4	validated_complete;validated_complete;validated_complete	AD_both_mito	199	168	8883	8413	7753	eligible	completed_significant	13	3.4380000000001	
mitochondrial_kda_run_manifest_v1	secondary_Inh_LAMP5_NRG1_Rosehip_e2_pool_AD_up_mito	secondary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	e2_pool	F_e2;M_e2	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e2;inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e2	validated_complete;validated_complete	AD_up_mito	80	70	9246	8645	7968	eligible	completed_significant	1	2.40600000000018	
mitochondrial_kda_run_manifest_v1	secondary_Inh_LAMP5_NRG1_Rosehip_e2_pool_AD_down_mito	secondary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	e2_pool	F_e2;M_e2	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e2;inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e2	validated_complete;validated_complete	AD_down_mito	80	67	9246	8645	7968	eligible	completed_significant	18	1.58199999999988	
mitochondrial_kda_run_manifest_v1	secondary_Inh_LAMP5_NRG1_Rosehip_e2_pool_AD_both_mito	secondary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	e2_pool	F_e2;M_e2	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e2;inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e2	validated_complete;validated_complete	AD_both_mito	159	136	9246	8645	7968	eligible	completed_significant	5	3.21799999999985	
mitochondrial_kda_run_manifest_v1	secondary_Inh_LAMP5_NRG1_Rosehip_e33_pool_AD_up_mito	secondary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	e33_pool	F_e33;M_e33	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e33;inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e33	validated_complete;validated_complete	AD_up_mito	7	6	9384	8743	8056	eligible	completed_significant	11	0.286000000000058	
mitochondrial_kda_run_manifest_v1	secondary_Inh_LAMP5_NRG1_Rosehip_e33_pool_AD_down_mito	secondary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	e33_pool	F_e33;M_e33	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e33;inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e33	validated_complete;validated_complete	AD_down_mito	23	19	9384	8743	8056	eligible	completed_significant	1	0.711000000000013	
mitochondrial_kda_run_manifest_v1	secondary_Inh_LAMP5_NRG1_Rosehip_e33_pool_AD_both_mito	secondary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	e33_pool	F_e33;M_e33	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e33;inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e33	validated_complete;validated_complete	AD_both_mito	30	25	9384	8743	8056	eligible	completed_significant	8	1.17100000000005	
mitochondrial_kda_run_manifest_v1	secondary_Inh_LAMP5_NRG1_Rosehip_e4_pool_AD_up_mito	secondary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	e4_pool	F_e4;M_e4	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e4;inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e4	validated_complete;validated_complete	AD_up_mito	4	4	8828	8377	7717	eligible	completed_no_significant	0	0.235000000000127	
mitochondrial_kda_run_manifest_v1	secondary_Inh_LAMP5_NRG1_Rosehip_e4_pool_AD_down_mito	secondary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	e4_pool	F_e4;M_e4	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e4;inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e4	validated_complete;validated_complete	AD_down_mito	97	79	8828	8377	7717	eligible	completed_significant	31	1.73299999999995	
mitochondrial_kda_run_manifest_v1	secondary_Inh_LAMP5_NRG1_Rosehip_e4_pool_AD_both_mito	secondary	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	e4_pool	F_e4;M_e4	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e4;inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e4	validated_complete;validated_complete	AD_both_mito	101	83	8828	8377	7717	eligible	completed_significant	29	1.89600000000019	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_RELN_F_e2_AD_up_mito	primary	Inh LAMP5 RELN	Inhibitory_neurons	F_e2	F_e2	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e2	validated_complete	AD_up_mito	0	0	9128	8373	7735	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_RELN_F_e2_AD_down_mito	primary	Inh LAMP5 RELN	Inhibitory_neurons	F_e2	F_e2	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e2	validated_complete	AD_down_mito	0	0	9128	8373	7735	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_RELN_F_e2_AD_both_mito	primary	Inh LAMP5 RELN	Inhibitory_neurons	F_e2	F_e2	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e2	validated_complete	AD_both_mito	0	0	9128	8373	7735	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_RELN_F_e33_AD_up_mito	primary	Inh LAMP5 RELN	Inhibitory_neurons	F_e33	F_e33	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e33	validated_complete	AD_up_mito	0	0	7912	7562	6990	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_RELN_F_e33_AD_down_mito	primary	Inh LAMP5 RELN	Inhibitory_neurons	F_e33	F_e33	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e33	validated_complete	AD_down_mito	0	0	7912	7562	6990	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_RELN_F_e33_AD_both_mito	primary	Inh LAMP5 RELN	Inhibitory_neurons	F_e33	F_e33	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e33	validated_complete	AD_both_mito	0	0	7912	7562	6990	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_RELN_F_e4_AD_up_mito	primary	Inh LAMP5 RELN	Inhibitory_neurons	F_e4	F_e4	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e4	validated_complete	AD_up_mito	1	1	7393	7133	6573	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_RELN_F_e4_AD_down_mito	primary	Inh LAMP5 RELN	Inhibitory_neurons	F_e4	F_e4	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e4	validated_complete	AD_down_mito	8	8	7393	7133	6573	eligible	completed_significant	11	0.192000000000007	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_RELN_F_e4_AD_both_mito	primary	Inh LAMP5 RELN	Inhibitory_neurons	F_e4	F_e4	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e4	validated_complete	AD_both_mito	9	9	7393	7133	6573	eligible	completed_significant	10	0.280999999999949	
mitochondrial_kda_run_manifest_v1	primary_Inh_LAMP5_RELN_M_e2_AD_up_mito	primary	Inh LAMP5 RELN	Inhibitory_neurons	M_e2	M_e2	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Male__e2	validated_complete	AD_up_mito	0	0	7809	7341	6815	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
