schema_version	kda_run_id	analysis_tier	fine_cell_type	broad_network	signature_group	signature_direction	key_driver	best_layer	overlap_count	neighborhood_size	non_neighborhood_size	signature_size	fold_enrichment	log_p_value	adjusted_p_value	is_signature	is_root_node	global_key_driver	overlap_items
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_F_e2_AD_down_mito	primary	Ast CHI3L1	Astrocytes	F_e2	AD_down_mito	MT-CO3	3	1	10	6933	3	231.43	-5.44558865383759	0.0356012171005452	FALSE	FALSE	TRUE	MT-ND4L
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_F_e2_AD_down_mito	primary	Ast CHI3L1	Astrocytes	F_e2	AD_down_mito	MT-ND4	2	1	13	6930	3	178.03	-5.18365678012244	0.041121399847438	FALSE	FALSE	TRUE	MT-ND4L
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_F_e2_AD_down_mito	primary	Ast CHI3L1	Astrocytes	F_e2	AD_down_mito	NSMF	1	1	16	6927	3	144.65	-4.97644986834803	0.0455301643781569	FALSE	TRUE	TRUE	APC2
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_F_e2_AD_both_mito	primary	Ast CHI3L1	Astrocytes	F_e2	AD_both_mito	RPL13	2	2	18	6925	9	85.72	-8.39449326728147	0.0449956958053265	NA	FALSE	TRUE	RPL13;FKBP8
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_F_e33_AD_up_mito	primary	Ast CHI3L1	Astrocytes	F_e33	AD_up_mito	PGK1	3	3	13	7159	25	66.2	-11.4680233429051	0.00533421995754882	FALSE	TRUE	TRUE	FAM162A;BNIP3;BNIP3L
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_F_e33_AD_up_mito	primary	Ast CHI3L1	Astrocytes	F_e33	AD_up_mito	TSC22D3	1	2	4	7168	25	143.44	-9.57133241432097	0.0177731058925912	FALSE	FALSE	FALSE	PDK4;UNG
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_F_e33_AD_up_mito	primary	Ast CHI3L1	Astrocytes	F_e33	AD_up_mito	CCND3	2	2	6	7166	25	95.63	-8.65932159004834	0.022121501487502	FALSE	FALSE	TRUE	PDK4;UNG
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_F_e33_AD_up_mito	primary	Ast CHI3L1	Astrocytes	F_e33	AD_up_mito	P4HA1	1	2	6	7166	25	95.63	-8.65932159004834	0.022121501487502	FALSE	FALSE	FALSE	FAM162A;BNIP3L
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_F_e33_AD_both_mito	primary	Ast CHI3L1	Astrocytes	F_e33	AD_both_mito	PGK1	3	3	13	7159	45	36.78	-9.66935658531757	0.0472033034645145	NA	TRUE	TRUE	FAM162A;BNIP3;BNIP3L
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_F_e4_AD_down_mito	primary	Ast CHI3L1	Astrocytes	F_e4	AD_down_mito	MT-CO2	3	7	22	7074	46	49.08	-23.7728877313467	2.77628249885111e-08	FALSE	TRUE	TRUE	MT-ND2;MT-CO1;MT-ATP6;MT-CO3;MT-ND4;MT-ND4L;MT-ND5
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_F_e4_AD_down_mito	primary	Ast CHI3L1	Astrocytes	F_e4	AD_down_mito	MT-CO3	3	5	10	7086	46	77.13	-19.911379675358	6.59880508304309e-07	TRUE	FALSE	FALSE	MT-CO1;MT-ATP6;MT-CO3;MT-ND5;MT-ND4L
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_F_e4_AD_down_mito	primary	Ast CHI3L1	Astrocytes	F_e4	AD_down_mito	MT-ATP6	2	3	6	7090	46	77.13	-12.1998796362169	0.000982733940378936	TRUE	FALSE	FALSE	MT-ATP6;MT-ND5;MT-ND4L
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_F_e4_AD_down_mito	primary	Ast CHI3L1	Astrocytes	F_e4	AD_down_mito	MT-ND4	2	3	13	7083	46	35.6	-9.57148277320325	0.0102092884088253	TRUE	FALSE	FALSE	MT-ND2;MT-ND4;MT-ND4L
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_F_e4_AD_down_mito	primary	Ast CHI3L1	Astrocytes	F_e4	AD_down_mito	MT-ND5	1	2	3	7093	46	102.84	-9.00465946092293	0.0143963930879355	TRUE	FALSE	FALSE	MT-ND5;MT-ND4L
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_F_e4_AD_both_mito	primary	Ast CHI3L1	Astrocytes	F_e4	AD_both_mito	MT-CO2	3	7	22	7074	80	28.22	-19.7527712063966	2.53367960642371e-06	FALSE	TRUE	TRUE	MT-ND2;MT-CO1;MT-ATP6;MT-CO3;MT-ND4;MT-ND4L;MT-ND5
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_F_e4_AD_both_mito	primary	Ast CHI3L1	Astrocytes	F_e4	AD_both_mito	MT-CO3	3	5	10	7086	80	44.35	-17.0671253132561	1.85815907989666e-05	TRUE	FALSE	FALSE	MT-CO1;MT-ATP6;MT-CO3;MT-ND5;MT-ND4L
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_F_e4_AD_both_mito	primary	Ast CHI3L1	Astrocytes	F_e4	AD_both_mito	MT-ATP6	2	3	6	7090	80	44.35	-10.5220359119873	0.00861961450595449	TRUE	FALSE	FALSE	MT-ATP6;MT-ND5;MT-ND4L
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e2_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e2	AD_down_mito	ACSS3	1	1	2	5945	6	495.58	-6.20615605905586	0.0262096601303725	TRUE	FALSE	FALSE	ACSS3
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e2_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e2	AD_down_mito	GPT2	1	1	2	5945	6	495.58	-6.20615605905586	0.0262096601303725	TRUE	FALSE	FALSE	GPT2
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e2_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e2	AD_down_mito	ACADVL	1	1	2	5945	6	495.58	-6.20615605905586	0.0262096601303725	TRUE	FALSE	FALSE	ACADVL
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e2_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e2	AD_down_mito	DMPK	1	1	2	5945	6	495.58	-6.20615605905586	0.0262096601303725	TRUE	FALSE	FALSE	DMPK
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e2_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e2	AD_down_mito	ZC2HC1A	1	1	3	5944	6	330.39	-5.80111147825815	0.0262096601303725	FALSE	FALSE	FALSE	IMMP1L
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e2_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e2	AD_down_mito	AKAP10	1	1	3	5944	6	330.39	-5.80111147825815	0.0262096601303725	FALSE	FALSE	FALSE	GPT2
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e2_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e2	AD_down_mito	SPACA6	2	1	4	5943	6	247.79	-5.51384992127211	0.0299413038628354	FALSE	FALSE	FALSE	IMMP1L
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e2_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e2	AD_down_mito	MYO9A	2	1	6	5941	6	165.19	-5.10922580848948	0.0321902932851252	FALSE	FALSE	TRUE	GPT2
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e2_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e2	AD_down_mito	KCNA2	3	1	7	5940	6	141.6	-4.9554956084863	0.0321902932851252	FALSE	FALSE	TRUE	IMMP1L
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e2_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e2	AD_down_mito	RFTN2	1	1	8	5939	6	123.9	-4.82238468376959	0.0321902932851252	FALSE	FALSE	TRUE	PPM1K
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e2_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e2	AD_down_mito	ADCY2	1	1	8	5939	6	123.9	-4.82238468376959	0.0321902932851252	FALSE	FALSE	TRUE	ACSS3
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e2_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e2	AD_down_mito	PACS2	1	1	8	5939	6	123.9	-4.82238468376959	0.0321902932851252	FALSE	FALSE	FALSE	DMPK
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e2_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e2	AD_down_mito	CDK5RAP3	1	1	8	5939	6	123.9	-4.82238468376959	0.0321902932851252	FALSE	FALSE	FALSE	ACADVL
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e2_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e2	AD_down_mito	QTRT1	2	1	9	5938	6	110.13	-4.70502210408684	0.0336132240972314	FALSE	FALSE	FALSE	ACADVL
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e2_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e2	AD_down_mito	PFDN5	3	1	10	5937	6	99.12	-4.60008203245056	0.0348435054993479	FALSE	TRUE	TRUE	ACADVL
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e2_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e2	AD_down_mito	KLHL22	2	1	15	5932	6	66.08	-4.1967189645424	0.0488957905904847	FALSE	FALSE	TRUE	DMPK
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e33_AD_up_mito	primary	Ast CHI3L1	Astrocytes	M_e33	AD_up_mito	MT-CO2	1	3	4	7148	17	315.53	-16.9263456266093	1.19430785754e-05	TRUE	TRUE	TRUE	MT-CO2;MT-ND4;MT-CYB
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e33_AD_up_mito	primary	Ast CHI3L1	Astrocytes	M_e33	AD_up_mito	PRTFDC1	2	2	9	7143	17	93.49	-8.57062878935666	0.0254055153337288	FALSE	TRUE	TRUE	TXNRD2;SIRT5
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e33_AD_both_mito	primary	Ast CHI3L1	Astrocytes	M_e33	AD_both_mito	MT-CO2	1	3	4	7148	28	191.57	-15.3552163531285	8.3847675421102e-05	NA	TRUE	TRUE	MT-CO2;MT-ND4;MT-CYB
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e4_AD_up_mito	primary	Ast CHI3L1	Astrocytes	M_e4	AD_up_mito	MT-CO2	3	5	19	6247	22	74.95	-19.4173202118939	9.70779791433512e-07	TRUE	TRUE	TRUE	MT-CO2;MT-ATP6;MT-CO3;MT-CYB;MT-ND5
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e4_AD_up_mito	primary	Ast CHI3L1	Astrocytes	M_e4	AD_up_mito	MT-CO3	2	3	6	6260	22	142.41	-14.108005550653	9.81514661959325e-05	TRUE	FALSE	FALSE	MT-ATP6;MT-CO3;MT-ND5
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e4_AD_up_mito	primary	Ast CHI3L1	Astrocytes	M_e4	AD_up_mito	MT-ATP6	1	2	3	6263	22	189.88	-10.2535809930545	0.00308859417994204	TRUE	FALSE	FALSE	MT-ATP6;MT-ND5
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e4_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e4	AD_down_mito	RPL11	2	3	17	6249	36	30.72	-9.09626581962456	0.0160980846209663	FALSE	FALSE	FALSE	COX7C;PSAP;TOMM7
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e4_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e4	AD_down_mito	RPS25	3	3	18	6248	36	29.01	-8.91789613401841	0.0160980846209663	FALSE	TRUE	TRUE	FTH1;COX7C;COX20
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e4_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e4	AD_down_mito	APOE	2	3	18	6248	36	29.01	-8.91789613401841	0.0160980846209663	FALSE	FALSE	TRUE	TUFM;NME3;AGT
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e4_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e4	AD_down_mito	RPLP1	3	3	19	6247	36	27.48	-8.74999718452397	0.0160980846209663	FALSE	FALSE	FALSE	COX7C;PSAP;TOMM7
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e4_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e4	AD_down_mito	TUFM	1	2	4	6262	36	87.03	-8.56224990295906	0.0160980846209663	TRUE	FALSE	FALSE	TUFM;NME3
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e4_AD_both_mito	primary	Ast CHI3L1	Astrocytes	M_e4	AD_both_mito	MT-CO2	3	5	19	6247	58	28.43	-14.3256022366711	0.000356661674034516	TRUE	TRUE	TRUE	MT-CO2;MT-ATP6;MT-CO3;MT-CYB;MT-ND5
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e4_AD_both_mito	primary	Ast CHI3L1	Astrocytes	M_e4	AD_both_mito	MT-CO3	2	3	6	6260	58	54.02	-11.1234413296636	0.00363619837189252	TRUE	FALSE	FALSE	MT-ATP6;MT-CO3;MT-ND5
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e4_AD_both_mito	primary	Ast CHI3L1	Astrocytes	M_e4	AD_both_mito	APOE	2	4	18	6248	58	24.01	-10.9050835771234	0.00363619837189252	FALSE	FALSE	FALSE	TUFM;NME3;AGT;CHCHD10
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e4_AD_both_mito	primary	Ast CHI3L1	Astrocytes	M_e4	AD_both_mito	MT-ATP6	1	2	3	6263	58	72.02	-8.28949858634914	0.0332009968392015	TRUE	FALSE	FALSE	MT-ATP6;MT-ND5
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e4_AD_both_mito	primary	Ast CHI3L1	Astrocytes	M_e4	AD_both_mito	LAPTM4A	3	4	35	6231	58	12.35	-8.18261678516183	0.0332009968392015	FALSE	FALSE	TRUE	TUFM;NME3;AGT;CHCHD10
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e4_AD_both_mito	primary	Ast CHI3L1	Astrocytes	M_e4	AD_both_mito	RPL11	2	3	17	6249	58	19.06	-7.66958407837392	0.0413202290218147	FALSE	FALSE	FALSE	COX7C;PSAP;TOMM7
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e4_AD_both_mito	primary	Ast CHI3L1	Astrocytes	M_e4	AD_both_mito	TUFM	1	2	4	6262	58	54.02	-7.60232544261415	0.0413202290218147	TRUE	FALSE	FALSE	TUFM;NME3
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e4_AD_both_mito	primary	Ast CHI3L1	Astrocytes	M_e4	AD_both_mito	RPS25	3	3	18	6248	58	18.01	-7.49384086979057	0.0413202290218147	FALSE	TRUE	TRUE	FTH1;COX7C;COX20
mitochondrial_kda_results_v1	primary_Ast_CHI3L1_M_e4_AD_both_mito	primary	Ast CHI3L1	Astrocytes	M_e4	AD_both_mito	RPLP1	3	3	19	6247	58	17.06	-7.3285667919491	0.0433299130501075	FALSE	FALSE	FALSE	COX7C;PSAP;TOMM7
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_female_pool_AD_down_mito	secondary	Ast CHI3L1	Astrocytes	female_pool	AD_down_mito	MT-CO2	3	7	20	6628	63	36.93	-21.7928125779657	2.56686690213409e-07	FALSE	TRUE	TRUE	MT-ND2;MT-CO1;MT-ATP6;MT-CO3;MT-ND4;MT-ND4L;MT-ND5
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_female_pool_AD_down_mito	secondary	Ast CHI3L1	Astrocytes	female_pool	AD_down_mito	MT-CO3	3	5	9	6639	63	58.62	-18.6487513970971	2.97729436914334e-06	TRUE	FALSE	FALSE	MT-CO1;MT-ATP6;MT-CO3;MT-ND5;MT-ND4L
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_female_pool_AD_down_mito	secondary	Ast CHI3L1	Astrocytes	female_pool	AD_down_mito	MT-ATP6	2	3	6	6642	63	52.76	-11.0492657231964	0.00396410555727228	TRUE	FALSE	FALSE	MT-ATP6;MT-ND5;MT-ND4L
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_female_pool_AD_down_mito	secondary	Ast CHI3L1	Astrocytes	female_pool	AD_down_mito	MTCH1	1	2	2	6646	63	105.52	-9.33372312914024	0.0165294025316923	TRUE	FALSE	FALSE	MTCH1;VDAC3
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_female_pool_AD_down_mito	secondary	Ast CHI3L1	Astrocytes	female_pool	AD_down_mito	MT-ND4	2	3	12	6636	63	26.38	-8.69206494022257	0.0251197754960259	TRUE	FALSE	FALSE	MT-ND2;MT-ND4;MT-ND4L
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_female_pool_AD_down_mito	secondary	Ast CHI3L1	Astrocytes	female_pool	AD_down_mito	DDRGK1	2	2	3	6645	63	70.35	-8.24124860688559	0.0281627307998808	FALSE	FALSE	FALSE	MTCH1;VDAC3
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_female_pool_AD_down_mito	secondary	Ast CHI3L1	Astrocytes	female_pool	AD_down_mito	MT-ND5	1	2	3	6645	63	70.35	-8.24124860688559	0.0281627307998808	TRUE	FALSE	FALSE	MT-ND5;MT-ND4L
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_female_pool_AD_down_mito	secondary	Ast CHI3L1	Astrocytes	female_pool	AD_down_mito	NDUFAF8	3	2	4	6644	63	52.76	-7.55423514746	0.0489834050263705	FALSE	FALSE	TRUE	MTCH1;VDAC3
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_female_pool_AD_both_mito	secondary	Ast CHI3L1	Astrocytes	female_pool	AD_both_mito	MT-CO3	3	6	9	6639	115	38.54	-20.0848179356812	2.08857421946908e-06	TRUE	FALSE	FALSE	MT-CO1;MT-ATP6;MT-CO3;MT-ND5;MT-ND3;MT-ND4L
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_female_pool_AD_both_mito	secondary	Ast CHI3L1	Astrocytes	female_pool	AD_both_mito	MT-CO2	3	7	20	6628	115	20.23	-17.5108780349728	1.36983359463277e-05	FALSE	TRUE	TRUE	MT-ND2;MT-CO1;MT-ATP6;MT-CO3;MT-ND4;MT-ND4L;MT-ND5
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_female_pool_AD_both_mito	secondary	Ast CHI3L1	Astrocytes	female_pool	AD_both_mito	MT-ATP6	2	4	6	6642	115	38.54	-13.5992203681103	0.000456444410999433	TRUE	FALSE	FALSE	MT-ATP6;MT-ND5;MT-ND3;MT-ND4L
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_male_pool_AD_up_mito	secondary	Ast CHI3L1	Astrocytes	male_pool	AD_up_mito	MT-CO2	2	5	8	5736	40	89.75	-21.0832838324319	3.36971601470172e-07	TRUE	TRUE	TRUE	MT-CO2;MT-CO3;MT-ND4;MT-CYB;MT-ATP6
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_male_pool_AD_up_mito	secondary	Ast CHI3L1	Astrocytes	male_pool	AD_up_mito	MT-CO3	3	4	8	5736	40	71.8	-15.7932774759832	3.34182632714425e-05	TRUE	FALSE	FALSE	MT-ATP6;MT-CO3;MT-ND5;MT-ND3
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_male_pool_AD_up_mito	secondary	Ast CHI3L1	Astrocytes	male_pool	AD_up_mito	MT-ATP6	2	3	5	5739	40	86.16	-12.684288467494	0.000499010159595342	TRUE	FALSE	FALSE	MT-ATP6;MT-ND5;MT-ND3
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_male_pool_AD_both_mito	secondary	Ast CHI3L1	Astrocytes	male_pool	AD_both_mito	MT-CO2	2	5	8	5736	79	45.44	-17.5666836617593	1.693641493128e-05	TRUE	TRUE	TRUE	MT-CO2;MT-CO3;MT-ND4;MT-CYB;MT-ATP6
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_male_pool_AD_both_mito	secondary	Ast CHI3L1	Astrocytes	male_pool	AD_both_mito	MT-CO3	3	4	8	5736	79	36.35	-13.0154221180553	0.000802378463861963	TRUE	FALSE	FALSE	MT-ATP6;MT-CO3;MT-ND5;MT-ND3
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_male_pool_AD_both_mito	secondary	Ast CHI3L1	Astrocytes	male_pool	AD_both_mito	MT-ATP6	2	3	5	5739	79	43.63	-10.6146148689122	0.00590126809212981	TRUE	FALSE	FALSE	MT-ATP6;MT-ND5;MT-ND3
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_male_pool_AD_both_mito	secondary	Ast CHI3L1	Astrocytes	male_pool	AD_both_mito	APOE	2	4	18	5726	79	16.16	-9.34255688566169	0.0157926267462935	FALSE	FALSE	TRUE	TUFM;NME3;AGT;CHCHD10
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_e33_pool_AD_up_mito	secondary	Ast CHI3L1	Astrocytes	e33_pool	AD_up_mito	MT-CO2	2	5	10	7005	37	94.8	-20.9945792669205	4.23119516380285e-07	TRUE	TRUE	TRUE	MT-CO2;MT-ND4;MT-CYB;MT-CO1;MT-ND2
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_e33_pool_AD_up_mito	secondary	Ast CHI3L1	Astrocytes	e33_pool	AD_up_mito	PGK1	3	3	13	7002	37	43.75	-10.1976246814925	0.0103392934050451	FALSE	TRUE	TRUE	FAM162A;BNIP3;BNIP3L
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_e33_pool_AD_up_mito	secondary	Ast CHI3L1	Astrocytes	e33_pool	AD_up_mito	MT-ND4	1	2	5	7010	37	75.84	-8.22444247283152	0.0495840213302259	TRUE	FALSE	FALSE	MT-ND4;MT-ND2
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_e33_pool_AD_both_mito	secondary	Ast CHI3L1	Astrocytes	e33_pool	AD_both_mito	MT-CO2	2	5	10	7005	66	53.14	-17.9913643205011	1.28734150742769e-05	NA	TRUE	TRUE	MT-CO2;MT-ND4;MT-CYB;MT-CO1;MT-ND2
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_e4_pool_AD_up_mito	secondary	Ast CHI3L1	Astrocytes	e4_pool	AD_up_mito	MT-CO2	3	5	19	6214	52	31.54	-14.8554710573583	0.000229047681252797	TRUE	TRUE	TRUE	MT-CO2;MT-ATP6;MT-CO3;MT-CYB;MT-ND5
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_e4_pool_AD_up_mito	secondary	Ast CHI3L1	Astrocytes	e4_pool	AD_up_mito	MT-CO3	2	3	6	6227	52	59.93	-11.4392773723147	0.00348762651244608	TRUE	FALSE	FALSE	MT-ATP6;MT-CO3;MT-ND5
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_e4_pool_AD_up_mito	secondary	Ast CHI3L1	Astrocytes	e4_pool	AD_up_mito	MT-ATP6	1	2	3	6230	52	79.91	-8.49874794081784	0.0440042291281605	TRUE	FALSE	FALSE	MT-ATP6;MT-ND5
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_e4_pool_AD_down_mito	secondary	Ast CHI3L1	Astrocytes	e4_pool	AD_down_mito	MT-CO2	3	7	19	6214	76	30.22	-20.4187510729074	1.02239902710883e-06	FALSE	TRUE	TRUE	MT-ND2;MT-CO1;MT-ATP6;MT-CO3;MT-ND4;MT-ND4L;MT-ND5
mitochondrial_kda_results_v1	secondary_Ast_CHI3L1_e4_pool_AD_down_mito	secondary	Ast CHI3L1	Astrocytes	e4_pool	AD_down_mito	MT-CO3	3	5	9	6224	76	45.56	-17.3689406133491	1.07921080625394e-05	TRUE	FALSE	FALSE	MT-CO1;MT-ATP6;MT-CO3;MT-ND5;MT-ND4L
