schema_version	route_decisions	eligible_signal_positive_routes	valid_h0_h4_results	not_assessable_routes	strong_h4_routes	source_model_limitation	ld_limitation
phase19b_sex_apoe_kda_combo_v2_coloc_qc	2152	47	0	47	0	released_NG00184_finemapping_tables_are_summaries_not_complete_fitted_models	source_matched_QTL_LD_or_complete_QTL_statistics_absent
