schema_version	stage	generated_at_utc	failed_checks	validation_status	route_decisions	eligible_signal_positive_routes	valid_h0_h4_results	not_assessable_routes	supported_genes
phase19b_sex_apoe_kda_combo_v2_status	coloc	2026-09-14T15:22:14+00:00	0	validated_complete_with_terminal_not_assessable_routes	2152	47	0	47	12
