schema_version	context_id	module_id	stratum_order	stratum_id	estimate	robust_se	ci_low	ci_high	p_value	model_status	failure_reason	context_order	module_order	stratum_order_display	context_label	module_label	display_estimate	display_clipped	panel_id	display_limit
phase13_stratum_effects_plot_v1	excitatory_neurons	mtdna_oxphos_13	5	Male__e33	0.307439693189552	0.24738463413058	-0.179692812247252	0.794572198626356	0.215075947792191	estimated		2	1	5	Excitatory neurons	mtDNA OXPHOS	0.307439693189552	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	excitatory_neurons	mtdna_oxphos_13	6	Male__e4	0.388330792871836	0.410965507113468	-0.420913717531422	1.19757530327509	0.345575427266956	estimated		2	1	6	Excitatory neurons	mtDNA OXPHOS	0.388330792871836	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	inhibitory_neurons	mtdna_oxphos_13	1	Female__e2	0.0141127422548982	0.468287190327115	-0.908039042092837	0.936264526602633	0.975981140848684	estimated		3	1	1	Inhibitory neurons	mtDNA OXPHOS	0.0141127422548982	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	inhibitory_neurons	mtdna_oxphos_13	2	Female__e33	0.525294847988673	0.224074131035917	0.0840477585335872	0.966541937443759	0.0198223362261276	estimated		3	1	2	Inhibitory neurons	mtDNA OXPHOS	0.525294847988673	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	inhibitory_neurons	mtdna_oxphos_13	3	Female__e4	0.0416993992322045	0.322232453221949	-0.592841194342008	0.676239992806417	0.897135788894148	estimated		3	1	3	Inhibitory neurons	mtDNA OXPHOS	0.0416993992322045	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	inhibitory_neurons	mtdna_oxphos_13	4	Male__e2	-0.160340268510149	0.699989507136734	-1.53876057631299	1.21808003929269	0.819003007292145	estimated		3	1	4	Inhibitory neurons	mtDNA OXPHOS	-0.160340268510149	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	inhibitory_neurons	mtdna_oxphos_13	5	Male__e33	0.317704539623213	0.26311282367912	-0.200417597501627	0.835826676748053	0.228351562043639	estimated		3	1	5	Inhibitory neurons	mtDNA OXPHOS	0.317704539623213	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	inhibitory_neurons	mtdna_oxphos_13	6	Male__e4	0.120154529971423	0.38361989008089	-0.635270289362763	0.875579349305609	0.754372304639644	estimated		3	1	6	Inhibitory neurons	mtDNA OXPHOS	0.120154529971423	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	immune_cells	mtdna_oxphos_13	1	Female__e2	0.0365683025942796	0.480175972770254	-0.909155978731805	0.982292583920364	0.939356105670839	estimated		4	1	1	Immune cells	mtDNA OXPHOS	0.0365683025942796	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	immune_cells	mtdna_oxphos_13	2	Female__e33	0.600422554720622	0.217561127024872	0.171927894079751	1.02891721536149	0.00621372594614293	estimated		4	1	2	Immune cells	mtDNA OXPHOS	0.600422554720622	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	immune_cells	mtdna_oxphos_13	3	Female__e4	0.469239048468607	0.419138261182073	-0.356269209568157	1.29474730650537	0.263991639278588	estimated		4	1	3	Immune cells	mtDNA OXPHOS	0.469239048468607	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	immune_cells	mtdna_oxphos_13	4	Male__e2	-0.505478273854408	0.655839924168529	-1.79717918377478	0.78622263606596	0.44159517275537	estimated		4	1	4	Immune cells	mtDNA OXPHOS	-0.505478273854408	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	immune_cells	mtdna_oxphos_13	5	Male__e33	0.417574084154778	0.308626414642106	-0.190277017810507	1.02542518612006	0.177280167978616	estimated		4	1	5	Immune cells	mtDNA OXPHOS	0.417574084154778	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	immune_cells	mtdna_oxphos_13	6	Male__e4	0.109390178858771	0.530779727898545	-0.936000063833526	1.15478042155107	0.836886390798523	estimated		4	1	6	Immune cells	mtDNA OXPHOS	0.109390178858771	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	opcs	mtdna_oxphos_13	1	Female__e2	-0.103969309747233	0.436912207454238	-0.964417571886089	0.756478952391623	0.812101741152852	estimated		5	1	1	Oligodendrocyte precursor cells	mtDNA OXPHOS	-0.103969309747233	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	opcs	mtdna_oxphos_13	2	Female__e33	0.629112729180847	0.213162260850327	0.209314211828905	1.04891124653279	0.00346107807316687	estimated		5	1	2	Oligodendrocyte precursor cells	mtDNA OXPHOS	0.629112729180847	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	opcs	mtdna_oxphos_13	3	Female__e4	0.404173416374539	0.396968173809542	-0.377609672885175	1.18595650563425	0.309578983509197	estimated		5	1	3	Oligodendrocyte precursor cells	mtDNA OXPHOS	0.404173416374539	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	opcs	mtdna_oxphos_13	4	Male__e2	-1.20520193127856	0.845784804192023	-2.87087767229503	0.460473809737905	0.155403772831343	estimated		5	1	4	Oligodendrocyte precursor cells	mtDNA OXPHOS	-1.20520193127856	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	opcs	mtdna_oxphos_13	5	Male__e33	0.113072972631379	0.297211032307754	-0.47224991804223	0.698395863304988	0.703933032538429	estimated		5	1	5	Oligodendrocyte precursor cells	mtDNA OXPHOS	0.113072972631379	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	opcs	mtdna_oxphos_13	6	Male__e4	0.622971178391942	0.402250839378675	-0.169215512165402	1.41515786894929	0.122700641135373	estimated		5	1	6	Oligodendrocyte precursor cells	mtDNA OXPHOS	0.622971178391942	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	oligodendrocytes	mtdna_oxphos_13	1	Female__e2	-0.00458185671534608	0.350139451573145	-0.694051956168103	0.68488824273741	0.989569371300022	estimated		6	1	1	Oligodendrocytes	mtDNA OXPHOS	-0.00458185671534608	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	oligodendrocytes	mtdna_oxphos_13	2	Female__e33	0.458727682141864	0.228155686214505	0.00945947497965322	0.907995889304076	0.0454012058834853	estimated		6	1	2	Oligodendrocytes	mtDNA OXPHOS	0.458727682141864	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	oligodendrocytes	mtdna_oxphos_13	3	Female__e4	-0.19091906042549	0.435349954337197	-1.04817971747235	0.666341596621366	0.66135789793124	estimated		6	1	3	Oligodendrocytes	mtDNA OXPHOS	-0.19091906042549	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	oligodendrocytes	mtdna_oxphos_13	4	Male__e2	-0.958288028303236	0.593952291125761	-2.12785730532349	0.211281248717017	0.107868675642053	estimated		6	1	4	Oligodendrocytes	mtDNA OXPHOS	-0.958288028303236	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	oligodendrocytes	mtdna_oxphos_13	5	Male__e33	-0.07161163442527	0.336118147549559	-0.733471963438949	0.590248694588409	0.831451060943667	estimated		6	1	5	Oligodendrocytes	mtDNA OXPHOS	-0.07161163442527	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	oligodendrocytes	mtdna_oxphos_13	6	Male__e4	-0.117406839894868	0.422460660418042	-0.949286801563389	0.714473121773653	0.781300864530458	estimated		6	1	6	Oligodendrocytes	mtDNA OXPHOS	-0.117406839894868	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	vasculature	mtdna_oxphos_13	1	Female__e2	-0.308819281425769	0.787622613809596	-1.86280808310287	1.24516952025133	0.695447652663553	estimated		7	1	1	Vasculature cells	mtDNA OXPHOS	-0.308819281425769	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	vasculature	mtdna_oxphos_13	2	Female__e33	0.110481529654961	0.291115992868064	-0.463893792960453	0.684856852270376	0.704748953201229	estimated		7	1	2	Vasculature cells	mtDNA OXPHOS	0.110481529654961	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	vasculature	mtdna_oxphos_13	3	Female__e4	0.263724388765932	0.562239816214808	-0.845581467789909	1.37303024532177	0.639584846769408	estimated		7	1	3	Vasculature cells	mtDNA OXPHOS	0.263724388765932	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	vasculature	mtdna_oxphos_13	4	Male__e2	-3.64166527518602	1.29421602393935	-6.19516891117865	-1.0881616391934	0.00543134985840785	estimated		7	1	4	Vasculature cells	mtDNA OXPHOS	-1.5	TRUE	module_1	1.5
phase13_stratum_effects_plot_v1	vasculature	mtdna_oxphos_13	5	Male__e33	0.0258203357564399	0.35139271495814	-0.667481677748051	0.71912234926093	0.941504414436767	estimated		7	1	5	Vasculature cells	mtDNA OXPHOS	0.0258203357564399	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	vasculature	mtdna_oxphos_13	6	Male__e4	0.460521853498752	0.585759278577291	-0.695188182535865	1.61623188953337	0.432769258924772	estimated		7	1	6	Vasculature cells	mtDNA OXPHOS	0.460521853498752	FALSE	module_1	1.5
phase13_stratum_effects_plot_v1	astrocytes	nuclear_oxphos_structural_86	1	Female__e2	0.110236279283242	0.598864174498399	-1.06906950829003	1.28954206685652	0.854099309205536	estimated		1	2	1	Astrocytes	Nuclear OXPHOS structural	0.110236279283242	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	astrocytes	nuclear_oxphos_structural_86	2	Female__e33	0.00338975477692882	0.211596202565071	-0.413293421374866	0.420072930928723	0.987230927253661	estimated		1	2	2	Astrocytes	Nuclear OXPHOS structural	0.00338975477692882	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	astrocytes	nuclear_oxphos_structural_86	3	Female__e4	-0.0308523816086645	0.334199476372552	-0.688970521703155	0.627265758485826	0.926517891761304	estimated		1	2	3	Astrocytes	Nuclear OXPHOS structural	-0.0308523816086645	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	astrocytes	nuclear_oxphos_structural_86	4	Male__e2	-0.808858347774085	0.851677217163674	-2.48601305850074	0.868296362952575	0.343144715581234	estimated		1	2	4	Astrocytes	Nuclear OXPHOS structural	-0.808858347774085	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	astrocytes	nuclear_oxphos_structural_86	5	Male__e33	-0.295070502776866	0.351269662268752	-0.986803893005832	0.3966628874521	0.401682788597635	estimated		1	2	5	Astrocytes	Nuclear OXPHOS structural	-0.295070502776866	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	astrocytes	nuclear_oxphos_structural_86	6	Male__e4	0.0629998270281639	0.343867855604683	-0.614157647978046	0.740157302034373	0.854778164080683	estimated		1	2	6	Astrocytes	Nuclear OXPHOS structural	0.0629998270281639	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	excitatory_neurons	nuclear_oxphos_structural_86	1	Female__e2	-0.00484127460839714	0.78939307381671	-1.55925886070559	1.5495763114888	0.995111381525159	estimated		2	2	1	Excitatory neurons	Nuclear OXPHOS structural	-0.00484127460839714	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	excitatory_neurons	nuclear_oxphos_structural_86	2	Female__e33	-0.105009173897367	0.171699677072496	-0.443108159588071	0.233089811793337	0.541345873476382	estimated		2	2	2	Excitatory neurons	Nuclear OXPHOS structural	-0.105009173897367	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	excitatory_neurons	nuclear_oxphos_structural_86	3	Female__e4	-0.055576760554555	0.325129634969269	-0.695799279754084	0.584645758644974	0.864406070075765	estimated		2	2	3	Excitatory neurons	Nuclear OXPHOS structural	-0.055576760554555	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	excitatory_neurons	nuclear_oxphos_structural_86	4	Male__e2	-0.429806952439418	0.748192457829311	-1.90309516943891	1.04348126456007	0.566152963987187	estimated		2	2	4	Excitatory neurons	Nuclear OXPHOS structural	-0.429806952439418	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	excitatory_neurons	nuclear_oxphos_structural_86	5	Male__e33	0.0285628595902038	0.258334827635939	-0.480132000420602	0.537257719601009	0.912046387749071	estimated		2	2	5	Excitatory neurons	Nuclear OXPHOS structural	0.0285628595902038	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	excitatory_neurons	nuclear_oxphos_structural_86	6	Male__e4	0.0345829673141875	0.50621796132041	-0.962226008561652	1.03139194319003	0.945586311502869	estimated		2	2	6	Excitatory neurons	Nuclear OXPHOS structural	0.0345829673141875	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	inhibitory_neurons	nuclear_oxphos_structural_86	1	Female__e2	-0.288459563627157	0.643485548577495	-1.55561219790745	0.97869307065313	0.654329754112638	estimated		3	2	1	Inhibitory neurons	Nuclear OXPHOS structural	-0.288459563627157	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	inhibitory_neurons	nuclear_oxphos_structural_86	2	Female__e33	-0.121795926553391	0.148217431482117	-0.413665898092006	0.170074044985223	0.411984630019089	estimated		3	2	2	Inhibitory neurons	Nuclear OXPHOS structural	-0.121795926553391	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	inhibitory_neurons	nuclear_oxphos_structural_86	3	Female__e4	0.0789110033445378	0.313221231248949	-0.537884679428783	0.695706686117859	0.801292833230579	estimated		3	2	3	Inhibitory neurons	Nuclear OXPHOS structural	0.0789110033445378	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	inhibitory_neurons	nuclear_oxphos_structural_86	4	Male__e2	0.0305303119390298	0.622012379281807	-1.19433732759735	1.25539795147541	0.960891026184058	estimated		3	2	4	Inhibitory neurons	Nuclear OXPHOS structural	0.0305303119390298	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	inhibitory_neurons	nuclear_oxphos_structural_86	5	Male__e33	0.0923615277364482	0.256819977511721	-0.413368727992193	0.598091783465089	0.719414076715884	estimated		3	2	5	Inhibitory neurons	Nuclear OXPHOS structural	0.0923615277364482	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	inhibitory_neurons	nuclear_oxphos_structural_86	6	Male__e4	-0.129643791628418	0.494346766803911	-1.10311213009893	0.843824546842092	0.793335870514583	estimated		3	2	6	Inhibitory neurons	Nuclear OXPHOS structural	-0.129643791628418	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	immune_cells	nuclear_oxphos_structural_86	1	Female__e2	0.158833067693949	0.549421381639837	-0.92327259931561	1.24093873470351	0.772751878609263	estimated		4	2	1	Immune cells	Nuclear OXPHOS structural	0.158833067693949	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	immune_cells	nuclear_oxphos_structural_86	2	Female__e33	-0.0652562913811094	0.199922953299134	-0.459011918591294	0.328499335829076	0.744390470320977	estimated		4	2	2	Immune cells	Nuclear OXPHOS structural	-0.0652562913811094	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	immune_cells	nuclear_oxphos_structural_86	3	Female__e4	0.0822951954310676	0.293778195899178	-0.496311792301232	0.660902183163368	0.779612674525727	estimated		4	2	3	Immune cells	Nuclear OXPHOS structural	0.0822951954310676	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	immune_cells	nuclear_oxphos_structural_86	4	Male__e2	-0.138872731894426	1.25472157512523	-2.61009313272735	2.33234766893849	0.911959170036512	estimated		4	2	4	Immune cells	Nuclear OXPHOS structural	-0.138872731894426	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	immune_cells	nuclear_oxphos_structural_86	5	Male__e33	-0.258712618658907	0.222036529011	-0.696021748508966	0.178596511191153	0.245060965238249	estimated		4	2	5	Immune cells	Nuclear OXPHOS structural	-0.258712618658907	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	immune_cells	nuclear_oxphos_structural_86	6	Male__e4	0.0795991383547107	0.494389518624104	-0.894119245550428	1.05331752225985	0.872220087636379	estimated		4	2	6	Immune cells	Nuclear OXPHOS structural	0.0795991383547107	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	opcs	nuclear_oxphos_structural_86	1	Female__e2	0.0898024328125429	0.65456110191474	-1.19928025473224	1.37888512035733	0.890985873076527	estimated		5	2	1	Oligodendrocyte precursor cells	Nuclear OXPHOS structural	0.0898024328125429	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	opcs	nuclear_oxphos_structural_86	2	Female__e33	0.425800357520237	0.195022510475655	0.0417259889085287	0.809874726131945	0.0299299853863604	estimated		5	2	2	Oligodendrocyte precursor cells	Nuclear OXPHOS structural	0.425800357520237	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	opcs	nuclear_oxphos_structural_86	3	Female__e4	0.145781451988136	0.301199469685765	-0.447396206650314	0.738959110626587	0.62880240839904	estimated		5	2	3	Oligodendrocyte precursor cells	Nuclear OXPHOS structural	0.145781451988136	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	opcs	nuclear_oxphos_structural_86	4	Male__e2	-0.717792170401602	0.921981944863243	-2.53352940238103	1.09794506157783	0.436983141620792	estimated		5	2	4	Oligodendrocyte precursor cells	Nuclear OXPHOS structural	-0.717792170401602	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	opcs	nuclear_oxphos_structural_86	5	Male__e33	-0.389674852205936	0.30622942945851	-0.992758437186672	0.213408732774799	0.204366162823349	estimated		5	2	5	Oligodendrocyte precursor cells	Nuclear OXPHOS structural	-0.389674852205936	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	opcs	nuclear_oxphos_structural_86	6	Male__e4	0.0881279096975888	0.564744208944936	-1.02407075367015	1.20032657306533	0.876118642436005	estimated		5	2	6	Oligodendrocyte precursor cells	Nuclear OXPHOS structural	0.0881279096975888	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	oligodendrocytes	nuclear_oxphos_structural_86	1	Female__e2	0.0933623537142117	0.639011343440761	-1.16493405514248	1.35165876257091	0.883952204386427	estimated		6	2	1	Oligodendrocytes	Nuclear OXPHOS structural	0.0933623537142117	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	oligodendrocytes	nuclear_oxphos_structural_86	2	Female__e33	0.301930997551272	0.195897628280485	-0.0838168998829301	0.687678894985474	0.12446743433546	estimated		6	2	2	Oligodendrocytes	Nuclear OXPHOS structural	0.301930997551272	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	oligodendrocytes	nuclear_oxphos_structural_86	3	Female__e4	0.0110271017234321	0.305082625105062	-0.589720248874829	0.611774452321693	0.971194762540827	estimated		6	2	3	Oligodendrocytes	Nuclear OXPHOS structural	0.0110271017234321	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	oligodendrocytes	nuclear_oxphos_structural_86	4	Male__e2	-0.827886473393185	0.856778404668703	-2.51499453625739	0.859221589471022	0.334802810803713	estimated		6	2	4	Oligodendrocytes	Nuclear OXPHOS structural	-0.827886473393185	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	oligodendrocytes	nuclear_oxphos_structural_86	5	Male__e33	-0.253595692590861	0.287068276832026	-0.818870449513707	0.311679064331985	0.377837076438864	estimated		6	2	5	Oligodendrocytes	Nuclear OXPHOS structural	-0.253595692590861	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	oligodendrocytes	nuclear_oxphos_structural_86	6	Male__e4	-0.45118852717526	0.522608784941909	-1.48027316562398	0.577896111273457	0.388746820177747	estimated		6	2	6	Oligodendrocytes	Nuclear OXPHOS structural	-0.45118852717526	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	vasculature	nuclear_oxphos_structural_86	1	Female__e2	1.02238729045695	0.52142989507318	-0.00640010543068414	2.05117468634459	0.0514272631548983	estimated		7	2	1	Vasculature cells	Nuclear OXPHOS structural	1.02238729045695	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	vasculature	nuclear_oxphos_structural_86	2	Female__e33	-0.0348385889199824	0.216295335535952	-0.461591863120812	0.391914685280847	0.872216310893711	estimated		7	2	2	Vasculature cells	Nuclear OXPHOS structural	-0.0348385889199824	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	vasculature	nuclear_oxphos_structural_86	3	Female__e4	0.152173305546808	0.263464334246321	-0.367644965134626	0.671991576228242	0.564253635501352	estimated		7	2	3	Vasculature cells	Nuclear OXPHOS structural	0.152173305546808	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	vasculature	nuclear_oxphos_structural_86	4	Male__e2	-2.69566087225953	1.99876700605987	-6.6392519907969	1.24793024627784	0.17911222248305	estimated		7	2	4	Vasculature cells	Nuclear OXPHOS structural	-1.5	TRUE	module_2	1.5
phase13_stratum_effects_plot_v1	vasculature	nuclear_oxphos_structural_86	5	Male__e33	-0.249005862044664	0.220081262159923	-0.68322881458442	0.185217090495092	0.259355941098354	estimated		7	2	5	Vasculature cells	Nuclear OXPHOS structural	-0.249005862044664	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	vasculature	nuclear_oxphos_structural_86	6	Male__e4	-0.165658733192337	0.729044061401066	-1.60407135299597	1.2727538866113	0.820500627717033	estimated		7	2	6	Vasculature cells	Nuclear OXPHOS structural	-0.165658733192337	FALSE	module_2	1.5
phase13_stratum_effects_plot_v1	astrocytes	mitochondrial_translation_155	1	Female__e2	0.128310667867878	0.391713412757948	-0.643066072312732	0.899687408048488	0.743509067097258	estimated		1	3	1	Astrocytes	Mitochondrial translation	0.128310667867878	FALSE	module_3	1.5
phase13_stratum_effects_plot_v1	astrocytes	mitochondrial_translation_155	2	Female__e33	-0.112995436775287	0.18167813789038	-0.470762838154936	0.244771964604363	0.534523501553918	estimated		1	3	2	Astrocytes	Mitochondrial translation	-0.112995436775287	FALSE	module_3	1.5
phase13_stratum_effects_plot_v1	astrocytes	mitochondrial_translation_155	3	Female__e4	-0.80547776043122	0.314250495032978	-1.42431161846015	-0.186643902402284	0.0109421205244364	estimated		1	3	3	Astrocytes	Mitochondrial translation	-0.80547776043122	FALSE	module_3	1.5
phase13_stratum_effects_plot_v1	astrocytes	mitochondrial_translation_155	4	Male__e2	0.0040661454171767	0.71391545599095	-1.40180293966097	1.40993523049532	0.995460046948318	estimated		1	3	4	Astrocytes	Mitochondrial translation	0.0040661454171767	FALSE	module_3	1.5
phase13_stratum_effects_plot_v1	astrocytes	mitochondrial_translation_155	5	Male__e33	-0.779300869913934	0.428833378655069	-1.62377563879807	0.0651738989702028	0.0703421734370349	estimated		1	3	5	Astrocytes	Mitochondrial translation	-0.779300869913934	FALSE	module_3	1.5
phase13_stratum_effects_plot_v1	astrocytes	mitochondrial_translation_155	6	Male__e4	-0.218870264113306	0.281753740025034	-0.773710293674679	0.335969765448068	0.437982872685999	estimated		1	3	6	Astrocytes	Mitochondrial translation	-0.218870264113306	FALSE	module_3	1.5
phase13_stratum_effects_plot_v1	excitatory_neurons	mitochondrial_translation_155	1	Female__e2	0.0441557090220002	0.657096908523284	-1.24975352866641	1.33806494671041	0.946475588044832	estimated		2	3	1	Excitatory neurons	Mitochondrial translation	0.0441557090220002	FALSE	module_3	1.5
phase13_stratum_effects_plot_v1	excitatory_neurons	mitochondrial_translation_155	2	Female__e33	-0.327288767972268	0.173287270710991	-0.668513931929676	0.0139363959851405	0.0600442122004861	estimated		2	3	2	Excitatory neurons	Mitochondrial translation	-0.327288767972268	FALSE	module_3	1.5
phase13_stratum_effects_plot_v1	excitatory_neurons	mitochondrial_translation_155	3	Female__e4	-0.688332882321588	0.839844039910658	-2.34209497945288	0.965429214809707	0.413197080655084	estimated		2	3	3	Excitatory neurons	Mitochondrial translation	-0.688332882321588	FALSE	module_3	1.5
phase13_stratum_effects_plot_v1	excitatory_neurons	mitochondrial_translation_155	4	Male__e2	0.413308534398263	0.833128359992024	-1.22722951591229	2.05384658470881	0.620248423764643	estimated		2	3	4	Excitatory neurons	Mitochondrial translation	0.413308534398263	FALSE	module_3	1.5
phase13_stratum_effects_plot_v1	excitatory_neurons	mitochondrial_translation_155	5	Male__e33	-0.0229150645688695	0.244889948519047	-0.505135209719054	0.459305080581315	0.925520497641976	estimated		2	3	5	Excitatory neurons	Mitochondrial translation	-0.0229150645688695	FALSE	module_3	1.5
phase13_stratum_effects_plot_v1	excitatory_neurons	mitochondrial_translation_155	6	Male__e4	-0.0492112367072118	0.382437070678539	-0.802279546977499	0.703857073563075	0.897711925434426	estimated		2	3	6	Excitatory neurons	Mitochondrial translation	-0.0492112367072118	FALSE	module_3	1.5
phase13_stratum_effects_plot_v1	inhibitory_neurons	mitochondrial_translation_155	1	Female__e2	-0.176359760946065	0.361417734720806	-0.888064065167794	0.535344543275664	0.625987968083491	estimated		3	3	1	Inhibitory neurons	Mitochondrial translation	-0.176359760946065	FALSE	module_3	1.5
