schema_version	generated_at_utc	figure_script	input_mean_summary	input_conservative_summary	input_group_summary	input_checks	figure_basename	selection_rule	plotted_network_driver_rows	plotted_stratum_direction_cells	evidence_color_cap	width_inches	height_inches	png_dpi	data_checks_passed
phase12_kda_figure_generation_log_v1	2026-08-09T22:06:39Z	scripts/figures/analysis/phease12_kda/visualize_phase12_kda_sex_apoe.R	/Users/rzhuang/Documents/VscodeProjects/alzheimer/results/figures/analysis/phase12_kda/phase12_kda_mean_of_log_summary.tsv	/Users/rzhuang/Documents/VscodeProjects/alzheimer/results/figures/analysis/phase12_kda/phase12_kda_conservative_candidate_summary.tsv	/Users/rzhuang/Documents/VscodeProjects/alzheimer/results/figures/analysis/phase12_kda/phase12_kda_candidate_group_summary.tsv	/Users/rzhuang/Documents/VscodeProjects/alzheimer/results/figures/analysis/phase12_kda/phase12_kda_figure_data_checks.tsv	phase12_kda_sex_apoe	Highlighted non-mtDNA conservative candidates; ranking coverage >= 0.5; capped at 3 per network	16	192	5.00010201318708	7.1	7.2	450	TRUE
