schema_version	generated_at_utc	figure_script	input_summary	input_checks	figure_basename	selection_rule	plotted_rows	unique_drivers	width_inches	height_inches	png_dpi	data_checks_passed
phase12_kda_figure_generation_log_v1	2026-08-09T22:06:39Z	scripts/figures/analysis/phease12_kda/visualize_phase12_kda_reduced_circular.R	/Users/rzhuang/Documents/VscodeProjects/alzheimer/results/figures/analysis/phase12_kda/phase12_kda_mean_of_log_summary.tsv	/Users/rzhuang/Documents/VscodeProjects/alzheimer/results/figures/analysis/phase12_kda/phase12_kda_figure_data_checks.tsv	phase12_kda_reduced_circular	Top 3 MeanOfLog candidates per network with ranking coverage >= 0.8	21	10	7.1	7.1	450	TRUE
