network	nodes	base_prior_rows	CIT_evidence_rows	ENCODE_evidence_rows	selected_prior_directions	matched_base_prior_directions	unmatched_base_prior_directions	direction_conflicts	added_weight
Excitatory_neurons	10000	99990000	1400	4792	4901	4901	0	36	8.738895704934043
