schema_version	figure_id	case_id	atlas_display_order	current_symbol	network_order	broad_network	network_label	network_color	context_display_order	circle_displayed	within_case_rank	signature_direction	direction_label	direction_order	signature_group	group_label	group_order	column_order	eligible_query_count	usable_query_count	missing_query_count	coverage_fraction	conservative_support_count	support_fraction	stratum_acat_p	stratum_missing_as_one_acat_p	negative_log10_stratum_acat_p	capped_negative_log10_stratum_acat_p	cell_state
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	1	Astrocytes	Astrocytes	#009E73	1	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e33	APOE ε3/ε3	5	11	1	1	0	1	0	0	1	1	-0	-0	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	1	Astrocytes	Astrocytes	#009E73	1	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e4	APOE ε4	6	12	2	2	0	1	1	0.5	0.00022416712264326615	0.00022416712264326615	3.6494280826492931	3.6494280826492931	supporting_tested
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	2	Excitatory_neurons	Excitatory neurons	#E69F00	2	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e2	APOE ε2	1	1	12	12	0	1	5	0.41666666666666669	5.2218673662931037e-12	5.2218673662931037e-12	11.282174163309426	8	supporting_tested
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	2	Excitatory_neurons	Excitatory neurons	#E69F00	2	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e33	APOE ε3/ε3	2	2	13	13	0	1	1	0.076923076923076927	0.00038326280395612345	0.00038326280395612345	3.4165033274204761	3.4165033274204761	supporting_tested
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	2	Excitatory_neurons	Excitatory neurons	#E69F00	2	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e4	APOE ε4	3	3	2	2	0	1	0	0	0.26527551952923206	0.26527551952923206	0.57630282624804752	0.57630282624804752	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	2	Excitatory_neurons	Excitatory neurons	#E69F00	2	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e2	APOE ε2	4	4	12	12	0	1	0	0	0.0019544632149567118	0.0019544632149567118	2.7089724990315061	2.7089724990315061	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	2	Excitatory_neurons	Excitatory neurons	#E69F00	2	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e33	APOE ε3/ε3	5	5	8	8	0	1	1	0.125	0.0023084883267745597	0.0023084883267745597	2.6366723171839737	2.6366723171839737	supporting_tested
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	2	Excitatory_neurons	Excitatory neurons	#E69F00	2	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e4	APOE ε4	6	6	10	10	0	1	0	0	0.56895742717241715	0.56895742717241715	0.24492022892270679	0.24492022892270679	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	2	Excitatory_neurons	Excitatory neurons	#E69F00	2	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e2	APOE ε2	1	7	2	2	0	1	0	0	0.13686823727293393	0.13686823727293393	0.86369732599009608	0.86369732599009608	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	2	Excitatory_neurons	Excitatory neurons	#E69F00	2	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e33	APOE ε3/ε3	2	8	2	2	0	1	0	0	0.25956829934930448	0.25956829934930448	0.58574834830591971	0.58574834830591971	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	2	Excitatory_neurons	Excitatory neurons	#E69F00	2	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e4	APOE ε4	3	9	11	11	0	1	4	0.36363636363636365	8.811265094528869e-12	8.811265094528869e-12	11.054961732435988	8	supporting_tested
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	2	Excitatory_neurons	Excitatory neurons	#E69F00	2	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e2	APOE ε2	4	10	13	13	0	1	8	0.61538461538461542	8.9280744334648015e-14	8.9280744334648015e-14	13.049242197673042	8	supporting_tested
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	2	Excitatory_neurons	Excitatory neurons	#E69F00	2	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e33	APOE ε3/ε3	5	11	5	5	0	1	1	0.20000000000000001	0.0012484230540981019	0.0012484230540981019	2.9036382200009823	2.9036382200009823	supporting_tested
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	2	Excitatory_neurons	Excitatory neurons	#E69F00	2	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e4	APOE ε4	6	12	7	7	0	1	0	0	0.033401495598642979	0.033401495598642979	1.4762340866107182	1.4762340866107182	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	4	Microglia	Microglia	#CC79A7	3	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e2	APOE ε2	1	1	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	4	Microglia	Microglia	#CC79A7	3	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e33	APOE ε3/ε3	2	2	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	4	Microglia	Microglia	#CC79A7	3	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e4	APOE ε4	3	3	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	4	Microglia	Microglia	#CC79A7	3	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e2	APOE ε2	4	4	1	1	0	1	0	0	1	1	-0	-0	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	4	Microglia	Microglia	#CC79A7	3	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e33	APOE ε3/ε3	5	5	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	4	Microglia	Microglia	#CC79A7	3	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e4	APOE ε4	6	6	1	1	0	1	0	0	1	1	-0	-0	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	4	Microglia	Microglia	#CC79A7	3	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e2	APOE ε2	1	7	1	1	0	1	0	0	1	1	-0	-0	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	4	Microglia	Microglia	#CC79A7	3	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e33	APOE ε3/ε3	2	8	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	4	Microglia	Microglia	#CC79A7	3	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e4	APOE ε4	3	9	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	4	Microglia	Microglia	#CC79A7	3	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e2	APOE ε2	4	10	1	1	0	1	0	0	0.033558655259376943	0.033558655259376943	1.4741954502608918	1.4741954502608918	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	4	Microglia	Microglia	#CC79A7	3	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e33	APOE ε3/ε3	5	11	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	4	Microglia	Microglia	#CC79A7	3	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e4	APOE ε4	6	12	2	2	0	1	1	0.5	2.6800468188322666e-06	2.6800468188322666e-06	5.5718576190372939	5.5718576190372939	supporting_tested
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	6	Oligodendrocytes	Oligodendrocytes	#F0E442	4	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e2	APOE ε2	1	1	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	6	Oligodendrocytes	Oligodendrocytes	#F0E442	4	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e33	APOE ε3/ε3	2	2	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	6	Oligodendrocytes	Oligodendrocytes	#F0E442	4	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e4	APOE ε4	3	3	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	6	Oligodendrocytes	Oligodendrocytes	#F0E442	4	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e2	APOE ε2	4	4	1	1	0	1	0	0	1	1	-0	-0	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	6	Oligodendrocytes	Oligodendrocytes	#F0E442	4	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e33	APOE ε3/ε3	5	5	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	6	Oligodendrocytes	Oligodendrocytes	#F0E442	4	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e4	APOE ε4	6	6	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	6	Oligodendrocytes	Oligodendrocytes	#F0E442	4	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e2	APOE ε2	1	7	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	6	Oligodendrocytes	Oligodendrocytes	#F0E442	4	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e33	APOE ε3/ε3	2	8	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	6	Oligodendrocytes	Oligodendrocytes	#F0E442	4	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e4	APOE ε4	3	9	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	6	Oligodendrocytes	Oligodendrocytes	#F0E442	4	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e2	APOE ε2	4	10	1	1	0	1	1	1	9.0794053464941653e-06	9.0794053464941653e-06	5.0419425945618679	5.0419425945618679	supporting_tested
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	6	Oligodendrocytes	Oligodendrocytes	#F0E442	4	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e33	APOE ε3/ε3	5	11	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	1	RPL11	6	Oligodendrocytes	Oligodendrocytes	#F0E442	4	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e4	APOE ε4	6	12	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	2	Excitatory_neurons	Excitatory neurons	#E69F00	5	FALSE	20	AD_up_mito	AD-up mitochondrial query	1	F_e2	APOE ε2	1	1	12	12	0	1	4	0.33333333333333331	0.00042490728968971143	0.00042490728968971143	3.3717058181106281	3.3717058181106281	supporting_tested
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	2	Excitatory_neurons	Excitatory neurons	#E69F00	5	FALSE	20	AD_up_mito	AD-up mitochondrial query	1	F_e33	APOE ε3/ε3	2	2	13	13	0	1	1	0.076923076923076927	0.0018381129619679819	0.0018381129619679819	2.7356278023885006	2.7356278023885006	supporting_tested
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	2	Excitatory_neurons	Excitatory neurons	#E69F00	5	FALSE	20	AD_up_mito	AD-up mitochondrial query	1	F_e4	APOE ε4	3	3	2	2	0	1	0	0	1	1	-0	-0	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	2	Excitatory_neurons	Excitatory neurons	#E69F00	5	FALSE	20	AD_up_mito	AD-up mitochondrial query	1	M_e2	APOE ε2	4	4	12	12	0	1	0	0	0.60382673853169488	0.60382673853169488	0.21908765954800455	0.21908765954800455	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	2	Excitatory_neurons	Excitatory neurons	#E69F00	5	FALSE	20	AD_up_mito	AD-up mitochondrial query	1	M_e33	APOE ε3/ε3	5	5	8	8	0	1	0	0	0.71266569288858017	0.71266569288858017	0.14711414726141001	0.14711414726141001	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	2	Excitatory_neurons	Excitatory neurons	#E69F00	5	FALSE	20	AD_up_mito	AD-up mitochondrial query	1	M_e4	APOE ε4	6	6	10	10	0	1	0	0	0.11606552488375853	0.11606552488375853	0.93529676024554909	0.93529676024554909	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	2	Excitatory_neurons	Excitatory neurons	#E69F00	5	FALSE	20	AD_down_mito	AD-down mitochondrial query	2	F_e2	APOE ε2	1	7	2	2	0	1	0	0	1	1	-0	-0	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	2	Excitatory_neurons	Excitatory neurons	#E69F00	5	FALSE	20	AD_down_mito	AD-down mitochondrial query	2	F_e33	APOE ε3/ε3	2	8	2	2	0	1	0	0	1	1	-0	-0	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	2	Excitatory_neurons	Excitatory neurons	#E69F00	5	FALSE	20	AD_down_mito	AD-down mitochondrial query	2	F_e4	APOE ε4	3	9	11	11	0	1	0	0	0.027037846807471396	0.027037846807471396	1.5680278969340764	1.5680278969340764	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	2	Excitatory_neurons	Excitatory neurons	#E69F00	5	FALSE	20	AD_down_mito	AD-down mitochondrial query	2	M_e2	APOE ε2	4	10	13	13	0	1	5	0.38461538461538464	2.0206692677002415e-05	2.0206692677002415e-05	4.6945047636578039	4.6945047636578039	supporting_tested
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	2	Excitatory_neurons	Excitatory neurons	#E69F00	5	FALSE	20	AD_down_mito	AD-down mitochondrial query	2	M_e33	APOE ε3/ε3	5	11	5	5	0	1	0	0	0.14464770091425455	0.14464770091425455	0.83968846480333148	0.83968846480333148	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	2	Excitatory_neurons	Excitatory neurons	#E69F00	5	FALSE	20	AD_down_mito	AD-down mitochondrial query	2	M_e4	APOE ε4	6	12	7	7	0	1	0	0	1	1	-0	-0	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	6	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e2	APOE ε2	1	1	2	2	0	1	1	0.5	0.00010671685023844562	0.00010671685023844562	3.9717670014958304	3.9717670014958304	supporting_tested
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	6	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e33	APOE ε3/ε3	2	2	2	2	0	1	0	0	1	1	-0	-0	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	6	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e4	APOE ε4	3	3	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	6	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e2	APOE ε2	4	4	6	6	0	1	0	0	0.80442194268848233	0.80442194268848233	0.094516091408770639	0.094516091408770639	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	6	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e33	APOE ε3/ε3	5	5	1	1	0	1	0	0	1	1	-0	-0	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	6	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e4	APOE ε4	6	6	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	6	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e2	APOE ε2	1	7	1	1	0	1	0	0	1	1	-0	-0	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	6	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e33	APOE ε3/ε3	2	8	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	6	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e4	APOE ε4	3	9	5	5	0	1	1	0.20000000000000001	5.1047546829264033e-07	5.1047546829264033e-07	6.2920251237849669	6.2920251237849669	supporting_tested
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	6	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e2	APOE ε2	4	10	8	8	0	1	7	0.875	8.2273580783731637e-07	8.2273580783731637e-07	6.0847396005329513	6.0847396005329513	supporting_tested
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	6	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e33	APOE ε3/ε3	5	11	1	1	0	1	0	0	1	1	-0	-0	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	6	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e4	APOE ε4	6	12	2	2	0	1	2	1	8.8861734926489917e-07	8.8861734926489917e-07	6.0512852118958937	6.0512852118958937	supporting_tested
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	5	OPCs	OPCs	#56B4E9	7	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e2	APOE ε2	1	1	1	1	0	1	0	0	0.0069905406402930477	0.0069905406402930477	2.1554892351246671	2.1554892351246671	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	5	OPCs	OPCs	#56B4E9	7	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e33	APOE ε3/ε3	2	2	1	1	0	1	1	1	2.9964601306694247e-10	2.9964601306694247e-10	9.5233914964241819	8	supporting_tested
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	5	OPCs	OPCs	#56B4E9	7	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e4	APOE ε4	3	3	1	1	0	1	0	0	0.015522632449396532	0.015522632449396532	1.8090346257775736	1.8090346257775736	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	5	OPCs	OPCs	#56B4E9	7	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e2	APOE ε2	4	4	1	1	0	1	0	0	1	1	-0	-0	tested_zero_support
phase18_case3_sex_apoe_v1_plot_data_v1	phase18_case3_sex_apoe	case3_not_core_mito	2	RPS15	5	OPCs	OPCs	#56B4E9	7	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e33	APOE ε3/ε3	5	5	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
