schema_version	kda_run_id	gene	effective_member	exclusion_reason
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MRPS22	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MRPS25	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MRPS26	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MRPS34	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MRPS35	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MRPS7	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MSRB2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MT-CO1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MT-CO2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MT-CO3	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MT-CYB	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MT-ND1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MT-ND2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MT-ND3	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MT-ND4	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MT-ND5	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MTARC1	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MTARC2	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MTFR1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MTFR1L	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MTO1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MTRES1	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MUL1	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MUTYH	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MYG1	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	MYO19	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	NDUFA1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	NDUFA12	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	NDUFA3	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	NDUFA5	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	NDUFA8	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	NDUFAF3	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	NDUFB10	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	NDUFB11	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	NDUFB2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	NDUFB3	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	NDUFB4	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	NDUFB6	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	NDUFB7	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	NDUFB9	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	NDUFS3	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	NDUFS5	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	NDUFS8	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	NIT2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	NME3	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	NOCT	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	NTHL1	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	OCIAD1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	OGDHL	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	OPA3	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	OXLD1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	OXSM	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	PAICS	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	PARK7	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	PDHB	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	PDK2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	PGS1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	PHB1	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	PHB2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	PICK1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	PLGRKT	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	PNKD	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	PRDX5	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	PRELID1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	PSAP	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	PUS1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	PYURF	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	QRSL1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	RAB5IF	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	RDH13	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	RDH14	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	REXO2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	RHOT2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	RNH1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	RPL13	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	RPL23	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	RPS12	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	RSAD1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	SDR39U1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	SHMT2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	SLC25A1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	SLC25A11	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	SLC25A13	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	SLC25A25	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	SLC25A3	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	SLC25A34	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	SLC25A39	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	SLC25A4	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	SLC25A42	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	SLC25A45	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	SLC25A5	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	SLC25A6	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	SLC8B1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	SLIRP	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	SMDT1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	SOD1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	SUCLG2	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	TFAM	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	THEM4	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	TIMM13	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	TIMM17B	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	TIMM29	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	TIMM8B	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	TMEM11	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	TMEM126B	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	TMEM14C	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	TMEM65	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	TMEM70	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	TOMM22	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	TOMM40L	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	TOMM7	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	TOP3A	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	TRMT1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	TRMT10C	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	TRUB2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	TUFM	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	TXN	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	TXN2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	TXNRD1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	UNG	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	UQCC2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	UQCC3	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	UQCR10	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	UQCRB	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	UQCRFS1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	UQCRH	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	UQCRQ	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	VDAC2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	VDAC3	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito	YARS2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_up_mito	CROT	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_up_mito	MT-ATP6	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_up_mito	MT-ND3	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_up_mito	NOA1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_down_mito	ADHFE1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_down_mito	AKR7A2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_down_mito	ARF5	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_down_mito	EARS2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_down_mito	GSTZ1	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_down_mito	HTRA2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_down_mito	MRPL23	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_down_mito	MRPL51	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_down_mito	MRPS23	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_down_mito	SLC25A45	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_down_mito	TMEM126B	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_both_mito	ADHFE1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_both_mito	AKR7A2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_both_mito	ARF5	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_both_mito	CROT	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_both_mito	EARS2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_both_mito	GSTZ1	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_both_mito	HTRA2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_both_mito	MRPL23	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_both_mito	MRPL51	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_both_mito	MRPS23	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_both_mito	MT-ATP6	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_both_mito	MT-ND3	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_both_mito	NOA1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_both_mito	SLC25A45	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_both_mito	TMEM126B	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	ACP6	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	AIP	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	ATP5F1A	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	BRIP1	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	COASY	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	DBP	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	DMAC1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	FKBP8	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	FUNDC1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	IDH3G	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	ISOC2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	MCUB	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	MPC2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	MRPL10	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	MRPL34	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	MRPL35	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	MRPL44	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	MRPS10	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	MRPS11	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	MRPS18A	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	MRPS2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	MRPS6	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	MT-ATP6	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	MT-ATP8	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	MT-CO2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	MT-CO3	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	MT-CYB	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	MT-ND3	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	MUL1	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	NDUFAF4	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	NDUFB10	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	PPIF	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	PRDX3	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	PRELID1	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	PYURF	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	SLC25A25	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	SLC25A4	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	SPATA20	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	UQCC2	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_down_mito	ACADSB	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_down_mito	ACSS3	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_down_mito	COX10	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_both_mito	ACADSB	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_both_mito	ACP6	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_both_mito	ACSS3	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_both_mito	AIP	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_both_mito	ATP5F1A	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_both_mito	BRIP1	FALSE	not_in_effective_background
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_both_mito	COASY	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_both_mito	COX10	TRUE	
mitochondrial_kda_signature_members_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_both_mito	DBP	TRUE	
