schema_version	execution_stage	execution_phase	backend	execution_run_id	stable_task_id	task_mode	scientific_script	scientific_script_sha256	scientific_config_sha256	pipeline_config_sha256	execution_config_sha256	phase08_status_sha256	phase08_results_sha256	phase09_annotation_sha256	fKDA_source_sha256	network_sha256	fine_cell_types	broad_networks	planned_runs	eligible_runs	skipped_runs	failed_runs	significant_runs	significant_key_drivers	failed_checks	peak_ram_gib	elapsed_seconds	validation_status	git_revision	timestamp_utc
mitochondrial_kda_status_v1	minerva_production	2	direct	minerva_production_192gb_001	global:kda	kda	scripts/12_run_kda.R	b0e2ed1477f86efd41a42827bc13f7e90450fcfbe94235c31f83292e86e29194	328ee9473cf95e91438730d166fb766684c6d22b44e6e36332b4dffa704c2fb1	56f91249572867e7b647b4861cf67d93c3c131f25cdbf4e6fa0e6d9f40ca7114	5a5ae29447668e1a9ccb6aaac1d8d0e4939b442028bf0abe16bf6514d12836c3	e0028c8eca143daba95b38c7c45a9bec740498ef3e4bcab4cdcdb981b11f0653;9c24da13668c86bff2a65ca8c9cb4dfa76f90eb511ea9b567a4570144ae48bd1;44f1d263976e2981e70a68862d01d58a9587038a8292e62aa05b9535bbdc36ed;5687c775ef4a47d958e2db632d2655d2dcb7af497ef37326e6c5b2e7736d1981;2a45e628476de3f5100102aaa1b6b4b65ae40df622ac3ad1862c5ce6fd4585a6;afdd150ce3fb5370e598b51e68d499def307053640c4fa8c4aeacc342111d096;29109edcbe13a8e2c6e7b84aab105b3c2028ac84285b547d3409f44bc40935fc;0eb748173a5736a38ad8d23e4ff9980b46581f8a2f5c6b17d9c03f1852b0c35e;8a7b739fad9de2f09a678dd71fe4226c7d1a589d8db2a88d914820f06bcb3a41	96d261ca353811f0d92de16e29f68e07f10654df039a943b6f7d50f92c057c09;5674e254d1eee9c095cb19f4336ef0356cdafd6769142a4b0ac108b720eab216;fe1ec3a9f3e4210d127272355b876c00f541a0d6077b227f1b1b6d4df5b0c026;5017b2fea488ae4a0f84440577e9c3d7c0fd6c1194afd6ebdef3f2d0518d8978;95b417b9b0a00782f606cf03ce0254308fc630f46b99dacd7afece7b0201183d;20127a7012f2d9c2ec1cdb68357cf1d1e73d87dfbe67f139c2238d48e9422f42;91093e5355e2422c75479899f56591035a490e5f1b233bc5bedf4b23aa26971e;90e263fa1e709b1ecb2b93e054f0e85ccbe4579f39c85af2c90340dfb893a71e;6d7a180ad9710a2a69b92920080dfcefe84c757c3688846ba01ef101740f3441	b1a7e9b627c983d083df74cbe1173b8cb3e9007e1afc641747e8c30ec17f9203	fed8f89f35a3f08f38a420eb9b26c590cdc5f13a12064af1b9fa4a4cb1168550	Astrocytes=220c2dff6b1c95cb8654f9b19347f1c388ed539a369aa7c581cd748ff988634d;CAMs=8d0c911d1c6607d1ec21e28736c41875dc3f87947417a240763ce7a30cac7bf5;Vasculature_cells=97e53fd2f9871d1e763b741aec5955556f7a9d12df94102fc4e623a906ac75c6;Excitatory_neurons=bfbb4859dd7298a1f1dfa9cb459e781b379ae4e57114e4858eacbcbf88786c8e;Inhibitory_neurons=9c2eb47351ece8af211487a8edb5143c594a59486da3a87af33555b4e3d41aa4;Microglia=aa53b942e9496d5d91376f76045a3c29722c024f8bdfbe6b9b7a3a15950d21bb;Oligodendrocytes=e9f2dfb2d957368d4b98e96489c9ab9edc34cfa9f789a2490bf161c98e27b746;OPCs=9660d52ed4d318cebdda93b42b8e57d79f6aadd21a1e0e50a5d0612ac5ed9683;T_cells=8cfae0bbe2fcb296ace3c649e525201320439c4fc1ca8e942e2f9a446b8ed03c	54	9	1782	1021	761	0	840	10172	0	3.39407730102539	1553.08419060707	validated_complete	8cd2027fadf50159431c41de9715222fd0d7f58f	2026-07-28 03:15:25 UTC
