schema_version	stage	generated_at_utc	failed_checks	validation_status	graded_strong	graded_moderate	graded_weak	graded_none_found	fungen_variants_path
phase19b_sex_apoe_kda_combo_v2_status	tier1	2026-09-14T14:47:45+00:00	0	validated_complete	2	1	9	216	data/reference/phase19_genetic_support/source_downloads/AD_loci_unified_cs95orColocs_Pval1e5_variant_level.csv.gz
