schema_version	technical_status	visual_review_status	output_files	source_files	source_sha256_bundle	renderer_sha256	figure_width_inches	figure_height_inches	png_dpi	completed_utc	scientific_status	candidate_cards	primary_h0_h4_results	new_csf_supported_genes
genetic_support_non_apoe_evidence_cards_v1	validated_complete	complete	9	15	eb6225cfc07006cf1353411531f92d2e3d5e161beac97ea5f9160ea7ed1ecec1	1f38baa82afd6741dd17aeddfa8660b952403c2a897364e10544994eb02591e5	12.4	4.7	450	2026-08-22T03:41:04.656963+00:00	descriptive_candidate_evidence_boundaries	4	0	0
