schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	sex	apoe_group	yu_stratum	terminal_status	total_rows	assay_feature_rows	reference_only_rows	phase08_returned_rows	filtered_rows	tested_not_significant	significant_up	significant_down	not_in_expression_matrix	contrast_not_estimable	mitocarta_core_rows	mtdna_noncoding_rows	extended_tier_rows
mitochondrial_annotation_qc_v1	inhibitory	91	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e2	Inh PVALB CA8 (Chandelier)	Female	e2	F_e2x	validated_complete	33564	33538	26	8678	24860	8662	11	5	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	92	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e33	Inh PVALB CA8 (Chandelier)	Female	e33	F_e33	validated_complete	33564	33538	26	9083	24455	8945	20	118	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	93	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e4	Inh PVALB CA8 (Chandelier)	Female	e4	F_e4x	validated_complete	33564	33538	26	8770	24768	8627	22	121	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	94	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Male__e2	Inh PVALB CA8 (Chandelier)	Male	e2	M_e2x	validated_complete	33564	33538	26	9232	24306	9048	65	119	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	95	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Male__e33	Inh PVALB CA8 (Chandelier)	Male	e33	M_e33	validated_complete	33564	33538	26	8659	24879	8612	4	43	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	96	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Male__e4	Inh PVALB CA8 (Chandelier)	Male	e4	M_e4x	validated_complete	33564	33538	26	8362	25176	8286	27	49	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	97	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e2	Inh PVALB HTR4	Female	e2	F_e2x	validated_complete	33564	33538	26	10720	22818	10109	370	241	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	98	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e33	Inh PVALB HTR4	Female	e33	F_e33	validated_complete	33564	33538	26	10344	23194	10106	31	207	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	99	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e4	Inh PVALB HTR4	Female	e4	F_e4x	validated_complete	33564	33538	26	10318	23220	9189	101	1028	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	100	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e2	Inh PVALB HTR4	Male	e2	M_e2x	validated_complete	33564	33538	26	11144	22394	8373	1888	883	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	101	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e33	Inh PVALB HTR4	Male	e33	M_e33	validated_complete	33564	33538	26	10283	23255	10154	27	102	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	102	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e4	Inh PVALB HTR4	Male	e4	M_e4x	validated_complete	33564	33538	26	10116	23422	9649	95	372	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	103	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e2	Inh PVALB SULF1	Female	e2	F_e2x	validated_complete	33564	33538	26	10300	23238	10170	83	47	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	104	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e33	Inh PVALB SULF1	Female	e33	F_e33	validated_complete	33564	33538	26	10091	23447	9958	20	113	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	105	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e4	Inh PVALB SULF1	Female	e4	F_e4x	validated_complete	33564	33538	26	10133	23405	9945	33	155	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	106	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Male__e2	Inh PVALB SULF1	Male	e2	M_e2x	validated_complete	33564	33538	26	10516	23022	9882	314	320	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	107	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Male__e33	Inh PVALB SULF1	Male	e33	M_e33	validated_complete	33564	33538	26	9907	23631	9811	40	56	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	108	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Male__e4	Inh PVALB SULF1	Male	e4	M_e4x	validated_complete	33564	33538	26	9915	23623	9816	29	70	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	109	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e2	Inh RYR3 TSHZ2	Female	e2	F_e2x	validated_complete	33564	33538	26	8144	25394	8082	41	21	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	110	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e33	Inh RYR3 TSHZ2	Female	e33	F_e33	validated_complete	33564	33538	26	8580	24958	8518	29	33	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	111	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e4	Inh RYR3 TSHZ2	Female	e4	F_e4x	validated_complete	33564	33538	26	8574	24964	8502	10	62	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	112	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Male__e2	Inh RYR3 TSHZ2	Male	e2	M_e2x	validated_complete	33564	33538	26	7999	25539	7155	504	340	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	113	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Male__e33	Inh RYR3 TSHZ2	Male	e33	M_e33	validated_complete	33564	33538	26	8205	25333	8169	11	25	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	114	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Male__e4	Inh RYR3 TSHZ2	Male	e4	M_e4x	validated_complete	33564	33538	26	7724	25814	7661	18	45	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	115	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e2	Inh SGCD PDE3A	Female	e2	F_e2x	validated_complete	33564	33538	26	11251	22287	11249	2	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	116	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e33	Inh SGCD PDE3A	Female	e33	F_e33	validated_complete	33564	33538	26	10946	22592	10943	2	1	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	117	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e4	Inh SGCD PDE3A	Female	e4	F_e4x	validated_complete	33564	33538	26	10940	22598	10939	1	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	118	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Male__e2	Inh SGCD PDE3A	Male	e2	M_e2x	validated_complete	33564	33538	26	10817	22721	10817	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	119	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Male__e33	Inh SGCD PDE3A	Male	e33	M_e33	validated_complete	33564	33538	26	10798	22740	10797	1	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	120	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Male__e4	Inh SGCD PDE3A	Male	e4	M_e4x	validated_complete	33564	33538	26	10715	22823	10715	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	121	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e2	Inh SORCS1 TTN	Female	e2	F_e2x	validated_complete	33564	33538	26	7459	26079	7455	2	2	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	122	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e33	Inh SORCS1 TTN	Female	e33	F_e33	validated_complete	33564	33538	26	7744	25794	7724	15	5	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	123	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e4	Inh SORCS1 TTN	Female	e4	F_e4x	validated_complete	33564	33538	26	7129	26409	7124	1	4	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	124	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e2	Inh SORCS1 TTN	Male	e2	M_e2x	validated_complete	33564	33538	26	7621	25917	7621	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	125	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e33	Inh SORCS1 TTN	Male	e33	M_e33	validated_complete	33564	33538	26	7820	25718	7800	10	10	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	126	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e4	Inh SORCS1 TTN	Male	e4	M_e4x	validated_complete	33564	33538	26	7382	26156	7371	7	4	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	127	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e2	Inh VIP ABI3BP	Female	e2	F_e2x	validated_complete	33564	33538	26	9838	23700	9804	26	8	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	128	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e33	Inh VIP ABI3BP	Female	e33	F_e33	validated_complete	33564	33538	26	10015	23523	9904	42	69	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	129	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e4	Inh VIP ABI3BP	Female	e4	F_e4x	validated_complete	33564	33538	26	10063	23475	10006	21	36	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	130	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e2	Inh VIP ABI3BP	Male	e2	M_e2x	validated_complete	33564	33538	26	10144	23394	10112	11	21	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	131	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e33	Inh VIP ABI3BP	Male	e33	M_e33	validated_complete	33564	33538	26	9675	23863	9664	4	7	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	132	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e4	Inh VIP ABI3BP	Male	e4	M_e4x	validated_complete	33564	33538	26	9333	24205	9264	22	47	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	133	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e2	Inh VIP CLSTN2	Female	e2	F_e2x	validated_complete	33564	33538	26	9724	23814	9686	20	18	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	134	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33	Inh VIP CLSTN2	Female	e33	F_e33	validated_complete	33564	33538	26	9482	24056	9423	37	22	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	135	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e4	Inh VIP CLSTN2	Female	e4	F_e4x	validated_complete	33564	33538	26	9420	24118	9374	11	35	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	136	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e2	Inh VIP CLSTN2	Male	e2	M_e2x	validated_complete	33564	33538	26	9529	24009	9260	79	190	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	137	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e33	Inh VIP CLSTN2	Male	e33	M_e33	validated_complete	33564	33538	26	8956	24582	8942	5	9	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	138	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e4	Inh VIP CLSTN2	Male	e4	M_e4x	validated_complete	33564	33538	26	9046	24492	8973	42	31	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	139	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e2	Inh VIP THSD7B	Female	e2	F_e2x	validated_complete	33564	33538	26	9227	24311	9224	3	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	140	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33	Inh VIP THSD7B	Female	e33	F_e33	validated_complete	33564	33538	26	9029	24509	9007	16	6	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	141	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e4	Inh VIP THSD7B	Female	e4	F_e4x	validated_complete	33564	33538	26	9011	24527	9004	4	3	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	142	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e2	Inh VIP THSD7B	Male	e2	M_e2x	validated_complete	33564	33538	26	9312	24226	9305	3	4	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	143	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e33	Inh VIP THSD7B	Male	e33	M_e33	validated_complete	33564	33538	26	9238	24300	9236	0	2	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	144	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e4	Inh VIP THSD7B	Male	e4	M_e4x	validated_complete	33564	33538	26	8819	24719	8818	1	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	145	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e2	Inh VIP TSHZ2	Female	e2	F_e2x	validated_complete	33564	33538	26	8750	24788	8734	14	2	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	146	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e33	Inh VIP TSHZ2	Female	e33	F_e33	validated_complete	33564	33538	26	8779	24759	8768	7	4	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	147	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e4	Inh VIP TSHZ2	Female	e4	F_e4x	validated_complete	33564	33538	26	8800	24738	8735	28	37	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	148	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Male__e2	Inh VIP TSHZ2	Male	e2	M_e2x	validated_complete	33564	33538	26	8259	25279	8259	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	149	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Male__e33	Inh VIP TSHZ2	Male	e33	M_e33	validated_complete	33564	33538	26	8534	25004	8527	4	3	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	150	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Male__e4	Inh VIP TSHZ2	Male	e4	M_e4x	validated_complete	33564	33538	26	7852	25686	7843	2	7	26	0	1196	24	80
mitochondrial_annotation_qc_v1	oligodendrocytes	1	oligodendrocytes::Oli::AD_vs_NCI__Female__e2	Oli	Female	e2	F_e2x	validated_complete	33564	33538	26	6274	27264	6050	115	109	26	0	1196	24	80
mitochondrial_annotation_qc_v1	oligodendrocytes	2	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	Oli	Female	e33	F_e33	validated_complete	33564	33538	26	5712	27826	5556	132	24	26	0	1196	24	80
mitochondrial_annotation_qc_v1	oligodendrocytes	3	oligodendrocytes::Oli::AD_vs_NCI__Female__e4	Oli	Female	e4	F_e4x	validated_complete	33564	33538	26	6054	27484	5818	79	157	26	0	1196	24	80
mitochondrial_annotation_qc_v1	oligodendrocytes	4	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	Oli	Male	e2	M_e2x	validated_complete	33564	33538	26	5054	28484	4455	333	266	26	0	1196	24	80
mitochondrial_annotation_qc_v1	oligodendrocytes	5	oligodendrocytes::Oli::AD_vs_NCI__Male__e33	Oli	Male	e33	M_e33	validated_complete	33564	33538	26	5546	27992	5402	38	106	26	0	1196	24	80
mitochondrial_annotation_qc_v1	oligodendrocytes	6	oligodendrocytes::Oli::AD_vs_NCI__Male__e4	Oli	Male	e4	M_e4x	validated_complete	33564	33538	26	5644	27894	5417	153	74	26	0	1196	24	80
mitochondrial_annotation_qc_v1	opcs	1	opcs::OPC::AD_vs_NCI__Female__e2	OPC	Female	e2	F_e2x	validated_complete	33564	33538	26	8808	24730	8453	288	67	26	0	1196	24	80
mitochondrial_annotation_qc_v1	opcs	2	opcs::OPC::AD_vs_NCI__Female__e33	OPC	Female	e33	F_e33	validated_complete	33564	33538	26	8084	25454	7889	169	26	26	0	1196	24	80
mitochondrial_annotation_qc_v1	opcs	3	opcs::OPC::AD_vs_NCI__Female__e4	OPC	Female	e4	F_e4x	validated_complete	33564	33538	26	8622	24916	7695	315	612	26	0	1196	24	80
mitochondrial_annotation_qc_v1	opcs	4	opcs::OPC::AD_vs_NCI__Male__e2	OPC	Male	e2	M_e2x	validated_complete	33564	33538	26	7649	25889	6004	867	778	26	0	1196	24	80
mitochondrial_annotation_qc_v1	opcs	5	opcs::OPC::AD_vs_NCI__Male__e33	OPC	Male	e33	M_e33	validated_complete	33564	33538	26	7647	25891	7537	3	107	26	0	1196	24	80
mitochondrial_annotation_qc_v1	opcs	6	opcs::OPC::AD_vs_NCI__Male__e4	OPC	Male	e4	M_e4x	validated_complete	33564	33538	26	7903	25635	7656	148	99	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	1	vasculature::End::AD_vs_NCI__Female__e2	End	Female	e2	F_e2x	validated_complete	33564	33538	26	4981	28557	4981	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	2	vasculature::End::AD_vs_NCI__Female__e33	End	Female	e33	F_e33	validated_complete	33564	33538	26	5186	28352	5133	28	25	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	3	vasculature::End::AD_vs_NCI__Female__e4	End	Female	e4	F_e4x	validated_complete	33564	33538	26	5930	27608	5876	27	27	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	4	vasculature::End::AD_vs_NCI__Male__e2	End	Male	e2	M_e2x	validated_complete	33564	33538	26	4924	28614	4766	31	127	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	5	vasculature::End::AD_vs_NCI__Male__e33	End	Male	e33	M_e33	validated_complete	33564	33538	26	5089	28449	5056	22	11	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	6	vasculature::End::AD_vs_NCI__Male__e4	End	Male	e4	M_e4x	validated_complete	33564	33538	26	5540	27998	5467	38	35	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	7	vasculature::Fib FLRT2::AD_vs_NCI__Female__e2	Fib FLRT2	Female	e2	F_e2x	validated_complete	33564	33538	26	5417	28121	5412	1	4	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	8	vasculature::Fib FLRT2::AD_vs_NCI__Female__e33	Fib FLRT2	Female	e33	F_e33	validated_complete	33564	33538	26	5638	27900	5624	10	4	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	9	vasculature::Fib FLRT2::AD_vs_NCI__Female__e4	Fib FLRT2	Female	e4	F_e4x	validated_complete	33564	33538	26	5583	27955	5583	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	10	vasculature::Fib FLRT2::AD_vs_NCI__Male__e2	Fib FLRT2	Male	e2	M_e2x	validated_complete	33564	33538	26	4901	28637	4901	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	11	vasculature::Fib FLRT2::AD_vs_NCI__Male__e33	Fib FLRT2	Male	e33	M_e33	validated_complete	33564	33538	26	5449	28089	5447	1	1	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	12	vasculature::Fib FLRT2::AD_vs_NCI__Male__e4	Fib FLRT2	Male	e4	M_e4x	validated_complete	33564	33538	26	5299	28239	5278	10	11	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	13	vasculature::Fib SLC4A4::AD_vs_NCI__Female__e2	Fib SLC4A4	Female	e2	F_e2x	validated_complete	33564	33538	26	6135	27403	6135	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	14	vasculature::Fib SLC4A4::AD_vs_NCI__Female__e33	Fib SLC4A4	Female	e33	F_e33	validated_complete	33564	33538	26	6168	27370	6168	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	15	vasculature::Fib SLC4A4::AD_vs_NCI__Female__e4	Fib SLC4A4	Female	e4	F_e4x	validated_complete	33564	33538	26	6690	26848	6690	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	16	vasculature::Fib SLC4A4::AD_vs_NCI__Male__e2	Fib SLC4A4	Male	e2	M_e2x	not_estimable	33564	33538	26	0	0	0	0	0	0	33564	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	17	vasculature::Fib SLC4A4::AD_vs_NCI__Male__e33	Fib SLC4A4	Male	e33	M_e33	validated_complete	33564	33538	26	4695	28843	4694	1	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	18	vasculature::Fib SLC4A4::AD_vs_NCI__Male__e4	Fib SLC4A4	Male	e4	M_e4x	validated_complete	33564	33538	26	6231	27307	6231	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	19	vasculature::Per::AD_vs_NCI__Female__e2	Per	Female	e2	F_e2x	validated_complete	33564	33538	26	5637	27901	5627	7	3	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	20	vasculature::Per::AD_vs_NCI__Female__e33	Per	Female	e33	F_e33	validated_complete	33564	33538	26	5526	28012	5473	30	23	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	21	vasculature::Per::AD_vs_NCI__Female__e4	Per	Female	e4	F_e4x	validated_complete	33564	33538	26	6039	27499	5980	35	24	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	22	vasculature::Per::AD_vs_NCI__Male__e2	Per	Male	e2	M_e2x	validated_complete	33564	33538	26	4935	28603	4833	51	51	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	23	vasculature::Per::AD_vs_NCI__Male__e33	Per	Male	e33	M_e33	validated_complete	33564	33538	26	5445	28093	5404	24	17	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	24	vasculature::Per::AD_vs_NCI__Male__e4	Per	Male	e4	M_e4x	validated_complete	33564	33538	26	5487	28051	5452	24	11	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	25	vasculature::SMC::AD_vs_NCI__Female__e2	SMC	Female	e2	F_e2x	validated_complete	33564	33538	26	5269	28269	5269	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	26	vasculature::SMC::AD_vs_NCI__Female__e33	SMC	Female	e33	F_e33	validated_complete	33564	33538	26	4824	28714	4823	1	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	27	vasculature::SMC::AD_vs_NCI__Female__e4	SMC	Female	e4	F_e4x	validated_complete	33564	33538	26	5643	27895	5643	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	28	vasculature::SMC::AD_vs_NCI__Male__e2	SMC	Male	e2	M_e2x	validated_complete	33564	33538	26	4400	29138	4400	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	29	vasculature::SMC::AD_vs_NCI__Male__e33	SMC	Male	e33	M_e33	validated_complete	33564	33538	26	5277	28261	5277	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	vasculature	30	vasculature::SMC::AD_vs_NCI__Male__e4	SMC	Male	e4	M_e4x	validated_complete	33564	33538	26	4970	28568	4969	0	1	26	0	1196	24	80
