schema_version	artifact	path	bytes	sha256	records	output_schema	validation_status
mitochondrial_annotation_artifacts_v1	gene_annotation_master.tsv.gz	results/minerva_production/09_annotate_genes/gene_annotation_master.tsv.gz	14959057	b1a7e9b627c983d083df74cbe1173b8cb3e9007e1afc641747e8c30ec17f9203	302076	gene_annotation_master_v1	validated_complete
mitochondrial_annotation_artifacts_v1	mitochondrial_reference_inventory.tsv	results/minerva_production/09_annotate_genes/mitochondrial_reference_inventory.tsv	1558281	dcf54ac42fe00a7f8d12a1a894a6e4c26a4f758d81b57950b6775aa6c0874016	10440	mitochondrial_reference_inventory_v1	validated_complete
mitochondrial_annotation_artifacts_v1	deg_all_annotated.tsv.gz	results/minerva_production/09_annotate_genes/deg_all_annotated.tsv.gz	769655818	efff37d0eba899891a2948b47fd02cd70a53299c71ad80663bb415c4e46753f8	10874736	annotated_yu_mast_results_v1	validated_complete
mitochondrial_annotation_artifacts_v1	deg_mito_core.tsv.gz	results/minerva_production/09_annotate_genes/deg_mito_core.tsv.gz	42818416	c3f9c1181a21ce9e508b8e52b5510dde4a153a2f8a14e9ea052e2d65ae890cb0	387504	annotated_yu_mast_results_v1	validated_complete
mitochondrial_annotation_artifacts_v1	mtdna_noncoding_results.tsv.gz	results/minerva_production/09_annotate_genes/mtdna_noncoding_results.tsv.gz	85090	cc55f25363dca64a4e601ef022a1ed147d62d2e8a7e05d6a5340eaa7be0f345f	7776	annotated_yu_mast_results_v1	validated_complete
mitochondrial_annotation_artifacts_v1	unresolved_gene_mappings.tsv	results/minerva_production/09_annotate_genes/unresolved_gene_mappings.tsv	22554947	e16ad7391baee57313ffb6ed60e6c91b2738878825eab71053f5b156a3f8a933	90072	gene_annotation_master_v1	validated_complete
mitochondrial_annotation_artifacts_v1	annotation_qc_summary.tsv	results/minerva_production/09_annotate_genes/annotation_qc_summary.tsv	8995	4e3b66de7c368b5b5e9a656c9f6ea9a17d7806a8f49c0e0243fc32d0bcdb7909	99	mitochondrial_annotation_qc_v1	validated_complete
mitochondrial_annotation_artifacts_v1	annotation_qc_by_contrast.tsv	results/minerva_production/09_annotate_genes/annotation_qc_by_contrast.tsv	64482	c232ae46a782389bc90fd290adfe3377449be3672407bb710a618d11d9a7627d	324	mitochondrial_annotation_qc_v1	validated_complete
mitochondrial_annotation_artifacts_v1	annotation_checks.tsv	results/minerva_production/09_annotate_genes/annotation_checks.tsv	4755	514e5a59119baa831f3b2eadc7d37a2e6611f1cc4df36f44f9e4970eb1772000	38	mitochondrial_annotation_checks_v1	validated_complete
mitochondrial_annotation_artifacts_v1	mitochondrial_annotation_qc_report.md	results/minerva_production/09_annotate_genes/mitochondrial_annotation_qc_report.md	702	164e6a594794f55b0d7cf41e42d5dd81999d297c1f8c100ae6369537d22725ba	15	markdown_v1	validated_complete
