schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	task_mode	scientific_script	scientific_script_sha256	scientific_config_sha256	pipeline_config_sha256	analysis_config_sha256	rds_manifest_sha256	phase03_status_sha256	phase03_manifest_sha256	phase08_status_sha256	phase08_artifacts_sha256	gencode_sha256	mitocarta_sha256	hgnc_sha256	extended_manifest_sha256	rds_sets	fine_cell_types	planned_contrasts	master_rows	assay_feature_rows	reference_only_rows	annotated_grid_rows	phase08_result_rows	paper_degs	failed_checks	peak_ram_gib	elapsed_seconds	validation_status	git_revision	timestamp_utc
mitochondrial_annotation_status_v1	minerva_production	2	direct	minerva_production_192gb_001	global:annotate_genes	annotate_genes	scripts/09_annotate_mitochondrial_genes.R	1630a9ac3cdc6ae25ac4080498b717c564dbc3f5a8877129259aee7cd86f33c6	ae1bc484711d636e257f78f07e4f5ddec61b9dfeced078d65b2ad1b4efca33ca	5fe53ad08c5260037906b240d1f3cb4c398e88671a504c62d3a921aba8507fd9	faa8f21d33ec49d32eea4b74379342837ea064f139720661cc4e12edc7de1000	af25eb6e2144b6a25e4438fd89571364d5c731e6c4ba8140a30626ef21c50bef	1d473be15f1071c659257654dedbc0199c5c2a9e0e3b41b0182b93444cd0675b	26044cdb62b7db6e7cf2d95484eb1b966828bfe5d9958141fa75c4b18714a542	astrocytes=dac8b4b0a51a743f23562ed94b9aa98b71c35709a5456a200cde07e3426b6ecd;excitatory_set1=b01b9a5217a66b4a407502b60297feb3d59a48f83d3c79dc96f4d2d0ab913d5e;excitatory_set2=4021fb65023f334be24130a8c7de940828b947b165b6d4faa30df932a7512153;excitatory_set3=f1e0d8c62a5f0c08ffd6c7dc42fc7264e27a8740aafc73abeea219ae99ef9a9c;immune=bc2a4cb8cd8581fb71adefd0a88363583793683459cbbaee10deb437ae3f8a28;inhibitory=6a095467416bcacec4a9bf8315472da2c577918b4bad5d3e3f422068e9bd68c8;opcs=85eb538104665284ad8ae639771b63997c4793f047206be2939c64c775908133;oligodendrocytes=dab0783208826ba7d03dc1526d41e630313f205882d55329b99572a4df1ac891;vasculature=06483076063afdd6d2ebf571c1912b8b4704b9db952108f75620c4f2d37affdb	astrocytes=a6613a36cc8ebc163d2db4924f340f6af6fed2b4621127d1aa9beaf390997b6b;excitatory_set1=30f2c0f9a488b03925f9cdfe8b507bbb322f05871bc16e2ddd3bea26edcc5164;excitatory_set2=6af2ebb7e8ad01c52bf8507ce712868808d2165a3c3669759bbf490fe3fd0e25;excitatory_set3=1d84edf790c3100caea33ad0e4d3ce899533037f126862ee36f15fcc25513548;immune=c45399fcd0679e44fa6d25c7666e12b340cd948d2653d79e1e42ed709685ebfd;inhibitory=d0758b237ba73abef9fc58bdb55cd12cf39d94132146b08049dc93138ffcbc72;opcs=4625f72384a927589f3d3862545536a8c83ee968cbc1ceb7dcffc6af52f9d173;oligodendrocytes=f050d7d952cca65d71c7015cef01938cb2f51817ef5863bf99de9abb87e482a0;vasculature=f2fbe7a9a16dc64e830b4430f731539d0765cfa5b140f4eccb8827d62d6a059d	3e52f82c63f8fd860bf632ccde10441c05751f4c342ad08c0a98e9e2700171a5	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	f3051e4aa6fac82166e1c26638d0077a95b0f66ab62a03e18bb35eb613e40a90	8d77d6782872d6d19eb98a6297c92dda686dfba719199c6c0b6346d4127fb4ec	9	54	324	302076	301842	234	10874736	2864117	118297		16.6720199584961	247.119848012924	validated_complete	5e8f5889b40941771136108c35a9cea346277364	2026-07-23 15:20:20 UTC
