schema_version	signature_group	sex	apoe_group	broad_cell_type	key_driver	is_core_mito	mito_tier	genome_origin	contributing_call_count	contributing_fine_cell_type_count	contributing_fine_cell_types	contributing_run_ids	minimum_within_call_adjusted_p_value	median_within_call_adjusted_p_value	maximum_within_call_adjusted_p_value	simple_aggregation_score	aggregation_method	rank
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	MT-ND1	TRUE	core_mito_protein	mtDNA	16	16	Inh ALCAM TRPM3|Inh ENOX2 SPHKAP|Inh FBN2 EPB41L4A|Inh L1-6 LAMP5 CA13|Inh L5-6 PVALB STON2|Inh LAMP5 NRG1 (Rosehip)|Inh PTPRK FAM19A1|Inh PVALB CA8 (Chandelier)|Inh PVALB HTR4|Inh PVALB SULF1|Inh RYR3 TSHZ2|Inh SORCS1 TTN|Inh VIP ABI3BP|Inh VIP CLSTN2|Inh VIP THSD7B|Inh VIP TSHZ2	primary_Inh_ALCAM_TRPM3_F_e33_AD_both_mito|primary_Inh_ENOX2_SPHKAP_F_e33_AD_both_mito|primary_Inh_FBN2_EPB41L4A_F_e33_AD_both_mito|primary_Inh_L1_6_LAMP5_CA13_F_e33_AD_both_mito|primary_Inh_L5_6_PVALB_STON2_F_e33_AD_both_mito|primary_Inh_LAMP5_NRG1_Rosehip_F_e33_AD_both_mito|primary_Inh_PTPRK_FAM19A1_F_e33_AD_both_mito|primary_Inh_PVALB_CA8_Chandelier_F_e33_AD_both_mito|primary_Inh_PVALB_HTR4_F_e33_AD_both_mito|primary_Inh_PVALB_SULF1_F_e33_AD_both_mito|primary_Inh_RYR3_TSHZ2_F_e33_AD_both_mito|primary_Inh_SORCS1_TTN_F_e33_AD_both_mito|primary_Inh_VIP_ABI3BP_F_e33_AD_both_mito|primary_Inh_VIP_CLSTN2_F_e33_AD_both_mito|primary_Inh_VIP_THSD7B_F_e33_AD_both_mito|primary_Inh_VIP_TSHZ2_F_e33_AD_both_mito	6.91969300533486e-09	2.64984561114509e-07	0.0198689623838954	6.928213170730701e-08	equal_weight_acat	5
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	MT-ND4	TRUE	core_mito_protein	mtDNA	16	16	Inh ALCAM TRPM3|Inh ENOX2 SPHKAP|Inh FBN2 EPB41L4A|Inh L1-6 LAMP5 CA13|Inh L5-6 PVALB STON2|Inh LAMP5 NRG1 (Rosehip)|Inh PTPRK FAM19A1|Inh PVALB CA8 (Chandelier)|Inh PVALB HTR4|Inh PVALB SULF1|Inh RYR3 TSHZ2|Inh SORCS1 TTN|Inh VIP ABI3BP|Inh VIP CLSTN2|Inh VIP THSD7B|Inh VIP TSHZ2	primary_Inh_ALCAM_TRPM3_F_e33_AD_both_mito|primary_Inh_ENOX2_SPHKAP_F_e33_AD_both_mito|primary_Inh_FBN2_EPB41L4A_F_e33_AD_both_mito|primary_Inh_L1_6_LAMP5_CA13_F_e33_AD_both_mito|primary_Inh_L5_6_PVALB_STON2_F_e33_AD_both_mito|primary_Inh_LAMP5_NRG1_Rosehip_F_e33_AD_both_mito|primary_Inh_PTPRK_FAM19A1_F_e33_AD_both_mito|primary_Inh_PVALB_CA8_Chandelier_F_e33_AD_both_mito|primary_Inh_PVALB_HTR4_F_e33_AD_both_mito|primary_Inh_PVALB_SULF1_F_e33_AD_both_mito|primary_Inh_RYR3_TSHZ2_F_e33_AD_both_mito|primary_Inh_SORCS1_TTN_F_e33_AD_both_mito|primary_Inh_VIP_ABI3BP_F_e33_AD_both_mito|primary_Inh_VIP_CLSTN2_F_e33_AD_both_mito|primary_Inh_VIP_THSD7B_F_e33_AD_both_mito|primary_Inh_VIP_TSHZ2_F_e33_AD_both_mito	6.66488976152514e-06	0.00011078259428301101	0.0176638169466395	5.217821824051846e-05	equal_weight_acat	6
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	MT-ND4L	TRUE	core_mito_protein	mtDNA	10	10	Inh FBN2 EPB41L4A|Inh L1-6 LAMP5 CA13|Inh LAMP5 NRG1 (Rosehip)|Inh PTPRK FAM19A1|Inh PVALB CA8 (Chandelier)|Inh PVALB HTR4|Inh RYR3 TSHZ2|Inh VIP CLSTN2|Inh VIP THSD7B|Inh VIP TSHZ2	primary_Inh_FBN2_EPB41L4A_F_e33_AD_both_mito|primary_Inh_L1_6_LAMP5_CA13_F_e33_AD_both_mito|primary_Inh_LAMP5_NRG1_Rosehip_F_e33_AD_both_mito|primary_Inh_PTPRK_FAM19A1_F_e33_AD_both_mito|primary_Inh_PVALB_CA8_Chandelier_F_e33_AD_both_mito|primary_Inh_PVALB_HTR4_F_e33_AD_both_mito|primary_Inh_RYR3_TSHZ2_F_e33_AD_both_mito|primary_Inh_VIP_CLSTN2_F_e33_AD_both_mito|primary_Inh_VIP_THSD7B_F_e33_AD_both_mito|primary_Inh_VIP_TSHZ2_F_e33_AD_both_mito	6.11071973110559e-05	0.0015693328371570799	0.033081913583246	0.00043005972863640257	equal_weight_acat	7
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	RPL7L1	FALSE	non_mito	nuclear	1	1	Inh PVALB HTR4	primary_Inh_PVALB_HTR4_F_e33_AD_both_mito	0.00169002916153389	0.00169002916153389	0.00169002916153389	0.00169002916153389	singleton_within_call_adjusted_p_passthrough	8
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	NDUFB10	TRUE	core_mito_protein	nuclear	1	1	Inh VIP ABI3BP	primary_Inh_VIP_ABI3BP_F_e33_AD_both_mito	0.00184305904869883	0.00184305904869883	0.00184305904869883	0.00184305904869883	singleton_within_call_adjusted_p_passthrough	9
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	NDUFA12	TRUE	core_mito_protein	nuclear	1	1	Inh PVALB CA8 (Chandelier)	primary_Inh_PVALB_CA8_Chandelier_F_e33_AD_both_mito	0.00252399980990517	0.00252399980990517	0.00252399980990517	0.00252399980990517	singleton_within_call_adjusted_p_passthrough	10
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	PRDX5	TRUE	core_mito_protein	nuclear	1	1	Inh VIP ABI3BP	primary_Inh_VIP_ABI3BP_F_e33_AD_both_mito	0.00445891139303745	0.00445891139303745	0.00445891139303745	0.00445891139303745	singleton_within_call_adjusted_p_passthrough	11
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	ATCAY	FALSE	non_mito	nuclear	1	1	Inh PVALB HTR4	primary_Inh_PVALB_HTR4_F_e33_AD_both_mito	0.0104088744377767	0.0104088744377767	0.0104088744377767	0.0104088744377767	singleton_within_call_adjusted_p_passthrough	12
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	CAMK2N2	FALSE	non_mito	nuclear	1	1	Inh PVALB HTR4	primary_Inh_PVALB_HTR4_F_e33_AD_both_mito	0.0104088744377767	0.0104088744377767	0.0104088744377767	0.0104088744377767	singleton_within_call_adjusted_p_passthrough	13
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	MOAP1	FALSE	non_mito	nuclear	1	1	Inh PVALB HTR4	primary_Inh_PVALB_HTR4_F_e33_AD_both_mito	0.0104088744377767	0.0104088744377767	0.0104088744377767	0.0104088744377767	singleton_within_call_adjusted_p_passthrough	14
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	CPT1C	TRUE	core_mito_protein	nuclear	1	1	Inh L5-6 PVALB STON2	primary_Inh_L5_6_PVALB_STON2_F_e33_AD_both_mito	0.0112392431145922	0.0112392431145922	0.0112392431145922	0.0112392431145922	singleton_within_call_adjusted_p_passthrough	15
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	MYO18A	FALSE	non_mito	nuclear	1	1	Inh L5-6 PVALB STON2	primary_Inh_L5_6_PVALB_STON2_F_e33_AD_both_mito	0.0112392431145922	0.0112392431145922	0.0112392431145922	0.0112392431145922	singleton_within_call_adjusted_p_passthrough	16
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	SRSF7	FALSE	non_mito	nuclear	1	1	Inh ENOX2 SPHKAP	primary_Inh_ENOX2_SPHKAP_F_e33_AD_both_mito	0.0113744056100517	0.0113744056100517	0.0113744056100517	0.0113744056100517	singleton_within_call_adjusted_p_passthrough	17
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	PDE5A	FALSE	non_mito	nuclear	1	1	Inh ENOX2 SPHKAP	primary_Inh_ENOX2_SPHKAP_F_e33_AD_both_mito	0.0118467783368325	0.0118467783368325	0.0118467783368325	0.0118467783368325	singleton_within_call_adjusted_p_passthrough	18
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	SAT2	FALSE	non_mito	nuclear	1	1	Inh ENOX2 SPHKAP	primary_Inh_ENOX2_SPHKAP_F_e33_AD_both_mito	0.0142123884810752	0.0142123884810752	0.0142123884810752	0.0142123884810752	singleton_within_call_adjusted_p_passthrough	19
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	SCAMP1	FALSE	non_mito	nuclear	1	1	Inh PTPRK FAM19A1	primary_Inh_PTPRK_FAM19A1_F_e33_AD_both_mito	0.0176638169466395	0.0176638169466395	0.0176638169466395	0.0176638169466395	singleton_within_call_adjusted_p_passthrough	20
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	TBCK	FALSE	non_mito	nuclear	1	1	Inh ENOX2 SPHKAP	primary_Inh_ENOX2_SPHKAP_F_e33_AD_both_mito	0.0177584642880209	0.0177584642880209	0.0177584642880209	0.0177584642880209	singleton_within_call_adjusted_p_passthrough	21
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	HOOK2	FALSE	non_mito	nuclear	2	2	Inh ENOX2 SPHKAP|Inh VIP CLSTN2	primary_Inh_ENOX2_SPHKAP_F_e33_AD_both_mito|primary_Inh_VIP_CLSTN2_F_e33_AD_both_mito	0.0113744056100517	0.0292643364741756	0.0471542673382995	0.018339944049320243	equal_weight_acat	22
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	MT-ND2	TRUE	core_mito_protein	mtDNA	12	12	Inh ALCAM TRPM3|Inh ENOX2 SPHKAP|Inh FBN2 EPB41L4A|Inh L5-6 PVALB STON2|Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh PVALB SULF1|Inh RYR3 TSHZ2|Inh VIP ABI3BP|Inh VIP CLSTN2|Inh VIP THSD7B|Inh VIP TSHZ2	primary_Inh_ALCAM_TRPM3_F_e33_AD_both_mito|primary_Inh_ENOX2_SPHKAP_F_e33_AD_both_mito|primary_Inh_FBN2_EPB41L4A_F_e33_AD_both_mito|primary_Inh_L5_6_PVALB_STON2_F_e33_AD_both_mito|primary_Inh_LAMP5_NRG1_Rosehip_F_e33_AD_both_mito|primary_Inh_PVALB_HTR4_F_e33_AD_both_mito|primary_Inh_PVALB_SULF1_F_e33_AD_both_mito|primary_Inh_RYR3_TSHZ2_F_e33_AD_both_mito|primary_Inh_VIP_ABI3BP_F_e33_AD_both_mito|primary_Inh_VIP_CLSTN2_F_e33_AD_both_mito|primary_Inh_VIP_THSD7B_F_e33_AD_both_mito|primary_Inh_VIP_TSHZ2_F_e33_AD_both_mito	0.00978384676919538	0.025091315221658847	0.0459449928385308	0.02039007915143076	equal_weight_acat	23
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	PPP4R4	FALSE	non_mito	nuclear	1	1	Inh PVALB HTR4	primary_Inh_PVALB_HTR4_F_e33_AD_both_mito	0.0211764647200224	0.0211764647200224	0.0211764647200224	0.0211764647200224	singleton_within_call_adjusted_p_passthrough	24
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	TRERF1	FALSE	non_mito	nuclear	1	1	Inh L5-6 PVALB STON2	primary_Inh_L5_6_PVALB_STON2_F_e33_AD_both_mito	0.0218348945104781	0.0218348945104781	0.0218348945104781	0.0218348945104781	singleton_within_call_adjusted_p_passthrough	25
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	GCLM	FALSE	non_mito	nuclear	1	1	Inh VIP ABI3BP	primary_Inh_VIP_ABI3BP_F_e33_AD_both_mito	0.0229778597123122	0.0229778597123122	0.0229778597123122	0.0229778597123122	singleton_within_call_adjusted_p_passthrough	26
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	PLCG2	FALSE	non_mito	nuclear	4	4	Inh L5-6 PVALB STON2|Inh RYR3 TSHZ2|Inh SORCS1 TTN|Inh VIP THSD7B	primary_Inh_L5_6_PVALB_STON2_F_e33_AD_both_mito|primary_Inh_RYR3_TSHZ2_F_e33_AD_both_mito|primary_Inh_SORCS1_TTN_F_e33_AD_both_mito|primary_Inh_VIP_THSD7B_F_e33_AD_both_mito	0.0120399307917491	0.0352201163200482	0.046143813053891	0.024231182901288364	equal_weight_acat	27
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	ARGLU1	FALSE	non_mito	nuclear	1	1	Inh L5-6 PVALB STON2	primary_Inh_L5_6_PVALB_STON2_F_e33_AD_both_mito	0.0280586418545553	0.0280586418545553	0.0280586418545553	0.0280586418545553	singleton_within_call_adjusted_p_passthrough	28
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	SYN1	FALSE	non_mito	nuclear	2	2	Inh PTPRK FAM19A1|Inh VIP TSHZ2	primary_Inh_PTPRK_FAM19A1_F_e33_AD_both_mito|primary_Inh_VIP_TSHZ2_F_e33_AD_both_mito	0.0264806252733478	0.02844186448138595	0.0304031036894241	0.02830698183180898	equal_weight_acat	29
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	MT-ND3	TRUE	core_mito_protein	mtDNA	6	6	Inh LAMP5 NRG1 (Rosehip)|Inh PTPRK FAM19A1|Inh PVALB HTR4|Inh RYR3 TSHZ2|Inh VIP THSD7B|Inh VIP TSHZ2	primary_Inh_LAMP5_NRG1_Rosehip_F_e33_AD_both_mito|primary_Inh_PTPRK_FAM19A1_F_e33_AD_both_mito|primary_Inh_PVALB_HTR4_F_e33_AD_both_mito|primary_Inh_RYR3_TSHZ2_F_e33_AD_both_mito|primary_Inh_VIP_THSD7B_F_e33_AD_both_mito|primary_Inh_VIP_TSHZ2_F_e33_AD_both_mito	0.0171150675329716	0.034256931067053395	0.0444787394480573	0.02864233122135797	equal_weight_acat	30
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	SLC25A48	TRUE	core_mito_protein	nuclear	1	1	Inh VIP ABI3BP	primary_Inh_VIP_ABI3BP_F_e33_AD_both_mito	0.0287103875593815	0.0287103875593815	0.0287103875593815	0.0287103875593815	singleton_within_call_adjusted_p_passthrough	31
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	TUBA1A	FALSE	non_mito	nuclear	1	1	Inh VIP ABI3BP	primary_Inh_VIP_ABI3BP_F_e33_AD_both_mito	0.0287103875593815	0.0287103875593815	0.0287103875593815	0.0287103875593815	singleton_within_call_adjusted_p_passthrough	32
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	GSTK1	TRUE	core_mito_protein	nuclear	1	1	Inh PVALB HTR4	primary_Inh_PVALB_HTR4_F_e33_AD_both_mito	0.0294819026955321	0.0294819026955321	0.0294819026955321	0.0294819026955321	singleton_within_call_adjusted_p_passthrough	33
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	NDUFB4	TRUE	core_mito_protein	nuclear	1	1	Inh ALCAM TRPM3	primary_Inh_ALCAM_TRPM3_F_e33_AD_both_mito	0.031118532064774	0.031118532064774	0.031118532064774	0.031118532064774	singleton_within_call_adjusted_p_passthrough	34
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	GTF2A1	FALSE	non_mito	nuclear	1	1	Inh PTPRK FAM19A1	primary_Inh_PTPRK_FAM19A1_F_e33_AD_both_mito	0.033081913583246	0.033081913583246	0.033081913583246	0.033081913583246	singleton_within_call_adjusted_p_passthrough	35
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	RNH1	TRUE	core_mito_protein	nuclear	2	2	Inh LAMP5 NRG1 (Rosehip)|Inh PVALB SULF1	primary_Inh_LAMP5_NRG1_Rosehip_F_e33_AD_both_mito|primary_Inh_PVALB_SULF1_F_e33_AD_both_mito	0.0272047707310055	0.0350652303802967	0.0429256900295879	0.03330961409050275	equal_weight_acat	36
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	GATAD1	FALSE	non_mito	nuclear	3	3	Inh ENOX2 SPHKAP|Inh L5-6 PVALB STON2|Inh PTPRK FAM19A1	primary_Inh_ENOX2_SPHKAP_F_e33_AD_both_mito|primary_Inh_L5_6_PVALB_STON2_F_e33_AD_both_mito|primary_Inh_PTPRK_FAM19A1_F_e33_AD_both_mito	0.023222945239031	0.0396530389090326	0.0466822979522686	0.03345577105305319	equal_weight_acat	37
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	EDF1	FALSE	non_mito	nuclear	1	1	Inh VIP CLSTN2	primary_Inh_VIP_CLSTN2_F_e33_AD_both_mito	0.0343149032081761	0.0343149032081761	0.0343149032081761	0.0343149032081761	singleton_within_call_adjusted_p_passthrough	38
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	PER3	FALSE	non_mito	nuclear	1	1	Inh VIP CLSTN2	primary_Inh_VIP_CLSTN2_F_e33_AD_both_mito	0.0343149032081761	0.0343149032081761	0.0343149032081761	0.0343149032081761	singleton_within_call_adjusted_p_passthrough	39
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	TXNDC9	FALSE	non_mito	nuclear	1	1	Inh VIP CLSTN2	primary_Inh_VIP_CLSTN2_F_e33_AD_both_mito	0.0343149032081761	0.0343149032081761	0.0343149032081761	0.0343149032081761	singleton_within_call_adjusted_p_passthrough	40
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	ATP5PF	TRUE	core_mito_protein	nuclear	1	1	Inh PVALB CA8 (Chandelier)	primary_Inh_PVALB_CA8_Chandelier_F_e33_AD_both_mito	0.0345305038267216	0.0345305038267216	0.0345305038267216	0.0345305038267216	singleton_within_call_adjusted_p_passthrough	41
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	GALNT2	FALSE	non_mito	nuclear	3	3	Inh ENOX2 SPHKAP|Inh L5-6 PVALB STON2|Inh PTPRK FAM19A1	primary_Inh_ENOX2_SPHKAP_F_e33_AD_both_mito|primary_Inh_L5_6_PVALB_STON2_F_e33_AD_both_mito|primary_Inh_PTPRK_FAM19A1_F_e33_AD_both_mito	0.0260045830662345	0.0447112466062814	0.048498420312072	0.036850026504669814	equal_weight_acat	42
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	ATP5MC3	TRUE	core_mito_protein	nuclear	1	1	Inh PVALB CA8 (Chandelier)	primary_Inh_PVALB_CA8_Chandelier_F_e33_AD_both_mito	0.0369093290841166	0.0369093290841166	0.0369093290841166	0.0369093290841166	singleton_within_call_adjusted_p_passthrough	43
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	BDH1	TRUE	core_mito_protein	nuclear	1	1	Inh PVALB CA8 (Chandelier)	primary_Inh_PVALB_CA8_Chandelier_F_e33_AD_both_mito	0.0369093290841166	0.0369093290841166	0.0369093290841166	0.0369093290841166	singleton_within_call_adjusted_p_passthrough	44
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	KTN1	FALSE	non_mito	nuclear	3	3	Inh ENOX2 SPHKAP|Inh L5-6 PVALB STON2|Inh PTPRK FAM19A1	primary_Inh_ENOX2_SPHKAP_F_e33_AD_both_mito|primary_Inh_L5_6_PVALB_STON2_F_e33_AD_both_mito|primary_Inh_PTPRK_FAM19A1_F_e33_AD_both_mito	0.0261795288134148	0.0452789925332568	0.048498420312072	0.03709491258351693	equal_weight_acat	45
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	ANKRD13A	FALSE	non_mito	nuclear	1	1	Inh RYR3 TSHZ2	primary_Inh_RYR3_TSHZ2_F_e33_AD_both_mito	0.0390434150407734	0.0390434150407734	0.0390434150407734	0.0390434150407734	singleton_within_call_adjusted_p_passthrough	46
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	FDPS	TRUE	core_mito_protein	nuclear	1	1	Inh ALCAM TRPM3	primary_Inh_ALCAM_TRPM3_F_e33_AD_both_mito	0.0414746312256304	0.0414746312256304	0.0414746312256304	0.0414746312256304	singleton_within_call_adjusted_p_passthrough	47
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	GREB1	FALSE	non_mito	nuclear	1	1	Inh PVALB CA8 (Chandelier)	primary_Inh_PVALB_CA8_Chandelier_F_e33_AD_both_mito	0.0417057018523878	0.0417057018523878	0.0417057018523878	0.0417057018523878	singleton_within_call_adjusted_p_passthrough	48
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	LAMTOR5	FALSE	non_mito	nuclear	1	1	Inh PVALB CA8 (Chandelier)	primary_Inh_PVALB_CA8_Chandelier_F_e33_AD_both_mito	0.0417057018523878	0.0417057018523878	0.0417057018523878	0.0417057018523878	singleton_within_call_adjusted_p_passthrough	49
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	CHGA	FALSE	non_mito	nuclear	1	1	Inh RYR3 TSHZ2	primary_Inh_RYR3_TSHZ2_F_e33_AD_both_mito	0.04389459056727	0.04389459056727	0.04389459056727	0.04389459056727	singleton_within_call_adjusted_p_passthrough	50
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	ACAT2	FALSE	non_mito	nuclear	1	1	Inh VIP ABI3BP	primary_Inh_VIP_ABI3BP_F_e33_AD_both_mito	0.0441331237043127	0.0441331237043127	0.0441331237043127	0.0441331237043127	singleton_within_call_adjusted_p_passthrough	51
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	GABPB2	FALSE	non_mito	nuclear	1	1	Inh LAMP5 NRG1 (Rosehip)	primary_Inh_LAMP5_NRG1_Rosehip_F_e33_AD_both_mito	0.0444787394480573	0.0444787394480573	0.0444787394480573	0.0444787394480573	singleton_within_call_adjusted_p_passthrough	52
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	ATPAF1	TRUE	core_mito_protein	nuclear	1	1	Inh VIP ABI3BP	primary_Inh_VIP_ABI3BP_F_e33_AD_both_mito	0.0458793765314987	0.0458793765314987	0.0458793765314987	0.0458793765314987	singleton_within_call_adjusted_p_passthrough	53
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	BTF3	FALSE	non_mito	nuclear	1	1	Inh VIP ABI3BP	primary_Inh_VIP_ABI3BP_F_e33_AD_both_mito	0.0458793765314987	0.0458793765314987	0.0458793765314987	0.0458793765314987	singleton_within_call_adjusted_p_passthrough	54
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	CHCHD10	TRUE	core_mito_protein	nuclear	1	1	Inh FBN2 EPB41L4A	primary_Inh_FBN2_EPB41L4A_F_e33_AD_both_mito	0.0459449928385308	0.0459449928385308	0.0459449928385308	0.0459449928385308	singleton_within_call_adjusted_p_passthrough	55
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	CHCHD2	TRUE	core_mito_protein	nuclear	1	1	Inh FBN2 EPB41L4A	primary_Inh_FBN2_EPB41L4A_F_e33_AD_both_mito	0.0459449928385308	0.0459449928385308	0.0459449928385308	0.0459449928385308	singleton_within_call_adjusted_p_passthrough	56
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	JAKMIP3	FALSE	non_mito	nuclear	1	1	Inh L5-6 PVALB STON2	primary_Inh_L5_6_PVALB_STON2_F_e33_AD_both_mito	0.0466822979522686	0.0466822979522686	0.0466822979522686	0.0466822979522686	singleton_within_call_adjusted_p_passthrough	57
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	IGF1R	FALSE	non_mito	nuclear	1	1	Inh L5-6 PVALB STON2	primary_Inh_L5_6_PVALB_STON2_F_e33_AD_both_mito	0.048498420312072	0.048498420312072	0.048498420312072	0.048498420312072	singleton_within_call_adjusted_p_passthrough	58
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	DNMT3A	FALSE	non_mito	nuclear	1	1	Inh L5-6 PVALB STON2	primary_Inh_L5_6_PVALB_STON2_F_e33_AD_both_mito	0.0489475415238448	0.0489475415238448	0.0489475415238448	0.0489475415238448	singleton_within_call_adjusted_p_passthrough	59
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e33	Female	e33	Inhibitory_neurons	COX7A2	TRUE	core_mito_protein	nuclear	1	1	Inh ALCAM TRPM3	primary_Inh_ALCAM_TRPM3_F_e33_AD_both_mito	0.0497494729075862	0.0497494729075862	0.0497494729075862	0.0497494729075862	singleton_within_call_adjusted_p_passthrough	60
