schema_version	candidate_id	gene	category_count	total_returned_calls	best_score	best_display_rank	in_top5_display	in_seaad	priority_tier	mapping_status
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0015	ATP6V0B	2	2	0.0106754036113123	19	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0016	ATP6V0E2	1	1	0.0471167447005575	18	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0017	ATP6V1F	3	4	0.000383966050356039	2	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0018	ATP6V1G1	1	3	0.0250853029072115	15	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0019	B3GAT3	2	2	0.0445903135369022	14	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0020	BAIAP2L1	1	1	0.0209783145304195	5	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0021	BCL6	1	1	0.0241902151702447	1	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0022	BEX1	2	6	0.009500570145059744	6	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0023	BEX3	3	5	0.006774025805493653	4	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0024	BEX4	1	2	0.013095050934514817	21	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0025	BEX5	1	1	0.017676555765	3	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0026	BMPR2	1	1	0.0169893917223805	5	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0027	BRD1	1	1	0.0445903135369022	15	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0028	BRK1	1	1	0.0286909962986854	10	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0029	BTF3	3	8	0.0015319084059067889	15	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0030	C11orf68	1	1	0.0413125244256519	19	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0031	CADM1	1	1	0.0195687904586327	4	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0032	CAMK2N2	1	1	0.0104088744377767	3	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0033	CARNS1	1	1	0.0492759092261353	17	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0034	CCDC85B	2	2	0.0120509214176239	2	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0035	CD81	1	1	0.0412235735604757	18	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0036	CEBPD	1	1	0.0314830010642938	2	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0037	CEP57	1	1	0.0477150282146019	24	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0038	CFL1	1	1	0.0444996382707763	34	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0039	CHGA	1	1	0.04389459056727	29	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0040	CHID1	1	1	0.0108077948485874	7	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0041	CHORDC1	2	2	0.00183187115795496	2	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0042	CLVS1	1	1	0.0292373712795968	13	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0043	CORO6	1	1	0.0490714801118678	30	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0044	CRYL1	1	1	0.0453716102956015	7	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0045	CTNND2	1	1	0.0477150282146019	25	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0046	CUTA	2	2	0.0232646813244768	13	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0047	DEF8	1	1	0.0391783368276387	4	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0048	DNAJB1	1	1	0.0114147045456572	6	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0049	DNMT3A	1	1	0.0489475415238448	35	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0050	DUBR	1	1	0.0490714801118678	31	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0051	DYNLL1	3	9	0.027488183521608693	22	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0052	DYNLT1	3	3	4.85898878951237e-05	2	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0053	DZIP1	1	1	0.0271330551130457	12	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0054	EDF1	2	2	0.00504993826424717	8	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0055	EIF1	1	1	0.00927422327370853	3	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0056	EIF1B	1	1	0.0211089032978719	11	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0057	EIF3K	1	1	0.0323826985152087	25	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0058	EIF4A2	1	1	0.00927422327370853	4	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0059	ELOB	1	1	0.047323901533426	30	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0060	EPHA7	1	2	0.020710234409832915	9	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0061	ERBIN	1	1	0.0308358101216163	10	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0062	ERP29	1	1	0.0402569432095759	21	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0063	EVA1C	1	1	0.0455045740552598	5	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0064	EXOC7	1	1	0.0328504482600242	12	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0065	FAU	2	2	0.00710099654622169	5	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0066	FBF1	1	1	0.0311900057122187	6	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0067	FBXW4	1	1	0.0207052047345337	6	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0068	FGFR2	1	1	0.0278463040575165	9	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0069	FN3K	1	1	0.0311900057122187	7	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0070	FNDC3B	1	1	0.0464016789949473	13	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0071	FTL	2	2	1.89107558889678e-05	2	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0072	GABARAPL2	5	13	0.0007326311749001446	6	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0073	GABPB2	1	1	0.0444787394480573	31	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0074	GABRA1	1	1	0.0405272520042359	32	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0075	GALNT2	2	4	0.0293260212117895	9	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0076	GAPDH	5	12	0.00500568470548578	6	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0077	GATAD1	3	7	0.0241377421451072	8	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0078	GCLM	1	1	0.0229778597123122	14	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0079	GGH	1	1	0.0496367185282509	39	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0080	GNG3	2	4	0.003277473157966387	14	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0081	GREB1	1	1	0.0417057018523878	27	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0082	GRINA	1	1	0.00376077823585654	2	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0083	GSTP1	1	1	0.0134638071866952	4	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0084	GTF2A1	1	1	0.033081913583246	19	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0085	HOOK2	1	2	0.018339944049320243	11	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0086	HSP90AB1	1	1	0.0363454810750808	3	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0087	HSPA13	1	1	0.0188803938337529	12	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0088	HSPA1A	3	5	0.023793401909006834	2	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0089	HSPH1	2	3	0.00133744527952788	1	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0090	ID2	1	1	0.0391783368276387	5	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0091	IGF1R	1	1	0.048498420312072	34	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0092	IKZF4	1	1	0.0192192164441083	6	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0093	INTS8	1	1	0.0123570426963614	4	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0094	IRAK1BP1	1	1	0.0387126859003477	16	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0095	IRAK2	1	1	0.0464016789949473	14	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0096	JAKMIP3	1	1	0.0466822979522686	33	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0097	KATNBL1	1	1	0.0311900057122187	8	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0098	KTN1	2	4	0.0293260212117895	10	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0099	LAGE3	3	9	0.0008327256315474367	10	False	True	P1	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0100	LAMTOR5	6	17	7.112113787825684e-05	1	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0101	LAPTM4A	2	2	0.0137479812247042	3	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0102	LRP1B	1	1	0.0402070235218902	27	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0103	LUZP2	1	2	0.006184354783015922	3	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0104	MAGEF1	3	9	0.0051729092041090975	20	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0105	MAP1LC3A	2	2	0.0445903135369022	16	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0106	MAP1LC3B	1	1	0.0385674304494256	3	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0107	MAPKAPK5-AS1	1	1	0.000176402432638779	4	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0108	MBNL1	1	1	0.0355029508081719	3	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0109	MDH1	1	2	0.04457258356029245	24	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0110	MEIS2	1	1	0.0241902151702447	2	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0111	METTL21A	2	8	0.025266656631633418	3	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0112	MIPOL1	2	3	0.03722201543555062	15	False	True	P1	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0113	MKLN1	1	1	0.033468802603213	11	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0114	MOAP1	1	1	0.0104088744377767	4	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0115	MSMO1	1	1	0.0052024406235805	2	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0116	MT3	2	2	0.0319189337445472	18	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0117	MTSS1	1	1	0.0351612302477287	14	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0118	MYO18A	1	1	0.0112392431145922	5	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0119	MYO9A	1	1	0.0186409805927372	7	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0120	NAB2	1	1	0.0327514834009715	14	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0121	NAP1L5	1	1	0.0413125244256519	20	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0122	NCOA1	1	1	0.0258209302284297	1	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0123	NECAP1	1	2	0.015910925154354178	24	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0124	NHP2	1	1	0.02821647022648	28	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0125	NOXA1	1	1	0.0256095043874068	16	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0126	NRBP2	1	1	0.0263026447796443	8	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0127	OGA	1	1	0.0241902151702447	3	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0128	OST4	1	2	0.029658549991931522	31	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0129	PAPOLA	1	1	0.0258209302284297	2	True	True	P1	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0130	PCBP4	3	4	0.0268320741489985	4	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0131	PDE5A	1	1	0.0118467783368325	7	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0132	PDS5B	1	1	0.0464016789949473	15	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0133	PER3	2	2	0.0343149032081761	19	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0134	PGAM1	4	4	0.0224375065352089	3	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0135	PGK1	3	3	0.00927422327370853	1	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0136	PHF11	1	2	0.0433924682513087	22	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0137	PHF3	1	1	0.0269950421731422	17	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0138	PHTF2	1	1	0.016127519227416	7	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0139	PLCG2	3	6	0.024231182901288364	8	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0140	POLR2K	1	2	0.03105113577759249	27	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0141	PPP4R4	1	1	0.0211764647200224	12	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0142	PRDX1	3	10	0.0008695155729117257	8	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0143	PSMB6	3	8	0.00022602230915733437	3	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0144	PTGES3	1	1	0.0471317570678447	4	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0145	PTMA	1	1	0.0483869351982348	27	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0146	RAB6B	1	1	0.0405272520042359	33	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0147	RABAC1	4	10	0.002192163491356647	12	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0148	RAN	1	2	0.015900936374524652	8	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0149	RBM22	1	1	0.0396466869124728	16	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0150	RFLNA	1	1	0.0470233162431669	29	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0151	RGS11	1	1	0.0387126859003477	17	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0152	RNF7	1	2	0.01744914326127919	26	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0153	RPL11	10	24	1.2808304469330537e-09	1	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0154	RPL15	7	9	0.000286623262459809	1	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0155	RPL29	3	7	0.0006044322497215958	7	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0156	RPL35A	1	1	0.0209783145304195	6	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0157	RPL36	2	2	0.0181231456184024	11	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0158	RPL36AL	4	6	0.00245853473969636	6	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0159	RPL38	1	1	0.00590818447863148	2	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0160	RPL6	3	10	0.0002429298461991931	6	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0161	RPL7L1	1	1	0.00169002916153389	1	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0162	RPL8	1	1	0.00687894712944618	16	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0163	RPLP1	8	12	0.000329466475771193	2	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0164	RPLP2	4	16	0.0014438493838427593	9	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0165	RPS11	1	1	0.00946341336834136	17	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0166	RPS13	5	12	2.2040793295024986e-07	2	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0167	RPS15	11	22	7.45930062575842e-10	1	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0168	RPS25	2	2	0.0344784589834102	5	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0169	RPS27A	1	1	0.0493681164094521	21	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0170	RPS4X	2	2	0.033966948928106	24	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0171	RPS6	1	1	0.0360224595995394	35	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0172	RPS7	1	1	0.0366787263328761	12	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0173	RRAGA	1	1	0.0309321728932618	4	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0174	RXRA	1	1	0.0472052021444853	10	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0175	SAMD4B	1	1	0.0337076310699805	12	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0176	SAP18	1	2	0.023277197897738737	14	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0177	SARAF	1	1	0.0490242968036768	5	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0178	SAT2	1	1	0.0142123884810752	8	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0179	SBNO2	1	1	0.0323826985152087	26	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0180	SCAMP1	1	1	0.0176638169466395	9	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0181	SELENBP1	1	1	0.0391783368276387	6	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0182	SELENOM	7	12	0.001286469835718952	5	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0183	SELENOW	6	16	9.988135130963427e-07	1	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0184	SEMA3B	1	1	0.0253353006460403	7	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0185	SHMT1	1	1	0.0241902151702447	4	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0186	SLC11A1	1	2	0.0017740903356723793	1	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0187	SLC35D2	1	1	0.0241902151702447	5	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0188	SLMAP	1	1	0.0471167447005575	19	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0189	SMARCA1	1	1	0.0269950421731422	18	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0190	SNAP25-AS1	1	2	0.03483051841230934	34	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0191	SPATS2L	2	2	0.0184281704504492	1	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0192	SPCS1	1	1	0.0496367185282509	40	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0193	SRSF7	2	2	8.86398957421774e-05	3	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0194	SSR2	2	8	0.0003370897042449743	6	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0195	STAT3	1	1	0.0241902151702447	6	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0196	STMN1	1	1	0.0473033815473152	11	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0197	SYN1	4	9	0.02830698183180898	7	False	False	P2	mapped_by_symbol
