schema_version	candidate_id	gene	category_count	total_returned_calls	best_score	best_display_rank	in_top5_display	in_seaad	priority_tier	mapping_status
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0198	TAP1	1	1	0.0184281704504492	2	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0199	TBC1D8	1	1	0.0345090119240103	3	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0200	TBCK	1	1	0.0177584642880209	10	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0201	TCEAL2	1	1	0.0483869351982348	28	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0202	TCEAL5	1	1	0.0363477312938356	14	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0203	TCEAL7	1	1	0.00482885815525482	2	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0204	TENM1	1	2	0.020710234409832915	10	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0205	TM7SF3	1	1	0.0473033815473152	12	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0206	TMBIM1	1	1	0.04882933434386	8	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0207	TMEM147	4	15	1.5243331005751003e-05	1	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0208	TMEM160	1	1	0.0356739522070385	17	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0209	TNIK	1	1	0.0210763230363746	8	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0210	TPI1	2	5	0.013953325255682226	22	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0211	TRERF1	2	2	0.0218348945104781	13	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0212	TRIR	1	1	0.0219344087132279	7	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0213	TTC8	2	2	0.0109666841455547	2	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0214	TTF1	1	1	0.0369088704841729	13	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0215	TUBA1A	2	2	0.0287103875593815	3	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0216	TUBB2B	1	1	0.0378520865634557	4	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0217	TXNDC9	1	1	0.0343149032081761	23	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0218	UBB	2	2	0.00302163307471061	1	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0219	UBC	2	2	0.00309455824788913	2	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0220	ULK2	1	1	0.0424081317294151	16	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0221	USP39	1	1	0.0464016789949473	16	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0222	VPS37A	1	1	0.0269950421731422	19	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0223	WDR6	1	1	0.0340965051594166	1	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0224	WDR82	4	18	7.251802743583793e-05	1	True	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0225	ZNF254	1	1	0.0311900057122187	9	False	False	P3	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0226	ZNF280D	2	3	0.045949592355595856	20	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0227	ZNF428	1	3	0.028704226764255526	30	False	False	P2	mapped_by_symbol
phase19b_sex_apoe_kda_combo_v2_candidates	GS19B0228	ZNF738	1	1	0.0442063666591288	28	False	False	P3	mapped_by_symbol
