schema_version	signature_group	sex	apoe_group	broad_network	current_symbol	returned_call_count	returned_run_q_acat_score	display_rank
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Excitatory_neurons	PGAM1	1	0.0316838863274669	24
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Excitatory_neurons	EIF3K	1	0.0323826985152087	25
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Excitatory_neurons	SBNO2	1	0.0323826985152087	26
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Excitatory_neurons	LRP1B	1	0.0402070235218902	27
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Excitatory_neurons	ZNF738	1	0.0442063666591288	28
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Excitatory_neurons	RFLNA	1	0.0470233162431669	29
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Excitatory_neurons	ELOB	1	0.047323901533426	30
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Excitatory_neurons	MAGEF1	1	0.047323901533426	31
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	SELENOW	1	0.00132514424280464	1
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	AP2M1	2	0.002568327007439329	2
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	METTL21A	4	0.025266656631633418	3
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	PCBP4	1	0.0268320741489985	4
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	RPS13	1	0.0268320741489985	5
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	FBF1	1	0.0311900057122187	6
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	FN3K	1	0.0311900057122187	7
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	KATNBL1	1	0.0311900057122187	8
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	ZNF254	1	0.0311900057122187	9
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	RPS25	1	0.0344784589834102	10
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	GAPDH	1	0.0363477312938356	11
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	RPLP1	1	0.0363477312938356	12
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	RPS15	1	0.0363477312938356	13
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	TCEAL5	1	0.0363477312938356	14
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	MIPOL1	2	0.03722201543555062	15
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	IRAK1BP1	1	0.0387126859003477	16
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	RGS11	1	0.0387126859003477	17
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	CD81	1	0.0412235735604757	18
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	C11orf68	1	0.0413125244256519	19
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	NAP1L5	1	0.0413125244256519	20
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	HSPA1A	1	0.0430617354928192	21
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	PHF11	2	0.0433924682513087	22
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	UBB	1	0.0440229741623709	23
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	MDH1	2	0.04457258356029245	24
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	B3GAT3	1	0.0458005978382159	25
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	MAP1LC3A	1	0.0458005978382159	26
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	PTMA	1	0.0483869351982348	27
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	TCEAL2	1	0.0483869351982348	28
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	CHORDC1	1	0.0490714801118678	29
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	CORO6	1	0.0490714801118678	30
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Inhibitory_neurons	DUBR	1	0.0490714801118678	31
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Microglia	HSPH1	1	0.00133744527952788	1
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Microglia	CHORDC1	1	0.00183187115795496	2
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	OPCs	UBB	1	0.00302163307471061	1
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	OPCs	UBC	1	0.00309455824788913	2
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	OPCs	TUBA1A	1	0.035344185774685	3
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	OPCs	TUBB2B	1	0.0378520865634557	4
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	OPCs	SARAF	1	0.0490242968036768	5
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Vasculature_cells	SPATS2L	1	0.0184281704504492	1
phase19b_sex_apoe_kda_combo_v2_contexts	M_e33	Male	e33	Vasculature_cells	TAP1	1	0.0184281704504492	2
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Astrocytes	APOE	1	0.00363619837189252	1
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Astrocytes	PGK1	1	0.0164213615572142	2
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Astrocytes	LAPTM4A	1	0.0332009968392015	3
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Astrocytes	RPL11	1	0.0413202290218147	4
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Astrocytes	RPS25	1	0.0413202290218147	5
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Astrocytes	RPLP1	1	0.0433299130501075	6
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Excitatory_neurons	WDR82	3	0.007232961154930848	1
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Excitatory_neurons	TTC8	1	0.0109666841455547	2
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Excitatory_neurons	PGAM1	1	0.0224375065352089	3
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Excitatory_neurons	RRAGA	1	0.0309321728932618	4
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Excitatory_neurons	EVA1C	1	0.0455045740552598	5
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Excitatory_neurons	RPS13	1	0.0456611102683534	6
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	RPS15	2	0.0005633328248438387	1
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	CCDC85B	1	0.0120509214176239	2
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	BEX5	1	0.017676555765	3
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	CADM1	1	0.0195687904586327	4
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	BAIAP2L1	1	0.0209783145304195	5
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	RPL35A	1	0.0209783145304195	6
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	TRIR	1	0.0219344087132279	7
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	SELENOM	1	0.0269679651321019	8
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	RPLP1	2	0.027889772743950318	9
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	BRK1	1	0.0286909962986854	10
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	ATP6V1F	2	0.03453124944850122	11
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	RPS7	1	0.0366787263328761	12
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	TTF1	1	0.0369088704841729	13
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	B3GAT3	1	0.0445903135369022	14
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	BRD1	1	0.0445903135369022	15
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	MAP1LC3A	1	0.0445903135369022	16
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	PGAM1	1	0.045851161233548	17
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	ATP6V0E2	1	0.0471167447005575	18
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	SLMAP	1	0.0471167447005575	19
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	ZNF280D	1	0.0474317123397509	20
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	RPS27A	1	0.0493681164094521	21
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	PCBP4	1	0.0497441791136432	22
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Inhibitory_neurons	TRERF1	1	0.0497441791136432	23
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Microglia	SLC11A1	2	0.0017740903356723793	1
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Microglia	RPL11	1	0.0039616956506012	2
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	Microglia	TBC1D8	1	0.0345090119240103	3
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	OPCs	ARID5A	1	0.0314830010642938	1
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	OPCs	CEBPD	1	0.0314830010642938	2
phase19b_sex_apoe_kda_combo_v2_contexts	M_e4	Male	e4	OPCs	MAP1LC3B	1	0.0385674304494256	3
