schema_version	stage	generated_at_utc	failed_checks	validation_status	candidate_genes	mapped_genes	tier_p1	tier_p2	tier_p3	rosmap_input	rosmap_sha256	seaad_input	seaad_sha256
phase19b_sex_apoe_kda_combo_v2_status	freeze	2026-09-14T14:47:42+00:00	0	validated_complete	228	226	3	113	112	results/minerva_production/20_sex_apoe_kda_combo/combo_key_drivers_by_category.tsv	ba506a24d5fc925d732a7a9537b5c0201bf415b6848096068807db744e5498fd	results/validation_human/12_sex_apoe_kda_combo/simple_category_gene_aggregates.tsv	32060ac52e2caa14c1974ee0bce392a50c75317bd23fc3be9abe74bc19755641
