schema_version	analysis_id	genome_build	execution_stage	execution_backend	publication_namespace	primary_traits	regional_signal_p	candidate_magma_p	primary_coloc_method	p12	strong_h4	strong_conditional_h4	candidate_selection_frozen	qtl_selection_frozen_before_result	full_phase19_complete
phase19_endophenotype_gwas_qtl_extension_v1	phase19_endophenotype_gwas_qtl_extension_v1	GRCh38	local_production_equivalent	direct	minerva_production	csf_abeta42;csf_total_tau;csf_ptau181	5e-08	0.0008771929824561404	coloc.susie_when_complete_compatible_models_exist	5e-06	0.8	0.8	TRUE	TRUE	FALSE
