schema_version	context_id	group_id	donors	slope	standard_error	ci_low	ci_high	pearson_correlation	spearman_correlation	nuclear_min	nuclear_max
phase15_group_slopes_v1	astrocytes	NCI__Female__e2	17	-0.240395788240906	0.216496470718526	-0.666827570434321	0.186035993952508	-0.210592321370286	-0.218137254901961	-3.0709790954203	2.01925336641815
phase15_group_slopes_v1	astrocytes	AD__Female__e2	7	0.244584304764793	0.318977132668042	-0.383703014243861	0.872871623773447	0.352792012029037	0.357142857142857	-0.719532655154624	3.23814935149369
phase15_group_slopes_v1	astrocytes	NCI__Female__e33	45	0.12809040376884	0.170874762383809	-0.208480576872872	0.464661384410551	0.124876813066094	0.230961791831357	-2.01716926145455	1.54508468792272
phase15_group_slopes_v1	astrocytes	AD__Female__e33	37	0.25398156227957	0.203899155569044	-0.147637364848738	0.655600489407877	0.243408707821154	0.186344238975818	-1.87222537518578	2.46950083818415
phase15_group_slopes_v1	astrocytes	NCI__Female__e4	11	0.245069349415435	0.307151147752415	-0.359924399000469	0.850063097831339	0.274442378364453	0.354545454545455	-1.18336224401493	1.31237812966107
phase15_group_slopes_v1	astrocytes	AD__Female__e4	26	0.237361702331455	0.243818042729959	-0.242885214152572	0.717608618815481	0.243915763342144	0.182905982905983	-2.14864004014609	2.51399430219166
phase15_group_slopes_v1	astrocytes	NCI__Male__e2	6	0.415993583572458	0.616578209934357	-0.798476768074867	1.63046393521978	0.498811401372509	0.714285714285714	-1.38309141522495	3.50278203508586
phase15_group_slopes_v1	astrocytes	AD__Male__e2	7	0.723561767821787	0.397074436803395	-0.0585533363531128	1.50567687199669	0.639531360654012	0.392857142857143	-0.813929986037668	1.29015373932401
phase15_group_slopes_v1	astrocytes	NCI__Male__e33	53	-0.000131621404652085	0.139286887105223	-0.274484156147245	0.274220913337941	-0.0141695700875909	0.0748266408643767	-2.99464607350382	2.01597164680046
phase15_group_slopes_v1	astrocytes	AD__Male__e33	28	-0.239182716565049	0.248836327112133	-0.729314117288202	0.250948684158105	-0.318910148887028	-0.246852764094143	-5.04679955921474	3.03475292974259
phase15_group_slopes_v1	astrocytes	NCI__Male__e4	10	0.346752521128597	0.433815242844763	-0.507730725341855	1.20123576759905	0.289559237502212	0.272727272727273	-1.18603878959	1.62759496209652
phase15_group_slopes_v1	astrocytes	AD__Male__e4	25	0.268403589112285	0.460348765434207	-0.638342575493198	1.17514975371777	0.22525270872559	0.136923076923077	-0.746319289410163	1.78657030674954
phase15_group_slopes_v1	excitatory_neurons	NCI__Female__e2	17	0.210914615221634	0.191666735728811	-0.166587521079819	0.588416751523088	0.345049339888838	0.213235294117647	-1.88198112948531	2.56531886932155
phase15_group_slopes_v1	excitatory_neurons	AD__Female__e2	8	0.111854758857606	0.109768139044165	-0.104341895347627	0.328051413062838	0.384800822560538	0.404761904761905	-1.01208462306527	3.92685980466413
phase15_group_slopes_v1	excitatory_neurons	NCI__Female__e33	45	0.0106784221425406	0.201301298614475	-0.385799714651847	0.407156558936928	-0.00554141035153719	0.0715415019762846	-1.92847671952556	1.49687301244043
phase15_group_slopes_v1	excitatory_neurons	AD__Female__e33	37	-0.101485274606413	0.227935552378988	-0.550421589167882	0.347451039955057	-0.0560318290610505	-0.10194404931247	-1.41772173783423	1.21361524262239
phase15_group_slopes_v1	excitatory_neurons	NCI__Female__e4	11	-0.282265519639853	0.386805186210301	-1.04410759709597	0.479576557816264	-0.218142649718975	-0.2	-1.080517463333	0.836547626534519
phase15_group_slopes_v1	excitatory_neurons	AD__Female__e4	26	-0.263688667138856	0.278893935412438	-0.812991372271161	0.28561403799345	-0.21547310781256	-0.0947008547008547	-2.38437107810318	2.78759256002386
phase15_group_slopes_v1	excitatory_neurons	NCI__Male__e2	6	-0.251139879781273	0.436846578369507	-1.11154226490772	0.609262505345172	-0.31219628677842	-0.2	-1.01110650245292	2.88440021449271
phase15_group_slopes_v1	excitatory_neurons	AD__Male__e2	7	0.787788776980626	0.370000711145836	0.0590443844834465	1.51653316947781	0.802619020013919	0.714285714285714	-1.07218754679917	1.6109217157614
phase15_group_slopes_v1	excitatory_neurons	NCI__Male__e33	53	0.21658347572342	0.143055105233878	-0.0651743766721458	0.498341328118985	0.254644836670238	0.253507498790518	-1.44291652348126	3.18639416447674
phase15_group_slopes_v1	excitatory_neurons	AD__Male__e33	28	-0.012700153236451	0.208095323167144	-0.422559635379911	0.397159328907009	0.0117580455844489	-0.0197044334975369	-1.9900445241273	3.24790239035168
phase15_group_slopes_v1	excitatory_neurons	NCI__Male__e4	10	0.329027727022271	0.250251346106548	-0.163861231556344	0.821916685600885	0.424294642724131	0.345454545454545	-1.32864236178875	2.89246586280691
phase15_group_slopes_v1	excitatory_neurons	AD__Male__e4	27	-0.113883812167889	0.226213224937155	-0.559427872532354	0.331660248196576	-0.115951510227416	-0.0506715506715507	-0.973304079716989	2.49265105395045
phase15_group_slopes_v1	inhibitory_neurons	NCI__Female__e2	16	0.195165526521948	0.182429881321391	-0.164158251082555	0.554489304126451	0.384014022541931	0.202941176470588	-1.44987323254154	3.03208861927741
phase15_group_slopes_v1	inhibitory_neurons	AD__Female__e2	8	0.275029093602078	0.331690895489564	-0.378287263899468	0.928345451103625	0.419171380686149	0.523809523809524	-0.889905649301883	2.95972177038109
phase15_group_slopes_v1	inhibitory_neurons	NCI__Female__e33	45	-0.323362931946529	0.25392765718494	-0.823512602368176	0.176786738475118	-0.157377069946145	-0.140316205533597	-1.75540440022137	1.26355026186605
phase15_group_slopes_v1	inhibitory_neurons	AD__Female__e33	37	-0.198647430032793	0.212145662837457	-0.616501020798834	0.219206160733249	-0.154551051527809	-0.179943100995733	-1.64313097849143	1.56859030918506
phase15_group_slopes_v1	inhibitory_neurons	NCI__Female__e4	11	-0.225476167684689	0.425343047716662	-1.06325487792848	0.612302542559106	-0.145624777341708	-0.263636363636364	-1.01621388832859	0.894293122288172
phase15_group_slopes_v1	inhibitory_neurons	AD__Female__e4	26	-0.0670567529058482	0.486635397093747	-1.02556019506803	0.891446689256338	-0.0274278581844958	0.0222222222222222	-1.3243915012284	3.52129729309188
phase15_group_slopes_v1	inhibitory_neurons	NCI__Male__e2	6	-0.754152167229954	0.682712557849084	-2.09885980792719	0.590555473467287	-0.724959868415919	-0.771428571428571	-1.15827269615732	2.10989150003733
phase15_group_slopes_v1	inhibitory_neurons	AD__Male__e2	7	0.78613138987222	0.346072586266693	0.104488075070988	1.46777470467345	0.763360517131489	0.607142857142857	-0.637574537222942	1.93253447396221
phase15_group_slopes_v1	inhibitory_neurons	NCI__Male__e33	53	0.0707686871512791	0.250050653220545	-0.421744626220835	0.563282000523393	0.112302781831544	0.200048379293662	-4.75779694877025	2.71422497198948
phase15_group_slopes_v1	inhibitory_neurons	AD__Male__e33	27	-0.0068306535253115	0.261559711744438	-0.522012832082898	0.508351525032275	0.0152190605174398	-0.111111111111111	-1.90073329063356	2.69530742813109
phase15_group_slopes_v1	inhibitory_neurons	NCI__Male__e4	10	0.263969132869696	0.218970368969022	-0.167326768829578	0.695265034568971	0.337120108049499	0.248484848484848	-1.25418715945776	2.83904318942533
phase15_group_slopes_v1	inhibitory_neurons	AD__Male__e4	27	-0.156602368571011	0.288924431004163	-0.725683580698479	0.412478843556457	-0.133964181138044	-0.192307692307692	-0.929906517704395	2.65687231949993
phase15_group_slopes_v1	immune_cells	NCI__Female__e2	14	-0.148109003267449	0.950669087737807	-2.02094993205937	1.72473192552447	-0.109479596342549	0.0197802197802198	-2.79155621046681	1.24369359861754
phase15_group_slopes_v1	immune_cells	AD__Female__e2	7	0.224709677994303	0.411231365233405	-0.585425985346536	1.03484534133514	0.332969702103169	0.214285714285714	-1.21153997370855	2.2580094936451
phase15_group_slopes_v1	immune_cells	NCI__Female__e33	45	-0.180105720285395	0.197906102384742	-0.56998549378872	0.20977405321793	-0.221430736613922	-0.0851119894598155	-2.11998791715014	1.34450150143418
phase15_group_slopes_v1	immune_cells	AD__Female__e33	37	-0.053202791973629	0.211025977989633	-0.468929035432098	0.36252345148484	-0.123094206092102	-0.143195827406354	-2.36594584239327	2.0031073737756
phase15_group_slopes_v1	immune_cells	NCI__Female__e4	11	-0.180670775754717	0.530843000136614	-1.2264442317785	0.865102680269067	-0.0693320033312879	-0.145454545454545	-0.636158724556324	0.906359046849835
