schema_version	analysis_id	title	definitions_approved	definitions_frozen	approval_basis	production_approved	execution_scope	fixture_id	contexts	primary_contexts	secondary_contexts	endpoints	modules	memberships	modifier_contrasts	bootstrap_repetitions	balance_repetitions	reference_fold_assignments	analysis_fingerprint	phase15_config_sha256	phase13_artifact_manifest_sha256	production_implementation_sha256
phase15_analysis_manifest_v1	phase15_mitonuclear_coupling_c3_v1	Donor-level test of AD-associated mitonuclear expression coupling	TRUE	TRUE	explicit_user_phase15_production_authorization_after_local_validation_2026-08-09	TRUE	minerva_production		7	3	4	3	2	99	7	1000	1000	50	45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	bfb5b797db46ea462b35f3f03a9a184ac3bc0ead45296ab2a36523c180038ad5	e654b4e491feb4f19feed10c9f54c713cc1ef09999b5c9263375c75079d08a85	61fb89025406ec5cbebed333501fdb9f9a0c97c2ae6892de6869bdcd570fc129
