schema_version	context_id	assignment_id	model_id	fold	coefficient	estimate	design_rank	residual_df	training_donors	training_original_ids_hash	heldout_training_overlap	model_status
phase15_reference_models_v1	inhibitory_neurons	0	fold_2	2	N	0.0895720211401319	10	102	112	14d9b133744c6466614f1f1420409dd6b3f24c227b0f18301171e19feb001427	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_2	2	sex_APOE_stratumFemale__e33	-0.0851425259871769	10	102	112	14d9b133744c6466614f1f1420409dd6b3f24c227b0f18301171e19feb001427	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_2	2	sex_APOE_stratumFemale__e4	0.436128703317477	10	102	112	14d9b133744c6466614f1f1420409dd6b3f24c227b0f18301171e19feb001427	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_2	2	sex_APOE_stratumMale__e2	-0.222625731425069	10	102	112	14d9b133744c6466614f1f1420409dd6b3f24c227b0f18301171e19feb001427	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_2	2	sex_APOE_stratumMale__e33	-0.405891290572036	10	102	112	14d9b133744c6466614f1f1420409dd6b3f24c227b0f18301171e19feb001427	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_2	2	sex_APOE_stratumMale__e4	-0.471254735059523	10	102	112	14d9b133744c6466614f1f1420409dd6b3f24c227b0f18301171e19feb001427	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_2	2	age_death_scaled	-0.0208183006949879	10	102	112	14d9b133744c6466614f1f1420409dd6b3f24c227b0f18301171e19feb001427	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_2	2	pmi_scaled	0.093187448327446	10	102	112	14d9b133744c6466614f1f1420409dd6b3f24c227b0f18301171e19feb001427	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_2	2	studyROS	0.347344988335204	10	102	112	14d9b133744c6466614f1f1420409dd6b3f24c227b0f18301171e19feb001427	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_3	3	(Intercept)	0.160351312713777	10	103	113	91059a35336684455a8a8fcb48db9daed5c1b56901cd9cf4080fc68e9f52aff8	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_3	3	N	0.0547989268586885	10	103	113	91059a35336684455a8a8fcb48db9daed5c1b56901cd9cf4080fc68e9f52aff8	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_3	3	sex_APOE_stratumFemale__e33	-0.4293635698561	10	103	113	91059a35336684455a8a8fcb48db9daed5c1b56901cd9cf4080fc68e9f52aff8	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_3	3	sex_APOE_stratumFemale__e4	0.0727631197463464	10	103	113	91059a35336684455a8a8fcb48db9daed5c1b56901cd9cf4080fc68e9f52aff8	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_3	3	sex_APOE_stratumMale__e2	0.143562334248871	10	103	113	91059a35336684455a8a8fcb48db9daed5c1b56901cd9cf4080fc68e9f52aff8	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_3	3	sex_APOE_stratumMale__e33	-0.496117466525833	10	103	113	91059a35336684455a8a8fcb48db9daed5c1b56901cd9cf4080fc68e9f52aff8	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_3	3	sex_APOE_stratumMale__e4	-0.56045360395307	10	103	113	91059a35336684455a8a8fcb48db9daed5c1b56901cd9cf4080fc68e9f52aff8	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_3	3	age_death_scaled	0.0202370924263	10	103	113	91059a35336684455a8a8fcb48db9daed5c1b56901cd9cf4080fc68e9f52aff8	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_3	3	pmi_scaled	0.1355642432098	10	103	113	91059a35336684455a8a8fcb48db9daed5c1b56901cd9cf4080fc68e9f52aff8	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_3	3	studyROS	0.365606463365911	10	103	113	91059a35336684455a8a8fcb48db9daed5c1b56901cd9cf4080fc68e9f52aff8	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_4	4	(Intercept)	0.143226858131673	10	103	113	5e45fe48a3aedf6ba7af762fc3b95b3c4b15eccb9b2f5d4e903c5687856361c4	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_4	4	N	0.0255196331807201	10	103	113	5e45fe48a3aedf6ba7af762fc3b95b3c4b15eccb9b2f5d4e903c5687856361c4	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_4	4	sex_APOE_stratumFemale__e33	-0.496927047089289	10	103	113	5e45fe48a3aedf6ba7af762fc3b95b3c4b15eccb9b2f5d4e903c5687856361c4	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_4	4	sex_APOE_stratumFemale__e4	0.0773973084139281	10	103	113	5e45fe48a3aedf6ba7af762fc3b95b3c4b15eccb9b2f5d4e903c5687856361c4	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_4	4	sex_APOE_stratumMale__e2	-0.189371307949316	10	103	113	5e45fe48a3aedf6ba7af762fc3b95b3c4b15eccb9b2f5d4e903c5687856361c4	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_4	4	sex_APOE_stratumMale__e33	-0.247595929549514	10	103	113	5e45fe48a3aedf6ba7af762fc3b95b3c4b15eccb9b2f5d4e903c5687856361c4	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_4	4	sex_APOE_stratumMale__e4	-0.265834507655048	10	103	113	5e45fe48a3aedf6ba7af762fc3b95b3c4b15eccb9b2f5d4e903c5687856361c4	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_4	4	age_death_scaled	0.0898172392350696	10	103	113	5e45fe48a3aedf6ba7af762fc3b95b3c4b15eccb9b2f5d4e903c5687856361c4	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_4	4	pmi_scaled	0.279149353748888	10	103	113	5e45fe48a3aedf6ba7af762fc3b95b3c4b15eccb9b2f5d4e903c5687856361c4	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_4	4	studyROS	0.378153102292876	10	103	113	5e45fe48a3aedf6ba7af762fc3b95b3c4b15eccb9b2f5d4e903c5687856361c4	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_5	5	(Intercept)	0.167284956017176	10	104	114	e491dbc5de0b7bec82ea5312a18cfac6f04349c644ac38794f085bb959591e69	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_5	5	N	-0.025766199852456	10	104	114	e491dbc5de0b7bec82ea5312a18cfac6f04349c644ac38794f085bb959591e69	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_5	5	sex_APOE_stratumFemale__e33	-0.34231653145355	10	104	114	e491dbc5de0b7bec82ea5312a18cfac6f04349c644ac38794f085bb959591e69	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_5	5	sex_APOE_stratumFemale__e4	-0.24183292457667	10	104	114	e491dbc5de0b7bec82ea5312a18cfac6f04349c644ac38794f085bb959591e69	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_5	5	sex_APOE_stratumMale__e2	0.295582509536225	10	104	114	e491dbc5de0b7bec82ea5312a18cfac6f04349c644ac38794f085bb959591e69	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_5	5	sex_APOE_stratumMale__e33	-0.544688491346516	10	104	114	e491dbc5de0b7bec82ea5312a18cfac6f04349c644ac38794f085bb959591e69	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_5	5	sex_APOE_stratumMale__e4	-0.289568638207576	10	104	114	e491dbc5de0b7bec82ea5312a18cfac6f04349c644ac38794f085bb959591e69	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_5	5	age_death_scaled	0.0550325328016429	10	104	114	e491dbc5de0b7bec82ea5312a18cfac6f04349c644ac38794f085bb959591e69	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_5	5	pmi_scaled	0.114422865958223	10	104	114	e491dbc5de0b7bec82ea5312a18cfac6f04349c644ac38794f085bb959591e69	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_5	5	studyROS	0.396673580202989	10	104	114	e491dbc5de0b7bec82ea5312a18cfac6f04349c644ac38794f085bb959591e69	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	full_reference	NA	(Intercept)	0.140748533052096	10	131	141	956ea598a52555f1c5d254503be87d2135a89e2a43d083b2d0cdb7be8bdb6eac	NA	sensitivity_only
phase15_reference_models_v1	inhibitory_neurons	0	full_reference	NA	N	0.0229210675660806	10	131	141	956ea598a52555f1c5d254503be87d2135a89e2a43d083b2d0cdb7be8bdb6eac	NA	sensitivity_only
phase15_reference_models_v1	inhibitory_neurons	0	full_reference	NA	sex_APOE_stratumFemale__e33	-0.394416664614282	10	131	141	956ea598a52555f1c5d254503be87d2135a89e2a43d083b2d0cdb7be8bdb6eac	NA	sensitivity_only
phase15_reference_models_v1	inhibitory_neurons	0	full_reference	NA	sex_APOE_stratumFemale__e4	-0.0216328949307289	10	131	141	956ea598a52555f1c5d254503be87d2135a89e2a43d083b2d0cdb7be8bdb6eac	NA	sensitivity_only
phase15_reference_models_v1	inhibitory_neurons	0	full_reference	NA	sex_APOE_stratumMale__e2	0.00873358260846207	10	131	141	956ea598a52555f1c5d254503be87d2135a89e2a43d083b2d0cdb7be8bdb6eac	NA	sensitivity_only
phase15_reference_models_v1	inhibitory_neurons	0	full_reference	NA	sex_APOE_stratumMale__e33	-0.465113645386984	10	131	141	956ea598a52555f1c5d254503be87d2135a89e2a43d083b2d0cdb7be8bdb6eac	NA	sensitivity_only
phase15_reference_models_v1	inhibitory_neurons	0	full_reference	NA	sex_APOE_stratumMale__e4	-0.453680444977176	10	131	141	956ea598a52555f1c5d254503be87d2135a89e2a43d083b2d0cdb7be8bdb6eac	NA	sensitivity_only
phase15_reference_models_v1	inhibitory_neurons	0	full_reference	NA	age_death_scaled	0.0368179610063892	10	131	141	956ea598a52555f1c5d254503be87d2135a89e2a43d083b2d0cdb7be8bdb6eac	NA	sensitivity_only
phase15_reference_models_v1	inhibitory_neurons	0	full_reference	NA	pmi_scaled	0.129768239441511	10	131	141	956ea598a52555f1c5d254503be87d2135a89e2a43d083b2d0cdb7be8bdb6eac	NA	sensitivity_only
phase15_reference_models_v1	inhibitory_neurons	0	full_reference	NA	studyROS	0.389798323944561	10	131	141	956ea598a52555f1c5d254503be87d2135a89e2a43d083b2d0cdb7be8bdb6eac	NA	sensitivity_only
phase15_reference_models_v1	immune_cells	0	fold_1	1	(Intercept)	0.00768082768101614	10	98	108	80881e9d5714818f22ff197bad380818cbf0c7dedd0ce088db0de75dc4cfb0f6	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_1	1	N	0.106541504568488	10	98	108	80881e9d5714818f22ff197bad380818cbf0c7dedd0ce088db0de75dc4cfb0f6	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_1	1	sex_APOE_stratumFemale__e33	-0.0038942009653011	10	98	108	80881e9d5714818f22ff197bad380818cbf0c7dedd0ce088db0de75dc4cfb0f6	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_1	1	sex_APOE_stratumFemale__e4	-0.113923150909318	10	98	108	80881e9d5714818f22ff197bad380818cbf0c7dedd0ce088db0de75dc4cfb0f6	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_1	1	sex_APOE_stratumMale__e2	0.129014289770492	10	98	108	80881e9d5714818f22ff197bad380818cbf0c7dedd0ce088db0de75dc4cfb0f6	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_1	1	sex_APOE_stratumMale__e33	-0.0300795785663048	10	98	108	80881e9d5714818f22ff197bad380818cbf0c7dedd0ce088db0de75dc4cfb0f6	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_1	1	sex_APOE_stratumMale__e4	0.193289401794383	10	98	108	80881e9d5714818f22ff197bad380818cbf0c7dedd0ce088db0de75dc4cfb0f6	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_1	1	age_death_scaled	-0.0815819035032598	10	98	108	80881e9d5714818f22ff197bad380818cbf0c7dedd0ce088db0de75dc4cfb0f6	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_1	1	pmi_scaled	0.114887669119312	10	98	108	80881e9d5714818f22ff197bad380818cbf0c7dedd0ce088db0de75dc4cfb0f6	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_1	1	studyROS	-0.10538324497817	10	98	108	80881e9d5714818f22ff197bad380818cbf0c7dedd0ce088db0de75dc4cfb0f6	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_2	2	(Intercept)	0.219537007501855	10	98	108	1015ce487144e1d0013f084c8236ec787c3b873df67e321bc043d4a4866f066e	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_2	2	N	0.112239390341368	10	98	108	1015ce487144e1d0013f084c8236ec787c3b873df67e321bc043d4a4866f066e	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_2	2	sex_APOE_stratumFemale__e33	-0.271822902944565	10	98	108	1015ce487144e1d0013f084c8236ec787c3b873df67e321bc043d4a4866f066e	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_2	2	sex_APOE_stratumFemale__e4	-0.342807778346868	10	98	108	1015ce487144e1d0013f084c8236ec787c3b873df67e321bc043d4a4866f066e	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_2	2	sex_APOE_stratumMale__e2	-0.451429780997034	10	98	108	1015ce487144e1d0013f084c8236ec787c3b873df67e321bc043d4a4866f066e	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_2	2	sex_APOE_stratumMale__e33	-0.267563152841224	10	98	108	1015ce487144e1d0013f084c8236ec787c3b873df67e321bc043d4a4866f066e	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_2	2	sex_APOE_stratumMale__e4	0.270117958174234	10	98	108	1015ce487144e1d0013f084c8236ec787c3b873df67e321bc043d4a4866f066e	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_2	2	age_death_scaled	-0.0996323862995379	10	98	108	1015ce487144e1d0013f084c8236ec787c3b873df67e321bc043d4a4866f066e	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_2	2	pmi_scaled	0.140109906756966	10	98	108	1015ce487144e1d0013f084c8236ec787c3b873df67e321bc043d4a4866f066e	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_2	2	studyROS	-0.160211702471492	10	98	108	1015ce487144e1d0013f084c8236ec787c3b873df67e321bc043d4a4866f066e	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_3	3	(Intercept)	-0.00658497355095706	10	99	109	38adf2accdc30a227b6098320355c5448089ba6d30d23aa5682eaa65d5cec013	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_3	3	N	0.0228155070519603	10	99	109	38adf2accdc30a227b6098320355c5448089ba6d30d23aa5682eaa65d5cec013	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_3	3	sex_APOE_stratumFemale__e33	-0.119537818259334	10	99	109	38adf2accdc30a227b6098320355c5448089ba6d30d23aa5682eaa65d5cec013	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_3	3	sex_APOE_stratumFemale__e4	-0.33398468108278	10	99	109	38adf2accdc30a227b6098320355c5448089ba6d30d23aa5682eaa65d5cec013	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_3	3	sex_APOE_stratumMale__e2	0.146029712794654	10	99	109	38adf2accdc30a227b6098320355c5448089ba6d30d23aa5682eaa65d5cec013	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_3	3	sex_APOE_stratumMale__e33	-0.201792270977937	10	99	109	38adf2accdc30a227b6098320355c5448089ba6d30d23aa5682eaa65d5cec013	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_3	3	sex_APOE_stratumMale__e4	0.335802930298326	10	99	109	38adf2accdc30a227b6098320355c5448089ba6d30d23aa5682eaa65d5cec013	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_3	3	age_death_scaled	-0.126504756910874	10	99	109	38adf2accdc30a227b6098320355c5448089ba6d30d23aa5682eaa65d5cec013	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_3	3	pmi_scaled	0.0611332272000946	10	99	109	38adf2accdc30a227b6098320355c5448089ba6d30d23aa5682eaa65d5cec013	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_3	3	studyROS	0.138746931319039	10	99	109	38adf2accdc30a227b6098320355c5448089ba6d30d23aa5682eaa65d5cec013	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_4	4	(Intercept)	0.320839109075145	10	99	109	95f604e20c9b8f7aa61b0bcb8a2af6e08ac8b443f745dc755ce243b8613d902b	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_4	4	N	0.0556119754290429	10	99	109	95f604e20c9b8f7aa61b0bcb8a2af6e08ac8b443f745dc755ce243b8613d902b	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_4	4	sex_APOE_stratumFemale__e33	-0.389485249343221	10	99	109	95f604e20c9b8f7aa61b0bcb8a2af6e08ac8b443f745dc755ce243b8613d902b	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_4	4	sex_APOE_stratumFemale__e4	-0.387758711154002	10	99	109	95f604e20c9b8f7aa61b0bcb8a2af6e08ac8b443f745dc755ce243b8613d902b	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_4	4	sex_APOE_stratumMale__e2	-0.245315235196509	10	99	109	95f604e20c9b8f7aa61b0bcb8a2af6e08ac8b443f745dc755ce243b8613d902b	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_4	4	sex_APOE_stratumMale__e33	-0.226039802039589	10	99	109	95f604e20c9b8f7aa61b0bcb8a2af6e08ac8b443f745dc755ce243b8613d902b	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_4	4	sex_APOE_stratumMale__e4	-0.309576445896479	10	99	109	95f604e20c9b8f7aa61b0bcb8a2af6e08ac8b443f745dc755ce243b8613d902b	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_4	4	age_death_scaled	-0.044936954186626	10	99	109	95f604e20c9b8f7aa61b0bcb8a2af6e08ac8b443f745dc755ce243b8613d902b	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_4	4	pmi_scaled	0.118513527006025	10	99	109	95f604e20c9b8f7aa61b0bcb8a2af6e08ac8b443f745dc755ce243b8613d902b	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_4	4	studyROS	-0.0436416008805712	10	99	109	95f604e20c9b8f7aa61b0bcb8a2af6e08ac8b443f745dc755ce243b8613d902b	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_5	5	(Intercept)	0.280153493970496	10	100	110	d9096f3c31da27f0ecb49ea16d7b9ae69993d6e3ff93a8757b8f08707297ece4	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_5	5	N	-0.095645672148785	10	100	110	d9096f3c31da27f0ecb49ea16d7b9ae69993d6e3ff93a8757b8f08707297ece4	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_5	5	sex_APOE_stratumFemale__e33	-0.489367095077223	10	100	110	d9096f3c31da27f0ecb49ea16d7b9ae69993d6e3ff93a8757b8f08707297ece4	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_5	5	sex_APOE_stratumFemale__e4	-0.204889800221797	10	100	110	d9096f3c31da27f0ecb49ea16d7b9ae69993d6e3ff93a8757b8f08707297ece4	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_5	5	sex_APOE_stratumMale__e2	0.357442314968823	10	100	110	d9096f3c31da27f0ecb49ea16d7b9ae69993d6e3ff93a8757b8f08707297ece4	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_5	5	sex_APOE_stratumMale__e33	-0.30704210577334	10	100	110	d9096f3c31da27f0ecb49ea16d7b9ae69993d6e3ff93a8757b8f08707297ece4	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_5	5	sex_APOE_stratumMale__e4	-0.499004409061304	10	100	110	d9096f3c31da27f0ecb49ea16d7b9ae69993d6e3ff93a8757b8f08707297ece4	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_5	5	age_death_scaled	-0.0653806565469313	10	100	110	d9096f3c31da27f0ecb49ea16d7b9ae69993d6e3ff93a8757b8f08707297ece4	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_5	5	pmi_scaled	0.111423195175517	10	100	110	d9096f3c31da27f0ecb49ea16d7b9ae69993d6e3ff93a8757b8f08707297ece4	0	estimated
phase15_reference_models_v1	immune_cells	0	fold_5	5	studyROS	0.0815053738037481	10	100	110	d9096f3c31da27f0ecb49ea16d7b9ae69993d6e3ff93a8757b8f08707297ece4	0	estimated
phase15_reference_models_v1	immune_cells	0	full_reference	NA	(Intercept)	0.171674623710874	10	126	136	04c61a52911d8c753feb382b8ef5a8592531f5ded1934f086a22360cfacf6b92	NA	sensitivity_only
phase15_reference_models_v1	immune_cells	0	full_reference	NA	N	0.0461865140828659	10	126	136	04c61a52911d8c753feb382b8ef5a8592531f5ded1934f086a22360cfacf6b92	NA	sensitivity_only
phase15_reference_models_v1	immune_cells	0	full_reference	NA	sex_APOE_stratumFemale__e33	-0.263525521495659	10	126	136	04c61a52911d8c753feb382b8ef5a8592531f5ded1934f086a22360cfacf6b92	NA	sensitivity_only
phase15_reference_models_v1	immune_cells	0	full_reference	NA	sex_APOE_stratumFemale__e4	-0.274730311771042	10	126	136	04c61a52911d8c753feb382b8ef5a8592531f5ded1934f086a22360cfacf6b92	NA	sensitivity_only
phase15_reference_models_v1	immune_cells	0	full_reference	NA	sex_APOE_stratumMale__e2	-0.053305774848683	10	126	136	04c61a52911d8c753feb382b8ef5a8592531f5ded1934f086a22360cfacf6b92	NA	sensitivity_only
phase15_reference_models_v1	immune_cells	0	full_reference	NA	sex_APOE_stratumMale__e33	-0.218326821408115	10	126	136	04c61a52911d8c753feb382b8ef5a8592531f5ded1934f086a22360cfacf6b92	NA	sensitivity_only
phase15_reference_models_v1	immune_cells	0	full_reference	NA	sex_APOE_stratumMale__e4	-0.0140480916835584	10	126	136	04c61a52911d8c753feb382b8ef5a8592531f5ded1934f086a22360cfacf6b92	NA	sensitivity_only
phase15_reference_models_v1	immune_cells	0	full_reference	NA	age_death_scaled	-0.0882602367476701	10	126	136	04c61a52911d8c753feb382b8ef5a8592531f5ded1934f086a22360cfacf6b92	NA	sensitivity_only
phase15_reference_models_v1	immune_cells	0	full_reference	NA	pmi_scaled	0.121371781836279	10	126	136	04c61a52911d8c753feb382b8ef5a8592531f5ded1934f086a22360cfacf6b92	NA	sensitivity_only
phase15_reference_models_v1	immune_cells	0	full_reference	NA	studyROS	-0.021650819485947	10	126	136	04c61a52911d8c753feb382b8ef5a8592531f5ded1934f086a22360cfacf6b92	NA	sensitivity_only
phase15_reference_models_v1	opcs	0	fold_1	1	(Intercept)	0.0479825980033631	10	101	111	5fb79855e9ecbb39c1bd089ec97a98e3b6be35dd4720b0f0401dc46ac25689f7	0	estimated
phase15_reference_models_v1	opcs	0	fold_1	1	N	0.027858028059524	10	101	111	5fb79855e9ecbb39c1bd089ec97a98e3b6be35dd4720b0f0401dc46ac25689f7	0	estimated
phase15_reference_models_v1	opcs	0	fold_1	1	sex_APOE_stratumFemale__e33	-0.257671243897609	10	101	111	5fb79855e9ecbb39c1bd089ec97a98e3b6be35dd4720b0f0401dc46ac25689f7	0	estimated
phase15_reference_models_v1	opcs	0	fold_1	1	sex_APOE_stratumFemale__e4	-0.244120199043158	10	101	111	5fb79855e9ecbb39c1bd089ec97a98e3b6be35dd4720b0f0401dc46ac25689f7	0	estimated
phase15_reference_models_v1	opcs	0	fold_1	1	sex_APOE_stratumMale__e2	1.09363236385192	10	101	111	5fb79855e9ecbb39c1bd089ec97a98e3b6be35dd4720b0f0401dc46ac25689f7	0	estimated
phase15_reference_models_v1	opcs	0	fold_1	1	sex_APOE_stratumMale__e33	-0.0696889254166818	10	101	111	5fb79855e9ecbb39c1bd089ec97a98e3b6be35dd4720b0f0401dc46ac25689f7	0	estimated
phase15_reference_models_v1	opcs	0	fold_1	1	sex_APOE_stratumMale__e4	-0.349171218142833	10	101	111	5fb79855e9ecbb39c1bd089ec97a98e3b6be35dd4720b0f0401dc46ac25689f7	0	estimated
phase15_reference_models_v1	opcs	0	fold_1	1	age_death_scaled	0.0386360658958321	10	101	111	5fb79855e9ecbb39c1bd089ec97a98e3b6be35dd4720b0f0401dc46ac25689f7	0	estimated
phase15_reference_models_v1	opcs	0	fold_1	1	pmi_scaled	0.0865803470992871	10	101	111	5fb79855e9ecbb39c1bd089ec97a98e3b6be35dd4720b0f0401dc46ac25689f7	0	estimated
phase15_reference_models_v1	opcs	0	fold_1	1	studyROS	0.13156948890561	10	101	111	5fb79855e9ecbb39c1bd089ec97a98e3b6be35dd4720b0f0401dc46ac25689f7	0	estimated
phase15_reference_models_v1	opcs	0	fold_2	2	(Intercept)	0.0826967370284806	10	101	111	243ff3218e7e5d4db29fb62bf0d82a73ba889a41a4457bef1fae8bb385754bc4	0	estimated
phase15_reference_models_v1	opcs	0	fold_2	2	N	0.0626095867376499	10	101	111	243ff3218e7e5d4db29fb62bf0d82a73ba889a41a4457bef1fae8bb385754bc4	0	estimated
phase15_reference_models_v1	opcs	0	fold_2	2	sex_APOE_stratumFemale__e33	-0.340540006166744	10	101	111	243ff3218e7e5d4db29fb62bf0d82a73ba889a41a4457bef1fae8bb385754bc4	0	estimated
phase15_reference_models_v1	opcs	0	fold_2	2	sex_APOE_stratumFemale__e4	-0.39940330306502	10	101	111	243ff3218e7e5d4db29fb62bf0d82a73ba889a41a4457bef1fae8bb385754bc4	0	estimated
phase15_reference_models_v1	opcs	0	fold_2	2	sex_APOE_stratumMale__e2	1.36248207328521	10	101	111	243ff3218e7e5d4db29fb62bf0d82a73ba889a41a4457bef1fae8bb385754bc4	0	estimated
phase15_reference_models_v1	opcs	0	fold_2	2	sex_APOE_stratumMale__e33	-0.149769845332748	10	101	111	243ff3218e7e5d4db29fb62bf0d82a73ba889a41a4457bef1fae8bb385754bc4	0	estimated
phase15_reference_models_v1	opcs	0	fold_2	2	sex_APOE_stratumMale__e4	-0.379352041714542	10	101	111	243ff3218e7e5d4db29fb62bf0d82a73ba889a41a4457bef1fae8bb385754bc4	0	estimated
phase15_reference_models_v1	opcs	0	fold_2	2	age_death_scaled	-0.0913922499968205	10	101	111	243ff3218e7e5d4db29fb62bf0d82a73ba889a41a4457bef1fae8bb385754bc4	0	estimated
phase15_reference_models_v1	opcs	0	fold_2	2	pmi_scaled	0.0471381978235825	10	101	111	243ff3218e7e5d4db29fb62bf0d82a73ba889a41a4457bef1fae8bb385754bc4	0	estimated
phase15_reference_models_v1	opcs	0	fold_2	2	studyROS	0.110068260419369	10	101	111	243ff3218e7e5d4db29fb62bf0d82a73ba889a41a4457bef1fae8bb385754bc4	0	estimated
phase15_reference_models_v1	opcs	0	fold_3	3	(Intercept)	0.54055008522202	10	101	111	30fa30002c12e7be9bafab9ca9132ed52921912ae5bebd0dcf559917a3def4f8	0	estimated
phase15_reference_models_v1	opcs	0	fold_3	3	N	0.0753449586590133	10	101	111	30fa30002c12e7be9bafab9ca9132ed52921912ae5bebd0dcf559917a3def4f8	0	estimated
phase15_reference_models_v1	opcs	0	fold_3	3	sex_APOE_stratumFemale__e33	-0.544847087835182	10	101	111	30fa30002c12e7be9bafab9ca9132ed52921912ae5bebd0dcf559917a3def4f8	0	estimated
phase15_reference_models_v1	opcs	0	fold_3	3	sex_APOE_stratumFemale__e4	-0.657998274174961	10	101	111	30fa30002c12e7be9bafab9ca9132ed52921912ae5bebd0dcf559917a3def4f8	0	estimated
