schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	task_mode	output_schema	fixture_id	contexts	primary_contexts	secondary_contexts	modules	module_memberships	endpoints	modifier_contrasts	general_result_rows	modifier_result_rows	stratum_rows	general_gate_rows	modifier_gate_rows	crossfit_leakage_detected	stability_workers_requested	stability_workers_effective	stability_backend	analysis_fingerprint	failed_checks	artifact_manifest_sha256	scientific_decision	validation_status	pilot_results_are_scientific_evidence	production_analysis	git_revision	timestamp_utc
phase15_status_v1	minerva_production	2	direct	minerva_production_192gb_001	global:mitonuclear_coupling	mitonuclear_coupling	mitochondrial_mitonuclear_coupling_v1		7	3	4	2	99	3	7	21	147	126	7	49	FALSE	8	8	fork	45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1		130ccd904043d2f79920223d8969b2fc0a5b03f79c464de40e4410bc4a915280	inconclusive	validated_complete	FALSE	TRUE	c0b09acea745ff304b9ffcf11a6a5b259537e4d5	2026-08-10 06:25:30
