schema_version	scope_id	context_id	endpoint_id	contrast_id	sensitivity_type	context_role	estimate	standard_error	ci_low	ci_high	p_value	model_status	failure_reason	repetition_id	primary_estimate	direction_retained	relative_magnitude	sensitivity_status	common_range_low	common_range_high	trimmed_donors	common_range_estimate	common_range_status	common_range_direction_retained	common_range_relative_magnitude	quadratic_contrast_estimate	quadratic_contrast_p_value	quadratic_shape_flag	slope_rewiring_observed	slope_sensitivity_pass
phase15_qc_normalization_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	robust_QC_covariate	primary_confirmatory	-0.0315475598432499	0.127922350451914	-0.283461704491588	0.220366584805089	0.805403897265346	estimated		NA	0.0683703036637361	FALSE	0.461421964694051	estimated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_qc_normalization_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	reference_fold_assignment	primary_confirmatory	0.080352917609259	0.192197470550077	-0.29812954807922	0.458835383297738	0.676241543037765	estimated		42	0.0683703036637361	TRUE	1.17526050497679	estimated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_qc_normalization_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	reference_fold_assignment	primary_confirmatory	0.0370908228252033	0.186305591475008	-0.329789133665376	0.403970779315783	0.842352937490768	estimated		30	0.0683703036637361	TRUE	0.542499021324025	estimated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_qc_normalization_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	reference_fold_assignment	primary_confirmatory	0.0947817049079417	0.195577916881411	-0.290357662450207	0.47992107226609	0.628356031476438	estimated		34	0.0683703036637361	TRUE	1.38629931167344	estimated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_qc_normalization_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	reference_fold_assignment	primary_confirmatory	0.0862946355884104	0.202774017454023	-0.313015562843995	0.485604834020815	0.670777007374329	estimated		23	0.0683703036637361	TRUE	1.26216545728437	estimated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_qc_normalization_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	reference_fold_assignment	primary_confirmatory	0.0965257499319721	0.199104123597883	-0.295557555911723	0.488609055775668	0.628230915865753	estimated		46	0.0683703036637361	TRUE	1.41180812076998	estimated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_qc_normalization_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	reference_fold_assignment	primary_confirmatory	0.0779077841893703	0.198803436506205	-0.313583397358759	0.4693989657375	0.695469062174966	estimated		15	0.0683703036637361	TRUE	1.13949741356338	estimated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_qc_normalization_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	reference_fold_assignment	primary_confirmatory	0.0507183414514282	0.193381185029653	-0.330095139175067	0.431531822077923	0.79332236165495	estimated		31	0.0683703036637361	TRUE	0.741818285624048	estimated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_qc_normalization_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	reference_fold_assignment	primary_confirmatory	0.0831640024113262	0.195946452230476	-0.302701098574888	0.46902910339754	0.671613085240106	estimated		3	0.0683703036637361	TRUE	1.21637608661722	estimated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
phase15_qc_normalization_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	percent_mt_diagnostic	primary_confirmatory	-0.0195621662234554	0.110847965061076	-0.237852169539697	0.198727837092786	0.860058392987261	estimated		NA	0.0683703036637361	FALSE	0.28612080355336	estimated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
