schema_version	scope_id	context_id	endpoint_id	contrast_id	primary_estimate	bootstrap_planned	bootstrap_successful	bootstrap_median	bootstrap_ci_low	bootstrap_ci_high	bootstrap_same_direction_fraction	bootstrap_pass	balance_planned	balance_successful	balance_same_direction_fraction	balance_pass	loo_planned	loo_successful	loo_sign_reversals	loo_largest_absolute_change	loo_largest_change_donor	loo_pass	stability_pass
phase15_modifier_stability_v1	modifier	astrocytes	standardized_difference	sex_F_minus_M__e2	-0.292668671866734	1000	1000	-0.330833680920056	-2.05856862361223	1.45780113738433	0.652	FALSE	1000	1000	0.643	FALSE	276	276	2	0.525520395055542	34726040	FALSE	FALSE
phase15_modifier_stability_v1	modifier	astrocytes	standardized_difference	sex_F_minus_M__e33	-0.214345069614993	1000	1000	-0.18422106181504	-1.22379107401584	0.736310647921237	0.658	FALSE	1000	1000	0.817	TRUE	276	276	1	0.304239293457917	10102206	FALSE	FALSE
phase15_modifier_stability_v1	modifier	astrocytes	standardized_difference	sex_F_minus_M__e4	-0.280507199684265	1000	1000	-0.333077451037493	-1.44651287642038	0.735643233676288	0.734	FALSE	1000	1000	0.72	FALSE	276	276	0	0.217520220342278	16068769	TRUE	FALSE
phase15_modifier_stability_v1	modifier	astrocytes	standardized_difference	apoe_e2_minus_e33__Female	-0.569260584961394	1000	1000	-0.573483503949282	-1.83304944173691	0.683122382430434	0.804	TRUE	1000	1000	0.761	FALSE	276	276	0	0.300277980473906	21189544	TRUE	FALSE
phase15_modifier_stability_v1	modifier	astrocytes	standardized_difference	apoe_e2_minus_e33__Male	-0.490936982709653	1000	1000	-0.448878533893177	-2.0766651784711	1.04300501473287	0.706	FALSE	1000	1000	0.616	FALSE	276	276	0	0.536400978856322	34726040	TRUE	FALSE
phase15_modifier_stability_v1	modifier	astrocytes	standardized_difference	apoe_e4_minus_e33__Female	-0.391822672660266	1000	1000	-0.425294895528707	-1.30395962263613	0.486229266343979	0.817	TRUE	1000	1000	0.793	FALSE	276	276	0	0.196290474645117	20947550	TRUE	FALSE
phase15_modifier_stability_v1	modifier	astrocytes	standardized_difference	apoe_e4_minus_e33__Male	-0.325660542590994	1000	1000	-0.264488418851931	-1.54888166487579	0.918733909130161	0.665	FALSE	1000	1000	0.612	FALSE	276	276	0	0.30708401962847	10102206	TRUE	FALSE
phase15_modifier_stability_v1	modifier	astrocytes	nci_reference_residual	sex_F_minus_M__e2	0.569977573475389	1000	1000	0.402493896327619	-0.900498126764704	2.01096504460597	0.726	FALSE	1000	1000	0.896	TRUE	276	276	0	0.400472588317475	50102114	TRUE	FALSE
phase15_modifier_stability_v1	modifier	astrocytes	nci_reference_residual	sex_F_minus_M__e33	0.0453554559121404	1000	1000	0.068482474953855	-0.541587861989692	0.666813117908104	0.569	FALSE	1000	1000	0.585	FALSE	276	276	8	0.114948904593562	10102206	FALSE	FALSE
phase15_modifier_stability_v1	modifier	astrocytes	nci_reference_residual	sex_F_minus_M__e4	-0.260315797947947	1000	1000	-0.278690469624645	-1.17446545246433	0.610690581498633	0.725	FALSE	1000	1000	0.712	FALSE	276	276	0	0.163280078603378	10202345	TRUE	FALSE
phase15_modifier_stability_v1	modifier	astrocytes	nci_reference_residual	apoe_e2_minus_e33__Female	-0.418698081644898	1000	1000	-0.456916061560788	-1.43215452643451	0.457650930394887	0.83	TRUE	1000	1000	0.798	FALSE	276	276	0	0.283169919288452	20532115	TRUE	FALSE
phase15_modifier_stability_v1	modifier	astrocytes	nci_reference_residual	apoe_e2_minus_e33__Male	-0.943320199208147	1000	1000	-0.813701573167243	-2.24097689053137	0.441516922533544	0.912	TRUE	1000	1000	0.916	TRUE	276	276	0	0.393233621422505	50102114	TRUE	TRUE
phase15_modifier_stability_v1	modifier	astrocytes	nci_reference_residual	apoe_e4_minus_e33__Female	-0.36872374505099	1000	1000	-0.393171487034283	-1.09477121392466	0.27218642652425	0.864	TRUE	1000	1000	0.825	TRUE	276	276	0	0.141988387105329	20947550	TRUE	TRUE
phase15_modifier_stability_v1	modifier	astrocytes	nci_reference_residual	apoe_e4_minus_e33__Male	-0.0630524911909033	1000	1000	-0.0559057459954247	-0.932540253416551	0.870886353744312	0.538	FALSE	1000	1000	0.584	FALSE	276	276	8	0.164141148982984	10202345	FALSE	FALSE
phase15_modifier_stability_v1	modifier	astrocytes	coupling_slope_change	sex_F_minus_M__e2	0.17741190875637	1000	995	0.242211459463648	-1.35182945780129	3.70684016661833	0.62713567839196	FALSE	1000	1000	0.647	FALSE	276	276	1	0.545548141602818	34726040	FALSE	FALSE
phase15_modifier_stability_v1	modifier	astrocytes	coupling_slope_change	sex_F_minus_M__e33	0.364942253671126	1000	995	0.35593383972676	-0.356362054407761	1.07260522418211	0.842211055276382	TRUE	1000	1000	0.956	TRUE	276	276	0	0.174359377649715	10102206	TRUE	TRUE
phase15_modifier_stability_v1	modifier	astrocytes	coupling_slope_change	sex_F_minus_M__e4	0.0706412849323318	1000	995	0.0734611285491424	-1.34859648267924	1.48444671440072	0.552763819095477	FALSE	1000	1000	0.545	FALSE	276	276	11	0.347277120835982	16068769	FALSE	FALSE
phase15_modifier_stability_v1	modifier	astrocytes	coupling_slope_change	apoe_e2_minus_e33__Female	0.359088934494969	1000	995	0.359437730157968	-0.763079446294342	2.23398673333979	0.789949748743719	FALSE	1000	1000	0.724	FALSE	276	276	0	0.215830391715995	21189544	TRUE	FALSE
phase15_modifier_stability_v1	modifier	astrocytes	coupling_slope_change	apoe_e2_minus_e33__Male	0.546619279409725	1000	995	0.491510096094805	-1.3234509474063	1.90903373106839	0.743718592964824	FALSE	1000	1000	0.805	TRUE	276	276	1	0.582179490429145	34726040	FALSE	FALSE
phase15_modifier_stability_v1	modifier	astrocytes	coupling_slope_change	apoe_e4_minus_e33__Female	-0.13359880559471	1000	995	-0.106674204623089	-1.00087574209283	0.74869169030002	0.619095477386935	FALSE	1000	1000	0.574	FALSE	276	276	2	0.157477498752105	21001519	FALSE	FALSE
phase15_modifier_stability_v1	modifier	astrocytes	coupling_slope_change	apoe_e4_minus_e33__Male	0.160702163144085	1000	995	0.112332833985391	-0.993954572789453	1.42502175692045	0.58391959798995	FALSE	1000	1000	0.614	FALSE	276	276	4	0.356143429778257	16068769	FALSE	FALSE
phase15_modifier_stability_v1	modifier	excitatory_neurons	standardized_difference	sex_F_minus_M__e2	0.29074585448066	1000	1000	0.208465391359983	-1.69345583989102	2.38660155896445	0.57	FALSE	1000	1000	0.707	FALSE	276	276	2	0.547881837488471	66406040	FALSE	FALSE
phase15_modifier_stability_v1	modifier	excitatory_neurons	standardized_difference	sex_F_minus_M__e33	0.433232789642191	1000	1000	0.472749758810028	-0.304081433151759	1.22911344908838	0.891	TRUE	1000	1000	0.962	TRUE	276	276	0	0.141554145568989	83984043	TRUE	TRUE
phase15_modifier_stability_v1	modifier	excitatory_neurons	standardized_difference	sex_F_minus_M__e4	-0.246333358252379	1000	1000	-0.290574699823194	-1.54878076588414	1.15982977065288	0.664	FALSE	1000	1000	0.649	FALSE	276	276	0	0.305941430853133	11697592	TRUE	FALSE
phase15_modifier_stability_v1	modifier	excitatory_neurons	standardized_difference	apoe_e2_minus_e33__Female	-0.465624530699498	1000	1000	-0.425380988302367	-1.91507609090193	0.753640277592302	0.74	FALSE	1000	1000	0.757	FALSE	276	276	0	0.389071482788586	20104101	TRUE	FALSE
phase15_modifier_stability_v1	modifier	excitatory_neurons	standardized_difference	apoe_e2_minus_e33__Male	-0.323137595537967	1000	1000	-0.276316064413417	-1.99558395742555	1.37368683965782	0.617	FALSE	1000	1000	0.699	FALSE	276	276	2	0.544135336980382	66406040	FALSE	FALSE
phase15_modifier_stability_v1	modifier	excitatory_neurons	standardized_difference	apoe_e4_minus_e33__Female	-0.604695155936272	1000	1000	-0.645332764569225	-1.62733572254789	0.445056382202349	0.885	TRUE	1000	1000	0.855	TRUE	276	276	0	0.191008079725929	83034844	TRUE	TRUE
phase15_modifier_stability_v1	modifier	excitatory_neurons	standardized_difference	apoe_e4_minus_e33__Male	0.0748709919582986	1000	1000	0.135327769560705	-1.13072383809735	1.20762149691328	0.585	FALSE	1000	1000	0.567	FALSE	276	276	5	0.31119574750984	11697592	FALSE	FALSE
phase15_modifier_stability_v1	modifier	excitatory_neurons	nci_reference_residual	sex_F_minus_M__e2	0.49474181175457	1000	1000	0.38397615890677	-0.903658310526123	2.03669162392173	0.7	FALSE	1000	1000	0.924	TRUE	276	276	0	0.335119287706657	66406040	TRUE	FALSE
phase15_modifier_stability_v1	modifier	excitatory_neurons	nci_reference_residual	sex_F_minus_M__e33	0.309615205014723	1000	1000	0.321884633007862	-0.234348770840159	0.847726741763038	0.86	TRUE	1000	1000	0.959	TRUE	276	276	0	0.0910683808091336	83984043	TRUE	TRUE
phase15_modifier_stability_v1	modifier	excitatory_neurons	nci_reference_residual	sex_F_minus_M__e4	-0.252720663848823	1000	1000	-0.277320116671873	-1.1954737412739	0.645700872682808	0.72	FALSE	1000	1000	0.753	FALSE	276	276	0	0.205359162690086	10100862	TRUE	FALSE
phase15_modifier_stability_v1	modifier	excitatory_neurons	nci_reference_residual	apoe_e2_minus_e33__Female	-0.386096274118768	1000	1000	-0.383132179175725	-1.04845334332008	0.301514206316826	0.877	TRUE	1000	1000	0.786	FALSE	276	276	0	0.14887166035524	50301675	TRUE	FALSE
