schema_version	scope_id	context_id	endpoint_id	contrast_id	context_role	family_id	estimate	standard_error	ci_low	ci_high	p_value	sesoi	direction	donor_counts	nuclei_counts	range_overlap_fraction	eligibility_status	model_status	failure_reason	analysis_fingerprint	q_value	effect_meets_sesoi	interval_excludes_zero	interval_inside_sesoi	endpoint_status_numeric	stability_status	endpoint_status	primary_estimate	bootstrap_planned	bootstrap_successful	bootstrap_median	bootstrap_ci_low	bootstrap_ci_high	bootstrap_same_direction_fraction	bootstrap_pass	balance_planned	balance_successful	balance_same_direction_fraction	balance_pass	loo_planned	loo_successful	loo_sign_reversals	loo_largest_absolute_change	loo_largest_change_donor	loo_pass	stability_pass	fifty_nucleus_pass	pc1_pass	nuclear_only_normalization_pass	severe_qc_pass	robust_qc_covariate_pass	reference_direction_fraction	reference_sensitivity_pass	influence_pass	slope_sensitivity_pass	mandatory_sensitivity_pass
phase15_general_results_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	primary_confirmatory	M15-general-primary	0.224421741513251	0.231254708784196	-0.230973702205187	0.679817185231689	0.332733358590873	0.25	1	NCI=142|AD=130	min=22	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.664996900157041	FALSE	FALSE	FALSE	inconclusive	passed	inconclusive	0.224421741513251	1000	1000	0.216643267139843	-0.197997301421354	0.665172099222873	0.859	TRUE	1000	1000	0.945	TRUE	276	276	0	0.0759340263021832	10102206	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	NA	TRUE	TRUE	TRUE	FALSE
phase15_general_results_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	primary_confirmatory	M15-general-primary	0.0683703036637361	0.197156239796999	-0.319877156360952	0.456617763688425	0.729038615308147	0.25	1	NCI=142|AD=130	min=22	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.820168442221666	FALSE	FALSE	FALSE	inconclusive	failed	inconclusive	0.0683703036637361	1000	1000	0.066265601053192	-0.263401701383707	0.406821103968547	0.666	FALSE	1000	1000	0.86	TRUE	276	276	0	0.0785627352876265	50102114	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	TRUE	TRUE	TRUE	FALSE
phase15_general_results_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	primary_confirmatory	M15-general-primary	0.0988886269175117	0.197408789818799	-0.289946266250435	0.487723520085458	0.616867841737071	0.25	1	NCI=142|AD=130	min=22	0.65032895656048	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.793115796519091	FALSE	FALSE	FALSE	inconclusive	failed	inconclusive	0.0988886269175117	1000	995	0.0840996248148523	-0.35208398139091	0.692557445893633	0.673366834170854	FALSE	1000	1000	0.802	TRUE	276	276	0	0.0978472688402487	34726040	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	TRUE	TRUE	FALSE	FALSE
phase15_general_results_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	primary_confirmatory	M15-general-primary	0.275728846717872	0.260467496849474	-0.237165516228548	0.788623209664292	0.290768050047595	0.25	1	NCI=142|AD=133	min=21	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.664996900157041	TRUE	FALSE	FALSE	inconclusive	passed	inconclusive	0.275728846717872	1000	1000	0.279919144991085	-0.179353096537951	0.766798292048745	0.89	TRUE	1000	1000	0.994	TRUE	276	276	0	0.09520963187967	66406040	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	TRUE	TRUE	TRUE	TRUE
phase15_general_results_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	primary_confirmatory	M15-general-primary	0.214232448047023	0.188536721931644	-0.157020867843752	0.585485763937798	0.256881335545072	0.25	1	NCI=142|AD=133	min=21	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.664996900157041	FALSE	FALSE	FALSE	inconclusive	passed	inconclusive	0.214232448047023	1000	1000	0.195263074962412	-0.115729807693635	0.512267080587359	0.895	TRUE	1000	1000	0.997	TRUE	276	276	0	0.0632266294084483	66406040	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	TRUE	TRUE	TRUE
phase15_general_results_v1	general	excitatory_neurons	coupling_slope_change	general_equal_stratum_AD_minus_NCI	primary_confirmatory	M15-general-primary	0.0290144646666473	0.155766784864724	-0.277780002446527	0.335808931779822	0.85238638375003	0.25	1	NCI=142|AD=133	min=21	0.734794429260823	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.85238638375003	FALSE	FALSE	FALSE	inconclusive	failed	inconclusive	0.0290144646666473	1000	997	0.0326210599481824	-0.317665013841186	0.427930782107444	0.579739217652959	FALSE	1000	1000	0.677	FALSE	276	276	3	0.0516582745662668	34726040	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	TRUE	TRUE	TRUE	TRUE
phase15_general_results_v1	general	inhibitory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	primary_confirmatory	M15-general-primary	0.199453704891536	0.249323395880529	-0.291514271896947	0.690421681680018	0.424458401291344	0.25	1	NCI=141|AD=132	min=22	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.664996900157041	FALSE	FALSE	FALSE	inconclusive	passed	inconclusive	0.199453704891536	1000	1000	0.207967980743329	-0.222777462715309	0.674244876746831	0.829	TRUE	1000	1000	0.975	TRUE	276	276	0	0.0920019110295907	50102114	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	TRUE	TRUE	TRUE	TRUE
phase15_general_results_v1	general	inhibitory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	primary_confirmatory	M15-general-primary	0.140118971778829	0.182503367768189	-0.219266913022643	0.499504856580302	0.443331266771361	0.25	1	NCI=141|AD=132	min=22	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.664996900157041	FALSE	FALSE	FALSE	inconclusive	passed	inconclusive	0.140118971778829	1000	1000	0.12750384648929	-0.184127066908272	0.433469701841028	0.803	TRUE	1000	1000	0.967	TRUE	276	276	0	0.0427821793580797	50102114	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	TRUE	TRUE	TRUE
phase15_general_results_v1	general	inhibitory_neurons	coupling_slope_change	general_equal_stratum_AD_minus_NCI	primary_confirmatory	M15-general-primary	0.23418519979293	0.204619425035984	-0.168844305256525	0.637214704842386	0.253532188720093	0.25	1	NCI=141|AD=132	min=22	0.659890713916171	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.664996900157041	FALSE	FALSE	FALSE	inconclusive	passed	inconclusive	0.23418519979293	1000	997	0.214378109509581	-0.14347252331288	0.574818099587286	0.899699097291876	TRUE	1000	1000	0.944	TRUE	276	276	0	0.105554665201079	34726040	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	TRUE	TRUE	FALSE	FALSE
phase15_general_results_v1	general	immune_cells	standardized_difference	general_equal_stratum_AD_minus_NCI	secondary_extension	M15-general-secondary	0.211638355899561	0.26403921731658	-0.308396617108346	0.731673328907468	0.423582536359836	0.25	1	NCI=136|AD=128	min=21	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.827705725414401	FALSE	FALSE	FALSE	inconclusive	passed	inconclusive	0.211638355899561	1000	1000	0.213138012026744	-0.217337650547832	0.722387064984874	0.832	TRUE	1000	1000	0.929	TRUE	276	276	0	0.138621622448769	34726040	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	TRUE	TRUE	TRUE	TRUE
phase15_general_results_v1	general	immune_cells	nci_reference_residual	general_equal_stratum_AD_minus_NCI	secondary_extension	M15-general-secondary	0.203131255314714	0.204095723572243	-0.198842796788553	0.605105307417981	0.320569008002129	0.25	1	NCI=136|AD=128	min=21	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.827705725414401	FALSE	FALSE	FALSE	inconclusive	passed	inconclusive	0.203131255314714	1000	995	0.177980814510686	-0.154323153960452	0.532917310724624	0.862311557788945	TRUE	1000	1000	0.973	TRUE	276	276	0	0.0662319633558613	50400835	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	TRUE	TRUE	TRUE
phase15_general_results_v1	general	immune_cells	coupling_slope_change	general_equal_stratum_AD_minus_NCI	secondary_extension	M15-general-secondary	0.194832396175474	0.279664952137535	-0.35611427440383	0.745779066754778	0.486696056469674	0.25	1	NCI=136|AD=128	min=21	0.724266689917292	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.827705725414401	FALSE	FALSE	FALSE	inconclusive	failed	inconclusive	0.194832396175474	1000	922	0.228135365054473	-0.307698119012075	0.698834001653959	0.819956616052061	FALSE	1000	1000	0.896	TRUE	276	276	0	0.159203227928019	51826377	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	TRUE	TRUE	FALSE	FALSE
phase15_general_results_v1	general	opcs	standardized_difference	general_equal_stratum_AD_minus_NCI	secondary_extension	M15-general-secondary	0.136352321023657	0.275261650893823	-0.405743791431315	0.678448433478629	0.620779294060801	0.25	1	NCI=139|AD=129	min=23	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.827705725414401	FALSE	FALSE	FALSE	inconclusive	failed	inconclusive	0.136352321023657	1000	1000	0.139183140109999	-0.335896577914144	0.660445580521772	0.727	FALSE	1000	1000	0.833	TRUE	276	276	0	0.119658802236667	34726040	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	TRUE	TRUE	TRUE	TRUE
phase15_general_results_v1	general	opcs	nci_reference_residual	general_equal_stratum_AD_minus_NCI	secondary_extension	M15-general-secondary	0.0678673275262275	0.214564107524861	-0.354691965364389	0.490426620416844	0.752033139467863	0.25	1	NCI=139|AD=129	min=23	NA	eligible_confirmatory	estimated		45212831e1ed25c5e20fd3b1c30c99e784d3807839f498b8f80bc217079d66d1	0.902439767361436	FALSE	FALSE	FALSE	inconclusive	failed	inconclusive	0.0678673275262275	1000	995	0.0621138023735082	-0.305598798993972	0.423340036533896	0.646231155778894	FALSE	1000	1000	0.799	FALSE	276	276	1	0.0850867499686547	50400835	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	1	TRUE	TRUE	TRUE	FALSE
