schema_version	scope_id	context_id	endpoint_id	contrast_id	influence_type	influence_id	sensitivity_estimate	model_status	failure_reason	primary_estimate	sesoi	direction_retained	relative_magnitude	opposite_sesoi_effect
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND1	0.100446996914945	estimated		0.0988886269175117	0.25	TRUE	1.01575883947437	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	III	0.0910910781462543	estimated		0.0988886269175117	0.25	TRUE	0.921148174321788	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	nuclear_82_gene	II	0.0873660250857052	estimated		0.0988886269175117	0.25	TRUE	0.883478998637345	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	matched_complex	I	0.061078692826084	estimated		0.0988886269175117	0.25	TRUE	0.617651338985958	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-CYB	0.276113562062492	estimated		0.275728846717872	0.25	TRUE	1.00139526694142	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	II	0.26489578956141	estimated		0.275728846717872	0.25	TRUE	0.960711194039315	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	I	0.279404802418949	estimated		0.275728846717872	0.25	TRUE	1.01333177774047	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-CO1	0.276412895377163	estimated		0.275728846717872	0.25	TRUE	1.00248087448025	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-CO2	0.278107896073917	estimated		0.275728846717872	0.25	TRUE	1.0086282207479	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-CO3	0.275388025892817	estimated		0.275728846717872	0.25	TRUE	0.998763927571919	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ATP6	0.265957666360519	estimated		0.275728846717872	0.25	TRUE	0.964562357280846	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	IV	0.269165793420463	estimated		0.275728846717872	0.25	TRUE	0.976197436809635	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	III	0.28314608058983	estimated		0.275728846717872	0.25	TRUE	1.02690046384428	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	matched_complex	III	0.209525310518364	estimated		0.275728846717872	0.25	TRUE	0.759896227806559	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	matched_complex	V	0.36725062393614	estimated		0.275728846717872	0.25	TRUE	1.33192674001177	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	matched_complex	IV	0.270130366869447	estimated		0.275728846717872	0.25	TRUE	0.979695704983116	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ATP8	0.259960464164271	estimated		0.275728846717872	0.25	TRUE	0.942811995403098	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND2	0.282603395493227	estimated		0.275728846717872	0.25	TRUE	1.02493227987273	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND1	0.267361820565214	estimated		0.275728846717872	0.25	TRUE	0.969654875606036	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	V	0.284633665127625	estimated		0.275728846717872	0.25	TRUE	1.03229556325264	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND3	0.280564945739736	estimated		0.275728846717872	0.25	TRUE	1.01753932923389	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND5	0.274857886917566	estimated		0.275728846717872	0.25	TRUE	0.996841245264422	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	nuclear_82_gene	II	0.26489578956141	estimated		0.275728846717872	0.25	TRUE	0.960711194039315	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND4L	0.27678809765702	estimated		0.275728846717872	0.25	TRUE	1.00384163990006	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND4	0.288605060855567	estimated		0.275728846717872	0.25	TRUE	1.04669882854466	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND6	0.278996141088646	estimated		0.275728846717872	0.25	TRUE	1.01184966466029	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	standardized_difference	general_equal_stratum_AD_minus_NCI	matched_complex	I	0.229182858316986	estimated		0.275728846717872	0.25	TRUE	0.831189268170727	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-CO3	0.214252397253331	estimated		0.214232448047023	0.25	TRUE	1.00009311944334	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	matched_complex	III	0.194263824142481	estimated		0.214232448047023	0.25	TRUE	0.906789918676749	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ATP8	0.202270486643346	estimated		0.214232448047023	0.25	TRUE	0.944163633881217	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	III	0.214534632722717	estimated		0.214232448047023	0.25	TRUE	1.00141054578076	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND3	0.219475937903009	estimated		0.214232448047023	0.25	TRUE	1.02447570339501	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	II	0.211974735111424	estimated		0.214232448047023	0.25	TRUE	0.989461386656503	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	matched_complex	V	0.298739344349901	estimated		0.214232448047023	0.25	TRUE	1.39446357016995	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND2	0.218093781787598	estimated		0.214232448047023	0.25	TRUE	1.01802403779528	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	IV	0.215002102949959	estimated		0.214232448047023	0.25	TRUE	1.00359261591768	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ATP6	0.20779805561762	estimated		0.214232448047023	0.25	TRUE	0.969965369447721	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	matched_complex	IV	0.187331483021417	estimated		0.214232448047023	0.25	TRUE	0.874430949789171	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-CO2	0.216958742161966	estimated		0.214232448047023	0.25	TRUE	1.01272586921261	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND4	0.225403223676078	estimated		0.214232448047023	0.25	TRUE	1.05214324781745	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-CYB	0.214507933562516	estimated		0.214232448047023	0.25	TRUE	1.00128591872055	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	I	0.215362584606952	estimated		0.214232448047023	0.25	TRUE	1.00527528192032	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-CO1	0.212670694493854	estimated		0.214232448047023	0.25	TRUE	0.992710004635592	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND4L	0.216094836439884	estimated		0.214232448047023	0.25	TRUE	1.00869330677887	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	nuclear_82_gene	II	0.211974735111424	estimated		0.214232448047023	0.25	TRUE	0.989461386656503	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND1	0.206403734944184	estimated		0.214232448047023	0.25	TRUE	0.963456921795896	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	V	0.214748827109902	estimated		0.214232448047023	0.25	TRUE	1.00241036811924	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND6	0.213720936858758	estimated		0.214232448047023	0.25	TRUE	0.997612354277201	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND5	0.214680245888434	estimated		0.214232448047023	0.25	TRUE	1.00209024284366	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	nci_reference_residual	general_equal_stratum_AD_minus_NCI	matched_complex	I	0.18032595906168	estimated		0.214232448047023	0.25	TRUE	0.841730376073096	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	IV	-0.00327718506616539	estimated		0.0290144646666473	0.25	FALSE	0.112950044187187	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ATP8	0.0273108966352469	estimated		0.0290144646666473	0.25	TRUE	0.941285560461891	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	coupling_slope_change	general_equal_stratum_AD_minus_NCI	matched_complex	V	-0.0207714227737852	estimated		0.0290144646666473	0.25	FALSE	0.715898880521561	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	III	0.0312845170047713	estimated		0.0290144646666473	0.25	TRUE	1.07823864283574	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	coupling_slope_change	general_equal_stratum_AD_minus_NCI	matched_complex	III	0.0408485314234718	estimated		0.0290144646666473	0.25	TRUE	1.40786783050414	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	coupling_slope_change	general_equal_stratum_AD_minus_NCI	matched_complex	IV	0.0318707035416334	estimated		0.0290144646666473	0.25	TRUE	1.0984418946826	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-CO1	0.0264562697454695	estimated		0.0290144646666473	0.25	TRUE	0.911830359423499	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	coupling_slope_change	general_equal_stratum_AD_minus_NCI	nuclear_82_gene	II	0.0455276587617152	estimated		0.0290144646666473	0.25	TRUE	1.56913661116243	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND3	0.0333381839961772	estimated		0.0290144646666473	0.25	TRUE	1.14901944182689	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	V	0.0286350101853704	estimated		0.0290144646666473	0.25	TRUE	0.986921885837408	FALSE
phase15_gene_complex_influence_v1	general	excitatory_neurons	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND1	0.0224287138400503	estimated		0.0290144646666473	0.25	TRUE	0.773018358178861	FALSE
