schema_version	scope_id	context_id	endpoint_id	contrast_id	influence_type	influence_id	sensitivity_estimate	model_status	failure_reason	primary_estimate	sesoi	direction_retained	relative_magnitude	opposite_sesoi_effect
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND1	0.213466973770154	estimated		0.224421741513251	0.25	TRUE	0.951186691319522	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	matched_complex	III	0.212811743672316	estimated		0.224421741513251	0.25	TRUE	0.948267053973248	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-CO2	0.224349254542085	estimated		0.224421741513251	0.25	TRUE	0.999677005575855	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-CYB	0.229607481500111	estimated		0.224421741513251	0.25	TRUE	1.02310711944348	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	IV	0.205489687863158	estimated		0.224421741513251	0.25	TRUE	0.915640732834367	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	II	0.21857057156747	estimated		0.224421741513251	0.25	TRUE	0.973927793687337	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND4	0.235254168288619	estimated		0.224421741513251	0.25	TRUE	1.04826817001921	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	matched_complex	IV	0.212444869034365	estimated		0.224421741513251	0.25	TRUE	0.946632298643943	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ATP8	0.213024448376426	estimated		0.224421741513251	0.25	TRUE	0.949214844070035	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-CO1	0.235119116351318	estimated		0.224421741513251	0.25	TRUE	1.04766639259608	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	matched_complex	I	0.174238555588034	estimated		0.224421741513251	0.25	TRUE	0.776388929223895	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	V	0.223280731957094	estimated		0.224421741513251	0.25	TRUE	0.994915779779342	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	III	0.214157027056231	estimated		0.224421741513251	0.25	TRUE	0.95426149718024	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	matched_complex	V	0.259480510170273	estimated		0.224421741513251	0.25	TRUE	1.15621823634656	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND3	0.22162771835235	estimated		0.224421741513251	0.25	TRUE	0.987550122630449	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	I	0.270088164423514	estimated		0.224421741513251	0.25	TRUE	1.20348484332373	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	nuclear_82_gene	II	0.21857057156747	estimated		0.224421741513251	0.25	TRUE	0.973927793687337	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-CO3	0.230807498322538	estimated		0.224421741513251	0.25	TRUE	1.02845426992157	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND5	0.219449278670232	estimated		0.224421741513251	0.25	TRUE	0.977843221385372	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND2	0.215234280782317	estimated		0.224421741513251	0.25	TRUE	0.959061628035755	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND4L	0.220147360975177	estimated		0.224421741513251	0.25	TRUE	0.98095380372128	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ATP6	0.227271691067478	estimated		0.224421741513251	0.25	TRUE	1.01269907957674	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	standardized_difference	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND6	0.230908759783828	estimated		0.224421741513251	0.25	TRUE	1.02890548048882	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-CO2	0.0684226338254129	estimated		0.0683703036637361	0.25	TRUE	1.00076539314399	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND4	0.0780698352253804	estimated		0.0683703036637361	0.25	TRUE	1.14186760979371	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	matched_complex	I	0.0921277743787871	estimated		0.0683703036637361	0.25	TRUE	1.34748230506474	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	IV	0.0707789721549791	estimated		0.0683703036637361	0.25	TRUE	1.03522974686626	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-CO1	0.0784903131045989	estimated		0.0683703036637361	0.25	TRUE	1.14801761727776	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	matched_complex	III	0.0321244612460868	estimated		0.0683703036637361	0.25	TRUE	0.469859859100286	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	I	0.0764842263310487	estimated		0.0683703036637361	0.25	TRUE	1.11867612446508	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-CYB	0.0723044532471609	estimated		0.0683703036637361	0.25	TRUE	1.05754178894355	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	nuclear_82_gene	II	0.0681505140309964	estimated		0.0683703036637361	0.25	TRUE	0.996785305593776	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	II	0.0681505140309964	estimated		0.0683703036637361	0.25	TRUE	0.996785305593776	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND5	0.0661242218751943	estimated		0.0683703036637361	0.25	TRUE	0.967148284149964	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	matched_complex	IV	0.00428428278384372	estimated		0.0683703036637361	0.25	TRUE	0.0626629187565847	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ATP8	0.0626309145580509	estimated		0.0683703036637361	0.25	TRUE	0.916054356963031	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-CO3	0.0735850917963818	estimated		0.0683703036637361	0.25	TRUE	1.07627270690933	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ATP6	0.0729409221559092	estimated		0.0683703036637361	0.25	TRUE	1.06685093157773	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	V	0.0617784480148744	estimated		0.0683703036637361	0.25	TRUE	0.903585982573923	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND6	0.0723553989859232	estimated		0.0683703036637361	0.25	TRUE	1.05828693319525	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	III	0.0682441464056208	estimated		0.0683703036637361	0.25	TRUE	0.998154794532788	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND3	0.0646762677068812	estimated		0.0683703036637361	0.25	TRUE	0.945970168934408	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND1	0.0570086654236771	estimated		0.0683703036637361	0.25	TRUE	0.833822030454353	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND2	0.0570259561659993	estimated		0.0683703036637361	0.25	TRUE	0.834074928882408	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	matched_complex	V	0.0880721687202094	estimated		0.0683703036637361	0.25	TRUE	1.28816407125194	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	nci_reference_residual	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND4L	0.0640701460734901	estimated		0.0683703036637361	0.25	TRUE	0.937104892624211	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-CO1	0.0928741651804164	estimated		0.0988886269175117	0.25	TRUE	0.939179439288683	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-CYB	0.103638562759496	estimated		0.0988886269175117	0.25	TRUE	1.04803318632331	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-CO2	0.0975965303612995	estimated		0.0988886269175117	0.25	TRUE	0.986933820435287	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND2	0.0916488357597948	estimated		0.0988886269175117	0.25	TRUE	0.926788434793862	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	matched_complex	III	0.0844038168751713	estimated		0.0988886269175117	0.25	TRUE	0.853524004793565	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	I	0.118064407207002	estimated		0.0988886269175117	0.25	TRUE	1.19391289865401	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	matched_complex	IV	0.0447353145498609	estimated		0.0988886269175117	0.25	TRUE	0.452380783759663	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND6	0.108324500615678	estimated		0.0988886269175117	0.25	TRUE	1.0954192002892	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	II	0.0873660250857052	estimated		0.0988886269175117	0.25	TRUE	0.883478998637345	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND4	0.0997937007530628	estimated		0.0988886269175117	0.25	TRUE	1.00915245629112	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND3	0.098913852580675	estimated		0.0988886269175117	0.25	TRUE	1.00025509165159	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND5	0.0965273507180327	estimated		0.0988886269175117	0.25	TRUE	0.976121862815947	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	matched_complex	V	0.147441595671173	estimated		0.0988886269175117	0.25	TRUE	1.49098637798017	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-CO3	0.107592056036589	estimated		0.0988886269175117	0.25	TRUE	1.08801243773298	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ATP6	0.100461570257322	estimated		0.0988886269175117	0.25	TRUE	1.01590621074274	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	V	0.0922357974509163	estimated		0.0988886269175117	0.25	TRUE	0.932724018181131	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_nuclear_complex	IV	0.107500018168846	estimated		0.0988886269175117	0.25	TRUE	1.08708171525647	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ATP8	0.0886955004889279	estimated		0.0988886269175117	0.25	TRUE	0.896923167543964	FALSE
phase15_gene_complex_influence_v1	general	astrocytes	coupling_slope_change	general_equal_stratum_AD_minus_NCI	omit_mt_gene	MT-ND4L	0.0973812580003527	estimated		0.0988886269175117	0.25	TRUE	0.984756903153116	FALSE
