node_order	source_symbol
248	LINC01137
249	SNIP1
250	DNALI1
251	GNL2
252	C1orf109
253	CDCA8
254	EPHA10
255	MANEAL
256	YRDC
257	C1orf122
258	MTF1
259	FHL3
260	UTP11
261	POU3F1
262	MIR3659HG
263	MYCBP
264	GJA9
265	RHBDL2
266	NDUFS5
267	BMP8A
268	PABPC4
269	PABPC4-AS1
270	NT5C1A
271	HPCAL4
272	OXCT2
273	LINC02811
274	MFSD2A
275	COL9A2
276	ZFP69B
277	ZFP69
278	EXO5
279	RIMS3
280	NFYC-AS1
281	KCNQ4
282	CITED4
283	CTPS1
284	SLFNL1-AS1
285	SLFNL1
286	FOXO6
287	RIMKLA
288	ZMYND12
289	PPCS
290	C1orf50
291	TMEM269
292	SVBP
293	ERMAP
294	ZNF691
295	SLC2A1
296	SLC2A1-AS1
297	EBNA1BP2
298	CFAP57
299	ELOVL1
300	MED8
301	HYI
302	HYI-AS1
303	KDM4A-AS1
304	AL357079.1
305	IPO13
306	DPH2
307	ATP6V0B
308	CCDC24
309	SLC6A9
310	KLF17
311	DMAP1
312	RNF220
313	TMEM53
314	ARMH1
315	KIF2C
316	RPS8
317	BEST4
318	PLK3
319	BTBD19
320	PTCH2
321	HECTD3
322	UROD
323	HPDL
324	TOE1
325	TESK2
326	CCDC163
327	MMACHC
328	PRDX1
329	AKR1A1
330	PIK3R3
331	RAD54L
332	NSUN4
333	FAAH
334	MKNK1-AS1
335	MOB3C
336	EFCAB14-AS1
337	CYP4X1
338	CYP4Z1
339	CYP4A22-AS1
340	STIL
341	LINC01389
342	FOXD2
343	TRABD2B
344	SLC5A9
345	AGBL4
346	BEND5
347	CDKN2C
348	C1orf185
349	LINC01562
350	TTC39A
351	RAB3B
352	KTI12
353	CC2D1B
354	GPX7
355	SHISAL2A
356	COA7
357	ZYG11A
358	PODN
359	CPT2
360	CZIB
361	LRP8
362	LINC01771
363	GLIS1
364	DIO1
365	LRRC42
366	TCEANC2
367	CYB5RL
368	FAM151A
369	MROH7
370	TTC4
371	PARS2
372	DHCR24
373	MIR4422HG
374	DAB1-AS1
375	JUN
376	LINC01135
377	LINC02777
378	LINC01358
379	HOOK1
380	LINC01748
381	NFIA-AS2
382	NFIA-AS1
383	L1TD1
384	KANK4
385	LINC01739
386	LINC00466
387	ITGB3BP
388	DLEU2L
389	ROR1
390	ROR1-AS1
391	LINC01359
392	AK4
393	AL139294.1
394	LEPR
395	TCTEX1D1
396	IL12RB2
397	GADD45A
398	GNG12-AS1
399	DIRAS3
400	WLS
401	HHLA3
402	CTH
403	PTGER3
404	ZRANB2-AS1
405	ZRANB2-AS2
406	LRRIQ3
407	LRRC53
408	ERICH3
409	ERICH3-AS1
410	CRYZ
411	TYW3
412	RABGGTB
413	MSH4
414	ST6GALNAC3
415	ST6GALNAC5
416	NEXN-AS1
417	NEXN
418	DNAJB4
419	GIPC2
420	IFI44
421	ADGRL4
422	ADGRL2
423	LINC01362
424	LINC01725
425	TTLL7-IT1
426	SAMD13
427	RPF1
428	GNG5
429	SPATA1
430	CTBS
431	WDR63
432	SYDE2
433	BCL10
434	COL24A1
435	LINC02795
436	CLCA4-AS1
437	LINC01140
438	LINC01364
439	PKN2-AS1
440	RBMXL1
441	GBP3
442	GBP1
443	GBP2
444	GBP7
445	GBP4
446	LRRC8C
447	LINC02788
448	CDC7
449	TGFBR3
450	BRDT
451	EPHX4
452	RPL5
453	CCDC18
454	FNBP1L
455	BCAR3
456	DNTTIP2
457	ARHGAP29
458	F3
459	SLC44A3
460	LINC02607
461	DPYD-AS1
462	MIR137HG
463	LINC01776
464	FRRS1
465	SASS6
466	LRRC39
467	RTCA-AS1
468	RTCA
469	OLFM3
470	LINC01677
471	PRMT6
472	VAV3
473	SLC25A24
474	HENMT1
475	FNDC7
476	AKNAD1
477	TAF13
478	TMEM167B
479	C1orf194
480	KIAA1324
481	PSRC1
482	MYBPHL
483	PSMA5
484	ATXN7L2
485	CYB561D1
486	AMIGO1
487	GPR61
488	GSTM2
489	GSTM5
490	GSTM3
491	LINC01768
492	CSF1
493	AHCYL1
494	SLC6A17
495	KCNC4
496	RBM15-AS1
497	SLC16A4
498	LAMTOR5
499	CD53
500	LRIF1
501	PIFO
502	OVGP1
503	WDR77
504	C1orf162
505	INKA2-AS1
506	DDX20
507	KCND3
508	LINC01750
509	WNT2B
510	RHOC
511	PPM1J
512	SLC16A1
513	LRIG2-DT
514	PTPN22
515	AP4B1-AS1
516	BCL2L15
517	DCLRE1B
518	HIPK1-AS1
519	SYT6
520	BCAS2
521	DENND2C
522	NRAS
523	TSPAN2
524	NGF-AS1
525	NGF
526	VANGL1
527	NHLH2
528	LINC01649
529	ATP1A1-AS1
530	LINC01762
531	CD58
532	IGSF3
533	CD101
534	TTF2
535	TRIM45
536	WDR3
537	SPAG17
538	TBX15
539	WARS2-IT1
540	WARS2-AS1
541	LINC01780
542	LINC00622
543	ZNF697
544	PHGDH
545	NBPF26
546	SRGAP2-AS1
547	LINC02798
548	LINC02591
549	HIST2H3PS2
550	LINC02802
551	NBPF15
552	NBPF20
553	PDZK1
554	CD160
555	POLR3C
556	NUDT17
557	PIAS3
558	ANKRD35
559	ITGA10
560	PEX11B
561	RBM8A
562	LIX1L-AS1
563	ANKRD34A
564	TXNIP
565	LINC01719
566	NBPF10
567	NOTCH2NLA
568	FMO5
569	CHD1L
570	LINC00624
571	NBPF11
572	LINC02805
573	PPIAL4G
574	NBPF14
575	NOTCH2NLC
576	NBPF19
577	HIST2H2BF
578	HIST2H2BE
579	HIST2H2AC
580	BOLA1
581	SF3B4
582	MTMR11
583	PLEKHO1
584	ANP32E
585	APH1A
586	C1orf54
587	CIART
588	MRPS21
589	ECM1
590	FALEC
591	ADAMTSL4-AS1
592	MCL1
593	GOLPH3L
594	CTSS
595	CTSK
596	PRUNE1
597	BNIPL
598	C1orf56
599	MLLT11
600	GABPB2
601	SEMA6C
602	SCNM1
603	LYSMD1
604	ZNF687
605	RFX5
606	PSMB4
607	CGN
608	TUFT1
609	CELF3
610	RIIAD1
611	MRPL9
612	TDRKH-AS1
613	C2CD4D-AS1
614	THEM4
615	S100A10
616	FLG-AS1
617	HRNR
618	FLG
619	FLG2
620	LOR
621	S100A6
622	S100A2
623	S100A16
624	S100A13
625	S100A1
626	SNAPIN
627	ILF2
628	SLC27A3
629	CRTC2
630	SLC39A1
631	CREB3L4
632	JTB
633	RAB13
634	RPS27
635	NUP210L
636	HAX1
637	ATP8B2
638	IL6R
639	UBE2Q1
640	CHRNB2
641	KCNN3
642	PMVK
643	PBXIP1
644	PYGO2
645	AL451085.2
646	SHC1
647	CKS1B
648	FLAD1
649	ZBTB7B
650	ADAM15
651	EFNA3
652	EFNA1
653	SLC50A1
654	DPM3
655	KRTCAP2
656	TRIM46
657	THBS3
658	MTX1
659	GBA
660	HCN3
661	PKLR
662	FDPS
663	RUSC1-AS1
664	RUSC1
665	ASH1L-AS1
666	MSTO1
667	RIT1
668	SSR2
669	UBQLN4
670	LAMTOR2
671	MEX3A
672	SEMA4A
673	SLC25A44
674	PMF1
675	BGLAP
676	PAQR6
677	TMEM79
678	GLMP
679	CCT3
680	TSACC
681	C1orf61
682	NAXE
683	GPATCH4
684	HAPLN2
685	BCAN
686	AL590666.2
687	NES
688	CRABP2
689	ISG20L2
690	MRPL24
691	HDGF
692	ETV3
693	KIRREL1
694	IFI16
695	AIM2
696	CADM3-AS1
697	ACKR1
698	DUSP23
699	VSIG8
700	TAGLN2
701	LINC01133
702	KCNJ9
703	IGSF8
704	ATP1A2
705	ATP1A4
706	CASQ1
707	PEA15
708	PEX19
709	F11R
710	TSTD1
711	USF1
712	ARHGAP30
713	KLHDC9
714	PFDN2
715	NIT1
716	DEDD
717	UFC1
718	USP21
719	B4GALT3
720	ADAMTS4
721	TOMM40L
722	NR1I3
723	PCP4L1
724	MPZ
725	FCRLB
726	OLFML2B
727	C1orf226
728	UAP1
729	DDR2
730	RGS4
731	RGS5
732	NUF2
733	ALDH9A1
734	TMCO1-AS1
735	MAEL
736	CD247
737	RCSD1
738	ADCY10
739	GPR161
740	SFT2D2
741	TBX19
742	LINC00970
743	CCDC181
744	F5
745	METTL18
746	GORAB-AS1
747	PRRX1
748	MROH9
749	FMO3
750	FMO2
751	MYOCOS
752	EEF1AKNMT
753	DNM3-IT1
754	DNM3OS
755	PIGC
756	C1orf105
757	TNFSF4
758	PRDX6
759	SLC9C2
760	ANKRD45
761	CENPL
762	DARS2
763	GAS5
764	RABGAP1L-DT
765	RABGAP1L-IT1
766	CACYBP
767	MRPS14
768	KIAA0040
769	TNR-IT1
770	LINC02803
771	PAPPA2
772	SEC16B
773	RASAL2-AS1
774	C1orf220
775	ANGPTL1
776	TOR3A
777	AXDND1
778	TDRD5
779	FAM163A
780	LINC02818
781	LHX4
782	KIAA1614
783	MR1
784	IER5
785	CACNA1E
786	LINC01344
787	GLUL
788	RNASEL
789	RGS16
790	ARPC5
791	APOBEC4
792	NIBAN1
793	HMCN1
794	PRG4
795	PDC
796	PLA2G4A
797	LINC01351
798	RGS2
799	GLRX2
800	B3GALT2
801	LINC01031
802	ASPM
803	PTPRC
804	MIR181A1HG
805	NR5A2
806	LINC00862
807	ZNF281
808	KIF14
809	DDX59-AS1
810	INAVA
811	ASCL5
812	TMEM9
813	TNNT2
814	PHLDA3
815	CSRP1
816	AC096677.1
817	IPO9-AS1
818	SHISA4
819	LMOD1
820	RNPEP
821	ELF3-AS1
822	GPR37L1
823	PTPN7
824	UBE2T
825	SYT2
826	PCAT6
827	RABIF
828	CYB5R1
829	TMEM183A
830	PPFIA4
831	CHI3L1
832	CHIT1
833	LINC01353
834	BTG2
835	PRELP
836	OPTC
837	ZC3H11A
838	ZBED6
839	SNRPE
840	SOX13
841	ETNK2
842	REN
843	GOLT1A
844	AL606489.1
845	CNTN2
846	TMEM81
847	TMCC2
848	NUAK2
849	KLHDC8A
850	LEMD1
851	BLACAT1
852	CDK18
853	MFSD4A
854	SLC45A3
855	PM20D1
856	RAB7B
857	IKBKE
858	RASSF5
859	DYRK3
860	MAPKAPK2
861	PFKFB2
862	YOD1
863	C4BPB
864	C4BPA
865	CD55
866	CR1
867	CR1L
868	LINC02767
869	CAMK1G
870	LAMB3
871	HSD11B1-AS1
872	G0S2
873	HSD11B1
874	TRAF3IP3
875	C1orf74
876	UTP25
877	SERTAD4
878	HHAT
879	KCNH1
880	TRAF5
881	LINC00467
882	SLC30A1
883	ATF3
884	BATF3
885	SPATA45
886	FLVCR1-DT
887	VASH2
888	PROX1-AS1
889	LINC02775
890	SMYD2
891	PTPN14
892	KCNK2
893	USH2A
894	ESRRG
895	SPATA17
896	TGFB2
897	C1orf143
898	LYPLAL1-DT
899	LYPLAL1-AS1
900	ZC3H11B
901	SLC30A10
902	BPNT1
903	C1orf115
904	MARC2
905	MARC1
906	HLX-AS1
907	DUSP10
908	TAF1A-AS1
909	TLR5
910	DEGS1
911	LINC02813
912	DNAH14
913	TMEM63A
914	LEFTY1
915	PYCR2
916	SDE2
917	H3F3A
918	LINC01703
919	ACBD3-AS1
920	LIN9
921	PARP1
922	STUM
923	ITPKB
924	ITPKB-AS1
925	PSEN2
926	JMJD4
927	WNT9A
928	C1orf35
929	MRPL55
930	GUK1
931	GJC2
932	IBA57
933	OBSCN
934	TRIM11
935	TRIM17
936	HIST3H2A
937	RNF187
938	TAF5L
939	URB2
940	AGT
941	CAPN9
942	C1orf198
943	FAM89A
944	TRIM67
945	C1orf131
946	EXOC8
947	SPRTN
948	DISC1-IT1
949	SIPA1L2
950	MAP10
951	MAP3K21
952	COA6-AS1
953	COA6
954	IRF2BP2
955	TOMM20
956	RBM34
957	GGPS1
958	TBCE
959	LYST
960	NID1
961	EDARADD
962	ACTN2
963	RYR2
964	CHRM3
965	CHRM3-AS2
966	GREM2
967	KMO
968	OPN3
969	CHML
970	WDR64
971	PLD5
972	AKT3-IT1
973	LINC02774
974	ZBTB18
975	CATSPERE
976	KIF26B-AS1
977	TFB2M
978	LINC01341
979	ZNF695
980	ZNF669
981	C1orf229
982	NLRP3
983	OR2B11
984	TRIM58
985	OR2L5
986	OR2L2
987	OR2L3
988	OR2L13
989	OR2M3
990	OR2M4
991	OR2T12
992	SH3BP5L
993	ZNF672
994	PGBD2
995	FAM110C
996	ACP1
997	LINC01865
998	TMEM18
999	AC092159.2
1000	LINC01115
1001	SNTG2
1002	MYT1L
1003	MYT1L-AS1
1004	LINC01250
1005	TRAPPC12-AS1
1006	ADI1
1007	RNASEH1
1008	RNASEH1-AS1
1009	RPS7
1010	COLEC11
1011	NRIR
1012	CMPK2
1013	RSAD2
1014	RNF144A-AS1
1015	RNF144A
1016	LINC00298
1017	LINC00299
1018	LINC01814
1019	ID2-AS1
1020	ID2
1021	GRHL1
1022	KLF11
1023	CYS1
1024	RRM2
1025	ODC1
1026	ODC1-DT
1027	RN7SL832P
1028	ATP6V1C2
1029	LINC01954
1030	KCNF1
1031	C2orf50
1032	SLC66A3
1033	MIR3681HG
1034	LINC00276
1035	LRATD1
1036	MYCNOS
1037	MYCN
1038	GACAT3
1039	RAD51AP2
1040	VSNL1
1041	GEN1
1042	KCNS3
1043	RDH14
1044	LINC01376
1045	LINC00954
1046	LAPTM4A
1047	LAPTM4A-DT
1048	SDC1
1049	RHOB
1050	HS1BP3
1051	GDF7
1052	KLHL29
1053	MFSD2B
1054	WDCP
1055	FKBP1B
1056	SF3B6
1057	TP53I3
1058	PFN4
1059	FAM228A
1060	NCOA1
1061	PTRHD1
1062	CENPO
1063	DNAJC27-AS1
1064	ADGRF3
1065	DRC1
1066	KCNK3
1067	SLC35F6
1068	CENPA
1069	DPYSL5
1070	TMEM214
1071	AGBL5
1072	OST4
1073	EMILIN1
1074	KHK
1075	ABHD1
1076	PREB
1077	SLC5A6
1078	ATRAID
1079	CAD
1080	SLC30A3
1081	TRIM54
1082	UCN
1083	GTF3C2-AS1
1084	AC074117.1
1085	EIF2B4
1086	SNX17
1087	ZNF513
1088	KRTCAP3
1089	FNDC4
1090	GCKR
1091	C2orf16
1092	CCDC121
1093	SUPT7L
1094	LINC01460
1095	RBKS
1096	FOSL2
1097	PLB1
1098	SPDYA
1099	TOGARAM2
1100	LBH
1101	GALNT14
1102	CAPN14
1103	EHD3
1104	NLRC4
1105	LINC00486
1106	LTBP1
1107	RASGRP3
1108	LINC01320
1109	CRIM1-DT
1110	GPATCH11
1111	CEBPZ
1112	QPCT
1113	CDC42EP3
1114	RMDN2-AS1
1115	CYP1B1
1116	CYP1B1-AS1
1117	LINC02613
1118	GALM
1119	SRSF7
1120	GEMIN6
1121	MORN2
1122	ARHGEF33
1123	SOS1-IT1
1124	CDKL4
1125	SLC8A1-AS1
1126	PKDCC
1127	KCNG3
1128	HAAO
1129	LINC02580
1130	ZFP36L2
1131	LINC01126
1132	C1GALT1C1L
1133	ABCG5
1134	ABCG8
1135	SLC3A1
1136	LINC01121
1137	ATP6V1E2
1138	LINC01118
1139	SOCS5
1140	LINC01119
1141	MCFD2
1142	STPG4
1143	EPCAM-DT
1144	EPCAM
1145	KCNK12
1146	STON1
1147	STON1-GTF2A1L
1148	LHCGR
1149	AC009975.1
1150	FSHR
1151	CHAC2
1152	GPR75
1153	C2orf73
1154	RPS27A
1155	MTIF2
1156	EFEMP1
1157	CCDC85A
1158	LINC01793
1159	BCL11A
1160	LINC01185
1161	PUS10
1162	C2orf74
1163	AC016747.2
1164	AC016727.1
1165	XPO1
1166	FAM161A
1167	B3GNT2
1168	TMEM17
1169	MDH1
1170	LGALSL-DT
1171	LGALSL
1172	LINC02245
1173	SLC1A4
1174	LINC02576
1175	AC007389.3
1176	MEIS1-AS2
1177	LINC01798
1178	LINC01829
1179	PNO1
1180	FBXO48
1181	APLF
1182	ARHGAP25
1183	SNRNP27
1184	ASPRV1
1185	PCBP1
1186	LINC01816
1187	FAM136A
1188	TGFA
1189	VAX2
1190	ANKRD53
1191	TEX261
1192	PAIP2B
1193	DYSF
1194	CYP26B1
1195	SPR
1196	EMX1
1197	RAB11FIP5
1198	SMYD5
1199	PRADC1
1200	CCT7
1201	ALMS1-IT1
1202	DGUOK-AS1
1203	BOLA3
1204	BOLA3-AS1
1205	MTHFD2
1206	SLC4A5
1207	DCTN1-AS1
1208	C2orf81
1209	WDR54
1210	INO80B
1211	WBP1
1212	MOGS
1213	CCDC142
1214	TTC31
1215	PCGF1
1216	AUP1
1217	HTRA2
1218	DOK1
1219	SEMA4F
1220	HK2
1221	LINC01291
1222	POLE4
1223	TACR1
1224	EVA1A
1225	MRPL19
1226	LRRTM1
1227	DNAH6
1228	TRABD2A
1229	TMSB10
1230	TCF7L1
1231	RETSAT
1232	SH2D6
1233	PARTICL
1234	VAMP8
1235	VAMP5
1236	RNF181
1237	TMEM150A
1238	ATOH8
1239	ST3GAL5-AS1
1240	MRPL35
1241	KDM3A
1242	RGPD1
1243	PLGLB1
1244	CYTOR
1245	PLGLB2
1246	RGPD2
1247	THNSL2
1248	RPIA
1249	MAL
1250	ZNF2
1251	PROM2
1252	FAHD2A
1253	AC009237.14
1254	STARD7-AS1
1255	ITPRIPL1
1256	NEURL3
1257	ARID5A
1258	FER1L5
1259	CNNM4
1260	ANKRD39
1261	SEMA4C
1262	FAM178B
1263	FAHD2B
1264	AC092683.1
1265	COX5B
1266	C2orf92
1267	VWA3B
1268	COA5
1269	KIAA1211L
1270	C2orf15
1271	LIPT1
1272	MRPL30
1273	LYG2
1274	LYG1
1275	TXNDC9
1276	PDCL3
1277	NPAS2
1278	TBC1D8-AS1
1279	CREG2
1280	RFX8
1281	IL1R1
1282	IL1RL2
1283	SLC9A2
1284	MFSD9
1285	TMEM182
1286	LINC01102
1287	LINC01103
1288	LINC01114
1289	LINC01159
1290	LINC01918
1291	AC012360.1
1292	C2orf49
1293	FHL2
1294	ECRG4
1295	RGPD3
1296	ST6GAL2
1297	LINC01885
1298	SULT1C4
1299	GCC2-AS1
1300	SH3RF3
1301	SEPTIN10
1302	SOWAHC
1303	RGPD5
1304	NPHP1
1305	MTLN
1306	LINC01106
1307	ACOXL
1308	MIR4435-2HG
1309	BCL2L11
1310	MERTK
1311	FBLN7
1312	RGPD8
1313	POLR1B
1314	CHCHD5
1315	PSD4
1316	PAX8-AS1
1317	PAX8
1318	CBWD2
1319	AC017074.1
1320	AC104653.1
1321	LINC01191
1322	DPP10-AS3
1323	DPP10-AS1
1324	DDX18
1325	INSIG2
1326	THORLNC
1327	LINC01956
1328	EN1
1329	C1QL2
1330	STEAP3
1331	STEAP3-AS1
1332	DBI
1333	CFAP221
1334	TMEM177
1335	TMEM185B
1336	RALB
1337	INHBB
1338	GLI2
1339	TFCP2L1
1340	NIFK-AS1
1341	NIFK
1342	GYPC
1343	BIN1
1344	CYP27C1
1345	MAP3K2-DT
1346	MYO7B
1347	LIMS2
1348	GPR17
1349	SFT2D3
1350	LINC02572
1351	MZT2B
1352	CCDC115
1353	IMP4
1354	AMER3
1355	ANKRD30BL
1356	GPR39
1357	LYPD1
1358	NCKAP5-AS1
1359	NCKAP5-AS2
1360	CCNT2-AS1
1361	ACMSD
1362	MAP3K19
1363	MCM6
1364	DARS-AS1
1365	THSD7B
1366	HNMT
1367	NXPH2
1368	ARHGAP15
1369	ZEB2-AS1
1370	LINC01412
1371	TEX41
1372	LYPD6B
1373	LYPD6
1374	LINC01931
1375	RND3
1376	RBM43
1377	NMI
1378	TNFAIP6
1379	NEB
1380	RPRM
1381	AC009227.1
1382	KCNJ3
1383	LINC01876
1384	NR4A2
1385	GALNT5
1386	ERMN
1387	ACVR1C
1388	CCDC148-AS1
1389	CCDC148
1390	PKP4-AS1
1391	DAPL1
1392	LY75
1393	PLA2R1
1394	TBR1
1395	DPP4
1396	FAP
1397	IFIH1
1398	GCA
1399	KCNH7
1400	GRB14
1401	COBLL1
1402	SLC38A11
1403	GALNT3
1404	TTC21B-AS1
1405	SCN1A-AS1
1406	SCN9A
1407	SCN7A
1408	XIRP2
1409	B3GALT1
1410	CERS6-AS1
1411	NOSTRIN
1412	SPC25
1413	G6PC2
1414	LRP2
1415	BBS5
1416	KLHL41
1417	CCDC173
1418	PHOSPHO2
1419	MYO3B
1420	ERICH2
1421	AC007405.2
1422	CYBRD1
1423	DLX1
1424	ITGA6
1425	PDK1
1426	RAPGEF4-AS1
1427	MAP3K20
1428	MAP3K20-AS1
1429	CHRNA1
1430	ATP5MC3
1431	HAGLR
1432	LINC01117
1433	LINC01116
1434	TTC30B
1435	TTC30A
1436	PDE11A
1437	PJVK
1438	FKBP7
1439	TTN-AS1
1440	TTN
1441	ZNF385B
1442	SCHLAP1
1443	LINC01934
1444	ITGA4
1445	CERKL
1446	NEUROD1
1447	PPP1R1C
1448	PDE1A
1449	FRZB
1450	DUSP19
1451	FSIP2
1452	CALCRL
1453	TFPI
1454	LINC01090
1455	GULP1
1456	COL5A2
1457	SLC40A1
1458	ASNSD1
1459	OSGEPL1
1460	OSGEPL1-AS1
1461	ORMDL1
1462	C2orf88
1463	MSTN
1464	HIBCH
1465	NEMP2
1466	STAT1
1467	STAT4
1468	MYO1B
1469	NABP1
1470	TMEFF2
1471	LINC01821
1472	DNAH7
1473	STK17B
1474	CCDC150
1475	C2orf66
1476	ANKRD44-IT1
1477	COQ10B
1478	HSPD1
1479	HSPE1
1480	RFTN2
1481	MARS2
1482	PLCL1
1483	LINC01923
1484	SATB2
1485	SATB2-AS1
1486	LINC01877
1487	FTCDNL1
1488	C2orf69
1489	MAIP1
1490	KCTD18
1491	SGO2
1492	AOX1
1493	NIF3L1
1494	NDUFB3
1495	CFLAR-AS1
1496	CASP10
1497	CASP8
1498	FLACC1
1499	STRADB
1500	C2CD6
1501	MPP4
1502	CDK15
1503	KIAA2012
1504	WDR12
1505	PARD3B
1506	NRP2
1507	AC007383.2
1508	EEF1B2
1509	GPR1
1510	MDH1B
1511	CPO
1512	KLF7-IT1
1513	MYOSLID
1514	FZD5
1515	CRYGA
1516	C2orf80
1517	IDH1-AS1
1518	PTH2R
1519	MAP2
1520	ACADL
1521	LANCL1-AS1
1522	CPS1
1523	LINC01878
1524	IKZF2
1525	SPAG16-DT
1526	VWC2L
1527	BARD1
1528	SNHG31
1529	ABCA12
1530	FN1
1531	LINC00607
1532	MREG
1533	TMEM169
1534	LINC01963
1535	MARCH4
1536	RPL37A
1537	LINC01280
1538	IGFBP2
1539	IGFBP5
1540	DIRC3-AS1
1541	DIRC3
1542	TNS1
1543	RUFY4
1544	TMBIM1
1545	CATIP-AS2
1546	SLC11A1
1547	CTDSP1
1548	VIL1
1549	PLCD4
1550	BCS1L
1551	RNF25
1552	STK36
1553	CDK5R2
1554	NHEJ1
1555	CNPPD1
1556	RETREG2
1557	ZFAND2B
1558	GLB1L
1559	STK16
1560	TUBA4A
1561	DNAJB2
1562	PTPRN
1563	DNPEP
1564	SPEG
1565	GMPPA
1566	CHPF
1567	TMEM198
1568	INHA
1569	STK11IP
1570	SLC4A3
1571	EPHA4
1572	SGPP2
1573	MOGAT1
1574	KCNE4
1575	SCG2
1576	AP1S3
1577	MRPL44
1578	NYAP2
1579	IRS1
1580	COL4A4
1581	COL4A3
1582	TM4SF20
1583	SLC19A3
1584	SPHKAP
1585	LINC01807
1586	FBXO36
1587	SLC16A14
1588	SP110
1589	SP140
1590	SP140L
1591	SP100
1592	ITM2C
1593	C2orf72
1594	HTR2B
1595	B3GNT7
1596	NCL
1597	LINC00471
1598	PTMA
1599	CHRNG
1600	TIGD1
1601	EFHD1
1602	KCNJ13
1603	NGEF
1604	INPP5D
1605	TRPM8
1606	ARL4C
1607	ASB18
1608	IQCA1
1609	ACKR3
1610	COPS8
1611	COL6A3
