node_order	source_symbol
0	LINC00115
1	FAM41C
2	KLHL17
3	HES4
4	ISG15
5	AGRN
6	SDF4
7	B3GALT6
8	LINC01786
9	SCNN1D
10	PUSL1
11	CPTP
12	AURKAIP1
13	MRPL20-AS1
14	ANKRD65
15	TMEM88B
16	VWA1
17	ATAD3C
18	ATAD3A
19	TMEM240
20	FNDC10
21	CDK11B
22	CDK11A
23	CFAP74
24	GABRD
25	MORN1
26	PEX10
27	PLCH2
28	PANK4
29	TNFRSF14
30	PRXL2B
31	TTC34
32	PRDM16
33	ARHGEF16
34	MEGF6
35	TPRG1L
36	C1orf174
37	LINC01134
38	AJAP1
39	NPHP4
40	KCNAB2
41	CHD5
42	RPL22
43	RNF207
44	ICMT
45	TNFRSF25
46	PLEKHG5
47	TAS1R1
48	ZBTB48
49	KLHL21
50	CAMTA1-DT
51	AL512330.1
52	PER3
53	PARK7
54	ERRFI1
55	SLC45A1
56	RERE-AS1
57	ENO1
58	SLC2A5
59	GPR157
60	MIR34AHG
61	LNCTAM34A
62	SPSB1
63	LINC02606
64	TMEM201
65	PIK3CD
66	RBP7
67	CENPS
68	CORT
69	CASZ1
70	MASP2
71	ANGPTL7
72	DISP3
73	FBXO2
74	FBXO44
75	FBXO6
76	MAD2L2
77	DRAXIN
78	AGTRAP
79	PLOD1
80	MIIP
81	TNFRSF1B
82	DHRS3
83	PDPN
84	KAZN
85	KAZN-AS1
86	TMEM51-AS1
87	TMEM51
88	FHAD1
89	EFHD2
90	CELA2B
91	CASP9
92	AGMAT
93	SLC25A34
94	FBLIM1
95	UQCRHL
96	FAM131C
97	SPATA21
98	LINC01772
99	NBPF1
100	CROCC
101	RCC2
102	IGSF21
103	ALDH4A1
104	IFFO2
105	MRTO4
106	AKR7A3
107	AKR7A2
108	SLC66A1
109	MICOS10
110	NBL1
111	TMCO4
112	LINC01141
113	CAMK2N1
114	PINK1
115	PINK1-AS
116	KIF17
117	SH2D5
118	ECE1
119	NBPF3
120	RAP1GAP
121	HSPG2
122	LINC00339
123	CDC42-AS1
124	CDC42-IT1
125	ZBTB40
126	C1QA
127	C1QC
128	C1QB
129	EPHB2
130	TEX46
131	LUZP1
132	LINC01355
133	ZNF436
134	ZNF436-AS1
135	TCEA3
136	ASAP3
137	ID3
138	MDS2
139	RPL11
140	LYPLA2
141	GALE
142	FUCA1
143	IFNLR1
144	NCMAP
145	SYF2
146	RHD
147	RHCE
148	LDLRAP1
149	PAQR7
150	STMN1
151	EXTL1
152	ZNF593
153	CNKSR1
154	CEP85
155	SH3BGRL3
156	UBXN11
157	HMGN2
158	RPS6KA1
159	PIGV
160	GPATCH3
161	TRNP1
162	SLC9A1
163	AHDC1
164	IFI6
165	PPP1R8
166	THEMIS2
167	XKR8
168	PTAFR
169	ATP5IF1
170	SESN2
171	MED18
172	RCC1
173	SNHG3
174	SNHG12
175	LINC01715
176	OPRD1
177	EPB41
178	PTPRU
179	MATN1
180	MATN1-AS1
181	LAPTM5
182	SDC3
183	NKAIN1
184	FABP3
185	COL16A1
186	SPOCD1
187	CCDC28B
188	IQCC
189	DCDC2B
190	TMEM234
191	EIF3I
192	MARCKSL1
193	TSSK3
194	FAM229A
195	ZBTB8B
196	SYNC
197	KIAA1522
198	YARS
199	FNDC5
200	HPCA
201	TMEM54
202	RNF19B
203	AZIN2
204	ZNF362
205	ZSCAN20
206	CSMD2
207	CSMD2-AS1
208	C1orf94
209	DLGAP3
210	TMEM35B
211	ZMYM4-AS1
212	NCDN
213	TFAP2E
214	C1orf216
215	CLSPN
216	SH3D21
217	STK40
218	LSM10
219	OSCP1
220	CSF3R
221	GRIK3
222	LINC01137
223	DNALI1
224	GNL2
225	CDCA8
226	EPHA10
227	MANEAL
228	YRDC
229	C1orf122
230	POU3F1
231	MIR3659HG
232	MYCBP
233	GJA9
234	AKIRIN1
235	NDUFS5
236	BMP8A
237	PABPC4
238	HPCAL4
239	PPIE
240	BMP8B
241	OXCT2
242	LINC02811
243	MFSD2A
244	COL9A2
245	ZFP69B
246	ZFP69
247	EXO5
248	RIMS3
249	NFYC-AS1
250	KCNQ4
251	CITED4
252	SLFNL1-AS1
253	SLFNL1
254	FOXO6
255	HIVEP3
256	RIMKLA
257	ZMYND12
258	PPCS
259	CCDC30
260	TMEM269
261	SVBP
262	ERMAP
263	ZNF691
264	SLC2A1
265	SLC2A1-AS1
266	EBNA1BP2
267	CFAP57
268	TMEM125
269	TIE1
270	MPL
271	CDC20
272	ELOVL1
273	MED8
274	HYI
275	HYI-AS1
276	KDM4A-AS1
277	AL357079.1
278	DPH2
279	ATP6V0B
280	B4GALT2
281	CCDC24
282	SLC6A9
283	TMEM53
284	ARMH1
285	KIF2C
286	RPS8
287	PLK3
288	PTCH2
289	HECTD3
290	UROD
291	TOE1
292	CCDC163
293	MMACHC
294	PRDX1
295	CCDC17
296	PIK3R3
297	TSPAN1
298	LURAP1
299	RAD54L
300	FAAH
301	MOB3C
302	EFCAB14-AS1
303	CYP4X1
304	CYP4Z1
305	CYP4A22-AS1
306	STIL
307	LINC01389
308	TRABD2B
309	SLC5A9
310	SPATA6
311	AGBL4
312	BEND5
313	ELAVL4
314	DMRTA2
315	CDKN2C
316	LINC01562
317	TTC39A
318	RAB3B
319	KTI12
320	GPX7
321	SHISAL2A
322	ECHDC2
323	CPT2
324	LRP8
325	LINC01771
326	GLIS1
327	DIO1
328	TCEANC2
329	ACOT11
330	MROH7
331	TTC4
332	PARS2
333	LEXM
334	DHCR24
335	MIR4422HG
336	PRKAA2
337	DAB1
338	OMA1
339	JUN
340	LINC01135
341	LINC02777
342	LINC01358
343	FGGY
344	HOOK1
345	LINC01748
346	NFIA-AS2
347	KANK4
348	DOCK7
349	ITGB3BP
350	EFCAB7
351	DLEU2L
352	PGM1
353	ROR1
354	ROR1-AS1
355	CACHD1
356	RAVER2
357	JAK1
