network	nodes	base_prior_rows	CIT_evidence_rows	ENCODE_evidence_rows	selected_prior_directions	matched_base_prior_directions	unmatched_base_prior_directions	direction_conflicts	added_weight
Oligodendrocytes	10000	99990000	491	3736	3799	3799	0	17	8.738895704934043
