execution_stage	execution_phase	backend	run_id	stable_task_id	task_mode	manifest_row	rds_id	scientific_script	script_exists	scientific_script_sha256	scientific_config_sha256	manifest_sha256	argument_names	output_schema	pilot
minerva_production	2	direct	minerva_production_192gb_001	global:pathway_deg_fine	pathway_deg_fine	NA	NA	scripts/11_run_fine_deg_pathway_analysis.R	TRUE	1c01bd07e41b454f4bc8c426e9f75b8d6b7bb010a5a9b326c76b47b64e6387d9	f2cf3a3b3cd8061f35c116f8ff8d95ae284859f46e3b8044f13f5d455aac94e5	af25eb6e2144b6a25e4438fd89571364d5c731e6c4ba8140a30626ef21c50bef	config,execution-config,task-mode	fine_deg_pathway_v1	FALSE
