execution_phase	backend	run_id	stable_task_id	task_mode	manifest_row	rds_id	scientific_script	script_exists	scientific_script_sha256	scientific_config_sha256	manifest_sha256	argument_names	output_schema	pilot
2	direct	minerva_production_192gb_001	global:annotations	annotations	NA	NA	scripts/03_build_mito_annotations.R	TRUE	1b5f902b5ca9210b0f81af1ff0cc9a84bb40111c623cfba60f324cf02835be38	04ae178f3c4c752fce2b8e371d439b8564d275dd7c97d5553da6c96c4cb92af6	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	config,execution-config,features,task-mode	mito_annotations_v1	FALSE
