execution_stage	execution_phase	backend	run_id	stable_task_id	task_mode	manifest_row	rds_id	scientific_script	script_exists	scientific_script_sha256	scientific_config_sha256	manifest_sha256	argument_names	output_schema	pilot
minerva_production	2	direct	minerva_production_192gb_001	global:annotate_genes	annotate_genes	NA	NA	scripts/09_annotate_mitochondrial_genes.R	TRUE	d3972f6d792e33597976293440b5b8aba7bececf42772f1f337f0f3db1123c2d	ae1bc484711d636e257f78f07e4f5ddec61b9dfeced078d65b2ad1b4efca33ca	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	config,execution-config,task-mode	mitochondrial_annotation_status_v1	FALSE
