execution_stage	execution_phase	backend	run_id	stable_task_id	task_mode	manifest_row	rds_id	scientific_script	script_exists	scientific_script_sha256	scientific_config_sha256	manifest_sha256	argument_names	output_schema	pilot
local_production_equivalent	genetic_support_endophenotype	direct	phase19_endophenotype_local_20260821	global:genetic_support_endophenotype	genetic_support_endophenotype	NA	NA	scripts/19_run_endophenotype_extension.py	TRUE	3309ef3f33e204a82b549b1c6c7c2d6f2087fea4b94f1e6ec9459b156fec7dc8	3bc1ca64cef12c1013f51c36cf2b06b5f2868111d5d3ef8e68858a5b4c5ac23f	af25eb6e2144b6a25e4438fd89571364d5c731e6c4ba8140a30626ef21c50bef	config,execution-config,task-mode	human_genetic_support_endophenotype_gwas_qtl_v1	FALSE
