execution_phase	backend	run_id	stable_task_id	task_mode	manifest_row	rds_id	scientific_script	script_exists	scientific_script_sha256	scientific_config_sha256	manifest_sha256	argument_names	output_schema	pilot
2	direct	phase2_ondemand_192gb_001	audit:astrocytes	audit	1	astrocytes	scripts/01_audit_seurat_inputs.R	TRUE	233b29b8a514f99c04b18d41c412aaf3ba35e94cba815f0f05f135c3cc48dcc4	6bb8f0bb57926db0a48938dcdcdb2e77ddf50a23484c8e0cac6cfa91ba440724	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	config,execution-config,manifest-row,task-mode	rds_audit_v1	FALSE
2	direct	phase2_ondemand_192gb_001	audit:excitatory_set1	audit	2	excitatory_set1	scripts/01_audit_seurat_inputs.R	TRUE	233b29b8a514f99c04b18d41c412aaf3ba35e94cba815f0f05f135c3cc48dcc4	6bb8f0bb57926db0a48938dcdcdb2e77ddf50a23484c8e0cac6cfa91ba440724	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	config,execution-config,manifest-row,task-mode	rds_audit_v1	FALSE
2	direct	phase2_ondemand_192gb_001	audit:excitatory_set2	audit	3	excitatory_set2	scripts/01_audit_seurat_inputs.R	TRUE	233b29b8a514f99c04b18d41c412aaf3ba35e94cba815f0f05f135c3cc48dcc4	6bb8f0bb57926db0a48938dcdcdb2e77ddf50a23484c8e0cac6cfa91ba440724	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	config,execution-config,manifest-row,task-mode	rds_audit_v1	FALSE
2	direct	phase2_ondemand_192gb_001	audit:excitatory_set3	audit	4	excitatory_set3	scripts/01_audit_seurat_inputs.R	TRUE	233b29b8a514f99c04b18d41c412aaf3ba35e94cba815f0f05f135c3cc48dcc4	6bb8f0bb57926db0a48938dcdcdb2e77ddf50a23484c8e0cac6cfa91ba440724	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	config,execution-config,manifest-row,task-mode	rds_audit_v1	FALSE
2	direct	phase2_ondemand_192gb_001	audit:immune	audit	5	immune	scripts/01_audit_seurat_inputs.R	TRUE	233b29b8a514f99c04b18d41c412aaf3ba35e94cba815f0f05f135c3cc48dcc4	6bb8f0bb57926db0a48938dcdcdb2e77ddf50a23484c8e0cac6cfa91ba440724	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	config,execution-config,manifest-row,task-mode	rds_audit_v1	FALSE
2	direct	phase2_ondemand_192gb_001	audit:inhibitory	audit	6	inhibitory	scripts/01_audit_seurat_inputs.R	TRUE	233b29b8a514f99c04b18d41c412aaf3ba35e94cba815f0f05f135c3cc48dcc4	6bb8f0bb57926db0a48938dcdcdb2e77ddf50a23484c8e0cac6cfa91ba440724	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	config,execution-config,manifest-row,task-mode	rds_audit_v1	FALSE
2	direct	phase2_ondemand_192gb_001	audit:opcs	audit	7	opcs	scripts/01_audit_seurat_inputs.R	TRUE	233b29b8a514f99c04b18d41c412aaf3ba35e94cba815f0f05f135c3cc48dcc4	6bb8f0bb57926db0a48938dcdcdb2e77ddf50a23484c8e0cac6cfa91ba440724	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	config,execution-config,manifest-row,task-mode	rds_audit_v1	FALSE
2	direct	phase2_ondemand_192gb_001	audit:oligodendrocytes	audit	8	oligodendrocytes	scripts/01_audit_seurat_inputs.R	TRUE	233b29b8a514f99c04b18d41c412aaf3ba35e94cba815f0f05f135c3cc48dcc4	6bb8f0bb57926db0a48938dcdcdb2e77ddf50a23484c8e0cac6cfa91ba440724	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	config,execution-config,manifest-row,task-mode	rds_audit_v1	FALSE
2	direct	phase2_ondemand_192gb_001	audit:vasculature	audit	9	vasculature	scripts/01_audit_seurat_inputs.R	TRUE	233b29b8a514f99c04b18d41c412aaf3ba35e94cba815f0f05f135c3cc48dcc4	6bb8f0bb57926db0a48938dcdcdb2e77ddf50a23484c8e0cac6cfa91ba440724	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	config,execution-config,manifest-row,task-mode	rds_audit_v1	FALSE
