execution_phase	backend	run_id	stable_task_id	source_rds	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	manifest_sha256	peak_ram_gib	elapsed_seconds	validation_status	git_revision	timestamp_utc
2	direct	minerva_production_192gb_001	global:environment	NA	scripts/00_check_environment.R	8b626ee3b84d9c59a5c16db2844c018fdc4ae70c92c8e18ab5267c97e1556c55	e3f792d127f7aaf7d7c66a3e15f844149ce3de068382381ec0a53d829435c0c8	af25eb6e2144b6a25e4438fd89571364d5c731e6c4ba8140a30626ef21c50bef	1.01710510253906	18.4915456771851	validated_complete	21fda8d1271a8ff3c930375dd206f10996b314de	2026-07-19 16:45:38 UTC
