execution_stage	execution_phase	backend	run_id	stable_task_id	task_mode	manifest_row	rds_id	scientific_script	script_exists	scientific_script_sha256	scientific_config_sha256	manifest_sha256	argument_names	output_schema	pilot
minerva_production	2	direct	minerva_production_192gb_001	global:pathway_deg_broad	pathway_deg_broad	NA	NA	scripts/11_run_broad_deg_pathway_analysis.R	TRUE	a8e3599e240706842e92594588e6671500ca9f691e6af1ffaa2bef70ebad5bf9	5b5afa5addf3d5792350140d411f20cfe4e786fd428f92dabb3e32b8df5a292c	af25eb6e2144b6a25e4438fd89571364d5c731e6c4ba8140a30626ef21c50bef	config,execution-config,task-mode	broad_deg_pathway_v1	FALSE
