schema_version	path	bytes	sha256	source_id	source_version	validation_state	source_role	access_date	source_url
human_genetic_support_tier1_v1	results/minerva_production/18_key_driver_selection/call_key_driver_returns.tsv	63161765	b917f70e6edcdf030f63e88ba8fbc5b22b80714599c12c80ea449e8c38bd51d8	Phase18	phase18_call_key_driver_returns_v1	validated	NA	NA	NA
human_genetic_support_tier1_v1	data/reference/gencode/gencode.v44.basic.annotation.gtf.gz	29570410	3e52f82c63f8fd860bf632ccde10441c05751f4c342ad08c0a98e9e2700171a5	GENCODE	v44 basic	validated	NA	NA	NA
human_genetic_support_tier1_v1	data/reference/hgnc/hgnc_complete_set_2026-06-05.txt	16739920	f3051e4aa6fac82166e1c26638d0077a95b0f66ab62a03e18bb35eb613e40a90	HGNC	2026-06-05	validated	NA	NA	NA
human_genetic_support_tier1_v1	data/reference/phase19_genetic_support/source_downloads/unified_AD_loci_xQTL_summary.xlsx	8643116	e3cb20c0c55502644db47337ea8f7bb0367267b819bc01c6327833071b5ed3c5	FunGen-xQTL_public_snapshot	f6f63fc319a417213cf1e86ec0eb14fcb53d2427	validated	unified_workbook	2026-08-16	https://github.com/statfungen/xqtl-resources
human_genetic_support_tier1_v1	data/reference/phase19_genetic_support/source_downloads/AD_loci_unified_cs95orColocs_Pval1e5_variant_level.csv.gz	420278	c4c052cbc5e500b6f9b4d0e5f31a38fa15463dc95df9b6e27421c01d4467f6e1	FunGen-xQTL_public_snapshot	f6f63fc319a417213cf1e86ec0eb14fcb53d2427	validated	variant_table	2026-08-16	https://github.com/statfungen/xqtl-resources
human_genetic_support_tier1_v1	data/reference/phase19_genetic_support/source_downloads/AD_genes_FunGen_AD_GVC_xQTL_20250325.tsv	20734	6a3be610740af996e0427cfe7bc99fbfef7f0f7530f1f90b8c83e2530695fd5f	FunGen-xQTL_public_snapshot	f6f63fc319a417213cf1e86ec0eb14fcb53d2427	validated	gvc_xqtl_gene_table	2026-08-16	https://github.com/statfungen/xqtl-resources
human_genetic_support_tier1_v1	data/reference/phase19_genetic_support/source_downloads/AD_genes_FunGen_AD_twas_GVC_xQTL_20250325.tsv	20730	f522d042e928a8181f97e1a48862f7d0548edca28b65f64a47bd6e88db61f1e4	FunGen-xQTL_public_snapshot	f6f63fc319a417213cf1e86ec0eb14fcb53d2427	validated	twas_gvc_xqtl_gene_table	2026-08-16	https://github.com/statfungen/xqtl-resources
human_genetic_support_tier1_v1	data/reference/phase19_genetic_support/source_downloads/context_meta.tsv	2179	e0c5e5eea791c848a4989c2d8d98cd391b6b0451978b7de2d4e4d1b3c00faf3e	FunGen-xQTL_public_snapshot	f6f63fc319a417213cf1e86ec0eb14fcb53d2427	validated	context_metadata	2026-08-16	https://github.com/statfungen/xqtl-resources
human_genetic_support_tier1_v1	data/reference/phase19_genetic_support/source_downloads/statfungen_synapse_staging_folder_structure.yml	59773	146f429fa32e53d678210e7456681f968e9845201e1d90fbbd8d489f62d137b8	FunGen-xQTL_public_snapshot	f6f63fc319a417213cf1e86ec0eb14fcb53d2427	validated	source_structure	2026-08-16	https://github.com/statfungen/xqtl-resources
