schema_version	path	bytes	sha256	rows	validation_state
human_genetic_support_tier1_v1	genetic_support_analysis_manifest.tsv	780	ab424a5c2bacb65ae0341d911bdf31b97d1df25f4efade7b1bfc721e2f7f81f7	1	validated
human_genetic_support_tier1_v1	genetic_support_candidate_manifest.tsv	7579	c79b0a10065357469d12246dd46c9d63124b446388e4c5cd7031998033703a04	47	validated
human_genetic_support_tier1_v1	genetic_support_candidate_loci.tsv	3603	f4eaddd30b73fa3a911c4bd2a294856341a2dce1bd95de3e827e0bbd6086c267	25	validated
human_genetic_support_tier1_v1	genetic_support_dataset_registry.tsv	939	c1df18b659a8b6a2cf8768b53ea8819bd77e2dee4186f91c106d3b9f24cf3833	5	validated
human_genetic_support_tier1_v1	genetic_support_input_inventory.tsv	2864	15053b2979550e329cbb2d53d45b83ab3a1fd603c7d7422a53780bcbef627427	9	validated
human_genetic_support_tier1_v1	genetic_support_source_checks.tsv	1056	19dfb7f241e465cdab160e9611489d75fcccc7578a305d9fb5fd023e5fadd666	8	validated
human_genetic_support_tier1_v1	genetic_support_search_log.tsv	16178	b30d994c4741825fdb49ddcc49f2c726caef13315f52d3613bfb8601fcabb0f9	100	validated
human_genetic_support_tier1_v1	genetic_support_common_variant_evidence.tsv.gz	19978	5d0bf3d2e180cfbce72a14cb42a1b9d97656e67daed98bac18b4d847af97f374	357	validated
human_genetic_support_tier1_v1	genetic_support_colocalization.tsv.gz	683	82ffb1a644c215387665c3d0e6c4eb3ab7c3bc48683ebd8e228a9ba6054e0308	8	validated
human_genetic_support_tier1_v1	genetic_support_colocalization_qc.tsv	9448	570a97dfb02e584a113a768a18b79dc5c30d143cac55ffb1ae11f35b844fc8ad	47	validated
human_genetic_support_tier1_v1	genetic_support_coloc_prior_sensitivity.tsv.gz	145	34493e1e26810084edd055c6c5dded9336f39d3f3c2f5bc849ab837db030a656	0	validated
human_genetic_support_tier1_v1	genetic_support_rare_variant_evidence.tsv	5634	2c728fcabe5751b5762c700119baa34677e39b1e5e654d098d9e057df36258e0	25	validated
human_genetic_support_tier1_v1	genetic_support_mtdna_evidence.tsv	950	8953742fc469041ddd2aed07f69ad6618ed32d609a3356f1ca03e429cb57b136	6	validated
human_genetic_support_tier1_v1	genetic_support_assessability.tsv	23164	80555568098e1b408d86d367d07a6578b44f7a1c02cb8bef9833efcf580a9734	188	validated
human_genetic_support_tier1_v1	genetic_support_evidence_summary.tsv	14893	a183215ecf344a56cc5f4c2980b01fc16618809c25968d87673a7c0c6ed1bfcc	47	validated
human_genetic_support_tier1_v1	genetic_support_figure_data.tsv.gz	942	fe2649ad63c102bdfd7d2f9fa7bd98eac225cba5c34ef213a73622999dd8a1df	47	validated
human_genetic_support_tier1_v1	genetic_support_evidence_matrix.pdf	31691	187fe028cce2b506c51171cf66d6da6f540952f8d46df4cdc33841f03dfcf27b	NA	validated
human_genetic_support_tier1_v1	genetic_support_evidence_matrix.png	326185	07c22d0eff2e72a0d2d949cde8950463c88785855020ae2a9aeb8f396e219f62	NA	validated
human_genetic_support_tier1_v1	genetic_support_locus_plots.pdf	33101	c4af0f54814b34adfdb80772b87aad7c6c1f4a8ba45a49a072686d5c93307c36	NA	validated
human_genetic_support_tier1_v1	genetic_support_stage_status.tsv	1028	143e01668e36ef92b2602a5f4ddaa0619daab5c3a41bbe510d1ca0f86ccd3e63	8	validated
human_genetic_support_tier1_v1	genetic_support_checks.tsv	1380	d0af07b854c5f156e45de1268806a41a04f64f49b43c3cb416bc3c8dd12df7da	11	validated
