schema_version	technical_status	visual_review_status	output_files	source_files	source_sha256_bundle	renderer_sha256	figure_width_inches	figure_height_inches	png_dpi	completed_utc	scientific_status	candidate_contexts	unique_genes	nuclear_contexts	nuclear_genes	mtdna_contexts	mtdna_genes	clinical_ad_routes	csf_gene_trait_screens	parallel_evidence_lanes	route_stop_rule_visible	arrows_are_analysis_flow_not_causal	bellenguez_sample_counts_visible	scientific_source_files
genetic_support_gated_workflow_v1	validated_complete	complete	9	22	872ab6460d566c6d64a8d992440cfbaed0c7e7bcb389962a35dd010c3c60df9b	187621b49f41033941d1c496195d6244ee4498dcd93801c1e99bf57be1a28c1f	12.4	4.7	450	2026-08-22T14:52:53.075707+00:00	descriptive_frozen_gated_workflow	47	25	27	19	20	6	54	57	2	True	True	False	21
