schema_version	figure	panel	kda_run_id	broad_network	fine_cell_type	sex	apoe_group	driver	gene	layer	x	y	in_degree	out_degree	total_degree	degree_percentile	node_size_area	logFC	fdr_bh_within_contrast	paper_deg	donors_ad	donors_nci	is_driver	is_overlap	is_complex_v	is_candidate	display_label	active_in_run	comparison_row	condition
phase12_kda_network_figures_v1	sex_reversal_networks	A	primary_Ast_GRM3_F_e2_AD_up_mito	Astrocytes	Ast GRM3	Female	e2	APOE	ROGDI	2	0.9	0.552	1	0	1	0.6774894387447193	171.8380688059155	0.137980465979426	0.0148700357092453	FALSE	8	17	FALSE	FALSE	FALSE	FALSE		FALSE	APOE | Ast GRM3	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	A	primary_Ast_GRM3_F_e2_AD_up_mito	Astrocytes	Ast GRM3	Female	e2	APOE	SCRG1	2	0.9	-0.552	1	1	2	0.8094146047073023	205.086207670785	0.799716474736963	4.92242240312537e-10	TRUE	8	17	FALSE	FALSE	FALSE	FALSE		FALSE	APOE | Ast GRM3	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	A	primary_Ast_GRM3_F_e2_AD_up_mito	Astrocytes	Ast GRM3	Female	e2	APOE	SPARCL1	2	0.9	0.736	2	0	2	0.8094146047073023	205.086207670785	0.181689338569199	3.06277741754905e-08	FALSE	8	17	FALSE	FALSE	FALSE	FALSE		FALSE	APOE | Ast GRM3	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	A	primary_Ast_GRM3_F_e2_AD_up_mito	Astrocytes	Ast GRM3	Female	e2	APOE	TEX264	1	0.0	0.92	1	0	1	0.6774894387447193	171.8380688059155	0.255681608562899	0.104253181733712	FALSE	8	17	FALSE	FALSE	FALSE	FALSE		TRUE	APOE | Ast GRM3	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	A	primary_Ast_GRM3_F_e2_AD_up_mito	Astrocytes	Ast GRM3	Female	e2	APOE	TSPAN7	2	0.9	-0.736	2	6	8	0.9642727821363911	295.17241534157	0.289112117045705	1.89250687051595e-08	FALSE	8	17	FALSE	FALSE	FALSE	FALSE		FALSE	APOE | Ast GRM3	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	A	primary_Ast_GRM3_F_e2_AD_up_mito	Astrocytes	Ast GRM3	Female	e2	APOE	TUFM	1	0.0	0.46	1	5	6	0.9425467712733856	274.5646322225357	0.505572668966914	4.27621022820759e-06	TRUE	8	17	FALSE	TRUE	FALSE	TRUE	TUFM	TRUE	APOE | Ast GRM3	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	A	primary_Ast_GRM3_F_e2_AD_up_mito	Astrocytes	Ast GRM3	Female	e2	APOE	XRCC6	2	0.9	0.9200000000000002	1	0	1	0.6774894387447193	171.8380688059155	0.591795042865101	1.74496889994579e-07	TRUE	8	17	FALSE	FALSE	FALSE	FALSE		FALSE	APOE | Ast GRM3	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	B	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	AGT	2	0.9	0.0	1	1	2	0.8094146047073023	205.086207670785	-0.867439286638351	2.97130316684667e-28	TRUE	7	6	FALSE	TRUE	FALSE	TRUE	AGT	TRUE	APOE | Ast GRM3	Male AD-down
phase12_kda_network_figures_v1	sex_reversal_networks	B	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	APOE	0	-0.9	0.0	2	11	13	0.9862401931200966	331.4027010284512	-0.506258168887314	1.01623344967118e-13	TRUE	7	6	TRUE	FALSE	FALSE	TRUE	APOE	TRUE	APOE | Ast GRM3	Male AD-down
phase12_kda_network_figures_v1	sex_reversal_networks	B	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	ATP5F1A	2	0.9	0.184	1	0	1	0.6774894387447193	171.8380688059155	-0.816444712762915	1.01385268413574e-11	TRUE	7	6	FALSE	TRUE	TRUE	TRUE	ATP5F1A	TRUE	APOE | Ast GRM3	Male AD-down
phase12_kda_network_figures_v1	sex_reversal_networks	B	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	ATP5PB	1	0.0	0.0	1	1	2	0.8094146047073023	205.086207670785	-1.15070507481747	1.1960917965753e-10	TRUE	7	6	FALSE	TRUE	TRUE	TRUE	ATP5PB	TRUE	APOE | Ast GRM3	Male AD-down
phase12_kda_network_figures_v1	sex_reversal_networks	B	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	CHCHD10	1	0.0	0.23	1	2	3	0.8719372359686179	228.67613761183102	-0.327934216304693	1.32179053763524e-08	FALSE	7	6	FALSE	FALSE	FALSE	TRUE	CHCHD10	TRUE	APOE | Ast GRM3	Male AD-down
phase12_kda_network_figures_v1	sex_reversal_networks	B	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	CST3	1	0.0	-0.46	1	6	7	0.9560651780325891	285.51420641774655	-0.642360340806804	0.00639132768995445	TRUE	7	6	FALSE	FALSE	FALSE	FALSE		TRUE	APOE | Ast GRM3	Male AD-down
phase12_kda_network_figures_v1	sex_reversal_networks	B	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	GJB6	2	0.9	-0.184	2	6	8	0.9642727821363911	295.17241534157	-0.879552883273518	1.41556393100887e-20	TRUE	7	6	FALSE	FALSE	FALSE	FALSE		TRUE	APOE | Ast GRM3	Male AD-down
phase12_kda_network_figures_v1	sex_reversal_networks	B	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	HLA-A	1	0.0	0.6900000000000001	1	0	1	0.6774894387447193	171.8380688059155	-1.37295394693542	1.60118203002974e-07	TRUE	7	6	FALSE	FALSE	FALSE	FALSE		TRUE	APOE | Ast GRM3	Male AD-down
phase12_kda_network_figures_v1	sex_reversal_networks	B	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	LDHB	1	0.0	-0.23	1	5	6	0.9425467712733856	274.5646322225357	-0.955872202992749	5.75492795944732e-15	TRUE	7	6	FALSE	TRUE	FALSE	TRUE	LDHB	TRUE	APOE | Ast GRM3	Male AD-down
phase12_kda_network_figures_v1	sex_reversal_networks	B	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	NME3	2	0.9	0.368	1	7	8	0.9642727821363911	295.17241534157	-0.14606201359139	1.45910797305588e-14	FALSE	7	6	FALSE	FALSE	FALSE	FALSE		TRUE	APOE | Ast GRM3	Male AD-down
phase12_kda_network_figures_v1	sex_reversal_networks	B	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	PLTP	1	0.0	-0.6900000000000001	1	0	1	0.6774894387447193	171.8380688059155	0.247633068179481	4.42175520445973e-10	FALSE	7	6	FALSE	FALSE	FALSE	FALSE		TRUE	APOE | Ast GRM3	Male AD-down
phase12_kda_network_figures_v1	sex_reversal_networks	B	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	RMDN3	2	0.9	-0.368	1	0	1	0.6774894387447193	171.8380688059155	0.304172265595754	7.47738054578716e-08	FALSE	7	6	FALSE	FALSE	FALSE	FALSE		TRUE	APOE | Ast GRM3	Male AD-down
phase12_kda_network_figures_v1	sex_reversal_networks	B	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	ROGDI	2	0.9	0.552	1	0	1	0.6774894387447193	171.8380688059155	0.0283747365123681	4.19743357263897e-06	FALSE	7	6	FALSE	FALSE	FALSE	FALSE		TRUE	APOE | Ast GRM3	Male AD-down
phase12_kda_network_figures_v1	sex_reversal_networks	B	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	SCRG1	2	0.9	-0.552	1	1	2	0.8094146047073023	205.086207670785	-1.69918199650357	5.71583061381085e-12	TRUE	7	6	FALSE	FALSE	FALSE	FALSE		TRUE	APOE | Ast GRM3	Male AD-down
phase12_kda_network_figures_v1	sex_reversal_networks	B	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	SPARCL1	2	0.9	0.736	2	0	2	0.8094146047073023	205.086207670785	-0.0273778908482885	0.000659662270540414	FALSE	7	6	FALSE	FALSE	FALSE	FALSE		TRUE	APOE | Ast GRM3	Male AD-down
phase12_kda_network_figures_v1	sex_reversal_networks	B	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	TEX264	1	0.0	0.92	1	0	1	0.6774894387447193	171.8380688059155	0.0402814288493936	1.9712782285307e-05	FALSE	7	6	FALSE	FALSE	FALSE	FALSE		TRUE	APOE | Ast GRM3	Male AD-down
phase12_kda_network_figures_v1	sex_reversal_networks	B	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	TSPAN7	2	0.9	-0.736	2	6	8	0.9642727821363911	295.17241534157	-0.609427522483449	4.61562501574787e-20	TRUE	7	6	FALSE	FALSE	FALSE	FALSE		TRUE	APOE | Ast GRM3	Male AD-down
phase12_kda_network_figures_v1	sex_reversal_networks	B	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	TUFM	1	0.0	0.46	1	5	6	0.9425467712733856	274.5646322225357	-0.93918379547085	2.44526890009566e-09	TRUE	7	6	FALSE	TRUE	FALSE	TRUE	TUFM	TRUE	APOE | Ast GRM3	Male AD-down
phase12_kda_network_figures_v1	sex_reversal_networks	B	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	XRCC6	2	0.9	0.9200000000000002	1	0	1	0.6774894387447193	171.8380688059155	0.0341356417773393	3.12020727582693e-09	FALSE	7	6	FALSE	FALSE	FALSE	FALSE		TRUE	APOE | Ast GRM3	Male AD-down
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	ATP5IF1	1	-0.30000000000000004	0.0	1	3	4	0.849918590173355	246.97390881959623	0.42012194927973	9.42435227192496e-20	TRUE	8	17	FALSE	TRUE	TRUE	TRUE	ATP5IF1	TRUE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	ATP5MC2	2	0.29999999999999993	0.0	1	1	2	0.6445742744947802	205.086207670785	0.492038738147521	6.63373082166418e-24	TRUE	8	17	FALSE	TRUE	TRUE	TRUE	ATP5MC2	TRUE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	ATP6V1D	2	0.29999999999999993	0.3066666666666667	1	2	3	0.7729144717938895	228.67613761183102	0.350662120841117	1.55659283218376e-13	FALSE	8	17	FALSE	FALSE	FALSE	FALSE		TRUE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	CHCHD10	2	0.29999999999999993	0.15333333333333335	3	1	4	0.849918590173355	246.97390881959623	0.503756303498531	3.58662940446689e-22	TRUE	8	17	FALSE	TRUE	FALSE	TRUE	CHCHD10	TRUE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	EBNA1BP2	2	0.29999999999999993	-0.3066666666666667	1	0	1	0.4400919452159755	171.8380688059155	0.100114817792227	0.0349054207903341	FALSE	8	17	FALSE	FALSE	FALSE	FALSE		TRUE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	ELOC	1	-0.30000000000000004	-0.6133333333333334	1	2	3	0.7729144717938895	228.67613761183102	0.18402243695345	2.22718246781246e-08	FALSE	8	17	FALSE	FALSE	FALSE	FALSE		TRUE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	EXOSC5	2	0.29999999999999993	0.46	2	0	2	0.6445742744947802	205.086207670785	0.153465917361594	0.000837815936996383	FALSE	8	17	FALSE	FALSE	FALSE	FALSE		TRUE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	HDHD2	2	0.29999999999999993	-0.46	2	0	2	0.6445742744947802	205.086207670785	0.16500687871326	0.00135410849879083	FALSE	8	17	FALSE	FALSE	FALSE	FALSE		TRUE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	HMOX2	2	0.29999999999999993	0.6133333333333334	1	1	2	0.6445742744947802	205.086207670785	0.226682090246228	1.0257134320748e-08	FALSE	8	17	FALSE	FALSE	FALSE	FALSE		TRUE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	IKZF4	3	0.9	0.3066666666666667	1	0	1	0.4400919452159755	171.8380688059155	0.12000077020802	0.00375453798995261	FALSE	8	17	FALSE	FALSE	FALSE	FALSE		FALSE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	LAMTOR5	0	-0.9	0.0	1	9	10	0.9808447466717747	311.62741236946636	0.504629454283572	2.95229571961221e-21	TRUE	8	17	TRUE	FALSE	FALSE	TRUE	LAMTOR5	TRUE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	MAGEH1	1	-0.30000000000000004	0.92	2	2	4	0.849918590173355	246.97390881959623	0.304092198783134	1.2893152760227e-06	FALSE	8	17	FALSE	FALSE	FALSE	FALSE		TRUE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	MRPL4	3	0.9	-0.3066666666666667	2	3	5	0.8979982760272005	261.92427647670047	0.100311872748334	2.26201882933686e-05	FALSE	8	17	FALSE	FALSE	FALSE	FALSE		FALSE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	MZT2A	2	0.29999999999999993	-0.6133333333333334	1	0	1	0.4400919452159755	171.8380688059155	0.275394527057919	2.95087465578011e-08	FALSE	8	17	FALSE	FALSE	FALSE	FALSE		TRUE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	NDUFA6	1	-0.30000000000000004	0.3066666666666667	1	0	1	0.4400919452159755	171.8380688059155	0.295133591779155	6.95669171416664e-05	FALSE	8	17	FALSE	FALSE	FALSE	TRUE	NDUFA6	TRUE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	NDUFB6	3	0.9	0.0	2	0	2	0.6445742744947802	205.086207670785	0.156323839122837	1.75296721015469e-10	FALSE	8	17	FALSE	FALSE	FALSE	TRUE	NDUFB6	FALSE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	PES1	3	0.9	0.6133333333333334	1	0	1	0.4400919452159755	171.8380688059155	0.612037401432193	1.15168786189799e-06	TRUE	8	17	FALSE	FALSE	FALSE	FALSE		FALSE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	POMP	2	0.29999999999999993	0.7666666666666667	2	4	6	0.9292213389522076	274.5646322225357	0.499147078583726	4.23313656276689e-20	TRUE	8	17	FALSE	FALSE	FALSE	FALSE		TRUE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	POP7	1	-0.30000000000000004	-0.3066666666666667	2	2	4	0.849918590173355	246.97390881959623	0.686310085439604	1.25068470082498e-11	TRUE	8	17	FALSE	FALSE	FALSE	TRUE	POP7	TRUE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	PSMA7	3	0.9	-0.6133333333333334	1	0	1	0.4400919452159755	171.8380688059155	0.472814699807073	3.01938400033292e-17	TRUE	8	17	FALSE	FALSE	FALSE	FALSE		FALSE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	SIVA1	2	0.29999999999999993	-0.7666666666666667	1	0	1	0.4400919452159755	171.8380688059155	0.521106127336178	9.11794841380506e-10	TRUE	8	17	FALSE	FALSE	FALSE	FALSE		TRUE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	SLC3A2	3	0.9	0.92	1	0	1	0.4400919452159755	171.8380688059155	0.0338442448583425	0.00286524906320361	FALSE	8	17	FALSE	FALSE	FALSE	FALSE		FALSE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	TM2D3	3	0.9	-0.92	1	0	1	0.4400919452159755	171.8380688059155	0.139690672757021	6.18839917471439e-07	FALSE	8	17	FALSE	FALSE	FALSE	FALSE		FALSE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	TMEM11	1	-0.30000000000000004	0.6133333333333334	2	3	5	0.8979982760272005	261.92427647670047	0.11930627679779	3.10926841547157e-05	FALSE	8	17	FALSE	FALSE	FALSE	TRUE	TMEM11	TRUE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	TMEM126A	2	0.29999999999999993	-0.15333333333333335	2	1	3	0.7729144717938895	228.67613761183102	0.634487710367262	1.29984198486178e-09	TRUE	8	17	FALSE	TRUE	FALSE	TRUE	TMEM126A	TRUE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
phase12_kda_network_figures_v1	sex_reversal_networks	C	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	Excitatory_neurons	Exc L4-5 RORB IL1RAPL2	Female	e2	LAMTOR5	UQCRHL	1	-0.30000000000000004	-0.92	1	0	1	0.4400919452159755	171.8380688059155	0.202931662454718	0.000259876363044262	FALSE	8	17	FALSE	FALSE	FALSE	FALSE		TRUE	LAMTOR5 | Exc L4-5 RORB IL1RAPL2	Female AD-up
