schema_version	analysis_id	analysis_tier	scope_rule	candidate_contexts	unique_genes	genome_build	locus_window_bp	source_release_commit	execution_stage	backend	run_id	phase18_sha256	scientific_config_sha256	python	pandas	numpy	matplotlib	started_utc	interpretation_scope
human_genetic_support_tier1_v1	phase19_human_genetic_support_tier1_v1	1	top5_display_TRUE_unique_key_driver_broad_network_case_id	47	25	GRCh38	1000000	f6f63fc319a417213cf1e86ec0eb14fcb53d2427	local_production_equivalent	direct	phase19_tier1_local_20260816	b917f70e6edcdf030f63e88ba8fbc5b22b80714599c12c80ea449e8c38bd51d8	38464e571d5fd6bd29bbce5a22efcd6fc4e35292735f9a47d369f63b1439592d	3.13.6	3.0.5	2.5.2	3.11.1	2026-08-16T22:45:22.393912+00:00	Tier 1 public summary-level screen; not full Phase 19 completion
