network	nodes	base_prior_rows	CIT_evidence_rows	ENCODE_evidence_rows	selected_prior_directions	matched_base_prior_directions	unmatched_base_prior_directions	direction_conflicts	added_weight
Astrocytes	10000	99990000	1274	4043	4089	4089	0	18	8.738895704934043
