feature_index	source_symbol	ensembl_id	mapping_status	gencode_mapping_method	eligible_donors_detected	unique_count_values	expression_filter_pass	annotation_filter_pass	network_filter_pass	residual_variance	selected_network_gene	exclusion_reason	discretization_pass	discretization_exclusion_reason	center_low	center_middle	center_high	final_node_order
17	LINC00115	ENSG00000225880	phase18_exact	phase18	71	34	TRUE	TRUE	TRUE	0.478737312659104	TRUE		TRUE		-0.659877540044229	0.168571251212061	1.00412824683901	0
18	FAM41C	ENSG00000230368	phase18_exact	phase18	26	24	TRUE	TRUE	TRUE	0.980866001758179	TRUE		TRUE		-2.00289038354009	-0.360615881634205	0.739602305150948	1
23	SAMD11	ENSG00000187634	phase18_exact	phase18	76	63	TRUE	TRUE	TRUE	0.964889164776826	TRUE		TRUE		-1.54082795475418	-0.291184206768907	1.05553340408102	2
25	KLHL17	ENSG00000187961	phase18_exact	phase18	75	51	TRUE	TRUE	TRUE	0.652665785832655	TRUE		TRUE		-1.25669989867948	-0.120801653363325	0.817165176146508	3
29	HES4	ENSG00000188290	phase18_exact	phase18	78	64	TRUE	TRUE	TRUE	0.844818771438949	TRUE		TRUE		-1.02095880161791	-0.0192839331995591	1.1348907841928	4
30	ISG15	ENSG00000187608	phase18_exact	phase18	75	45	TRUE	TRUE	TRUE	0.701056605806288	TRUE		TRUE		-0.802872617574698	0.204486667553474	2.51299218231181	5
32	AGRN	ENSG00000188157	phase18_exact	phase18	78	69	TRUE	TRUE	TRUE	0.221868994740935	TRUE		TRUE		-0.612978866835749	-0.0717301504496414	0.57158201970844	6
45	B3GALT6	ENSG00000176022	phase18_exact	phase18	75	43	TRUE	TRUE	TRUE	0.37291510924261	TRUE		TRUE		-1.79562128569337	-0.351664618711382	0.567055187150792	7
46	C1QTNF12	ENSG00000184163	phase18_exact	phase18	26	22	TRUE	TRUE	TRUE	0.913083620528336	TRUE		TRUE		-1.27937467881408	-0.0691726430701053	1.01799146904428	8
49	LINC01786	ENSG00000230415	phase18_exact	phase18	77	49	TRUE	TRUE	TRUE	0.290147487427736	TRUE		TRUE		-1.16033796273804	-0.0811792557306973	0.494407344386732	9
50	SCNN1D	ENSG00000162572	phase18_exact	phase18	78	62	TRUE	TRUE	TRUE	0.191490983065346	TRUE		TRUE		-0.63783220482973	-0.0478367718576471	0.479011033440345	10
51	ACAP3	ENSG00000131584	phase18_exact	phase18	78	75	TRUE	TRUE	TRUE	0.141778746557851	TRUE		TRUE		-0.378111187468981	0.0941546510077695	0.628643805438951	11
52	PUSL1	ENSG00000169972	phase18_exact	phase18	58	31	TRUE	TRUE	TRUE	0.492181537109396	TRUE		TRUE		-1.63512186430268	-0.362547826907809	0.573711651086338	12
55	CPTP	ENSG00000224051	phase18_exact	phase18	77	51	TRUE	TRUE	TRUE	0.670912321753405	TRUE		TRUE		-4.82449487452691	-0.430610384462971	0.543274089336405	13
57	DVL1	ENSG00000107404	phase18_exact	phase18	78	65	TRUE	TRUE	TRUE	0.145019042727547	TRUE		TRUE		-0.473201010512777	0.0101932599926533	0.532123326503339	14
58	MXRA8	ENSG00000162576	phase18_exact	phase18	78	62	TRUE	TRUE	TRUE	0.382117685707498	TRUE		TRUE		-0.800616697228587	0.0334350462657728	0.919506315849215	15
59	AURKAIP1	ENSG00000175756	phase18_exact	phase18	78	62	TRUE	TRUE	TRUE	0.40428471134204	TRUE		TRUE		-0.995949452652389	-0.0788655215233023	0.68076190706169	16
61	MRPL20-AS1	ENSG00000224870	exact	unique_symbol	69	35	TRUE	TRUE	TRUE	0.274609279492582	TRUE		TRUE		-1.00328954859263	-0.192809953513763	0.501480792767026	17
