schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	task_mode	scientific_script	scientific_script_sha256	common_library_sha256	scientific_config_sha256	artifacts_manifest_sha256	pipeline_config_sha256	execution_config_sha256	broad_results_sha256	composition_results_sha256	phase09_master_sha256	phase11_membership_sha256	fine_ora_sha256	mitocarta_source_sha256	planned_contrasts	estimable_contrasts	nonestimable_contrasts	primary_rank_rows	query_definitions	pathway_definitions	primary_gsea_rows	tested_primary_gsea_rows	significant_primary_gsea_rows	ora_rows	tested_ora_rows	significant_ora_rows	composition_gsea_rows	composition_tested_gsea_rows	broad_vs_fine_rows	reference_inputs	output_artifacts	blocking_checks	readme_lines	failed_checks	R_version	data_table_version	fgsea_version	yaml_version	digest_version	readxl_version	elapsed_seconds	validation_status	git_revision	timestamp_utc
broad_deg_pathway_status_v1	minerva_production	2	direct	minerva_production_192gb_001	global:pathway_deg_broad	pathway_deg_broad	scripts/11_run_broad_deg_pathway_analysis.R	a8e3599e240706842e92594588e6671500ca9f691e6af1ffaa2bef70ebad5bf9	c26c13b78b463e88e5dc76e6d4580f2e020f176d41132b608d00b314a26f6e1c	5b5afa5addf3d5792350140d411f20cfe4e786fd428f92dabb3e32b8df5a292c	fd046b924ad36ab8267e444d957f1e5fc8ed10510f140fbbe3bc6032facabf5c	b5cdf0651159d97fe79bee5a77371ac30047d94fb94a45878995ae762e2932c6	b484547eb595603b0632ac59e321defe34aceb42a8a1e2d395d584fc745aa653	993e447f59081a047992e4c2e54e14bc082b7c3edc3538ce72f75750bf784636	b14afc5ede44542a8ee46f77077183d88568d5b9ce4adef5e1973a3ac39e53fa	b1a7e9b627c983d083df74cbe1173b8cb3e9007e1afc641747e8c30ec17f9203	bcbd6076c80ebef6a7dceb524d6b15146c3251e24416c12daa5733a56488d4ca	325e2d59d83c987209862e71278796b71341f1e469eaf6839c8146d08cf596e6	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	42	40	2	41520	378	199	8358	6228	213	75222	7664	6	8358	4308	25074	70	23	53	19	0	4.6.1	1.18.4	1.28.0	2.3.12	0.6.39	1.5.0	50.5318109989166	validated_complete	7c8d0c623f507bdb111624846b00a26f2738b68d	2026-09-14 01:32:41 UTC
