schema_version	analysis_profile	rank_order	rank_id	contrast_id	broad_cell_type	group_id	sex	apoe_group	structural_status	structurally_available	source_rows	finite_rank_rows	duplicate_symbols	tiny_negative_f_clamped	materially_negative_f	rank_size	rank_status	rank_statistic	negative_f_tolerance	deterministic_tie_break
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	11	Excitatory_neurons::AD_vs_NCI__Male__e33::composition_adjusted	Excitatory_neurons::AD_vs_NCI__Male__e33	Excitatory_neurons	M_e33	Male	e33	validated_complete	TRUE	1134	1134	0	0	0	1134	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	12	Excitatory_neurons::AD_vs_NCI__Male__e4::composition_adjusted	Excitatory_neurons::AD_vs_NCI__Male__e4	Excitatory_neurons	M_e4	Male	e4	validated_complete	TRUE	1134	1134	0	0	0	1134	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	13	Inhibitory_neurons::AD_vs_NCI__Female__e2::composition_adjusted	Inhibitory_neurons::AD_vs_NCI__Female__e2	Inhibitory_neurons	F_e2	Female	e2	validated_complete	TRUE	1113	1113	0	0	0	1113	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	14	Inhibitory_neurons::AD_vs_NCI__Female__e33::composition_adjusted	Inhibitory_neurons::AD_vs_NCI__Female__e33	Inhibitory_neurons	F_e33	Female	e33	validated_complete	TRUE	1113	1113	0	0	0	1113	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	15	Inhibitory_neurons::AD_vs_NCI__Female__e4::composition_adjusted	Inhibitory_neurons::AD_vs_NCI__Female__e4	Inhibitory_neurons	F_e4	Female	e4	validated_complete	TRUE	1113	1113	0	0	0	1113	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	16	Inhibitory_neurons::AD_vs_NCI__Male__e2::composition_adjusted	Inhibitory_neurons::AD_vs_NCI__Male__e2	Inhibitory_neurons	M_e2	Male	e2	validated_complete	TRUE	1113	1113	0	0	0	1113	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	17	Inhibitory_neurons::AD_vs_NCI__Male__e33::composition_adjusted	Inhibitory_neurons::AD_vs_NCI__Male__e33	Inhibitory_neurons	M_e33	Male	e33	validated_complete	TRUE	1113	1113	0	0	0	1113	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	18	Inhibitory_neurons::AD_vs_NCI__Male__e4::composition_adjusted	Inhibitory_neurons::AD_vs_NCI__Male__e4	Inhibitory_neurons	M_e4	Male	e4	validated_complete	TRUE	1113	1113	0	0	0	1113	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	19	Microglia::AD_vs_NCI__Female__e2::composition_adjusted	Microglia::AD_vs_NCI__Female__e2	Microglia	F_e2	Female	e2	validated_complete	TRUE	1033	1033	0	0	0	1033	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	20	Microglia::AD_vs_NCI__Female__e33::composition_adjusted	Microglia::AD_vs_NCI__Female__e33	Microglia	F_e33	Female	e33	validated_complete	TRUE	1033	1033	0	0	0	1033	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	21	Microglia::AD_vs_NCI__Female__e4::composition_adjusted	Microglia::AD_vs_NCI__Female__e4	Microglia	F_e4	Female	e4	validated_complete	TRUE	1033	1033	0	0	0	1033	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	22	Microglia::AD_vs_NCI__Male__e2::composition_adjusted	Microglia::AD_vs_NCI__Male__e2	Microglia	M_e2	Male	e2	validated_complete	TRUE	1033	1033	0	0	0	1033	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	23	Microglia::AD_vs_NCI__Male__e33::composition_adjusted	Microglia::AD_vs_NCI__Male__e33	Microglia	M_e33	Male	e33	validated_complete	TRUE	1033	1033	0	0	0	1033	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	24	Microglia::AD_vs_NCI__Male__e4::composition_adjusted	Microglia::AD_vs_NCI__Male__e4	Microglia	M_e4	Male	e4	validated_complete	TRUE	1033	1033	0	0	0	1033	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	25	OPCs::AD_vs_NCI__Female__e2::composition_adjusted	OPCs::AD_vs_NCI__Female__e2	OPCs	F_e2	Female	e2	not_applicable_single_fine_type	FALSE	0	0	0	0	0	0	not_applicable_single_fine_type	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	26	OPCs::AD_vs_NCI__Female__e33::composition_adjusted	OPCs::AD_vs_NCI__Female__e33	OPCs	F_e33	Female	e33	not_applicable_single_fine_type	FALSE	0	0	0	0	0	0	not_applicable_single_fine_type	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	27	OPCs::AD_vs_NCI__Female__e4::composition_adjusted	OPCs::AD_vs_NCI__Female__e4	OPCs	F_e4	Female	e4	not_applicable_single_fine_type	FALSE	0	0	0	0	0	0	not_applicable_single_fine_type	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	28	OPCs::AD_vs_NCI__Male__e2::composition_adjusted	OPCs::AD_vs_NCI__Male__e2	OPCs	M_e2	Male	e2	not_applicable_single_fine_type	FALSE	0	0	0	0	0	0	not_applicable_single_fine_type	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	29	OPCs::AD_vs_NCI__Male__e33::composition_adjusted	OPCs::AD_vs_NCI__Male__e33	OPCs	M_e33	Male	e33	not_applicable_single_fine_type	FALSE	0	0	0	0	0	0	not_applicable_single_fine_type	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	30	OPCs::AD_vs_NCI__Male__e4::composition_adjusted	OPCs::AD_vs_NCI__Male__e4	OPCs	M_e4	Male	e4	not_applicable_single_fine_type	FALSE	0	0	0	0	0	0	not_applicable_single_fine_type	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	31	Oligodendrocytes::AD_vs_NCI__Female__e2::composition_adjusted	Oligodendrocytes::AD_vs_NCI__Female__e2	Oligodendrocytes	F_e2	Female	e2	not_applicable_single_fine_type	FALSE	0	0	0	0	0	0	not_applicable_single_fine_type	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	32	Oligodendrocytes::AD_vs_NCI__Female__e33::composition_adjusted	Oligodendrocytes::AD_vs_NCI__Female__e33	Oligodendrocytes	F_e33	Female	e33	not_applicable_single_fine_type	FALSE	0	0	0	0	0	0	not_applicable_single_fine_type	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	33	Oligodendrocytes::AD_vs_NCI__Female__e4::composition_adjusted	Oligodendrocytes::AD_vs_NCI__Female__e4	Oligodendrocytes	F_e4	Female	e4	not_applicable_single_fine_type	FALSE	0	0	0	0	0	0	not_applicable_single_fine_type	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	34	Oligodendrocytes::AD_vs_NCI__Male__e2::composition_adjusted	Oligodendrocytes::AD_vs_NCI__Male__e2	Oligodendrocytes	M_e2	Male	e2	not_applicable_single_fine_type	FALSE	0	0	0	0	0	0	not_applicable_single_fine_type	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	35	Oligodendrocytes::AD_vs_NCI__Male__e33::composition_adjusted	Oligodendrocytes::AD_vs_NCI__Male__e33	Oligodendrocytes	M_e33	Male	e33	not_applicable_single_fine_type	FALSE	0	0	0	0	0	0	not_applicable_single_fine_type	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	36	Oligodendrocytes::AD_vs_NCI__Male__e4::composition_adjusted	Oligodendrocytes::AD_vs_NCI__Male__e4	Oligodendrocytes	M_e4	Male	e4	not_applicable_single_fine_type	FALSE	0	0	0	0	0	0	not_applicable_single_fine_type	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	37	Vasculature_cells::AD_vs_NCI__Female__e2::composition_adjusted	Vasculature_cells::AD_vs_NCI__Female__e2	Vasculature_cells	F_e2	Female	e2	contrast_not_estimable	FALSE	0	0	0	0	0	0	contrast_not_estimable	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	38	Vasculature_cells::AD_vs_NCI__Female__e33::composition_adjusted	Vasculature_cells::AD_vs_NCI__Female__e33	Vasculature_cells	F_e33	Female	e33	validated_complete	TRUE	573	573	0	0	0	573	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	39	Vasculature_cells::AD_vs_NCI__Female__e4::composition_adjusted	Vasculature_cells::AD_vs_NCI__Female__e4	Vasculature_cells	F_e4	Female	e4	validated_complete	TRUE	573	573	0	0	0	573	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	40	Vasculature_cells::AD_vs_NCI__Male__e2::composition_adjusted	Vasculature_cells::AD_vs_NCI__Male__e2	Vasculature_cells	M_e2	Male	e2	contrast_not_estimable	FALSE	0	0	0	0	0	0	contrast_not_estimable	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	41	Vasculature_cells::AD_vs_NCI__Male__e33::composition_adjusted	Vasculature_cells::AD_vs_NCI__Male__e33	Vasculature_cells	M_e33	Male	e33	validated_complete	TRUE	573	573	0	0	0	573	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	42	Vasculature_cells::AD_vs_NCI__Male__e4::composition_adjusted	Vasculature_cells::AD_vs_NCI__Male__e4	Vasculature_cells	M_e4	Male	e4	validated_complete	TRUE	573	573	0	0	0	573	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
