schema_version	analysis_profile	rank_order	rank_id	contrast_id	broad_cell_type	group_id	sex	apoe_group	structural_status	structurally_available	source_rows	finite_rank_rows	duplicate_symbols	tiny_negative_f_clamped	materially_negative_f	rank_size	rank_status	rank_statistic	negative_f_tolerance	deterministic_tie_break
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	1	Astrocytes::AD_vs_NCI__Female__e2::composition_adjusted	Astrocytes::AD_vs_NCI__Female__e2	Astrocytes	F_e2	Female	e2	validated_complete	TRUE	1084	1084	0	0	0	1084	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	2	Astrocytes::AD_vs_NCI__Female__e33::composition_adjusted	Astrocytes::AD_vs_NCI__Female__e33	Astrocytes	F_e33	Female	e33	validated_complete	TRUE	1084	1084	0	0	0	1084	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	3	Astrocytes::AD_vs_NCI__Female__e4::composition_adjusted	Astrocytes::AD_vs_NCI__Female__e4	Astrocytes	F_e4	Female	e4	validated_complete	TRUE	1084	1084	0	0	0	1084	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	4	Astrocytes::AD_vs_NCI__Male__e2::composition_adjusted	Astrocytes::AD_vs_NCI__Male__e2	Astrocytes	M_e2	Male	e2	validated_complete	TRUE	1084	1084	0	0	0	1084	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	5	Astrocytes::AD_vs_NCI__Male__e33::composition_adjusted	Astrocytes::AD_vs_NCI__Male__e33	Astrocytes	M_e33	Male	e33	validated_complete	TRUE	1084	1084	0	0	0	1084	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	6	Astrocytes::AD_vs_NCI__Male__e4::composition_adjusted	Astrocytes::AD_vs_NCI__Male__e4	Astrocytes	M_e4	Male	e4	validated_complete	TRUE	1084	1084	0	0	0	1084	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	7	Excitatory_neurons::AD_vs_NCI__Female__e2::composition_adjusted	Excitatory_neurons::AD_vs_NCI__Female__e2	Excitatory_neurons	F_e2	Female	e2	validated_complete	TRUE	1134	1134	0	0	0	1134	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	8	Excitatory_neurons::AD_vs_NCI__Female__e33::composition_adjusted	Excitatory_neurons::AD_vs_NCI__Female__e33	Excitatory_neurons	F_e33	Female	e33	validated_complete	TRUE	1134	1134	0	0	0	1134	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	9	Excitatory_neurons::AD_vs_NCI__Female__e4::composition_adjusted	Excitatory_neurons::AD_vs_NCI__Female__e4	Excitatory_neurons	F_e4	Female	e4	validated_complete	TRUE	1134	1134	0	0	0	1134	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
broad_deg_pathway_composition_rank_manifest_v1	composition_adjusted	10	Excitatory_neurons::AD_vs_NCI__Male__e2::composition_adjusted	Excitatory_neurons::AD_vs_NCI__Male__e2	Excitatory_neurons	M_e2	Male	e2	validated_complete	TRUE	1134	1134	0	0	0	1134	available	sign(logFC)*sqrt(max(F,0))	1e-08	rank_score_desc;logFC_desc;symbol_asc
