summary_group	analysis_profile	pathway_collection	collection_order	collection_role	pathway_id	pathway_name	hierarchy	hierarchy_depth	level_1	level_2	pathway_scope	schema_version	summary_group_type	broad_cell_type	sex	apoe_group	analysis_method	deg_tier	query_mode	structural_contrasts	available_contrasts	testable_records	positive_records	negative_records	locally_significant_records	globally_significant_records	median_effect	minimum_effect	maximum_effect	significant_secondary_groups	signal_confined_to_one_secondary_group	gene_union	gene_union_count	recurrent_genes	recurrent_gene_count
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Electron carriers	Electron carriers	Metabolism > Electron carriers	2	Metabolism	Electron carriers	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	5	1	0	0	0.975408704653063	-0.81672525334287	1.75192026674984	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Fission	Fission	Mitochondrial dynamics and surveillance > Fission	2	Mitochondrial dynamics and surveillance	Fission	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	5	1	0	0	1.08628732308332	-1.47436711088987	1.47504709785261	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Fusion	Fusion	Mitochondrial dynamics and surveillance > Fusion	2	Mitochondrial dynamics and surveillance	Fusion	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	3	3	0	0	-0.200446164162964	-1.15092976557675	1.08619829298304	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Immune response	Immune response	Signaling > Immune response	2	Signaling	Immune response	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	0	0	0	0	0	NA	NA	NA	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Intramitochondrial membrane interactions	Intramitochondrial membrane interactions	Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions	2	Mitochondrial dynamics and surveillance	Intramitochondrial membrane interactions	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	1	5	0	0	-1.1829195136949	-1.39156126460261	0.791435407101671	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Lipid metabolism	Lipid metabolism	Metabolism > Lipid metabolism	2	Metabolism	Lipid metabolism	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	1	5	0	0	-1.01798531400498	-1.23052908397637	1.2232071387048	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Metabolism	Metabolism	Metabolism	1	Metabolism	NA	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	1	5	0	0	-0.94285915104781	-1.08674285945853	1.30892286196671	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Metals and cofactors	Metals and cofactors	Metabolism > Metals and cofactors	2	Metabolism	Metals and cofactors	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	3	3	0	0	0.000212508581642179	-1.21541436181553	1.22182153801405	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Mitochondrial central dogma	Mitochondrial central dogma	Mitochondrial central dogma	1	Mitochondrial central dogma	NA	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	2	4	0	0	-1.13531801769021	-1.46373003659999	1.06868736770726	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Mitochondrial dynamics and surveillance	Mitochondrial dynamics and surveillance	Mitochondrial dynamics and surveillance	1	Mitochondrial dynamics and surveillance	NA	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	2	4	0	0	-0.688962532257119	-1.05221226077245	1.44224427212255	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Mitophagy	Mitophagy	Mitochondrial dynamics and surveillance > Mitophagy	2	Mitochondrial dynamics and surveillance	Mitophagy	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	3	3	0	0	0.0280835240703046	-1.38309564833639	1.50682319174165	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Nucleotide metabolism	Nucleotide metabolism	Metabolism > Nucleotide metabolism	2	Metabolism	Nucleotide metabolism	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	4	2	0	0	1.08647322884093	-0.922529729144431	1.29563552702975	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	OXPHOS	OXPHOS	OXPHOS	1	OXPHOS	NA	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	3	3	1	1	-0.0374378836041368	-1.60757952476821	1.53211585146359	1	TRUE	ACAD9,ATP5F1A,ATP5F1B,ATP5F1C,ATP5F1D,ATP5F1E,ATP5MC2,ATP5MC3,ATP5ME,ATP5MG,ATP5PB,ATP5PF,ATPAF1,COA1,COA3,COX20,COX4I1,COX5A,COX5B,COX6A1,COX6B1,COX6C,COX7A1,COX7A2,COX7B,COX7B2,COX7C,COX8A,CYC1,CYCS,ECSIT,MT-CO2,MT-CO3,MT-CYB,MT-ND3,MT-ND4,NDUFA1,NDUFA2,NDUFA3,NDUFA5,NDUFA6,NDUFA8,NDUFAF3,NDUFAF7,NDUFAF8,NDUFB1,NDUFB10,NDUFB11,NDUFB2,NDUFB4,NDUFB6,NDUFB9,NDUFC1,NDUFS5,NDUFS6,NDUFS8,NDUFV2,PNKD,RAB5IF,SDHA,SDHAF1,SDHAF3,SDHB,SURF1,TIMM21,TMEM126A,TMEM126B,TMEM186,UQCR10,UQCR11,UQCRB,UQCRC1,UQCRH,UQCRQ	74		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	OXPHOS assembly factors	OXPHOS assembly factors	OXPHOS > OXPHOS assembly factors	2	OXPHOS	OXPHOS assembly factors	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	2	4	0	0	-0.932873917604757	-1.13834394050682	1.01269654790987	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	OXPHOS subunits	OXPHOS subunits	OXPHOS > OXPHOS subunits	2	OXPHOS	OXPHOS subunits	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	4	2	2	2	0.710711797544858	-2.11509353993493	2.19141695585876	2	FALSE	ATP5F1A,ATP5F1B,ATP5F1C,ATP5F1D,ATP5F1E,ATP5MC2,ATP5MC3,ATP5ME,ATP5MG,ATP5PB,ATP5PD,ATP5PF,COX4I1,COX5A,COX5B,COX6A1,COX6B1,COX6C,COX7A1,COX7A2,COX7A2L,COX7B,COX7B2,COX7C,COX8A,CYC1,CYCS,MT-ATP6,MT-ATP8,MT-CO2,MT-CO3,MT-CYB,MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND4L,MT-ND5,NDUFA1,NDUFA10,NDUFA12,NDUFA2,NDUFA3,NDUFA5,NDUFA6,NDUFA8,NDUFB1,NDUFB10,NDUFB11,NDUFB2,NDUFB3,NDUFB4,NDUFB6,NDUFB7,NDUFB9,NDUFC1,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV2,SDHA,SDHB,UQCR10,UQCR11,UQCRB,UQCRC1,UQCRH,UQCRQ	73	ATP5F1B,ATP5F1C,ATP5F1E,ATP5MC2,ATP5ME,ATP5MG,ATP5PB,COX4I1,COX5A,COX5B,COX6B1,COX6C,COX7A2,COX7B,COX7C,CYC1,MT-CO2,MT-CO3,MT-CYB,MT-ND3,MT-ND4,NDUFA1,NDUFA3,NDUFA6,NDUFA8,NDUFB1,NDUFB11,NDUFB4,NDUFB6,NDUFB9,NDUFS6,SDHA,UQCR11,UQCRB,UQCRQ	35
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Organelle contact sites	Organelle contact sites	Mitochondrial dynamics and surveillance > Organelle contact sites	2	Mitochondrial dynamics and surveillance	Organelle contact sites	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	1	5	0	0	-0.790579013571011	-1.3745012437083	1.10684216438264	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Protein homeostasis	Protein homeostasis	Protein import, sorting and homeostasis > Protein homeostasis	2	Protein import, sorting and homeostasis	Protein homeostasis	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	1	5	0	0	-0.995115008326427	-1.58852265077925	0.633949643154259	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Protein import and sorting	Protein import and sorting	Protein import, sorting and homeostasis > Protein import and sorting	2	Protein import, sorting and homeostasis	Protein import and sorting	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	0	6	0	0	-0.887779548134952	-1.25999260225517	-0.772071194960417	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Protein import, sorting and homeostasis	Protein import, sorting and homeostasis	Protein import, sorting and homeostasis	1	Protein import, sorting and homeostasis	NA	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	1	5	0	0	-0.959980865070872	-1.45921210420398	0.898006952852772	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Respirasome assembly	Respirasome assembly	OXPHOS > Respirasome assembly	2	OXPHOS	Respirasome assembly	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	0	0	0	0	0	NA	NA	NA	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	SLC25A family	SLC25A family	Small molecule transport > SLC25A family	2	Small molecule transport	SLC25A family	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	3	3	0	0	-0.0972750030245658	-1.60515583165503	1.28232018214398	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Sideroflexins	Sideroflexins	Small molecule transport > Sideroflexins	2	Small molecule transport	Sideroflexins	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	1	5	0	0	-0.667541330615877	-1.31345541204308	0.854051017754992	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Signaling	Signaling	Signaling	1	Signaling	NA	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	1	5	0	0	-0.916101854607015	-1.27760375997158	1.15461224014372	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Small molecule transport	Small molecule transport	Small molecule transport	1	Small molecule transport	NA	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	2	4	0	0	-1.00752555639688	-1.47861996489111	1.18582483071711	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Sulfur metabolism	Sulfur metabolism	Metabolism > Sulfur metabolism	2	Metabolism	Sulfur metabolism	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	2	4	0	0	-0.578211485808776	-1.25992746079591	1.45810897197021	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Trafficking	Trafficking	Mitochondrial dynamics and surveillance > Trafficking	2	Mitochondrial dynamics and surveillance	Trafficking	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	3	3	0	0	-0.148757712308329	-1.21260982283849	1.60804920309972	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Translation	Translation	Mitochondrial central dogma > Translation	2	Mitochondrial central dogma	Translation	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	1	5	0	0	-1.21734417788756	-1.49748706878797	1.08742312170811	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	Vitamin metabolism	Vitamin metabolism	Metabolism > Vitamin metabolism	2	Metabolism	Vitamin metabolism	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	3	3	0	0	0.0671205302937754	-1.08093997687056	1.01193948666685	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	cAMP-PKA signaling	cAMP-PKA signaling	Signaling > cAMP-PKA signaling	2	Signaling	cAMP-PKA signaling	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	1	5	0	0	-0.879723047916139	-1.42533773592724	0.903015195397217	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	mtDNA maintenance	mtDNA maintenance	Mitochondrial central dogma > mtDNA maintenance	2	Mitochondrial central dogma	mtDNA maintenance	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	4	2	0	0	1.00834337045432	-1.0652242826524	1.1517398340862	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_broad_46	2	primary_expanded	mtRNA metabolism	mtRNA metabolism	Mitochondrial central dogma > mtRNA metabolism	2	Mitochondrial central dogma	mtRNA metabolism	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	2	4	0	0	-0.846678360085726	-1.24332352400757	0.847012878591597	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_complete_149	3	supplemental_complete	ABC transporters	ABC transporters	Small molecule transport > ABC transporters	2	Small molecule transport	ABC transporters	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	3	3	0	0	0.175897696025816	-1.43732542122606	1.15000672355065	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_complete_149	3	supplemental_complete	Amidoxime reducing complex	Amidoxime reducing complex	Metabolism > Detoxification > Amidoxime reducing complex	3	Metabolism	Detoxification	detailed_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	0	0	0	0	0	NA	NA	NA	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_complete_149	3	supplemental_complete	Amino acid metabolism	Amino acid metabolism	Metabolism > Amino acid metabolism	2	Metabolism	Amino acid metabolism	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	1	5	0	0	-1.04727426211427	-1.50311329046438	1.04043341651128	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_complete_149	3	supplemental_complete	Apoptosis	Apoptosis	Mitochondrial dynamics and surveillance > Apoptosis	2	Mitochondrial dynamics and surveillance	Apoptosis	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	4	2	0	0	0.798382555760461	-1.18754493846427	1.33313106380539	0	FALSE		0		0
Astrocytes	composition_adjusted	mitocarta_complete_149	3	supplemental_complete	Autophagy	Autophagy	Mitochondrial dynamics and surveillance > Autophagy	2	Mitochondrial dynamics and surveillance	Autophagy	broad_program	broad_deg_pathway_broad_cell_summary_v1	broad_cell_type	Astrocytes	NA	NA	GSEA	NA	NA	6	6	6	4	2	0	0	0.663961573804472	-1.37646407703287	1.68103079304976	0	FALSE		0		0
