schema_version	validation_status	input_rows	driver_candidates	displayed_records	figure_count	source_sha256
phase18_two_case_circular_status_v1	validated_complete	95557	78	47	2	b917f70e6edcdf030f63e88ba8fbc5b22b80714599c12c80ea449e8c38bd51d8
