schema_version	class_order	case_id	case_label	broad_network	network_display_order	display_network	network_color	slot_rank	slot_status	total_passing_candidate_count	displayed_candidate_count	current_symbol	display_rank	is_core_mito	is_mtdna_gene	extended_reference_member	coverage_fraction	conservative_support_count	aggregate_acat_p	aggregate_acat_q	negative_log10_acat_q	capped_negative_log10_acat_q	display_score	evidence_tier	selected_network_count_within_class	sector_start_degrees	sector_end_degrees	sector_mid_degrees	source_call_key_driver_returns_sha256
phase18_two_case_circular_plot_data_v1	2	non_mt_driver	non-MT driver	OPCs	5	OPCs	#56B4E9	1	ranked_candidate	4	4	RPS15	1	FALSE	FALSE	FALSE	1	2	5.86425218349989e-16	3.96775302735603e-12	11.4014553683209	11.4014553683209	0.760097024554728	tier_not_assessable	2	-115.714285714286	-124	-119.857142857143	b917f70e6edcdf030f63e88ba8fbc5b22b80714599c12c80ea449e8c38bd51d8
phase18_two_case_circular_plot_data_v1	2	non_mt_driver	non-MT driver	OPCs	5	OPCs	#56B4E9	2	ranked_candidate	4	4	FTL	2	FALSE	FALSE	FALSE	1	2	9.709306937537e-08	0.000218977235797918	3.65960103073618	3.65960103073618	0.243973402049079	tier_not_assessable	1	-125	-133.285714285714	-129.142857142857	b917f70e6edcdf030f63e88ba8fbc5b22b80714599c12c80ea449e8c38bd51d8
phase18_two_case_circular_plot_data_v1	2	non_mt_driver	non-MT driver	OPCs	5	OPCs	#56B4E9	3	ranked_candidate	4	4	ANKRD11	3	FALSE	FALSE	FALSE	1	2	5.25999691138449e-07	0.000711782782048549	3.14765252174345	3.14765252174345	0.209843501449563	tier_not_assessable	1	-134.285714285714	-142.571428571429	-138.428571428571	b917f70e6edcdf030f63e88ba8fbc5b22b80714599c12c80ea449e8c38bd51d8
phase18_two_case_circular_plot_data_v1	2	non_mt_driver	non-MT driver	OPCs	5	OPCs	#56B4E9	4	ranked_candidate	4	4	NCOA1	4	FALSE	FALSE	TRUE	1	1	4.75113866912345e-05	0.0459231489075561	1.33796834042087	1.33796834042087	0.0891978893613913	tier_not_assessable	1	-143.571428571429	-151.857142857143	-147.714285714286	b917f70e6edcdf030f63e88ba8fbc5b22b80714599c12c80ea449e8c38bd51d8
phase18_two_case_circular_plot_data_v1	2	non_mt_driver	non-MT driver	OPCs	5	OPCs	#56B4E9	5	unused_display_slot	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-152.857142857143	-161.142857142857	-157	b917f70e6edcdf030f63e88ba8fbc5b22b80714599c12c80ea449e8c38bd51d8
phase18_two_case_circular_plot_data_v1	2	non_mt_driver	non-MT driver	Oligodendrocytes	6	Oligodendrocytes	#F0E442	1	ranked_candidate	1	1	RPL11	1	FALSE	FALSE	FALSE	1	1	1.81588106856013e-05	0.0280372036985684	1.55226530307484	1.55226530307484	0.103484353538323	tier_not_assessable	4	-167.142857142857	-175.428571428571	-171.285714285714	b917f70e6edcdf030f63e88ba8fbc5b22b80714599c12c80ea449e8c38bd51d8
phase18_two_case_circular_plot_data_v1	2	non_mt_driver	non-MT driver	Oligodendrocytes	6	Oligodendrocytes	#F0E442	2	unused_display_slot	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-176.428571428571	-184.714285714286	-180.571428571429	b917f70e6edcdf030f63e88ba8fbc5b22b80714599c12c80ea449e8c38bd51d8
phase18_two_case_circular_plot_data_v1	2	non_mt_driver	non-MT driver	Oligodendrocytes	6	Oligodendrocytes	#F0E442	3	unused_display_slot	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-185.714285714286	-194	-189.857142857143	b917f70e6edcdf030f63e88ba8fbc5b22b80714599c12c80ea449e8c38bd51d8
phase18_two_case_circular_plot_data_v1	2	non_mt_driver	non-MT driver	Oligodendrocytes	6	Oligodendrocytes	#F0E442	4	unused_display_slot	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-195	-203.285714285714	-199.142857142857	b917f70e6edcdf030f63e88ba8fbc5b22b80714599c12c80ea449e8c38bd51d8
phase18_two_case_circular_plot_data_v1	2	non_mt_driver	non-MT driver	Oligodendrocytes	6	Oligodendrocytes	#F0E442	5	unused_display_slot	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-204.285714285714	-212.571428571429	-208.428571428571	b917f70e6edcdf030f63e88ba8fbc5b22b80714599c12c80ea449e8c38bd51d8
phase18_two_case_circular_plot_data_v1	2	non_mt_driver	non-MT driver	Vasculature_cells	7	Vasculature	#D55E00	1	no_passing_candidate_slot	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-218.571428571429	-226.857142857143	-222.714285714286	b917f70e6edcdf030f63e88ba8fbc5b22b80714599c12c80ea449e8c38bd51d8
phase18_two_case_circular_plot_data_v1	2	non_mt_driver	non-MT driver	Vasculature_cells	7	Vasculature	#D55E00	2	no_passing_candidate_slot	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-227.857142857143	-236.142857142857	-232	b917f70e6edcdf030f63e88ba8fbc5b22b80714599c12c80ea449e8c38bd51d8
phase18_two_case_circular_plot_data_v1	2	non_mt_driver	non-MT driver	Vasculature_cells	7	Vasculature	#D55E00	3	no_passing_candidate_slot	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-237.142857142857	-245.428571428571	-241.285714285714	b917f70e6edcdf030f63e88ba8fbc5b22b80714599c12c80ea449e8c38bd51d8
phase18_two_case_circular_plot_data_v1	2	non_mt_driver	non-MT driver	Vasculature_cells	7	Vasculature	#D55E00	4	no_passing_candidate_slot	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-246.428571428571	-254.714285714286	-250.571428571429	b917f70e6edcdf030f63e88ba8fbc5b22b80714599c12c80ea449e8c38bd51d8
phase18_two_case_circular_plot_data_v1	2	non_mt_driver	non-MT driver	Vasculature_cells	7	Vasculature	#D55E00	5	no_passing_candidate_slot	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-255.714285714286	-264	-259.857142857143	b917f70e6edcdf030f63e88ba8fbc5b22b80714599c12c80ea449e8c38bd51d8
