schema_version	signature_group	sex	apoe_group	broad_network	current_symbol	case_id	is_core_mito	eligible_run_count	usable_run_count	explicit_run_count	implicit_run_count	missing_run_count	coverage_numerator	coverage_denominator	coverage_fraction	strict_coverage_pass	relaxed_coverage_pass	conservative_support_count	relaxed_support_count	conservative_support_pass	relaxed_support_pass	recurrence_fraction	supporting_fine_cell_type_count	supporting_fine_cell_types	supporting_direction_count	supporting_directions	median_support_fold_enrichment	maximum_support_fold_enrichment	category_acat_p	relaxed_category_acat_q	strict_category_acat_q	studywide_acat_q	missing_as_one_acat_p	missing_as_one_acat_q	mean_log_p_score	strict_non_mt_reference	relaxed_phase20_candidate	exploratory_q20	exploratory_inclusive	terminal_candidate_status	strict_rank	relaxed_rank	exploratory_inclusive_rank	top5_summary	top10_display	stability_assessable_repetitions	stability_nominal_fraction	stability_q_fraction	stability_candidate_fraction	stability_worst_rank	evidence_label	category_label	neg_log10_q
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e4	Female	e4	Inhibitory_neurons	RPS15	case3_not_core_mito	FALSE	5	5	4	1	0	5	5	1	TRUE	TRUE	1	1	TRUE	TRUE	0.2	1	Inh LAMP5 NRG1 (Rosehip)	1	AD_down_mito	13.55	13.55	5.1047546829264e-07	0.00380508414065334	0.00349369410499483	0.00517673172395567	5.1047546829264e-07	0.00380508414065334	2.21405884695233	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	5	1	0.8	0.8	1	strict_non_mt_reference	F_e4 · Inhibitory_neurons	2.41963573536715
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e4	Female	e4	Inhibitory_neurons	ATP6V1F	case3_not_core_mito	FALSE	5	5	5	0	0	5	5	1	TRUE	TRUE	1	2	TRUE	TRUE	0.4	2	Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4	1	AD_down_mito	7.065	9.21	1.00697992110939e-05	0.035846725882407	0.0329131998845175	0.0376658993768845	1.00697992110939e-05	0.035846725882407	1.94835550340847	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	5	1	0.8	0.8	2	recurrent_stable	F_e4 · Inhibitory_neurons	1.44555050516045
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e4	Female	e4	Inhibitory_neurons	RPLP1	case3_not_core_mito	FALSE	5	5	3	2	0	5	5	1	TRUE	TRUE	1	1	TRUE	TRUE	0.2	1	Inh LAMP5 NRG1 (Rosehip)	1	AD_down_mito	14.64	14.64	1.44271770388008e-05	0.035846725882407	0.0329131998845175	0.0506443854290119	1.44271770388008e-05	0.035846725882407	1.65501271626101	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	5	1	0.8	0.8	3	strict_non_mt_reference	F_e4 · Inhibitory_neurons	1.44555050516045
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Astrocytes	RPL11	case3_not_core_mito	FALSE	5	4	2	2	1	4	5	0.8	TRUE	TRUE	1	1	TRUE	TRUE	0.25	1	Ast GRM3	1	AD_down_mito	12.13	12.13	3.79768977049049e-09	2.0765767665042e-05	1.90530095785508e-05	7.70247439250881e-05	4.7471122154762e-09	2.59572095942238e-05	2.50005100659365	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	3	0.666666666666667	0.666666666666667	0.666666666666667	1	strict_non_mt_reference	M_e2 · Astrocytes	4.6826520093396
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Astrocytes	RPLP1	case3_not_core_mito	FALSE	5	5	2	3	0	5	5	1	TRUE	TRUE	1	1	TRUE	TRUE	0.2	1	Ast GRM3	1	AD_down_mito	22.97	22.97	6.05564220252188e-07	0.00165561257816948	0.00151905784650261	0.0058178148229681	6.05564220252188e-07	0.00165561257816948	1.38336195949943	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	3	0.666666666666667	0.666666666666667	0.666666666666667	2	strict_non_mt_reference	M_e2 · Astrocytes	2.78104128279746
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Astrocytes	RPL15	case3_not_core_mito	FALSE	5	5	4	1	0	5	5	1	TRUE	TRUE	1	1	TRUE	TRUE	0.2	1	Ast GRM3	1	AD_down_mito	11.08	11.08	2.21340843664564e-06	0.00403430577719279	0.00370155670888372	0.012243368157831	2.21340843664564e-06	0.00403430577719279	1.97022345151706	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	3	1	0.666666666666667	0.666666666666667	3	strict_non_mt_reference	M_e2 · Astrocytes	2.39423118784989
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Astrocytes	APOE	case3_not_core_mito	FALSE	5	5	3	2	0	5	5	1	TRUE	TRUE	2	2	TRUE	TRUE	0.4	2	Ast DPP10|Ast GRM3	1	AD_down_mito	31.93	46.74	5.06360198980332e-06	0.00570838799188851	0.00523756081845366	0.0225438970735297	5.06360198980332e-06	0.00570838799188851	2.21078044771643	TRUE	TRUE	FALSE	TRUE	driver_candidate	4	4	4	TRUE	TRUE	3	1	1	1	5	recurrent_stable	M_e2 · Astrocytes	2.24348651610932
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Astrocytes	LAPTM4A	case3_not_core_mito	FALSE	5	5	2	3	0	5	5	1	TRUE	TRUE	2	2	TRUE	TRUE	0.4	2	Ast DPP10|Ast GRM3	1	AD_down_mito	23.27	34.55	5.21981345271443e-06	0.00570838799188851	0.00523756081845366	0.022686054953133	5.21981345271443e-06	0.00570838799188851	2.24593591256797	TRUE	TRUE	FALSE	TRUE	driver_candidate	5	5	5	TRUE	TRUE	3	1	1	1	5	recurrent_stable	M_e2 · Astrocytes	2.24348651610932
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Excitatory_neurons	RPL11	case3_not_core_mito	FALSE	25	25	17	8	0	25	25	1	TRUE	TRUE	8	9	TRUE	TRUE	0.36	9	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 NP|Exc L6 THEMIS NFIA|Exc NRGN|Exc RELN CHD7	2	AD_down_mito|AD_up_mito	8.96	20.96	1.71693739097877e-13	1.49528077380342e-09	1.34419028339728e-09	1.56703158737242e-08	1.71693739097877e-13	1.49528077380342e-09	3.84424502539771	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	13	1	1	1	1	recurrent_stable	M_e2 · Excitatory_neurons	8.82527725077476
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Excitatory_neurons	SELENOW	case3_not_core_mito	FALSE	25	25	16	9	0	25	25	1	TRUE	TRUE	6	6	TRUE	TRUE	0.24	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3	2	AD_down_mito|AD_up_mito	10.23	20.04	1.28722247422097e-09	5.60521026399523e-06	5.038832375338e-06	3.35667165713354e-05	1.28722247422097e-09	5.60521026399523e-06	2.08664891174778	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	13	1	1	1	3	recurrent_stable	M_e2 · Excitatory_neurons	5.2514080914044
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Excitatory_neurons	RPS13	case3_not_core_mito	FALSE	25	25	17	8	0	25	25	1	TRUE	TRUE	5	6	TRUE	TRUE	0.24	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc RELN CHD7	1	AD_down_mito	11.285	34.06	2.907852903252e-09	8.44149697814057e-06	7.58852679318665e-06	6.63492066567268e-05	2.907852903252e-09	8.44149697814057e-06	2.1023405907164	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	13	1	1	1	3	recurrent_stable	M_e2 · Excitatory_neurons	5.07358053066143
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Excitatory_neurons	TMEM147	case3_not_core_mito	FALSE	25	17	9	8	8	17	25	0.68	FALSE	TRUE	4	4	TRUE	TRUE	0.235294117647059	4	Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	18.51	26.23	4.48574725318925e-08	9.76659320700629e-05	NA	0.000584870951501899	6.59668718470232e-08	0.000143626371728931	1.99351162159649	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	4	4	TRUE	TRUE	13	1	1	1	4	recurrent_stable	M_e2 · Excitatory_neurons	4.01025690090942
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Excitatory_neurons	LAMTOR5	case3_not_core_mito	FALSE	25	23	14	9	2	23	25	0.92	TRUE	TRUE	5	5	TRUE	TRUE	0.217391304347826	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	13.98	19.15	1.04484377120322e-06	0.00181990888068177	0.0020450204711875	0.00794682051282888	1.13569980415035e-06	0.00197816191886908	1.62288033237745	TRUE	TRUE	FALSE	TRUE	driver_candidate	4	5	5	TRUE	TRUE	13	1	1	1	9	recurrent_stable	M_e2 · Excitatory_neurons	2.73995035575545
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Excitatory_neurons	SSR2	case3_not_core_mito	FALSE	25	23	13	10	2	23	25	0.92	TRUE	TRUE	6	6	TRUE	TRUE	0.260869565217391	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc RELN CHD7	1	AD_down_mito	13.05	39.3	1.52323196481795e-06	0.00221097119693326	0.00234796383388033	0.00993027558549784	1.65568702353217e-06	0.0022387552173345	1.83623085443221	TRUE	TRUE	FALSE	TRUE	driver_candidate	5	6	6	FALSE	TRUE	13	1	1	1	7	recurrent_stable	M_e2 · Excitatory_neurons	2.65541691508498
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Excitatory_neurons	RPL29	case3_not_core_mito	FALSE	25	25	15	10	0	25	25	1	TRUE	TRUE	5	6	TRUE	TRUE	0.24	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc RELN CHD7	1	AD_down_mito	9.905	25.55	1.79943581597675e-06	0.0022387552173345	0.00234796383388033	0.0105956585476375	1.79943581597675e-06	0.0022387552173345	1.49655288705788	TRUE	TRUE	FALSE	TRUE	driver_candidate	6	7	7	FALSE	TRUE	13	1	1	1	9	recurrent_stable	M_e2 · Excitatory_neurons	2.64999338903484
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Excitatory_neurons	PRDX1	case3_not_core_mito	FALSE	25	25	16	9	0	25	25	1	TRUE	TRUE	5	6	TRUE	TRUE	0.24	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3	2	AD_down_mito|AD_up_mito	6.055	7	2.11938675315416e-06	0.00230721740415245	0.00237038269863485	0.0120896443483517	2.11938675315416e-06	0.00230721740415245	1.77641149877306	TRUE	TRUE	FALSE	TRUE	driver_candidate	7	8	8	FALSE	TRUE	13	1	1	1	9	recurrent_stable	M_e2 · Excitatory_neurons	2.63691148091227
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Excitatory_neurons	GABARAPL2	case3_not_core_mito	FALSE	25	25	15	10	0	25	25	1	TRUE	TRUE	8	8	TRUE	TRUE	0.32	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3|Exc L6b|Exc RELN CHD7	2	AD_down_mito|AD_up_mito	9.42	42.58	5.00996843050251e-06	0.00484797945124959	0.00490288035530052	0.0225438970735297	5.00996843050251e-06	0.00484797945124959	1.91605170597115	TRUE	TRUE	FALSE	TRUE	driver_candidate	8	9	9	FALSE	TRUE	13	1	1	1	18	recurrent_stable	M_e2 · Excitatory_neurons	2.31443922964784
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Excitatory_neurons	RPLP2	case3_not_core_mito	FALSE	25	25	13	12	0	25	25	1	TRUE	TRUE	7	8	TRUE	TRUE	0.32	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 NP|Exc RELN CHD7	1	AD_down_mito	26.71	81.88	7.43525259507496e-06	0.00647536148505078	0.00646784361853798	0.0301603586266621	7.43525259507496e-06	0.00647536148505078	1.73644506776093	TRUE	TRUE	FALSE	TRUE	driver_candidate	9	10	10	FALSE	TRUE	13	1	1	1	16	recurrent_stable	M_e2 · Excitatory_neurons	2.18873598221493
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Excitatory_neurons	RPL6	case3_not_core_mito	FALSE	25	25	16	9	0	25	25	1	TRUE	TRUE	5	6	TRUE	TRUE	0.24	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc NRGN	1	AD_down_mito	17.69	28.73	8.51295899384145e-06	0.0067399418070332	0.00666479559627847	0.0330656017504156	8.51295899384145e-06	0.0067399418070332	1.51010135830583	TRUE	TRUE	FALSE	TRUE	driver_candidate	10	11	11	FALSE	FALSE	13	1	1	1	18	recurrent_stable	M_e2 · Excitatory_neurons	2.17134385316698
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Excitatory_neurons	LAGE3	case3_not_core_mito	FALSE	25	23	15	8	2	23	25	0.92	TRUE	TRUE	4	4	TRUE	TRUE	0.173913043478261	4	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1	1	AD_down_mito	12.195	14.76	1.20822198159255e-05	0.00876867103140794	0.00859924535808008	0.0441092848151882	1.31328838217256e-05	0.00953119043361738	1.30799741342369	TRUE	TRUE	FALSE	TRUE	driver_candidate	11	12	12	FALSE	FALSE	13	1	1	1	13	recurrent_stable	M_e2 · Excitatory_neurons	2.05706622276407
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Excitatory_neurons	PSMB6	case3_not_core_mito	FALSE	25	21	12	9	4	21	25	0.84	TRUE	TRUE	4	5	TRUE	TRUE	0.238095238095238	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	7.95	8.71	1.73903449926747e-05	0.0113035417675492	0.0109430209153572	0.0566856927548723	2.07028956030498e-05	0.0128786798433544	1.18536786478027	TRUE	TRUE	FALSE	TRUE	driver_candidate	12	13	13	FALSE	FALSE	13	1	1	1	17	recurrent_stable	M_e2 · Excitatory_neurons	1.94678545659638
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Excitatory_neurons	BTF3	case3_not_core_mito	FALSE	25	25	14	11	0	25	25	1	TRUE	TRUE	4	5	TRUE	TRUE	0.2	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	6.38	7.28	1.8170810052324e-05	0.0113035417675492	0.0109430209153572	0.0571872987126053	1.8170810052324e-05	0.0121730449804376	1.47504170886822	TRUE	TRUE	FALSE	TRUE	driver_candidate	13	14	14	FALSE	FALSE	13	1	1	1	14	recurrent_stable	M_e2 · Excitatory_neurons	1.94678545659638
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Excitatory_neurons	TARBP1	case3_not_core_mito	FALSE	25	25	19	6	0	25	25	1	TRUE	TRUE	3	3	TRUE	TRUE	0.12	3	Exc L2-3 CBLN2 LINC02306|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1	1	AD_up_mito	11.07	12.04	3.20680091579093e-05	0.0180774836410774	0.0176459962628597	0.0929147659629594	3.20680091579093e-05	0.018402611458988	1.15182561328818	TRUE	TRUE	FALSE	TRUE	driver_candidate	14	15	15	FALSE	FALSE	13	1	1	1	18	recurrent_stable	M_e2 · Excitatory_neurons	1.74286202280158
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Excitatory_neurons	SELENOM	case3_not_core_mito	FALSE	25	25	10	15	0	25	25	1	TRUE	TRUE	5	5	TRUE	TRUE	0.2	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	11.49	11.79	3.38089084101284e-05	0.0180774836410774	0.0176459962628597	0.0964282894276253	3.38089084101284e-05	0.018402611458988	0.978273709294504	TRUE	TRUE	FALSE	TRUE	driver_candidate	15	16	16	FALSE	FALSE	13	1	0.923076923076923	0.923076923076923	16	recurrent_stable	M_e2 · Excitatory_neurons	1.74286202280158
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Excitatory_neurons	ATG101	case3_not_core_mito	FALSE	25	13	7	6	12	13	25	0.52	FALSE	TRUE	2	2	TRUE	TRUE	0.153846153846154	2	Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1	1	AD_down_mito	10.04	10.66	3.52873144905634e-05	0.0180774836410774	NA	0.0975950880678555	6.78636783732106e-05	0.0328347097195717	1.05089951503161	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	17	17	FALSE	FALSE	7	1	1	1	17	recurrent_stable	M_e2 · Excitatory_neurons	1.74286202280158
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Excitatory_neurons	RPS15	case3_not_core_mito	FALSE	25	25	17	8	0	25	25	1	TRUE	TRUE	5	5	TRUE	TRUE	0.2	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	5.57	9.58	3.88598308786279e-05	0.0188016815067761	0.0190146009967986	0.104314644248867	3.88598308786279e-05	0.0199076627718806	1.2671178899856	TRUE	TRUE	FALSE	TRUE	driver_candidate	16	18	18	FALSE	FALSE	13	1	0.923076923076923	0.923076923076923	18	recurrent_stable	M_e2 · Excitatory_neurons	1.72580330837154
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Excitatory_neurons	MAGEF1	case3_not_core_mito	FALSE	25	23	17	6	2	23	25	0.92	TRUE	TRUE	5	5	TRUE	TRUE	0.217391304347826	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	7.92	18.14	7.40759964076048e-05	0.0339540975112542	0.0341141750514787	0.169021052903142	8.05183454943623e-05	0.0369070668900211	1.33012851714952	TRUE	TRUE	FALSE	TRUE	driver_candidate	17	19	19	FALSE	FALSE	13	1	1	1	20	recurrent_stable	M_e2 · Excitatory_neurons	1.46910780844834
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Excitatory_neurons	RPL36AL	case3_not_core_mito	FALSE	25	25	12	13	0	25	25	1	TRUE	TRUE	3	4	TRUE	TRUE	0.16	4	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1	1	AD_down_mito	8.3	11.32	0.000107691127593393	0.046894101510543	0.0468396576627041	0.231267329984033	0.000107691127593393	0.046894101510543	1.03180356700843	TRUE	TRUE	FALSE	TRUE	driver_candidate	18	20	20	FALSE	FALSE	13	1	0.923076923076923	0.923076923076923	20	recurrent_stable	M_e2 · Excitatory_neurons	1.3288817807929
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Inhibitory_neurons	RPS15	case3_not_core_mito	FALSE	14	14	10	4	0	14	14	1	TRUE	TRUE	7	8	TRUE	TRUE	0.571428571428571	8	Inh CUX2 MSR1|Inh ENOX2 SPHKAP|Inh L3-5 SST MAFB|Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh PVALB SULF1|Inh RYR3 TSHZ2|Inh VIP CLSTN2	1	AD_down_mito	14.97	39.73	1.43979161971298e-06	0.00991251788841009	0.00842817255283395	0.00973395121033953	1.43979161971298e-06	0.0106750258994423	2.94443320237453	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	8	1	1	1	1	recurrent_stable	M_e2 · Inhibitory_neurons	2.00381601593353
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Inhibitory_neurons	LAMTOR5	case3_not_core_mito	FALSE	14	13	11	2	1	13	14	0.928571428571429	TRUE	TRUE	4	5	TRUE	TRUE	0.384615384615385	5	Inh CUX2 MSR1|Inh L3-5 SST MAFB|Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh VIP CLSTN2	1	AD_down_mito	12.31	30.67	2.5972796772986e-06	0.00991251788841009	0.00842817255283395	0.0139441834627862	2.79707216021023e-06	0.0106750258994423	2.18862869747314	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	8	1	1	1	3	recurrent_stable	M_e2 · Inhibitory_neurons	2.00381601593353
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Inhibitory_neurons	RPLP1	case3_not_core_mito	FALSE	14	14	8	6	0	14	14	1	TRUE	TRUE	7	8	TRUE	TRUE	0.571428571428571	8	Inh CUX2 MSR1|Inh ENOX2 SPHKAP|Inh L3-5 SST MAFB|Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh PVALB SULF1|Inh RYR3 TSHZ2|Inh VIP CLSTN2	1	AD_down_mito	14.88	27.74	4.45847538142179e-06	0.0113438475287975	0.0096451684084758	0.0214168731361571	4.45847538142179e-06	0.0113438475287975	2.66891748287051	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	8	1	1	1	3	recurrent_stable	M_e2 · Inhibitory_neurons	1.94523961941832
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	Inhibitory_neurons	RPL38	case3_not_core_mito	FALSE	14	13	6	7	1	13	14	0.928571428571429	TRUE	TRUE	3	3	TRUE	TRUE	0.230769230769231	3	Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh PVALB SULF1	1	AD_down_mito	43.34	88.23	4.56826435341621e-05	0.0871739045240649	0.0741200891341781	0.114655060469841	4.91968682486103e-05	0.0938799238354105	1.42999238475849	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	4	4	TRUE	TRUE	8	1	0.875	0.875	4	recurrent_stable	M_e2 · Inhibitory_neurons	1.05961350150453
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	OPCs	RPS15	case3_not_core_mito	FALSE	2	2	1	1	0	2	2	1	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	OPC	1	AD_down_mito	13.06	13.06	1.95475136542761e-16	1.23188431049248e-12	1.23188431049248e-12	3.56816404742426e-11	1.95475136542761e-16	1.23188431049248e-12	8.00496923524988	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type	M_e2 · OPCs	11.9094300759978
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	OPCs	FTL	case3_not_core_mito	FALSE	2	2	2	0	0	2	2	1	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	OPC	1	AD_down_mito	8.18	8.18	3.57108288521687e-08	0.000112524821713184	0.000112524821713184	0.000529838164150022	3.57108288521687e-08	0.000112524821713184	3.97973501683179	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type	M_e2 · OPCs	3.94875166649472
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	OPCs	ANKRD11	case3_not_core_mito	FALSE	2	2	2	0	0	2	2	1	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	OPC	1	AD_down_mito	6.34	6.34	1.88190605361924e-07	0.000395325731663615	0.000395325731663615	0.00214699604509718	1.88190605361924e-07	0.000395325731663615	3.5792116273203	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type	M_e2 · OPCs	3.40304491660614
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	OPCs	BEX3	case3_not_core_mito	FALSE	2	2	2	0	0	2	2	1	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	OPC	1	AD_down_mito	23.95	23.95	3.4342781008738e-05	0.0541070514792667	0.0541070514792667	0.0964440393811232	3.4342781008738e-05	0.0541070514792667	2.68526284397367	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	4	4	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type	M_e2 · OPCs	1.26674613195495
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	M_e2	Male	e2	OPCs	RPL18	case3_not_core_mito	FALSE	2	2	1	1	0	2	2	1	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	OPC	1	AD_down_mito	6.39	6.39	6.31762300910057e-05	0.0796273204067036	0.0796273204067036	0.149767047900675	6.31762300910057e-05	0.0796273204067036	2.25023814339771	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	5	5	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type	M_e2 · OPCs	1.09893789876782
