schema_version	artifact_order	path	bytes	sha256	hash_status
phase20_sex_apoe_non_mt_figure_artifacts_v1	1	phase20_driver_category_evidence.png	305508	e4891a84eaf63c0ea8f0c22fb192bd98e636352d2cba83bcc02697da383a9b69	recorded
phase20_sex_apoe_non_mt_figure_artifacts_v1	2	phase20_driver_category_evidence.svg	183573	f5514da3474edaf0f0ab3316733c1e5b63734e641854befdc791a1edf441831b	recorded
phase20_sex_apoe_non_mt_figure_artifacts_v1	3	phase20_driver_category_evidence.pdf	11334	628cae8b0f336242a1a0009f257c7a6f4d530cbfea206fdd57ec7b56378975dd	recorded
phase20_sex_apoe_non_mt_figure_artifacts_v1	4	phase20_driver_category_evidence_plot_data.tsv	43171	6eaa3fe37fb5a25c7356ae5816adee8210d7b7e3433d20fba6db62e14736103e	recorded
phase20_sex_apoe_non_mt_figure_artifacts_v1	5	phase20_driver_category_evidence_caption.md	114	395886aff98492b28b521df6ca901f5a32015e78431a9c923e348c11424cb7ea	recorded
phase20_sex_apoe_non_mt_figure_artifacts_v1	6	phase20_driver_category_evidence_methods.md	73	f9f5d63a20f38222edbbe3970aff378fa2ac56bcbcf11ad3cfec1df0f62b03dc	recorded
phase20_sex_apoe_non_mt_figure_artifacts_v1	7	phase20_driver_category_evidence_checks.tsv	321	5b83e0239ee52d368eb5b3c61dbbf99e02d99489fe36de2f3d3a2b61000e41ef	recorded
phase20_sex_apoe_non_mt_figure_artifacts_v1	8	phase20_driver_category_evidence_status.tsv	162	049a38ecafe03c1972a4a5e338f365fe5624fa80d60b529378a1a47d57639ff3	recorded
