schema_version	analysis_id	source_phase	minimum_effective_query_genes	structural_run_slots	phase12_eligible_runs	included_runs	historical_phase18_included_runs	included_fine_cell_types	included_categories	reconstructed_runs	stock_significant_rows	candidate_test_rows	failed_checks	validation_status
phase20_sex_apoe_kda_source_v1_status_v1	phase20_sex_apoe_kda_v2	validated_phase12_reconstruction	3	648	295	295	161	41	38	295	2494	2623910	0	validated_complete
