schema_version	figure_family	production_status_sha256	plotted_rows	image_artifacts	checks	failed_checks	visual_review_status	validation_status
phase15_figure_package_v1	score_reference_reliability	1b032bde2e11ee20fb7e64e3afc416284ba4771451bb4a84c93d560c3619fc01	2804	3	12	0	complete	validated_complete
